REASv3.2 SECTOR SGP WC CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.1615803E+03  0.1805927E+03  0.1866426E+03  0.2428069E+03  0.2747719E+03  0.3197093E+03  0.3750008E+03  0.4294395E+03  0.4882023E+03  0.5322670E+03  0.5694189E+03  0.6221319E+03  0.6705107E+03  0.7111240E+03  0.7897521E+03  0.9046793E+03  0.1068005E+04  0.1231341E+04  0.1416248E+04  0.1621020E+04  0.1905253E+04  0.2233631E+04  0.2702502E+04  0.3239575E+04  0.3256353E+04  0.3418944E+04  0.3719807E+04  0.4037307E+04  0.4630846E+04  0.4834802E+04  0.5068102E+04  0.5399631E+04  0.5829015E+04  0.6433585E+04  0.6801115E+04  0.7076660E+04  0.7720383E+04  0.8322985E+04  0.9867410E+04  0.1025301E+05  0.1457268E+05  0.1449938E+05  0.1583202E+05  0.2003755E+05  0.2094961E+05  0.2139184E+05  0.2206945E+05  0.2158724E+05  0.2138076E+05  0.2294749E+05  0.2478337E+05  0.2501148E+05  0.2403323E+05  0.2179591E+05  0.2138757E+05  0.2051480E+05  0.2069857E+05  0.2116480E+05  0.2079105E+05  0.2059667E+05  0.2324269E+05  0.2371270E+05  0.2331155E+05  0.2328725E+05  0.2327743E+05  0.2344204E+05
IND              0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5709600E+02  0.9079200E+02  0.9360000E+02  0.9500400E+02  0.1517900E+03  0.2133700E+03  0.2736800E+03  0.3002000E+03  0.3483300E+03  0.2267679E+04  0.3142250E+04  0.3334919E+04  0.3726811E+04  0.3578722E+04  0.3793147E+04  0.4115753E+04  0.4912230E+04  0.5225957E+04  0.5362459E+04  0.5863633E+04  0.5898638E+04  0.6479259E+04  0.6300248E+04  0.5698608E+04  0.5441246E+04  0.4950699E+04  0.5976928E+04  0.6335739E+04  0.1006664E+05  0.1119751E+05  0.1143108E+05  0.1249832E+05  0.1303150E+05  0.1185782E+05  0.1267669E+05  0.1264604E+05  0.1152067E+05  0.1035058E+05  0.1250756E+05  0.1223077E+05  0.1224769E+05  0.1144281E+05  0.1311106E+05  0.1210716E+05  0.1219898E+05  0.1257411E+05  0.1281134E+05  0.1335458E+05  0.1463543E+05  0.1615477E+05  0.1600144E+05  0.1664316E+05  0.1609049E+05  0.1526106E+05
ROAD             0.2301335E+03  0.2731754E+03  0.3244680E+03  0.3408470E+03  0.3531000E+03  0.3982060E+03  0.4392350E+03  0.4761750E+03  0.5212900E+03  0.5376210E+03  0.5827270E+03  0.6319210E+03  0.6811150E+03  0.7550050E+03  0.8164520E+03  0.9150290E+03  0.9929960E+03  0.1054634E+04  0.1116271E+04  0.1251978E+04  0.1383417E+04  0.1527108E+04  0.1613453E+04  0.1786656E+04  0.1739338E+04  0.1863411E+04  0.2041149E+04  0.2446707E+04  0.2594298E+04  0.2956157E+04  0.2856828E+04  0.3047112E+04  0.3269933E+04  0.3402850E+04  0.3645555E+04  0.3407579E+04  0.3473388E+04  0.3582541E+04  0.3496180E+04  0.4071930E+04  0.4067398E+04  0.4929844E+04  0.4760490E+04  0.4721727E+04  0.5135918E+04  0.5644957E+04  0.5106050E+04  0.5064076E+04  0.5080831E+04  0.5135194E+04  0.5220802E+04  0.5315128E+04  0.5288670E+04  0.5304270E+04  0.5407608E+04  0.5591413E+04  0.5808914E+04  0.6005724E+04  0.6102609E+04  0.5985326E+04  0.6322185E+04  0.6783188E+04  0.6824083E+04  0.6733324E+04  0.6607908E+04  0.6445048E+04
OTRA             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
RESI             0.2284700E+02  0.2338300E+02  0.2392000E+02  0.2445600E+02  0.2499300E+02  0.2552900E+02  0.2606500E+02  0.2660200E+02  0.2713800E+02  0.2767500E+02  0.2821100E+02  0.2880700E+02  0.2940300E+02  0.2999900E+02  0.3059500E+02  0.3119100E+02  0.3178700E+02  0.3238300E+02  0.3297900E+02  0.3357500E+02  0.3417100E+02  0.3511480E+03  0.2647910E+03  0.2589780E+03  0.2363084E+03  0.2149440E+03  0.2115490E+03  0.2303540E+03  0.2586810E+03  0.2999280E+03  0.2843490E+03  0.2686650E+03  0.2686650E+03  0.2686250E+03  0.2770930E+03  0.2620940E+03  0.2967350E+03  0.2627320E+03  0.2650810E+03  0.2941410E+03  0.1840640E+03  0.2548110E+03  0.7985900E+02  0.8690500E+02  0.9160300E+02  0.9395200E+02  0.3364190E+03  0.3099900E+03  0.3170370E+03  0.3243840E+03  0.3372930E+03  0.3211520E+03  0.2565800E+03  0.2454200E+03  0.2245800E+03  0.2060900E+03  0.1981650E+03  0.1952220E+03  0.1999220E+03  0.2022720E+03  0.2022720E+03  0.1993380E+03  0.2016880E+03  0.2040380E+03  0.1984620E+03  0.2008020E+03
ODOM             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1174400E+02  0.1409300E+02  0.1409300E+02  0.2113900E+02  0.2348800E+02  0.3053400E+02  0.3288300E+02  0.3993000E+02  0.4462700E+02  0.4697600E+02  0.4932500E+02  0.4932500E+02  0.4932500E+02  0.4932500E+02  0.1124876E+04  0.9158550E+03  0.1010382E+04  0.1022126E+04  0.1116313E+04  0.1134561E+04  0.9913090E+03  0.6499170E+03  0.6569630E+03  0.6616610E+03  0.5266290E+03  0.3097100E+03  0.5210700E+03  0.2856500E+03  0.2774200E+03  0.2765500E+03  0.2944600E+03  0.4280100E+03  0.3575600E+03  0.3858587E+03  0.3120700E+03  0.2639100E+03  0.3775188E+03  0.3983588E+03  0.4244988E+03  0.4412288E+03  0.4294888E+03  0.4271388E+03  0.4485688E+03  0.4039488E+03  0.4112876E+03
TOTAL            0.4145608E+03  0.4771511E+03  0.5350306E+03  0.6081099E+03  0.6528649E+03  0.7434443E+03  0.8403008E+03  0.9322165E+03  0.1036630E+04  0.1097563E+04  0.1180357E+04  0.1282860E+04  0.1438125E+04  0.1586920E+04  0.1730399E+04  0.1945903E+04  0.2244578E+04  0.2531728E+04  0.2839178E+04  0.3206773E+04  0.3671171E+04  0.6391310E+04  0.7737089E+04  0.8634221E+04  0.8979949E+04  0.9099509E+04  0.9796186E+04  0.1086300E+05  0.1243599E+05  0.1336147E+05  0.1361871E+05  0.1462837E+05  0.1531558E+05  0.1663364E+05  0.1707334E+05  0.1756982E+05  0.1784761E+05  0.1812934E+05  0.2062772E+05  0.2207113E+05  0.3002534E+05  0.3187285E+05  0.3275337E+05  0.3800147E+05  0.3987029E+05  0.3951520E+05  0.4049832E+05  0.4012842E+05  0.3858495E+05  0.3903507E+05  0.4312558E+05  0.4317299E+05  0.4225418E+05  0.3914597E+05  0.4051668E+05  0.3873153E+05  0.3916854E+05  0.4031737E+05  0.4030328E+05  0.4056335E+05  0.4484381E+05  0.4727948E+05  0.4676590E+05  0.4731634E+05  0.4657824E+05  0.4576024E+05
PP-EXCL-BF       0.1615803E+03  0.1805927E+03  0.1866426E+03  0.2428069E+03  0.2747719E+03  0.3197093E+03  0.3750008E+03  0.4294395E+03  0.4882023E+03  0.5322670E+03  0.5694189E+03  0.6221319E+03  0.6705107E+03  0.7111240E+03  0.7897521E+03  0.9046793E+03  0.1068005E+04  0.1231341E+04  0.1416248E+04  0.1621020E+04  0.1905253E+04  0.2233631E+04  0.2702502E+04  0.3239575E+04  0.3256353E+04  0.3418944E+04  0.3719807E+04  0.4037307E+04  0.4630846E+04  0.4834802E+04  0.5068102E+04  0.5399631E+04  0.5829015E+04  0.6433585E+04  0.6801115E+04  0.7076660E+04  0.7720383E+04  0.8322985E+04  0.9867410E+04  0.1025301E+05  0.1457268E+05  0.1449938E+05  0.1583202E+05  0.2003755E+05  0.2094961E+05  0.2139184E+05  0.2206945E+05  0.2158724E+05  0.2138076E+05  0.2294749E+05  0.2478337E+05  0.2501148E+05  0.2403323E+05  0.2179591E+05  0.2138757E+05  0.2051480E+05  0.2069857E+05  0.2116480E+05  0.2079105E+05  0.2059667E+05  0.2324269E+05  0.2371270E+05  0.2331155E+05  0.2319333E+05  0.2312437E+05  0.2322288E+05
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.9392500E+02  0.1530600E+03  0.2191600E+03
IND-EXCL-BF      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5709600E+02  0.9079200E+02  0.9360000E+02  0.9500400E+02  0.1517900E+03  0.2133700E+03  0.2736800E+03  0.3002000E+03  0.3483300E+03  0.2267679E+04  0.3142250E+04  0.3334919E+04  0.3726811E+04  0.3578722E+04  0.3793147E+04  0.4115753E+04  0.4912230E+04  0.5225957E+04  0.5362459E+04  0.5863633E+04  0.5898638E+04  0.6479259E+04  0.6300248E+04  0.5698608E+04  0.5441246E+04  0.4950699E+04  0.5976928E+04  0.6335739E+04  0.1006664E+05  0.1119751E+05  0.1143108E+05  0.1249832E+05  0.1303150E+05  0.1185782E+05  0.1267669E+05  0.1264604E+05  0.1152067E+05  0.1035058E+05  0.1250756E+05  0.1223077E+05  0.1224769E+05  0.1144281E+05  0.1311106E+05  0.1210716E+05  0.1219898E+05  0.1257411E+05  0.1281134E+05  0.1335458E+05  0.1463543E+05  0.1615477E+05  0.1600144E+05  0.1664316E+05  0.1609049E+05  0.1526106E+05
