REASv3.2 SECTOR CHN JS CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.2914428E+03  0.3611348E+03  0.4625041E+03  0.5828757E+03  0.6969200E+03  0.7792870E+03  0.1051737E+04  0.1222738E+04  0.1742350E+04  0.2679953E+04  0.3763327E+04  0.3041077E+04  0.2901713E+04  0.3104452E+04  0.3547974E+04  0.4282938E+04  0.5226949E+04  0.4903769E+04  0.4536336E+04  0.5955510E+04  0.7343040E+04  0.8768510E+04  0.9051570E+04  0.9323681E+04  0.9186262E+04  0.1068356E+05  0.1048491E+05  0.1240224E+05  0.1673136E+05  0.1781340E+05  0.1847469E+05  0.1857003E+05  0.1947918E+05  0.2067125E+05  0.2291934E+05  0.2501132E+05  0.2789687E+05  0.3241435E+05  0.3728592E+05  0.4119199E+05  0.4503643E+05  0.4975789E+05  0.5387661E+05  0.6025178E+05  0.6685171E+05  0.7743722E+05  0.8311112E+05  0.8346389E+05  0.8409209E+05  0.9106555E+05  0.1022001E+06  0.1095031E+06  0.1208352E+06  0.1360900E+06  0.1613342E+06  0.2109448E+06  0.2506224E+06  0.2531614E+06  0.2598289E+06  0.2665244E+06  0.3118454E+06  0.3482132E+06  0.3629203E+06  0.3967770E+06  0.3603823E+06  0.3970750E+06
IND              0.2005269E+04  0.2746726E+04  0.3397712E+04  0.3869129E+04  0.4681029E+04  0.5128230E+04  0.6490792E+04  0.7562209E+04  0.1412823E+05  0.1977099E+05  0.2263122E+05  0.1384275E+05  0.1111585E+05  0.1132075E+05  0.1286592E+05  0.1405412E+05  0.1734684E+05  0.1346356E+05  0.1341458E+05  0.1741795E+05  0.2362416E+05  0.2751641E+05  0.2875045E+05  0.2946586E+05  0.3063109E+05  0.3510968E+05  0.3624570E+05  0.4138300E+05  0.4510620E+05  0.4556612E+05  0.4344422E+05  0.4192829E+05  0.4453187E+05  0.4754961E+05  0.5275359E+05  0.5502978E+05  0.6044398E+05  0.6717672E+05  0.7363301E+05  0.7775738E+05  0.8008306E+05  0.8576206E+05  0.9199351E+05  0.1013574E+06  0.1066055E+06  0.1206444E+06  0.1174991E+06  0.1121862E+06  0.1175408E+06  0.1143649E+06  0.1149683E+06  0.1014787E+06  0.1082148E+06  0.1216255E+06  0.1760910E+06  0.2149366E+06  0.2236207E+06  0.2454907E+06  0.2677445E+06  0.2843767E+06  0.3224852E+06  0.2986484E+06  0.2971066E+06  0.3839708E+06  0.4257579E+06  0.3929548E+06
ROAD             0.1174542E+03  0.1329671E+03  0.1416091E+03  0.1659873E+03  0.1899215E+03  0.2147414E+03  0.2482053E+03  0.2670420E+03  0.3676494E+03  0.4498681E+03  0.4797807E+03  0.5114772E+03  0.4564066E+03  0.4485211E+03  0.4878696E+03  0.5036117E+03  0.5901653E+03  0.6137828E+03  0.6531214E+03  0.7160784E+03  0.8262396E+03  0.1007223E+04  0.1170550E+04  0.1364941E+04  0.1592451E+04  0.1685001E+04  0.1713865E+04  0.1847173E+04  0.2044484E+04  0.2154583E+04  0.2034628E+04  0.1931829E+04  0.2052223E+04  0.2283144E+04  0.2492035E+04  0.2664356E+04  0.3327382E+04  0.3728319E+04  0.4205473E+04  0.4510294E+04  0.4683507E+04  0.5486748E+04  0.6293154E+04  0.7249530E+04  0.7086869E+04  0.7733382E+04  0.7826375E+04  0.8101070E+04  0.8730460E+04  0.9110740E+04  0.9280120E+04  0.1148433E+05  0.1355133E+05  0.1593060E+05  0.1887157E+05  0.2029056E+05  0.2201673E+05  0.2401673E+05  0.2749799E+05  0.2821343E+05  0.3396301E+05  0.3827950E+05  0.4372648E+05  0.4342015E+05  0.4601696E+05  0.4708578E+05
OTRA             0.4522500E+03  0.4542800E+03  0.4665100E+03  0.4848400E+03  0.4991000E+03  0.5215100E+03  0.5398400E+03  0.5439200E+03  0.6152200E+03  0.6580000E+03  0.6905900E+03  0.7028100E+03  0.7048500E+03  0.7130000E+03  0.7191100E+03  0.7415200E+03  0.7700400E+03  0.7863400E+03  0.7904100E+03  0.8006000E+03  0.8352300E+03  0.8719000E+03  0.9195100E+03  0.9328400E+03  0.9231800E+03  0.1097700E+04  0.1113500E+04  0.1267600E+04  0.1355300E+04  0.1380400E+04  0.1284200E+04  0.1384800E+04  0.1443400E+04  0.1456300E+04  0.1514700E+04  0.1498548E+04  0.1404552E+04  0.1388655E+04  0.1359158E+04  0.1272561E+04  0.1173464E+04  0.1084058E+04  0.9709810E+03  0.8827940E+03  0.7821616E+03  0.7508500E+03  0.6525530E+03  0.5706730E+03  0.5199510E+03  0.6001620E+03  0.9432400E+03  0.7337193E+03  0.7362090E+03  0.1325170E+04  0.1427960E+04  0.1676630E+04  0.1710390E+04  0.1627550E+04  0.1637230E+04  0.1636080E+04  0.1935050E+04  0.1606121E+04  0.1839630E+04  0.2202146E+04  0.2744523E+04  0.2813372E+04
RESI             0.2300208E+05  0.2364699E+05  0.2433054E+05  0.2490193E+05  0.2559728E+05  0.2623116E+05  0.2696435E+05  0.2774947E+05  0.3001338E+05  0.3178144E+05  0.3265660E+05  0.3163483E+05  0.3137857E+05  0.3181192E+05  0.3226366E+05  0.3295860E+05  0.3369246E+05  0.3358041E+05  0.3423390E+05  0.3530671E+05  0.3692313E+05  0.3755301E+05  0.3862856E+05  0.3947151E+05  0.4016721E+05  0.4176441E+05  0.4240140E+05  0.4378949E+05  0.4480035E+05  0.4548553E+05  0.4539151E+05  0.4619168E+05  0.4683962E+05  0.4768895E+05  0.4858071E+05  0.4971759E+05  0.5017555E+05  0.5114516E+05  0.5208074E+05  0.5266405E+05  0.5316022E+05  0.5384978E+05  0.5435304E+05  0.5526512E+05  0.5601611E+05  0.5618937E+05  0.5326264E+05  0.5206488E+05  0.4862742E+05  0.4661184E+05  0.4377013E+05  0.4483059E+05  0.3762713E+05  0.3698829E+05  0.4452127E+05  0.4704553E+05  0.3017368E+05  0.3317738E+05  0.3374011E+05  0.3379319E+05  0.3119899E+05  0.2846715E+05  0.2673128E+05  0.2573766E+05  0.2425639E+05  0.2449969E+05
ODOM             0.1904830E+03  0.2358355E+03  0.2941691E+03  0.3150991E+03  0.3789422E+03  0.4213372E+03  0.4987572E+03  0.5954307E+03  0.1212746E+04  0.1669202E+04  0.1819570E+04  0.1306546E+04  0.1064028E+04  0.1065218E+04  0.1095409E+04  0.1223964E+04  0.1373490E+04  0.1161349E+04  0.1262940E+04  0.1573751E+04  0.2127750E+04  0.2462404E+04  0.2671125E+04  0.2831926E+04  0.2913034E+04  0.3271746E+04  0.3345600E+04  0.3726359E+04  0.4040668E+04  0.4113866E+04  0.3791282E+04  0.3769678E+04  0.4091016E+04  0.4366144E+04  0.4835129E+04  0.4771229E+04  0.4671342E+04  0.4883745E+04  0.5144470E+04  0.5205493E+04  0.5199382E+04  0.5347233E+04  0.5498628E+04  0.5900894E+04  0.5710134E+04  0.6177625E+04  0.5558491E+04  0.7106901E+04  0.4811411E+04  0.4942792E+04  0.6551392E+04  0.6878787E+04  0.7357089E+04  0.5798660E+04  0.5665898E+04  0.6496924E+04  0.6243521E+04  0.6500572E+04  0.6962302E+04  0.7576540E+04  0.7512388E+04  0.8711324E+04  0.9666880E+04  0.8361638E+04  0.7869141E+04  0.8704000E+04
TOTAL            0.2605898E+05  0.2757793E+05  0.2909304E+05  0.3031986E+05  0.3204319E+05  0.3329627E+05  0.3579368E+05  0.3794081E+05  0.4807958E+05  0.5700945E+05  0.6204109E+05  0.5103949E+05  0.4762142E+05  0.4846386E+05  0.5097994E+05  0.5376475E+05  0.5899994E+05  0.5450921E+05  0.5489129E+05  0.6177060E+05  0.7167955E+05  0.7817946E+05  0.8119177E+05  0.8339076E+05  0.8541323E+05  0.9361210E+05  0.9530498E+05  0.1044159E+06  0.1140784E+06  0.1165139E+06  0.1144205E+06  0.1137763E+06  0.1184373E+06  0.1240154E+06  0.1330955E+06  0.1386928E+06  0.1479197E+06  0.1607369E+06  0.1737088E+06  0.1826018E+06  0.1893361E+06  0.2012878E+06  0.2129859E+06  0.2309075E+06  0.2430525E+06  0.2689328E+06  0.2679103E+06  0.2634936E+06  0.2643221E+06  0.2666960E+06  0.2777133E+06  0.2749092E+06  0.2883218E+06  0.3177582E+06  0.4079119E+06  0.5013910E+06  0.5343874E+06  0.5639743E+06  0.5974110E+06  0.6221203E+06  0.7089400E+06  0.7239257E+06  0.7419912E+06  0.8604694E+06  0.8670272E+06  0.8731326E+06
PP-EXCL-BF       0.2914428E+03  0.3611348E+03  0.4625041E+03  0.5828757E+03  0.6969200E+03  0.7792870E+03  0.1051737E+04  0.1222738E+04  0.1742350E+04  0.2679953E+04  0.3763327E+04  0.3041077E+04  0.2901713E+04  0.3104452E+04  0.3547974E+04  0.4282938E+04  0.5226949E+04  0.4903769E+04  0.4536336E+04  0.5955510E+04  0.7343040E+04  0.8768510E+04  0.9051570E+04  0.9323681E+04  0.9186262E+04  0.1068356E+05  0.1048491E+05  0.1240224E+05  0.1673136E+05  0.1781340E+05  0.1847469E+05  0.1857003E+05  0.1947918E+05  0.2067125E+05  0.2291934E+05  0.2501132E+05  0.2789687E+05  0.3241435E+05  0.3728592E+05  0.4119199E+05  0.4503643E+05  0.4975789E+05  0.5387661E+05  0.6025178E+05  0.6685171E+05  0.7743722E+05  0.8311112E+05  0.8346389E+05  0.8409209E+05  0.9106555E+05  0.1022001E+06  0.1095031E+06  0.1208352E+06  0.1360900E+06  0.1613342E+06  0.2109448E+06  0.2506224E+06  0.2531614E+06  0.2598289E+06  0.2665244E+06  0.3118454E+06  0.3482132E+06  0.3629203E+06  0.3967770E+06  0.3603823E+06  0.3970750E+06
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
IND-EXCL-BF      0.2005269E+04  0.2746726E+04  0.3397712E+04  0.3869129E+04  0.4681029E+04  0.5128230E+04  0.6490792E+04  0.7562209E+04  0.1412823E+05  0.1977099E+05  0.2263122E+05  0.1384275E+05  0.1111585E+05  0.1132075E+05  0.1286592E+05  0.1405412E+05  0.1734684E+05  0.1346356E+05  0.1341458E+05  0.1741795E+05  0.2362416E+05  0.2751641E+05  0.2875045E+05  0.2946586E+05  0.3063109E+05  0.3510968E+05  0.3624570E+05  0.4138300E+05  0.4510620E+05  0.4556612E+05  0.4344422E+05  0.4192829E+05  0.4453187E+05  0.4754961E+05  0.5275359E+05  0.5502978E+05  0.6044398E+05  0.6717672E+05  0.7363301E+05  0.7775738E+05  0.8008306E+05  0.8576206E+05  0.9199351E+05  0.1013574E+06  0.1066055E+06  0.1206444E+06  0.1174991E+06  0.1121862E+06  0.1175408E+06  0.1143649E+06  0.1149683E+06  0.1014787E+06  0.1082148E+06  0.1216255E+06  0.1760910E+06  0.2149366E+06  0.2236207E+06  0.2454907E+06  0.2677445E+06  0.2843767E+06  0.3224852E+06  0.2986484E+06  0.2971066E+06  0.3839708E+06  0.4257579E+06  0.3929548E+06
