REASv3.2 SECTOR MMR WC CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.1564520E+02  0.1564520E+02  0.1984250E+02  0.2327670E+02  0.2823740E+02  0.3510590E+02  0.4273760E+02  0.5609300E+02  0.1465280E+03  0.1572130E+03  0.1648450E+03  0.1801090E+03  0.1946090E+03  0.2056750E+03  0.2064390E+03  0.2125430E+03  0.2098730E+03  0.2068190E+03  0.2110170E+03  0.2163590E+03  0.2289520E+03  0.2636760E+03  0.3224120E+03  0.2712530E+03  0.2786740E+03  0.3573980E+03  0.5414360E+03  0.5543480E+03  0.5989390E+03  0.5951070E+03  0.6885870E+03  0.7790560E+03  0.8977070E+03  0.9236980E+03  0.1138306E+04  0.1435529E+04  0.1574911E+04  0.1640049E+04  0.1479901E+04  0.1440001E+04  0.1268662E+04  0.1288344E+04  0.1328201E+04  0.1551356E+04  0.1745945E+04  0.2069412E+04  0.2286365E+04  0.2340302E+04  0.2496792E+04  0.2672800E+04  0.2351380E+04  0.1912563E+04  0.2202197E+04  0.2650679E+04  0.2465479E+04  0.2394952E+04  0.2328467E+04  0.2309662E+04  0.2057724E+04  0.1402319E+04  0.1997489E+04  0.1897994E+04  0.2342881E+04  0.2632619E+04  0.3956491E+04  0.4860884E+04
IND              0.3511198E+03  0.4192340E+03  0.4582798E+03  0.4993790E+03  0.6427784E+03  0.8600628E+03  0.6859501E+03  0.9218376E+03  0.9876913E+03  0.1122044E+04  0.1220209E+04  0.1250277E+04  0.1343334E+04  0.1423428E+04  0.1515341E+04  0.1687147E+04  0.1762353E+04  0.1791336E+04  0.1787156E+04  0.1910604E+04  0.1957656E+04  0.2238815E+04  0.2124299E+04  0.1567799E+04  0.1826593E+04  0.2096668E+04  0.2246876E+04  0.2424123E+04  0.2541624E+04  0.2699064E+04  0.2824327E+04  0.2908661E+04  0.2875088E+04  0.2778149E+04  0.2877908E+04  0.3095356E+04  0.3026945E+04  0.2279463E+04  0.2117267E+04  0.2168298E+04  0.1896845E+04  0.1871345E+04  0.2204691E+04  0.1555832E+04  0.2731519E+04  0.2803876E+04  0.2831068E+04  0.3195722E+04  0.2946021E+04  0.3234327E+04  0.4139613E+04  0.4184156E+04  0.3418009E+04  0.4600480E+04  0.3951845E+04  0.4130331E+04  0.4112066E+04  0.4066933E+04  0.4169469E+04  0.4169284E+04  0.4400854E+04  0.4469410E+04  0.5689266E+04  0.6007919E+04  0.7065225E+04  0.7557822E+04
ROAD             0.5284753E+03  0.5262688E+03  0.5018400E+03  0.4717920E+03  0.5261080E+03  0.6973610E+03  0.8612690E+03  0.8368380E+03  0.9224690E+03  0.8833300E+03  0.8759760E+03  0.8906900E+03  0.9445320E+03  0.9274570E+03  0.1098708E+04  0.1162278E+04  0.1113421E+04  0.1301755E+04  0.1348245E+04  0.1387392E+04  0.1433871E+04  0.1473009E+04  0.1411653E+04  0.1222191E+04  0.1513685E+04  0.1317170E+04  0.1391324E+04  0.1553539E+04  0.1597054E+04  0.1723445E+04  0.1811498E+04  0.1784772E+04  0.1849533E+04  0.1754354E+04  0.1929673E+04  0.1792396E+04  0.1997735E+04  0.1190579E+04  0.1211114E+04  0.1180284E+04  0.1253368E+04  0.1174403E+04  0.9351893E+03  0.1471605E+04  0.1670736E+04  0.2555432E+04  0.2757689E+04  0.2250834E+04  0.2798625E+04  0.2840249E+04  0.3338315E+04  0.2636787E+04  0.3243734E+04  0.3613632E+04  0.3996572E+04  0.4425992E+04  0.3648437E+04  0.4085832E+04  0.1380519E+04  0.1453247E+04  0.1372211E+04  0.1413034E+04  0.1798548E+04  0.2763190E+04  0.5969836E+04  0.8481736E+04
OTRA             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1892500E+03  0.1985500E+03  0.2078600E+03  0.2140700E+03  0.4157200E+03  0.5739500E+03  0.7104500E+03  0.7942200E+03
RESI             0.1355462E+05  0.1391703E+05  0.1423572E+05  0.1457868E+05  0.1493634E+05  0.1528549E+05  0.1562319E+05  0.1611114E+05  0.1649810E+05  0.1688516E+05  0.1721856E+05  0.1758957E+05  0.1796253E+05  0.1836904E+05  0.1863702E+05  0.1897746E+05  0.1935252E+05  0.1972447E+05  0.2022551E+05  0.2064487E+05  0.2100412E+05  0.2144594E+05  0.2193718E+05  0.2235944E+05  0.2282439E+05  0.2307764E+05  0.2333954E+05  0.2369739E+05  0.2403613E+05  0.2436631E+05  0.2474259E+05  0.2493516E+05  0.2539469E+05  0.2586068E+05  0.2632577E+05  0.2820193E+05  0.2846148E+05  0.2891901E+05  0.2898791E+05  0.2966410E+05  0.2966857E+05  0.2917466E+05  0.3004524E+05  0.2923127E+05  0.2978157E+05  0.3003057E+05  0.2960104E+05  0.3012126E+05  0.3065256E+05  0.3025076E+05  0.3052540E+05  0.3123356E+05  0.3197051E+05  0.3298160E+05  0.3362289E+05  0.3394746E+05  0.3406532E+05  0.3409606E+05  0.3406664E+05  0.3403494E+05  0.3406939E+05  0.3404704E+05  0.3404794E+05  0.3406194E+05  0.3407214E+05  0.3408244E+05
ODOM             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5283700E+01  0.2641900E+01  0.2641900E+01  0.1823775E+03  0.3645283E+03  0.4834113E+03  0.5292514E+03  0.4728368E+03  0.5563289E+03  0.7870731E+03  0.1025074E+04  0.6202549E+03  0.6434906E+03  0.4833402E+03  0.6924341E+03  0.7413936E+03  0.7379276E+03  0.7658346E+03  0.7551296E+03  0.7392136E+03  0.7404336E+03  0.5411847E+03  0.7369709E+03  0.1550716E+04  0.2045368E+04  0.2522425E+04  0.2820674E+04
TOTAL            0.1444986E+05  0.1487818E+05  0.1521568E+05  0.1557313E+05  0.1613346E+05  0.1687802E+05  0.1721315E+05  0.1792591E+05  0.1855479E+05  0.1904775E+05  0.1947959E+05  0.1991065E+05  0.2044500E+05  0.2092560E+05  0.2145751E+05  0.2203943E+05  0.2243817E+05  0.2302438E+05  0.2357193E+05  0.2415922E+05  0.2462460E+05  0.2542144E+05  0.2579554E+05  0.2542068E+05  0.2644334E+05  0.2684888E+05  0.2751918E+05  0.2822940E+05  0.2877375E+05  0.2938393E+05  0.3006700E+05  0.3040765E+05  0.3101702E+05  0.3131688E+05  0.3227166E+05  0.3452521E+05  0.3506107E+05  0.3402910E+05  0.3379619E+05  0.3445797E+05  0.3409009E+05  0.3351139E+05  0.3469570E+05  0.3417459E+05  0.3641318E+05  0.3798854E+05  0.3794900E+05  0.3846445E+05  0.3968107E+05  0.4002321E+05  0.4097496E+05  0.4061056E+05  0.4131779E+05  0.4453883E+05  0.4477818E+05  0.4563666E+05  0.4492012E+05  0.4531362E+05  0.4260282E+05  0.4199877E+05  0.4258899E+05  0.4277852E+05  0.4584507E+05  0.4808499E+05  0.5429657E+05  0.5859778E+05
PP-EXCL-BF       0.1564520E+02  0.1564520E+02  0.1984250E+02  0.2327670E+02  0.2823740E+02  0.3510590E+02  0.4273760E+02  0.5609300E+02  0.1465280E+03  0.1572130E+03  0.1648450E+03  0.1801090E+03  0.1946090E+03  0.2056750E+03  0.2064390E+03  0.2125430E+03  0.2098730E+03  0.2068190E+03  0.2110170E+03  0.2163590E+03  0.2289520E+03  0.2636760E+03  0.3224120E+03  0.2712530E+03  0.2786740E+03  0.3573980E+03  0.5414360E+03  0.5543480E+03  0.5989390E+03  0.5951070E+03  0.6885870E+03  0.7790560E+03  0.8977070E+03  0.9236980E+03  0.1138306E+04  0.1435529E+04  0.1574911E+04  0.1640049E+04  0.1479901E+04  0.1440001E+04  0.1268662E+04  0.1288344E+04  0.1328201E+04  0.1551356E+04  0.1745945E+04  0.2069412E+04  0.2286365E+04  0.2340302E+04  0.2496792E+04  0.2672800E+04  0.2351380E+04  0.1912563E+04  0.2202197E+04  0.2650679E+04  0.2465479E+04  0.2394952E+04  0.2328467E+04  0.2309662E+04  0.2057724E+04  0.1402319E+04  0.1997489E+04  0.1897994E+04  0.2342881E+04  0.2632619E+04  0.3956491E+04  0.4860884E+04
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
IND-EXCL-BF      0.1148598E+03  0.1774240E+03  0.2109198E+03  0.2464690E+03  0.3843284E+03  0.5960628E+03  0.4164001E+03  0.6467476E+03  0.7070513E+03  0.8358540E+03  0.9284790E+03  0.9523770E+03  0.1039274E+04  0.1113208E+04  0.1198951E+04  0.1364597E+04  0.1433643E+04  0.1456456E+04  0.1446116E+04  0.1563404E+04  0.1604286E+04  0.1879075E+04  0.1756139E+04  0.1189529E+04  0.1440743E+04  0.1702808E+04  0.1845856E+04  0.2016363E+04  0.2127124E+04  0.2276984E+04  0.2395927E+04  0.2473101E+04  0.2431528E+04  0.2326159E+04  0.2417918E+04  0.2602086E+04  0.2563165E+04  0.1796303E+04  0.1683817E+04  0.1665758E+04  0.1499195E+04  0.1501495E+04  0.1748071E+04  0.1317832E+04  0.1582582E+04  0.1606919E+04  0.1616783E+04  0.1962280E+04  0.1683393E+04  0.2048001E+04  0.2957268E+04  0.2971242E+04  0.2180956E+04  0.3271358E+04  0.2734644E+04  0.2971265E+04  0.2977853E+04  0.2932720E+04  0.3035256E+04  0.3035071E+04  0.3275909E+04  0.3344465E+04  0.4563478E+04  0.4882131E+04  0.5939437E+04  0.6432034E+04
