REASv3.2 SECTOR NPL WC CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.1948000E+01  0.1948000E+01  0.1948000E+01  0.1948000E+01  0.1948000E+01  0.1948000E+01  0.3246700E+01  0.4220700E+01  0.4220700E+01  0.3246700E+01  0.3571400E+01  0.3571400E+01  0.4220700E+01  0.4383100E+01  0.4545400E+01  0.8116800E+01  0.1136400E+02  0.1396100E+02  0.1785700E+02  0.1948000E+02  0.2272700E+02  0.2792200E+02  0.2792200E+02  0.2792200E+02  0.2792200E+02  0.2792200E+02  0.2792200E+02  0.3102400E+02  0.3102400E+02  0.3102400E+02  0.9307300E+01  0.6204800E+01  0.6204800E+01  0.6204800E+01  0.6204800E+01  0.2481900E+02  0.6204800E+01  0.6204800E+01  0.2171700E+02  0.0000000E+00  0.0000000E+00  0.2592500E+02  0.4536800E+02  0.5509000E+02  0.7129300E+02  0.3240600E+02  0.3240600E+02  0.8749600E+02  0.9397700E+02  0.5184900E+02  0.1944400E+02  0.1296200E+02  0.3240600E+01  0.3240600E+01  0.9721800E+01  0.1296200E+02  0.9721800E+01  0.6481200E+01  0.6481200E+01  0.9721800E+01  0.3240600E+01  0.0000000E+00  0.1296200E+02  0.6481200E+01  0.0000000E+00  0.0000000E+00
IND              0.3038970E+02  0.3095930E+02  0.3152890E+02  0.3209850E+02  0.3266910E+02  0.3323870E+02  0.3380830E+02  0.3437780E+02  0.3494840E+02  0.3551800E+02  0.3608760E+02  0.3690140E+02  0.3771520E+02  0.3853000E+02  0.3934390E+02  0.4015770E+02  0.4097160E+02  0.4178540E+02  0.4259930E+02  0.4341410E+02  0.4422790E+02  0.7303770E+02  0.1042482E+03  0.2381888E+03  0.2386633E+03  0.1629388E+03  0.8891940E+02  0.1294534E+03  0.1223669E+03  0.2599876E+03  0.3184042E+03  0.2742905E+03  0.3046900E+03  0.4876453E+03  0.5050746E+03  0.2198796E+03  0.4000699E+03  0.4440292E+03  0.4212465E+03  0.2567528E+03  0.3696165E+03  0.4438190E+03  0.3597328E+03  0.4030771E+03  0.6067809E+03  0.6374022E+03  0.5890335E+03  0.5376728E+03  0.5810155E+03  0.1318312E+04  0.1423687E+04  0.1585254E+04  0.9616565E+03  0.1107438E+04  0.1001837E+04  0.1370551E+04  0.9476991E+03  0.1138037E+04  0.1076540E+04  0.1091147E+04  0.2023907E+04  0.2583323E+04  0.3138694E+04  0.2890387E+04  0.3539681E+04  0.3829678E+04
ROAD             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6293980E+02  0.6293980E+02  0.6604330E+02  0.6024020E+02  0.6994860E+02  0.8505820E+02  0.9126420E+02  0.9746940E+02  0.1160829E+03  0.1595174E+03  0.1467056E+03  0.1682213E+03  0.1833312E+03  0.2110536E+03  0.2108512E+03  0.2387732E+03  0.2352694E+03  0.2294666E+03  0.2513839E+03  0.3374496E+03  0.4022009E+03  0.4388218E+03  0.4820483E+03  0.5559042E+03  0.6224927E+03  0.6405087E+03  0.7364869E+03  0.7728970E+03  0.7756044E+03  0.8244540E+03  0.7493874E+03  0.7886584E+03  0.7818496E+03  0.8366911E+03  0.8386544E+03  0.8846920E+03  0.9097060E+03  0.1336671E+04  0.1751901E+04  0.1939773E+04  0.1959010E+04  0.2162998E+04  0.2372329E+04  0.2612144E+04  0.2270951E+04
OTRA             0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
RESI             0.8329120E+04  0.8485310E+04  0.8641400E+04  0.8797590E+04  0.8953770E+04  0.9109960E+04  0.9266150E+04  0.9422240E+04  0.9578420E+04  0.9734610E+04  0.9890700E+04  0.1011387E+05  0.1033703E+05  0.1056010E+05  0.1078317E+05  0.1100624E+05  0.1122940E+05  0.1145247E+05  0.1167564E+05  0.1189861E+05  0.1212177E+05  0.1247974E+05  0.1278364E+05  0.1306592E+05  0.1333746E+05  0.1364202E+05  0.1394636E+05  0.1425571E+05  0.1457571E+05  0.1490300E+05  0.1520460E+05  0.1551654E+05  0.1585716E+05  0.1622201E+05  0.1658550E+05  0.1695821E+05  0.1733468E+05  0.1770036E+05  0.1811020E+05  0.1849965E+05  0.1892572E+05  0.1938860E+05  0.1985194E+05  0.2031152E+05  0.2079952E+05  0.2131249E+05  0.2184258E+05  0.2239621E+05  0.2290099E+05  0.2348090E+05  0.2476416E+05  0.2555215E+05  0.2627752E+05  0.2693049E+05  0.2731231E+05  0.2788288E+05  0.2828766E+05  0.2876424E+05  0.2921427E+05  0.2954956E+05  0.2982993E+05  0.3064427E+05  0.2837730E+05  0.3198551E+05  0.3245070E+05  0.3281669E+05
ODOM             0.3740250E+02  0.3810370E+02  0.3880490E+02  0.3950610E+02  0.4020720E+02  0.4090940E+02  0.4161060E+02  0.4231180E+02  0.4301290E+02  0.4371420E+02  0.4441540E+02  0.4541750E+02  0.4641880E+02  0.4742110E+02  0.4842340E+02  0.4942470E+02  0.5042680E+02  0.5142810E+02  0.5243040E+02  0.5343270E+02  0.5443390E+02  0.6507750E+02  0.6507750E+02  0.6856310E+02  0.6856310E+02  0.7515130E+02  0.7825330E+02  0.8135630E+02  0.8484180E+02  0.9414880E+02  0.1221776E+03  0.1190746E+03  0.1252796E+03  0.1348780E+03  0.1441850E+03  0.1563332E+03  0.1655482E+03  0.1690335E+03  0.1720435E+03  0.1790919E+03  0.2126658E+03  0.2403279E+03  0.2640422E+03  0.2855895E+03  0.3220825E+03  0.3523827E+03  0.3706410E+03  0.4106020E+03  0.4316923E+03  0.4460063E+03  0.5107500E+03  0.5282830E+03  0.5885790E+03  0.6075290E+03  0.6250000E+03  0.6548016E+03  0.5385010E+03  0.5076150E+03  0.6036950E+03  0.7161650E+03  0.7653820E+03  0.7879610E+03  0.8419956E+03  0.9234546E+03  0.1001167E+04  0.8999466E+03
TOTAL            0.8398860E+04  0.8556321E+04  0.8713682E+04  0.8871143E+04  0.9028594E+04  0.9186056E+04  0.9344816E+04  0.9503150E+04  0.9660602E+04  0.9817089E+04  0.9974774E+04  0.1019976E+05  0.1042538E+05  0.1065043E+05  0.1087548E+05  0.1110394E+05  0.1133216E+05  0.1155964E+05  0.1178853E+05  0.1201494E+05  0.1224316E+05  0.1270872E+05  0.1304383E+05  0.1346664E+05  0.1373285E+05  0.1397798E+05  0.1422651E+05  0.1458881E+05  0.1491141E+05  0.1540424E+05  0.1581401E+05  0.1606282E+05  0.1646156E+05  0.1703407E+05  0.1745202E+05  0.1757009E+05  0.1814528E+05  0.1855490E+05  0.1895467E+05  0.1918688E+05  0.1984545E+05  0.2050087E+05  0.2095990E+05  0.2153732E+05  0.2235558E+05  0.2295717E+05  0.2347517E+05  0.2416847E+05  0.2478057E+05  0.2607267E+05  0.2754249E+05  0.2842804E+05  0.2861965E+05  0.2943055E+05  0.2978556E+05  0.3075985E+05  0.3066827E+05  0.3132608E+05  0.3223766E+05  0.3311849E+05  0.3456223E+05  0.3597456E+05  0.3453395E+05  0.3817816E+05  0.3960369E+05  0.3981727E+05
PP-EXCL-BF       0.1948000E+01  0.1948000E+01  0.1948000E+01  0.1948000E+01  0.1948000E+01  0.1948000E+01  0.3246700E+01  0.4220700E+01  0.4220700E+01  0.3246700E+01  0.3571400E+01  0.3571400E+01  0.4220700E+01  0.4383100E+01  0.4545400E+01  0.8116800E+01  0.1136400E+02  0.1396100E+02  0.1785700E+02  0.1948000E+02  0.2272700E+02  0.2792200E+02  0.2792200E+02  0.2792200E+02  0.2792200E+02  0.2792200E+02  0.2792200E+02  0.3102400E+02  0.3102400E+02  0.3102400E+02  0.9307300E+01  0.6204800E+01  0.6204800E+01  0.6204800E+01  0.6204800E+01  0.2481900E+02  0.6204800E+01  0.6204800E+01  0.2171700E+02  0.0000000E+00  0.0000000E+00  0.2592500E+02  0.4536800E+02  0.5509000E+02  0.7129300E+02  0.3240600E+02  0.3240600E+02  0.8749600E+02  0.9397700E+02  0.5184900E+02  0.1944400E+02  0.1296200E+02  0.3240600E+01  0.3240600E+01  0.9721800E+01  0.1296200E+02  0.9721800E+01  0.6481200E+01  0.6481200E+01  0.9721800E+01  0.3240600E+01  0.0000000E+00  0.1296200E+02  0.6481200E+01  0.0000000E+00  0.0000000E+00
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
IND-EXCL-BF      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2772500E+02  0.5545000E+02  0.1893906E+03  0.1933506E+03  0.1141406E+03  0.4012120E+02  0.7368320E+02  0.5962560E+02  0.1867896E+03  0.2242925E+03  0.1766935E+03  0.2036067E+03  0.3865620E+03  0.4005060E+03  0.1153110E+03  0.2920160E+03  0.3324900E+03  0.3097073E+03  0.1417283E+03  0.2511057E+03  0.3218220E+03  0.2377358E+03  0.2775948E+03  0.4778153E+03  0.5049443E+03  0.4530943E+03  0.4017336E+03  0.4415950E+03  0.1175400E+04  0.1259714E+04  0.1407083E+04  0.7730320E+03  0.9118395E+03  0.7957845E+03  0.1157524E+04  0.7555826E+03  0.9494125E+03  0.8874928E+03  0.8986078E+03  0.1834860E+04  0.2380329E+04  0.2945732E+04  0.2673034E+04  0.3318837E+04  0.3608834E+04
