REASv3.2 SECTOR IND MC CO2 [kt/year]
                          1950           1951           1952           1953           1954           1955           1956           1957           1958           1959           1960           1961           1962           1963           1964           1965           1966           1967           1968           1969           1970           1971           1972           1973           1974           1975           1976           1977           1978           1979           1980           1981           1982           1983           1984           1985           1986           1987           1988           1989           1990           1991           1992           1993           1994           1995           1996           1997           1998           1999           2000           2001           2002           2003           2004           2005           2006           2007           2008           2009           2010           2011           2012           2013           2014           2015
PP               0.5049957E+03  0.5790058E+03  0.6121416E+03  0.6628719E+03  0.9552703E+03  0.1074508E+04  0.1182592E+04  0.1358982E+04  0.1522521E+04  0.1758019E+04  0.1987014E+04  0.2266066E+04  0.2587821E+04  0.2988137E+04  0.3261912E+04  0.3612713E+04  0.3976945E+04  0.4445679E+04  0.5069720E+04  0.5545245E+04  0.5998471E+04  0.6496294E+04  0.7253165E+04  0.7574283E+04  0.9209314E+04  0.1032391E+05  0.1193844E+05  0.1149043E+05  0.9845064E+04  0.1174318E+05  0.1468220E+05  0.1694658E+05  0.1876812E+05  0.2126317E+05  0.2202229E+05  0.2585343E+05  0.2956581E+05  0.3419112E+05  0.3636689E+05  0.4028587E+05  0.4265679E+05  0.4770023E+05  0.5135211E+05  0.5733108E+05  0.5916070E+05  0.6724980E+05  0.7144293E+05  0.7307867E+05  0.7538174E+05  0.8292038E+05  0.8867922E+05  0.9146388E+05  0.9214672E+05  0.9541666E+05  0.1051256E+06  0.1082037E+06  0.1156550E+06  0.1286425E+06  0.1365134E+06  0.1495490E+06  0.1532256E+06  0.1609501E+06  0.1785365E+06  0.1866858E+06  0.2166411E+06  0.2261100E+06
IND              0.9343140E+04  0.9835199E+04  0.1012500E+05  0.1011080E+05  0.1072960E+05  0.1087039E+05  0.1136394E+05  0.1162753E+05  0.1223625E+05  0.1429813E+05  0.1666684E+05  0.1853749E+05  0.2066045E+05  0.2258397E+05  0.2284304E+05  0.2409296E+05  0.2495031E+05  0.2464476E+05  0.2528904E+05  0.2622991E+05  0.2577995E+05  0.2606280E+05  0.2711531E+05  0.2626390E+05  0.2768476E+05  0.3046623E+05  0.3253294E+05  0.3285296E+05  0.3255660E+05  0.3278287E+05  0.3279602E+05  0.3476134E+05  0.3583451E+05  0.3623845E+05  0.3799549E+05  0.3855667E+05  0.4257552E+05  0.4442335E+05  0.4615348E+05  0.4774221E+05  0.4870801E+05  0.5063830E+05  0.5141933E+05  0.5132071E+05  0.5321514E+05  0.5333719E+05  0.5427762E+05  0.5815418E+05  0.5946953E+05  0.6265109E+05  0.6414363E+05  0.6515175E+05  0.6814864E+05  0.6637464E+05  0.6787271E+05  0.7267639E+05  0.7068970E+05  0.7035768E+05  0.6755235E+05  0.6726550E+05  0.6712640E+05  0.7637023E+05  0.8649239E+05  0.9798079E+05  0.1100591E+06  0.1190034E+06
ROAD             0.1059240E+03  0.2101688E+03  0.3152958E+03  0.3328213E+03  0.3503388E+03  0.3678643E+03  0.2977693E+03  0.3191967E+03  0.3406231E+03  0.3620494E+03  0.3881915E+03  0.4166937E+03  0.4627543E+03  0.5184452E+03  0.5429950E+03  0.5866615E+03  0.6271045E+03  0.6508664E+03  0.7036974E+03  0.7436196E+03  0.8077056E+03  0.8646550E+03  0.9376520E+03  0.1002178E+04  0.1198018E+04  0.1265157E+04  0.1318951E+04  0.1423525E+04  0.1553709E+04  0.1776311E+04  0.1882140E+04  0.1974875E+04  0.1416380E+04  0.1515984E+04  0.1641793E+04  0.1797562E+04  0.1965603E+04  0.2181900E+04  0.2402285E+04  0.2819923E+04  0.2884170E+04  0.3087532E+04  0.3293870E+04  0.3504772E+04  0.3783981E+04  0.4296104E+04  0.4627352E+04  0.4797927E+04  0.4964820E+04  0.5238010E+04  0.5299760E+04  0.5211290E+04  0.5188930E+04  0.5116850E+04  0.5678860E+04  0.5929400E+04  0.6316160E+04  0.7380960E+04  0.8394090E+04  0.9257400E+04  0.9939780E+04  0.1066962E+05  0.1152385E+05  0.1053065E+05  0.9897300E+04  0.9830710E+04
OTRA             0.2237202E+04  0.2239891E+04  0.2250022E+04  0.2258642E+04  0.2278349E+04  0.2280293E+04  0.2280837E+04  0.2290323E+04  0.2302921E+04  0.2311651E+04  0.2323604E+04  0.2328780E+04  0.2340956E+04  0.2348931E+04  0.2377047E+04  0.2409161E+04  0.2409805E+04  0.2420570E+04  0.2448052E+04  0.2453117E+04  0.2447407E+04  0.2458616E+04  0.2395681E+04  0.2211552E+04  0.2251248E+04  0.2296700E+04  0.2154670E+04  0.2133042E+04  0.2016291E+04  0.1944168E+04  0.1994981E+04  0.1938123E+04  0.1957557E+04  0.1951108E+04  0.1786707E+04  0.1831137E+04  0.1659089E+04  0.1597502E+04  0.1494420E+04  0.1363062E+04  0.1275819E+04  0.1264854E+04  0.1129372E+04  0.7778235E+03  0.5479281E+03  0.4882911E+03  0.4941029E+03  0.4519554E+03  0.4486122E+03  0.4412039E+03  0.4611512E+03  0.5127790E+03  0.5322020E+03  0.5211660E+03  0.5232560E+03  0.5968590E+03  0.5877270E+03  0.6385390E+03  0.6768420E+03  0.7036050E+03  0.7345588E+03  0.8008288E+03  0.8308104E+03  0.8504274E+03  0.8694186E+03  0.8914791E+03
RESI             0.1740475E+05  0.1773792E+05  0.1806942E+05  0.1839211E+05  0.1873817E+05  0.1915504E+05  0.1951040E+05  0.1987177E+05  0.2021517E+05  0.2055680E+05  0.2092736E+05  0.2141490E+05  0.2192118E+05  0.2244041E+05  0.2291757E+05  0.2343152E+05  0.2397400E+05  0.2451587E+05  0.2505675E+05  0.2557720E+05  0.2606702E+05  0.2674535E+05  0.2734140E+05  0.2793713E+05  0.2847905E+05  0.2917262E+05  0.2992881E+05  0.3066257E+05  0.3138545E+05  0.3208199E+05  0.3261364E+05  0.3316379E+05  0.3372476E+05  0.3424231E+05  0.3468699E+05  0.3514338E+05  0.3564975E+05  0.3625747E+05  0.3680546E+05  0.3738226E+05  0.3789604E+05  0.3853466E+05  0.3916219E+05  0.3958288E+05  0.4027135E+05  0.4109916E+05  0.4188193E+05  0.4288004E+05  0.4392998E+05  0.4484281E+05  0.4547626E+05  0.4580231E+05  0.4644301E+05  0.4702341E+05  0.4781301E+05  0.4861368E+05  0.4939817E+05  0.5017939E+05  0.5094238E+05  0.5180266E+05  0.5257966E+05  0.5327424E+05  0.5378806E+05  0.5451098E+05  0.5531763E+05  0.5599395E+05
ODOM             0.1385145E+04  0.1428732E+04  0.1469212E+04  0.1484502E+04  0.1518505E+04  0.1574914E+04  0.1612742E+04  0.1685272E+04  0.1728343E+04  0.1769720E+04  0.1849740E+04  0.1918854E+04  0.2012067E+04  0.2104663E+04  0.2102216E+04  0.2194702E+04  0.2251521E+04  0.2303194E+04  0.2383098E+04  0.2472610E+04  0.2485669E+04  0.2513397E+04  0.2513514E+04  0.2619860E+04  0.2630715E+04  0.2635586E+04  0.2744260E+04  0.2817284E+04  0.2914490E+04  0.3365376E+04  0.3148889E+04  0.3554257E+04  0.3537595E+04  0.3793217E+04  0.4380564E+04  0.3881682E+04  0.3426988E+04  0.3417357E+04  0.3881960E+04  0.3775086E+04  0.4353381E+04  0.4741070E+04  0.4704054E+04  0.4587840E+04  0.5030289E+04  0.5350734E+04  0.5683905E+04  0.6205411E+04  0.5200319E+04  0.5914317E+04  0.5795036E+04  0.5896967E+04  0.6170843E+04  0.6533492E+04  0.6628089E+04  0.6636653E+04  0.6649755E+04  0.6537038E+04  0.7519717E+04  0.9261005E+04  0.8513039E+04  0.7269876E+04  0.8281166E+04  0.7960403E+04  0.8454154E+04  0.8495643E+04
TOTAL            0.3098116E+05  0.3203092E+05  0.3284109E+05  0.3324175E+05  0.3457023E+05  0.3532301E+05  0.3624828E+05  0.3715307E+05  0.3834583E+05  0.4105637E+05  0.4414275E+05  0.4688278E+05  0.4998523E+05  0.5298456E+05  0.5404478E+05  0.5632772E+05  0.5818969E+05  0.5898094E+05  0.6095036E+05  0.6302170E+05  0.6358622E+05  0.6514111E+05  0.6755672E+05  0.6760890E+05  0.7145310E+05  0.7616020E+05  0.8061807E+05  0.8137981E+05  0.8027160E+05  0.8369390E+05  0.8711787E+05  0.9233896E+05  0.9523892E+05  0.9900424E+05  0.1025138E+06  0.1070639E+06  0.1148428E+06  0.1220687E+06  0.1271045E+06  0.1333684E+06  0.1377742E+06  0.1459666E+06  0.1510609E+06  0.1571051E+06  0.1620094E+06  0.1718213E+06  0.1784078E+06  0.1855682E+06  0.1893950E+06  0.2020078E+06  0.2098551E+06  0.2140390E+06  0.2186303E+06  0.2209862E+06  0.2336415E+06  0.2426567E+06  0.2492965E+06  0.2637361E+06  0.2715988E+06  0.2878392E+06  0.2921190E+06  0.3093349E+06  0.3394528E+06  0.3585191E+06  0.4012387E+06  0.4203252E+06
PP-EXCL-BF       0.5049957E+03  0.5790058E+03  0.6121416E+03  0.6628719E+03  0.9552703E+03  0.1074508E+04  0.1182592E+04  0.1358982E+04  0.1522521E+04  0.1758019E+04  0.1987014E+04  0.2266066E+04  0.2587821E+04  0.2988137E+04  0.3261912E+04  0.3612713E+04  0.3976945E+04  0.4445679E+04  0.5069720E+04  0.5545245E+04  0.5998471E+04  0.6496294E+04  0.7253165E+04  0.7574283E+04  0.9209314E+04  0.1032391E+05  0.1193844E+05  0.1149043E+05  0.9845064E+04  0.1174318E+05  0.1468220E+05  0.1694658E+05  0.1876812E+05  0.2126317E+05  0.2202229E+05  0.2585343E+05  0.2956581E+05  0.3419112E+05  0.3636689E+05  0.4028587E+05  0.4265679E+05  0.4770023E+05  0.5135211E+05  0.5733108E+05  0.5916070E+05  0.6724980E+05  0.7144293E+05  0.7307867E+05  0.7538174E+05  0.8269433E+05  0.8836328E+05  0.9103499E+05  0.9153532E+05  0.9462398E+05  0.1041533E+06  0.1070526E+06  0.1143263E+06  0.1269694E+06  0.1344092E+06  0.1469141E+06  0.1499923E+06  0.1570747E+06  0.1740214E+06  0.1815862E+06  0.2110451E+06  0.2202836E+06
PP-BF            0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2260500E+03  0.3159400E+03  0.4288900E+03  0.6114000E+03  0.7926800E+03  0.9723100E+03  0.1151100E+04  0.1328700E+04  0.1673066E+04  0.2104208E+04  0.2634861E+04  0.3233293E+04  0.3875440E+04  0.4515140E+04  0.5099640E+04  0.5596040E+04  0.5826350E+04
IND-EXCL-BF      0.4357590E+04  0.4756139E+04  0.4952430E+04  0.4844810E+04  0.5370100E+04  0.5417380E+04  0.5817520E+04  0.5987590E+04  0.6502800E+04  0.8471270E+04  0.1074647E+05  0.1248355E+05  0.1447295E+05  0.1626301E+05  0.1638852E+05  0.1750488E+05  0.1822867E+05  0.1778956E+05  0.1830038E+05  0.1910769E+05  0.1852416E+05  0.1862897E+05  0.1951146E+05  0.1848750E+05  0.1973114E+05  0.2233003E+05  0.2421005E+05  0.2433894E+05  0.2384746E+05  0.2387481E+05  0.2376450E+05  0.2560448E+05  0.2655020E+05  0.2682489E+05  0.2845088E+05  0.2887948E+05  0.3276418E+05  0.3447556E+05  0.3606774E+05  0.3751652E+05  0.3834081E+05  0.4016130E+05  0.4083170E+05  0.4070635E+05  0.4257323E+05  0.4260962E+05  0.4347944E+05  0.4725835E+05  0.4846830E+05  0.5139649E+05  0.5273270E+05  0.5362479E+05  0.5651027E+05  0.5461479E+05  0.5600067E+05  0.6069014E+05  0.5856059E+05  0.5808874E+05  0.5514674E+05  0.5472750E+05  0.5446016E+05  0.6353653E+05  0.7349443E+05  0.8482188E+05  0.9674025E+05  0.1055247E+06
