aggregate_sector,sector,fuel,AshRet
DOM,rescom_buildings,biomass,0
DOM,rescom_buildings,brown_coal,0.3
DOM,rescom_buildings,coal_coke,0
DOM,rescom_buildings,diesel_oil,0
DOM,rescom_buildings,hard_coal,0.1
DOM,rescom_buildings,heavy_oil,0
DOM,rescom_buildings,light_oil,0
DOM,rescom_buildings,natural_gas,0
ENE_ElecHeat,energytrans_electricity_gen,biomass,0
ENE_ElecHeat,energytrans_electricity_gen,brown_coal,0.15
ENE_ElecHeat,energytrans_electricity_gen,coal_coke,0
ENE_ElecHeat,energytrans_electricity_gen,diesel_oil,0
ENE_ElecHeat,energytrans_electricity_gen,hard_coal,0.05
ENE_ElecHeat,energytrans_electricity_gen,heavy_oil,0
ENE_ElecHeat,energytrans_electricity_gen,light_oil,0
ENE_ElecHeat,energytrans_electricity_gen,natural_gas,0
ENE_ElecHeat,energytrans_heat_gen,biomass,0
ENE_ElecHeat,energytrans_heat_gen,brown_coal,0.15
ENE_ElecHeat,energytrans_heat_gen,coal_coke,0
ENE_ElecHeat,energytrans_heat_gen,diesel_oil,0
ENE_ElecHeat,energytrans_heat_gen,hard_coal,0.05
ENE_ElecHeat,energytrans_heat_gen,heavy_oil,0
ENE_ElecHeat,energytrans_heat_gen,light_oil,0
ENE_ElecHeat,energytrans_heat_gen,natural_gas,0
ENE_Other,energytrans_coke_ovens,biomass,0
ENE_Other,energytrans_coke_ovens,brown_coal,0.25
ENE_Other,energytrans_coke_ovens,coal_coke,0
ENE_Other,energytrans_coke_ovens,diesel_oil,0
ENE_Other,energytrans_coke_ovens,hard_coal,0.05
ENE_Other,energytrans_coke_ovens,heavy_oil,0
ENE_Other,energytrans_coke_ovens,light_oil,0
ENE_Other,energytrans_coke_ovens,natural_gas,0
ENE_Other,energytrans_other,biomass,0
ENE_Other,energytrans_other,brown_coal,0.25
ENE_Other,energytrans_other,coal_coke,0
ENE_Other,energytrans_other,diesel_oil,0
ENE_Other,energytrans_other,hard_coal,0.05
ENE_Other,energytrans_other,heavy_oil,0
ENE_Other,energytrans_other,light_oil,0
ENE_Other,energytrans_other,natural_gas,0
ENE_Other,energytrans_petr_refin,biomass,0
ENE_Other,energytrans_petr_refin,brown_coal,0.25
ENE_Other,energytrans_petr_refin,coal_coke,0
ENE_Other,energytrans_petr_refin,diesel_oil,0
ENE_Other,energytrans_petr_refin,hard_coal,0.05
ENE_Other,energytrans_petr_refin,heavy_oil,0
ENE_Other,energytrans_petr_refin,light_oil,0
ENE_Other,energytrans_petr_refin,natural_gas,0
ENE_Proc,coal_production,biomass,0
ENE_Proc,coal_production,brown_coal,0.25
ENE_Proc,coal_production,coal_coke,0
ENE_Proc,coal_production,diesel_oil,0
ENE_Proc,coal_production,hard_coal,0.05
ENE_Proc,coal_production,heavy_oil,0
ENE_Proc,coal_production,light_oil,0
ENE_Proc,coal_production,natural_gas,0
ENE_Proc,natural_gas_production,biomass,0
ENE_Proc,natural_gas_production,brown_coal,0.25
ENE_Proc,natural_gas_production,coal_coke,0
ENE_Proc,natural_gas_production,diesel_oil,0
ENE_Proc,natural_gas_production,hard_coal,0.05
ENE_Proc,natural_gas_production,heavy_oil,0
ENE_Proc,natural_gas_production,light_oil,0
ENE_Proc,natural_gas_production,natural_gas,0
ENE_Proc,oil_production,biomass,0
ENE_Proc,oil_production,brown_coal,0.25
ENE_Proc,oil_production,coal_coke,0
ENE_Proc,oil_production,diesel_oil,0
ENE_Proc,oil_production,hard_coal,0.05
ENE_Proc,oil_production,heavy_oil,0
ENE_Proc,oil_production,light_oil,0
ENE_Proc,oil_production,natural_gas,0
ENE_Proc,unc_gas_production,biomass,0
ENE_Proc,unc_gas_production,brown_coal,0.25
ENE_Proc,unc_gas_production,coal_coke,0
ENE_Proc,unc_gas_production,diesel_oil,0
ENE_Proc,unc_gas_production,hard_coal,0.05
ENE_Proc,unc_gas_production,heavy_oil,0
ENE_Proc,unc_gas_production,light_oil,0
ENE_Proc,unc_gas_production,natural_gas,0
ENE_Proc,unc_oil_production,biomass,0
ENE_Proc,unc_oil_production,brown_coal,0.25
ENE_Proc,unc_oil_production,coal_coke,0
ENE_Proc,unc_oil_production,diesel_oil,0
ENE_Proc,unc_oil_production,hard_coal,0.05
ENE_Proc,unc_oil_production,heavy_oil,0
ENE_Proc,unc_oil_production,light_oil,0
ENE_Proc,unc_oil_production,natural_gas,0
IND_Comb,industry_comb,biomass,0
IND_Comb,industry_comb,brown_coal,0.3
IND_Comb,industry_comb,coal_coke,0
IND_Comb,industry_comb,diesel_oil,0
IND_Comb,industry_comb,hard_coal,0.15
IND_Comb,industry_comb,heavy_oil,0
IND_Comb,industry_comb,light_oil,0
IND_Comb,industry_comb,natural_gas,0
IND_Comb,industry_minerals,biomass,0
IND_Comb,industry_minerals,brown_coal,0.3
IND_Comb,industry_minerals,coal_coke,0
IND_Comb,industry_minerals,diesel_oil,0
IND_Comb,industry_minerals,hard_coal,0.15
IND_Comb,industry_minerals,heavy_oil,0
IND_Comb,industry_minerals,light_oil,0
IND_Comb,industry_minerals,natural_gas,0
IND_Mobile,industry_agriculture,biomass,0
IND_Mobile,industry_agriculture,brown_coal,0.3
IND_Mobile,industry_agriculture,coal_coke,0
IND_Mobile,industry_agriculture,diesel_oil,0
IND_Mobile,industry_agriculture,hard_coal,0.15
IND_Mobile,industry_agriculture,heavy_oil,0
IND_Mobile,industry_agriculture,light_oil,0
IND_Mobile,industry_agriculture,natural_gas,0
IND_Proc,process_Al,biomass,0
IND_Proc,process_Al,brown_coal,0.3
IND_Proc,process_Al,coal_coke,0
IND_Proc,process_Al,diesel_oil,0
IND_Proc,process_Al,hard_coal,0.15
IND_Proc,process_Al,heavy_oil,0
IND_Proc,process_Al,light_oil,0
IND_Proc,process_Al,natural_gas,0
IND_Proc,process_Other,biomass,0
IND_Proc,process_Other,brown_coal,0.3
IND_Proc,process_Other,coal_coke,0
IND_Proc,process_Other,diesel_oil,0
IND_Proc,process_Other,hard_coal,0.15
IND_Proc,process_Other,heavy_oil,0
IND_Proc,process_Other,light_oil,0
IND_Proc,process_Other,natural_gas,0
IND_Proc,process_PulpPaper,biomass,0
IND_Proc,process_PulpPaper,brown_coal,0.3
IND_Proc,process_PulpPaper,coal_coke,0
IND_Proc,process_PulpPaper,diesel_oil,0
IND_Proc,process_PulpPaper,hard_coal,0.15
IND_Proc,process_PulpPaper,heavy_oil,0
IND_Proc,process_PulpPaper,light_oil,0
IND_Proc,process_PulpPaper,natural_gas,0
IND_Proc,process_SAcidProduction,biomass,0
IND_Proc,process_SAcidProduction,brown_coal,0.3
IND_Proc,process_SAcidProduction,coal_coke,0
IND_Proc,process_SAcidProduction,diesel_oil,0
IND_Proc,process_SAcidProduction,hard_coal,0.15
IND_Proc,process_SAcidProduction,heavy_oil,0
IND_Proc,process_SAcidProduction,light_oil,0
IND_Proc,process_SAcidProduction,natural_gas,0
IND_Proc,process_Smelting,biomass,0
IND_Proc,process_Smelting,brown_coal,0.3
IND_Proc,process_Smelting,coal_coke,0
IND_Proc,process_Smelting,diesel_oil,0
IND_Proc,process_Smelting,hard_coal,0.15
IND_Proc,process_Smelting,heavy_oil,0
IND_Proc,process_Smelting,light_oil,0
IND_Proc,process_Smelting,natural_gas,0
TRN_Other,transp_domestic_air,biomass,0
TRN_Other,transp_domestic_air,brown_coal,0.25
TRN_Other,transp_domestic_air,coal_coke,0
TRN_Other,transp_domestic_air,diesel_oil,0
TRN_Other,transp_domestic_air,hard_coal,0.05
TRN_Other,transp_domestic_air,heavy_oil,0
TRN_Other,transp_domestic_air,light_oil,0
TRN_Other,transp_domestic_air,natural_gas,0
