fuel,sector,iso,units,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021,X2022
process,1B1_Fugitive-solid-fuels,chn,kt,2803.958594,2772.847308,2870.143962,2889.126326,2831.035102,3266.164341,3236.222348,3642.162903,4047.878341,4114.43057,4038.901619,3951.707044,4161.246222,4392.094214,4787.252611,4882.942762,4947.247028,5076.612698,5316.046245,5684.341153,5873.035297,5762.586037,5807.895623,5941.287246,6307.141123,7066.083037,7079.69898,6760.492296,6559.421886,6319.474968,6576.655778,6998.524089,7299.710604,8672.221454,10085.93739,11385.77044,12413.431,13133.54023,13221.29381,13774.46093,14895.42529,17071.00119,16825.35179,17116.51819,17080.59178,16634.23221,15169.77707,15514.59432,16401.95571,16958.44958,17274.46562,17890.6791,19732.51004
process,5D_Wastewater-handling,chn,kt,2066.042776,2105.509423,2154.020753,2201.90035,2247.077677,2294.713943,2338.824166,2379.732766,2422.872377,2468.198094,2521.118368,2563.681713,2622.574437,2650.264162,2696.708421,2780.210483,2827.957743,2888.619951,2959.607295,3015.529881,3076.167078,3115.021416,3149.339559,3188.467178,3232.754086,3269.083541,3262.890103,3309.339335,3363.680315,3413.160301,3455.703477,3489.800829,3526.915511,3564.568265,3616.523807,3678.496645,3812.202259,3907.691403,3958.78102,3974.175639,4128.806461,4272.446182,4327.916258,4423.789562,4545.356347,4610.682037,4670.118463,4720.31503,4797.694421,4881.644973,4901.465349,4969.831406,4966.43059
