"iso","sector","fuel","units","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"bra","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.342","0.353","0.364","0.375","0.386","0.397","0.4626","0.5282","0.5938","0.6594","0.725","1.0022","1.2794","1.5566","1.8338","2.111","2.2816","2.4522","2.6228","2.7934","2.964","2.7116","2.4592","2.2068","1.9544","1.702","1.8248","1.9476","2.0704","2.1932","2.316","2.3802","2.4444","2.5086","2.5728","2.637","2.7236","2.8102","2.8968","2.9834","3.07","2.9468","2.8236","2.7004","2.5772","2.454","2.4206","2.3872","2.3538","2.3204","2.287","2.5816","2.8762","3.1708","3.4654","3.76","4.2146","4.6692","5.1238","5.5784","6.033","6.124","6.215","6.306","6.397","6.488","6.576","6.664","6.752","6.84","6.928","6.7862","6.6444","6.5026","6.3608","6.219","6.2014","6.1838","6.1662","6.1486","6.131","6.2864","6.4418","6.5972","6.7526","6.908","6.908","6.908","6.908","6.908"
"can","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.25","0.296","0.342","0.388","0.434","0.48","0.6062","0.7324","0.8586","0.9848","1.111","2.0322","2.9534","3.8746","4.7958","5.717","6.0986","6.4802","6.8618","7.2434","7.625","7.4052","7.1854","6.9656","6.7458","6.526","6.2562","5.9864","5.7166","5.4468","5.177","4.501","3.825","3.149","2.473","1.797","1.7098","1.6226","1.5354","1.4482","1.361","1.2228","1.0846","0.9464","0.8082","0.67","0.7338","0.7976","0.8614","0.9252","0.989","1.0264","1.0638","1.1012","1.1386","1.176","1.2714","1.3668","1.4622","1.5576","1.653","1.6196","1.5862","1.5528","1.5194","1.486","1.596","1.706","1.816","1.926","2.036","2.091","2.146","2.201","2.256","2.311","2.3562","2.4014","2.4466","2.4918","2.537","2.5456","2.5542","2.5628","2.5714","2.58","2.5708","2.5616","2.5524","2.5432","2.534","2.4666","2.3992","2.3318","2.2644","2.197","2.1042","2.0114","1.9186","1.8258","1.733","1.678","1.623","1.568","1.513","1.458","1.46","1.462","1.464","1.466","1.468","1.4718","1.4756","1.4794","1.4832","1.487","1.4582","1.4294","1.4006","1.3718","1.343","1.343","1.343","1.343","1.343"
"che","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005","0.0433","0.0816","0.1199","0.1582","0.1965","0.2348","0.2731","0.3114","0.3497","0.388","0.3914","0.3948","0.3982","0.4016","0.405","0.3896","0.3742","0.3588","0.3434","0.328","0.318","0.308","0.298","0.288","0.278","0.2328","0.1876","0.1424","0.0972","0.052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"chl","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08","0.096","0.112","0.128","0.144","0.16","0.3808","0.6016","0.8224","1.0432","1.264","1.2372","1.2104","1.1836","1.1568","1.13","1.0728","1.0156","0.9584","0.9012","0.844","0.777","0.71","0.643","0.576","0.509","0.4924","0.4758","0.4592","0.4426","0.426","0.4042","0.3824","0.3606","0.3388","0.317","0.3136","0.3102","0.3068","0.3034","0.3","0.2944","0.2888","0.2832","0.2776","0.272","0.2796","0.2872","0.2948","0.3024","0.31","0.3382","0.3664","0.3946","0.4228","0.451","0.4508","0.4506","0.4504","0.4502","0.45","0.4486","0.4472","0.4458","0.4444","0.443","0.4186","0.3942","0.3698","0.3454","0.321","0.321","0.321","0.321","0.321"
"chn","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5.3956","4.7912","4.1868","3.5824","2.978","2.8228","2.6676","2.5124","2.3572","2.202","2.6152","3.0284","3.4416","3.8548","4.268","4.8828","5.4976","6.1124","6.7272","7.342","8.3842","9.4264","10.4686","11.5108","12.553","10.528","8.503","6.478","4.453","2.428","2.2422","2.0564","1.8706","1.6848","1.499","3.9984","6.4978","8.9972","11.4966","13.996","45.5178","77.0396","108.5614","140.0832","171.605","142.772","113.939","85.106","56.273","27.44","29.7598","32.0796","34.3994","36.7192","39.039","46.8878","54.7366","62.5854","70.4342","78.283","85.5694","92.8558","100.1422","107.4286","114.715","113.5652","112.4154","111.2656","110.1158","108.966","133.9328","158.8996","183.8664","208.8332","233.8","302.0574","370.3148","438.5722","506.8296","575.087","589.096","603.105","617.114","631.123","645.132","765.133","885.134","1005.135","1125.136","1245.137","1345.2226","1445.3082","1545.3938","1645.4794","1745.565","1745.565","1745.565","1745.565","1745.565"
"col","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.105","0.309","0.513","0.717","0.921","1.125","1.2018","1.2786","1.3554","1.4322","1.509","1.4314","1.3538","1.2762","1.1986","1.121","1.0298","0.9386","0.8474","0.7562","0.665","0.6146","0.5642","0.5138","0.4634","0.413","0.425","0.437","0.449","0.461","0.473","0.4732","0.4734","0.4736","0.4738","0.474","0.477","0.48","0.483","0.486","0.489","0.4772","0.4654","0.4536","0.4418","0.43","0.418","0.406","0.394","0.382","0.37","0.3608","0.3516","0.3424","0.3332","0.324","0.5064","0.6888","0.8712","1.0536","1.236","1.236","1.236","1.236","1.236"
"csk","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.524","2.5798","2.6356","2.6914","2.7472","2.803","2.729","2.655","2.581","2.507","2.433","2.1458","1.8586","1.5714","1.2842","0.997","1.0988","1.2006","1.3024","1.4042","1.506","1.2964","1.0868","0.8772","0.6676","0.458","0.823","1.188","1.553","1.918","2.283","2.428","2.573","2.718","2.863","3.008","3.1424","3.2768","3.4112","3.5456","3.68","3.7644","3.8488","3.9332","4.0176","4.102","4.2508","4.3996","4.5484","4.6972","4.846","4.9136","4.9812","5.0488","5.1164","5.184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cze","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.293","2.1504","2.0078","1.8652","1.7226","1.58","1.5652","1.5504","1.5356","1.5208","1.506","1.4294","1.3528","1.2762","1.1996","1.123","1.123","1.123","1.123","1.123"
"deu","1A1bc_Other-transformation","process","kt","5.84","6.7838","7.7276","8.6714","9.6152","10.559","10.8556","11.1522","11.4488","11.7454","12.042","13.7212","15.4004","17.0796","18.7588","20.438","21.1212","21.8044","22.4876","23.1708","23.854","24.7394","25.6248","26.5102","27.3956","28.281","29.397","30.513","31.629","32.745","33.861","35.579","37.297","39.015","40.733","42.451","44.1204","45.7898","47.4592","49.1286","50.798","51.5174","52.2368","52.9562","53.6756","54.395","58.7988","63.2026","67.6064","72.0102","76.414","76.8048","77.1956","77.5864","77.9772","78.368","79.5066","80.6452","81.7838","82.9224","84.061","76.9842","69.9074","62.8306","55.7538","48.677","43.7658","38.8546","33.9434","29.0322","24.121","24.19","24.259","24.328","24.397","24.466","22.8558","21.2456","19.6354","18.0252","16.415","16.2898","16.1646","16.0394","15.9142","15.789","15.2882","14.7874","14.2866","13.7858","13.285","13.2779","13.2708","13.2637","13.2566","13.2495","13.2424","13.2353","13.2282","13.2211","13.214","14.463","15.712","16.961","18.21","19.459","19.4406","19.4222","19.4038","19.3854","19.367","19.2732","19.1794","19.0856","18.9918","18.898","18.9452","18.9924","19.0396","19.0868","19.134","18.5164","17.8988","17.2812","16.6636","16.046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"dnk","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.2622","0.5144","0.7666","1.0188","1.271","1.2898","1.3086","1.3274","1.3462","1.365","1.257","1.149","1.041","0.933","0.825","0.7628","0.7006","0.6384","0.5762","0.514","0.435","0.356","0.277","0.198","0.119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"dza","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.043","0.0412","0.0394","0.0376","0.0358","0.034","0.0394","0.0448","0.0502","0.0556","0.061","0.2048","0.3486","0.4924","0.6362","0.78","0.7508","0.7216","0.6924","0.6632","0.634","0.587","0.54","0.493","0.446","0.399","0.4062","0.4134","0.4206","0.4278","0.435","0.4514","0.4678","0.4842","0.5006","0.517","0","0","0","0","0","0","0","0","0"
"egy","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.101","0.1996","0.2982","0.3968","0.4954","0.594","0.5734","0.5528","0.5322","0.5116","0.491","0.508","0.525","0.542","0.559","0.576","0.5768","0.5776","0.5784","0.5792","0.58","0.6134","0.6468","0.6802","0.7136","0.747","0.7604","0.7738","0.7872","0.8006","0.814","0.8372","0.8604","0.8836","0.9068","0.93","0.9642","0.9984","1.0326","1.0668","1.101","1.0996","1.0982","1.0968","1.0954","1.094","1.0718","1.0496","1.0274","1.0052","0.983","0.983","0.983","0.983","0.983"
"esp","1A1bc_Other-transformation","process","kt","0","0","0","0","0","0","0","0","0","0","0.478","0.5892","0.7004","0.8116","0.9228","1.034","1.0316","1.0292","1.0268","1.0244","1.022","0.9366","0.8512","0.7658","0.6804","0.595","0.712","0.829","0.946","1.063","1.18","1.357","1.534","1.711","1.888","2.065","2.1278","2.1906","2.2534","2.3162","2.379","2.4414","2.5038","2.5662","2.6286","2.691","2.7804","2.8698","2.9592","3.0486","3.138","3.1534","3.1688","3.1842","3.1996","3.215","3.0502","2.8854","2.7206","2.5558","2.391","2.3332","2.2754","2.2176","2.1598","2.102","1.8534","1.6048","1.3562","1.1076","0.859","0.941","1.023","1.105","1.187","1.269","1.2238","1.1786","1.1334","1.0882","1.043","0.9182","0.7934","0.6686","0.5438","0.419","0.4454","0.4718","0.4982","0.5246","0.551","0.517","0.483","0.449","0.415","0.381","0.4412","0.5014","0.5616","0.6218","0.682","0.7276","0.7732","0.8188","0.8644","0.91","1.02","1.13","1.24","1.35","1.46","1.474","1.488","1.502","1.516","1.53","1.6324","1.7348","1.8372","1.9396","2.042","2.0616","2.0812","2.1008","2.1204","2.14","2.1042","2.0684","2.0326","1.9968","1.961","1.9092","1.8574","1.8056","1.7538","1.702","1.6722","1.6424","1.6126","1.5828","1.553","1.4742","1.3954","1.3166","1.2378","1.159","1.1798","1.2006","1.2214","1.2422","1.263","1.26","1.257","1.254","1.251","1.248","1.182","1.116","1.05","0.984","0.918","0.918","0.918","0.918","0.918"
