"iso","sector","fuel","units","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013"
"aut","1B2_Fugitive-petr-and-gas","process","kt","2.55701536348987","1.89355298600088","1.74533228237867","1.59066562585034","1.66794463428665","1.5299722715208","1.46123958266789","1.52182429734171","1.64857056234971","1.72534258572598","2","1.3","2","2.1","1.28","1.53","1.2","0.067","0.042","0.143","0.145","0.158","0.138","0.15","0.144","0.133","0.167","0.183","0.163","0.239","0.23","0.232","0.247",NA
"esp","1B2_Fugitive-petr-and-gas","process","kt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.6702425632","62.012705812","58.4639637369","85.741943978","73.98163184455","75.15647155687","69.01137289294","64.6083727429","73.6562954365","57.8292851877","55.3648844287","46.0089706448","43.2825775181","41.6673098766","41.7725746641","40.2116553034","33.401804089","28.5101608098","24.7545062151","25.554900612775","23.5052020888","25.5891110542","24.25400191715",NA
"gbr","1B2_Fugitive-petr-and-gas","process","kt","39.0559376784667","33.3134716509956","31.7863871031351","33.438356270526","29.1236663825253","35.8586187478515","30.2974247149012","30.8058596372434","35.4376546623143","33.5070905341767","28.4583426600932","25.1840430072172","23.9498009934047","23.5623152219089","22.662638157963","17.3969856498355","18.608546440767","18.8351465987738","10.8153044625849","9.75794900033953","8.86374169815175","9.78231602369448","7.02893448096912","8.51630019358869","10.1354536869742","9.51503313018056","8.71506314824928","10.1333113460092","10.286942426433","7.53321567383541","11.882835415366","6.94451315175939","7.19237199331688",NA
