Region,Country,Fuel,Tech,Sector,Year,Fuel (kt),BC (Gg),OC (Gg)
Oceania     , New Zealand    , Kerosene       , Commercial use , Residential ,1980,3,0.003,0
Oceania     , New Zealand    , Kerosene       , Commercial use , Residential ,1990,24,0.022,0.002
Oceania     , New Zealand    , Kerosene       , Commercial use , Residential ,1995,44,0.04,0.004
Oceania     , New Zealand    , Kerosene       , Commercial use , Residential ,2000,3,0.003,0
Oceania     , New Zealand    , Kerosene       , Commercial use , Residential ,2005,4,0.004,0
Oceania     , New Zealand    , Kerosene       , Commercial use , Residential ,2010,1,0.001,0
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1935,0.5,0,0
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1950,491,0.213,0.225
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1955,753,0.327,0.36
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1960,950,0.413,0.456
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1965,1043,0.453,0.499
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1970,1269,0.551,0.606
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1975,1463,0.636,0.698
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1980,1535,0.343,0.526
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1985,1530,0.195,0.431
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1990,1822,0.26,0.623
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,1995,1996,0.31,0.745
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,2000,2108,0.128,0.303
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,2005,2297,0.024,0.054
Oceania     , New Zealand    , Light distillat, *LD vehicle    , Vehicle     ,2010,2314,0.004,0.008
Oceania     , New Zealand    , Light distillat, Category       , Industrial  ,1975,64,0.009,0.003
Oceania     , New Zealand    , Light distillat, Category       , Industrial  ,1980,6,0.001,0
Oceania     , New Zealand    , Light distillat, Category       , Industrial  ,1985,7,0.001,0
Oceania     , New Zealand    , Light distillat, Category       , Industrial  ,1990,25,0.003,0.001
Oceania     , New Zealand    , Light distillat, Category       , Industrial  ,1995,10,0.001,0
Oceania     , New Zealand    , Light distillat, Category       , Industrial  ,2000,8,0.001,0
Oceania     , New Zealand    , Light distillat, Category       , Industrial  ,2005,14,0.002,0.001
Oceania     , New Zealand    , Light distillat, Category       , Industrial  ,2010,6,0.001,0
Oceania     , New Zealand    , Light distillat, Category       , Transport   ,1990,1,0,0
Oceania     , New Zealand    , Light distillat, Category       , Transport   ,2000,1,0,0
Oceania     , New Zealand    , Light distillat, Category       , Transport   ,2005,1,0,0
Oceania     , New Zealand    , Light distillat, Category       , Transport   ,2010,1,0,0
Oceania     , New Zealand    , Liquefied Petro, Category       , Residential ,1970,3,0.001,0
Oceania     , New Zealand    , Liquefied Petro, Category       , Residential ,1975,1,0,0
Oceania     , New Zealand    , Liquefied Petro, Category       , Residential ,1985,17,0.008,0.001
Oceania     , New Zealand    , Liquefied Petro, Category       , Residential ,1990,8,0.004,0
Oceania     , New Zealand    , Liquefied Petro, Category       , Residential ,1995,40,0.019,0.002
Oceania     , New Zealand    , Liquefied Petro, Category       , Residential ,2000,35,0.016,0.002
Oceania     , New Zealand    , Liquefied Petro, Category       , Residential ,2005,47,0.022,0.002
Oceania     , New Zealand    , Liquefied Petro, Category       , Residential ,2010,54,0.025,0.003
Oceania     , New Zealand    , Manufacturing  , Aluminum       , Smelting    ,1980,76,0,0
Oceania     , New Zealand    , Manufacturing  , Aluminum       , Smelting    ,1985,185,0,0
Oceania     , New Zealand    , Manufacturing  , Aluminum       , Smelting    ,1990,260,0,0
Oceania     , New Zealand    , Manufacturing  , Aluminum       , Smelting    ,1995,273,0,0
Oceania     , New Zealand    , Manufacturing  , Aluminum       , Smelting    ,2000,328,0,0
Oceania     , New Zealand    , Manufacturing  , Aluminum       , Smelting    ,2005,351,0,0
Oceania     , New Zealand    , Manufacturing  , Aluminum       , Smelting    ,2010,344,0,0
Oceania     , New Zealand    , Manufacturing  , Coke           , Production  ,1985,5,0,0
Oceania     , New Zealand    , Manufacturing  , Coke           , Production  ,1990,1,0,0
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,1935,1,0,0
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,1970,2813,0,0.256
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,1975,3321,0,0.302
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,1980,2291,0,0.208
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,1985,1406,0,0.128
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,1990,4120,0,0.374
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,1995,4318,0,0.392
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,2000,4860,0,0.442
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,2005,4770,0,0.433
Oceania     , New Zealand    , Manufacturing  , Oil production , Production  ,2010,4953,0,0.45
Oceania     , New Zealand    , Manufacturing  , Pig iron produc, Smelting    ,1995,626,0,0
Oceania     , New Zealand    , Manufacturing  , Pig iron produc, Smelting    ,2000,603,0,0
Oceania     , New Zealand    , Manufacturing  , Pulp           , Production  ,1980,1122,0,0
Oceania     , New Zealand    , Manufacturing  , Pulp           , Production  ,1985,1135,0,0
Oceania     , New Zealand    , Manufacturing  , Pulp           , Production  ,1990,1857,0,0
Oceania     , New Zealand    , Manufacturing  , Pulp           , Production  ,1995,2155,0,0
Oceania     , New Zealand    , Manufacturing  , Pulp           , Production  ,2000,2458,0,0
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1950,58.6,0.14,0.044
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1955,78.1,0.228,0.072
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1960,88.8,0.264,0.084
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1965,118.2,0.354,0.113
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1970,129.3,0.374,0.119
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1975,327,1.021,0.325
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1980,346,0.928,0.295
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1985,411,0.853,0.291
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1990,456,0.859,0.325
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,1995,889,1.539,0.603
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,2000,1179,1.761,0.658
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,2005,1461,1.673,0.574
Oceania     , New Zealand    , Middle distilla, *Heavy duty veh, Vehicle     ,2010,1616,0.985,0.321
Oceania     , New Zealand    , Middle distilla, *Intl shipping , Transport   ,1950,60,0.025,0.02
Oceania     , New Zealand    , Middle distilla, *Intl shipping , Transport   ,1955,79,0.032,0.026
Oceania     , New Zealand    , Middle distilla, *Intl shipping , Transport   ,1960,59,0.024,0.019
Oceania     , New Zealand    , Middle distilla, *Intl shipping , Transport   ,1965,113,0.046,0.037
Oceania     , New Zealand    , Middle distilla, *Intl shipping , Transport   ,1970,156,0.064,0.051
Oceania     , New Zealand    , Middle distilla, *Intl shipping , Transport   ,1975,94,0.039,0.031
Oceania     , New Zealand    , Middle distilla, *Ships         , Transport   ,1980,82,0.034,0.027
Oceania     , New Zealand    , Middle distilla, *Ships         , Transport   ,1985,56,0.023,0.018
Oceania     , New Zealand    , Middle distilla, *Ships         , Transport   ,1990,31,0.013,0.01
Oceania     , New Zealand    , Middle distilla, *Ships         , Transport   ,1995,38,0.016,0.012
Oceania     , New Zealand    , Middle distilla, *Ships         , Transport   ,2000,49,0.02,0.016
Oceania     , New Zealand    , Middle distilla, *Ships         , Transport   ,2005,56,0.023,0.018
Oceania     , New Zealand    , Middle distilla, *Ships         , Transport   ,2010,62,0.025,0.02
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1950,29.3,0.07,0.022
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1955,39,0.093,0.03
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1960,44.4,0.106,0.034
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1965,59.1,0.141,0.045
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1970,230.6,0.552,0.176
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1975,217,0.519,0.165
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1980,218,0.522,0.166
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1985,218,0.522,0.166
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1990,211,0.505,0.161
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,1995,243,0.581,0.185
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,2000,274,0.656,0.209
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,2005,362,0.866,0.276
Oceania     , New Zealand    , Middle distilla, Category       , Agriculture ,2010,281,0.672,0.214
Oceania     , New Zealand    , Middle distilla, Category       , Industrial  ,1980,230,0.444,0.141
Oceania     , New Zealand    , Middle distilla, Category       , Industrial  ,1985,213,0.411,0.131
Oceania     , New Zealand    , Middle distilla, Category       , Industrial  ,1990,221,0.427,0.135
Oceania     , New Zealand    , Middle distilla, Category       , Industrial  ,1995,239,0.461,0.147
Oceania     , New Zealand    , Middle distilla, Category       , Industrial  ,2000,251,0.485,0.154
Oceania     , New Zealand    , Middle distilla, Category       , Industrial  ,2005,335,0.646,0.205
Oceania     , New Zealand    , Middle distilla, Category       , Industrial  ,2010,256,0.494,0.157
Oceania     , New Zealand    , Middle distilla, Category       , Power       ,1975,3,0,0
Oceania     , New Zealand    , Middle distilla, Category       , Power       ,1980,3,0,0
Oceania     , New Zealand    , Middle distilla, Category       , Power       ,1985,2,0,0
Oceania     , New Zealand    , Middle distilla, Category       , Power       ,1990,6,0,0
Oceania     , New Zealand    , Middle distilla, Category       , Power       ,1995,14,0,0
Oceania     , New Zealand    , Middle distilla, Category       , Power       ,2005,1,0,0
Oceania     , New Zealand    , Middle distilla, Category       , Residential ,1975,193,0.285,0.091
Oceania     , New Zealand    , Middle distilla, Category       , Residential ,1980,222,0.328,0.104
Oceania     , New Zealand    , Middle distilla, Category       , Residential ,1985,119,0.176,0.056
Oceania     , New Zealand    , Middle distilla, Category       , Residential ,1990,115,0.17,0.054
Oceania     , New Zealand    , Middle distilla, Category       , Residential ,1995,100,0.148,0.047
Oceania     , New Zealand    , Middle distilla, Category       , Residential ,2000,104,0.153,0.049
Oceania     , New Zealand    , Middle distilla, Category       , Residential ,2005,105,0.155,0.049
Oceania     , New Zealand    , Middle distilla, Category       , Residential ,2010,108,0.159,0.051
Oceania     , New Zealand    , Middle distilla, Category       , Transport   ,1990,123,0.161,0.051
Oceania     , New Zealand    , Middle distilla, Category       , Transport   ,1995,125,0.163,0.052
Oceania     , New Zealand    , Middle distilla, Category       , Transport   ,2000,155,0.203,0.064
Oceania     , New Zealand    , Middle distilla, Category       , Transport   ,2005,128,0.167,0.053
Oceania     , New Zealand    , Middle distilla, Category       , Transport   ,2010,93,0.122,0.039
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,1935,0.1,0,0
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,1955,13.2,0.016,0.005
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,1960,15.5,0.019,0.006
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,1965,14.7,0.018,0.005
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,1975,2,0.002,0.001
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,1990,25,0.031,0.009
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,1995,49,0.06,0.018
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,2000,77,0.094,0.029
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,2005,49,0.06,0.018
Oceania     , New Zealand    , Middle distilla, Rail           , Transport   ,2010,45,0.055,0.017
Oceania     , New Zealand    , Natural Gas    , Category       , Industrial  ,1980,13500.5,0,0.001
Oceania     , New Zealand    , Natural Gas    , Category       , Industrial  ,1985,26419.7,0,0.002
Oceania     , New Zealand    , Natural Gas    , Category       , Industrial  ,1990,59785.4,0,0.004
Oceania     , New Zealand    , Natural Gas    , Category       , Industrial  ,1995,64357.1,0.001,0.004
Oceania     , New Zealand    , Natural Gas    , Category       , Industrial  ,2000,68979.9,0.001,0.004
Oceania     , New Zealand    , Natural Gas    , Category       , Industrial  ,2005,40497.7,0,0.003
Oceania     , New Zealand    , Natural Gas    , Category       , Industrial  ,2010,45665.4,0,0.003
Oceania     , New Zealand    , Natural Gas    , Category       , Power       ,1970,18.1,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Power       ,1980,15436,0,0.001
Oceania     , New Zealand    , Natural Gas    , Category       , Power       ,1985,62539,0,0.004
Oceania     , New Zealand    , Natural Gas    , Category       , Power       ,1990,59237,0,0.004
Oceania     , New Zealand    , Natural Gas    , Category       , Power       ,1995,51027,0,0.003
Oceania     , New Zealand    , Natural Gas    , Category       , Power       ,2000,94814,0.001,0.006
Oceania     , New Zealand    , Natural Gas    , Category       , Power       ,2005,87477,0.001,0.006
Oceania     , New Zealand    , Natural Gas    , Category       , Power       ,2010,88963,0.001,0.006
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,1970,2797,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,1975,1084,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,1980,4637.8,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,1985,6332.7,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,1990,10356.6,0,0.001
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,1995,11840.4,0,0.001
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,2000,16479.8,0,0.001
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,2005,17690.9,0,0.001
Oceania     , New Zealand    , Natural Gas    , Category       , Residential ,2010,15331.7,0,0.001
Oceania     , New Zealand    , Natural Gas    , Category       , Transport   ,1980,677.1,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Transport   ,1985,8270.5,0,0.001
Oceania     , New Zealand    , Natural Gas    , Category       , Transport   ,1990,5972.2,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Transport   ,1995,3985.8,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Transport   ,2000,1011.7,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Transport   ,2005,1204.5,0,0
Oceania     , New Zealand    , Natural Gas    , Category       , Transport   ,2010,647,0,0
Oceania     , New Zealand    , Waste/open     , *Dump burning  , Open burning,1980,9.6,0.014,0.014
Oceania     , New Zealand    , Waste/open     , *Dump burning  , Open burning,1985,10.6,0.016,0.016
Oceania     , New Zealand    , Waste/open     , *Dump burning  , Open burning,1990,13,0.019,0.019
Oceania     , New Zealand    , Waste/open     , *Dump burning  , Open burning,1995,14.4,0.021,0.021
Oceania     , New Zealand    , Waste/open     , *Dump burning  , Open burning,2000,15.9,0.024,0.024
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1925,144,0.011,0.045
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1930,121.2,0.009,0.038
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1935,103.1,0.008,0.032
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1940,140.7,0.011,0.044
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1945,151.4,0.012,0.047
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1950,182.7,0.014,0.057
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1955,231.4,0.018,0.072
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1960,278.6,0.022,0.086
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1965,312.8,0.024,0.097
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1970,368.3,0.029,0.114
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1975,691.8,0.054,0.214
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1980,980,0.076,0.303
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1985,955.7,0.074,0.296
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1990,1171.1,0.091,0.363
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,1995,1204.5,0.093,0.373
Oceania     , New Zealand    , Wood           , Category       , Industrial  ,2000,1656.6,0.128,0.513
Oceania     , New Zealand    , Wood           , Category       , Residential ,1925,601.4,0.371,2.285
Oceania     , New Zealand    , Wood           , Category       , Residential ,1930,629.9,0.389,2.393
Oceania     , New Zealand    , Wood           , Category       , Residential ,1935,642.9,0.397,2.442
Oceania     , New Zealand    , Wood           , Category       , Residential ,1940,661.1,0.408,2.511
Oceania     , New Zealand    , Wood           , Category       , Residential ,1945,673.8,0.416,2.56
Oceania     , New Zealand    , Wood           , Category       , Residential ,1950,756.7,0.467,2.875
Oceania     , New Zealand    , Wood           , Category       , Residential ,1955,829.6,0.512,3.152
Oceania     , New Zealand    , Wood           , Category       , Residential ,1960,855.5,0.528,3.25
Oceania     , New Zealand    , Wood           , Category       , Residential ,1965,800.1,0.494,3.039
Oceania     , New Zealand    , Wood           , Category       , Residential ,1970,815.8,0.503,3.099
Oceania     , New Zealand    , Wood           , Category       , Residential ,1975,948.5,0.585,3.603
Oceania     , New Zealand    , Wood           , Category       , Residential ,1980,947.2,0.584,3.598
Oceania     , New Zealand    , Wood           , Category       , Residential ,1985,935.1,0.577,3.552
Oceania     , New Zealand    , Wood           , Category       , Residential ,1990,915.5,0.565,3.478
Oceania     , New Zealand    , Wood           , Category       , Residential ,1995,953.5,0.588,3.622
Oceania     , New Zealand    , Wood           , Category       , Residential ,2000,1014.2,0.626,3.853
Oceania     , Niue           , Middle distilla, *Heavy duty veh, Vehicle     ,1970,0.7,0.002,0.001
Oceania     , Niue           , Middle distilla, *Heavy duty veh, Vehicle     ,1975,0.7,0.002,0.001
Oceania     , Niue           , Middle distilla, Category       , Agriculture ,1970,0.3,0.001,0
Oceania     , Niue           , Middle distilla, Category       , Agriculture ,1975,0.3,0.001,0
Oceania     , Niue           , Natural Gas    , Category       , Power       ,1970,0.4,0,0
Oceania     , Pacific Islands, Aviation Gasoli, International a, Transport   ,1965,5,0.001,0
Oceania     , Pacific Islands, Aviation Gasoli, International a, Transport   ,1970,9,0.001,0
Oceania     , Pacific Islands, Aviation Gasoli, International a, Transport   ,1975,11,0.001,0
Oceania     , Pacific Islands, Light distillat, *LD vehicle    , Vehicle     ,1955,4,0.002,0.002
Oceania     , Pacific Islands, Light distillat, *LD vehicle    , Vehicle     ,1960,5,0.002,0.002
Oceania     , Pacific Islands, Light distillat, *LD vehicle    , Vehicle     ,1965,10,0.004,0.005
Oceania     , Pacific Islands, Light distillat, *LD vehicle    , Vehicle     ,1970,14,0.006,0.007
Oceania     , Pacific Islands, Light distillat, *LD vehicle    , Vehicle     ,1975,18,0.008,0.009
Oceania     , Pacific Islands, Natural Gas    , Category       , Power       ,1965,8.3,0,0
Oceania     , Pacific Islands, Natural Gas    , Category       , Power       ,1970,26.6,0,0
Oceania     , Papua New Guine, Aviation Gasoli, Aircraft       , Transport   ,1950,2,0,0
Oceania     , Papua New Guine, Aviation Gasoli, Aircraft       , Transport   ,1955,4,0,0
Oceania     , Papua New Guine, Aviation Gasoli, Aircraft       , Transport   ,1960,6,0.001,0
Oceania     , Papua New Guine, Aviation Gasoli, Aircraft       , Transport   ,1965,12,0.001,0
Oceania     , Papua New Guine, Aviation Gasoli, Aircraft       , Transport   ,1970,34,0.004,0.001
Oceania     , Papua New Guine, Aviation Gasoli, Aircraft       , Transport   ,1975,32,0.003,0.001
Oceania     , Papua New Guine, Aviation Gasoli, International a, Transport   ,1965,2,0,0
Oceania     , Papua New Guine, Aviation Gasoli, International a, Transport   ,1970,8,0.001,0
Oceania     , Papua New Guine, Aviation Gasoli, International a, Transport   ,1975,9,0.001,0
Oceania     , Papua New Guine, Heavy Fuel Oil , Category       , Industrial  ,1975,2,0,0
Oceania     , Papua New Guine, Heavy Fuel Oil , Category       , Power       ,1970,10,0,0
Oceania     , Papua New Guine, Heavy Fuel Oil , Category       , Power       ,1975,192,0.008,0.003
Oceania     , Papua New Guine, Kerosene       , Category       , Residential ,1950,2,0.002,0
Oceania     , Papua New Guine, Kerosene       , Category       , Residential ,1955,3,0.003,0
Oceania     , Papua New Guine, Kerosene       , Category       , Residential ,1960,4,0.004,0
Oceania     , Papua New Guine, Kerosene       , Category       , Residential ,1965,5,0.005,0.001
Oceania     , Papua New Guine, Kerosene       , Category       , Residential ,1970,10,0.009,0.001
Oceania     , Papua New Guine, Kerosene       , Category       , Residential ,1975,13,0.012,0.001
Oceania     , Papua New Guine, Light distillat, *LD vehicle    , Vehicle     ,1950,7,0.003,0.003
Oceania     , Papua New Guine, Light distillat, *LD vehicle    , Vehicle     ,1955,14,0.006,0.007
Oceania     , Papua New Guine, Light distillat, *LD vehicle    , Vehicle     ,1960,27,0.012,0.013
Oceania     , Papua New Guine, Light distillat, *LD vehicle    , Vehicle     ,1965,36,0.016,0.017
Oceania     , Papua New Guine, Light distillat, *LD vehicle    , Vehicle     ,1970,64,0.028,0.031
Oceania     , Papua New Guine, Light distillat, *LD vehicle    , Vehicle     ,1975,88,0.038,0.042
Oceania     , Papua New Guine, Light distillat, Category       , Transport   ,1950,1,0,0
Oceania     , Papua New Guine, Light distillat, Category       , Transport   ,1955,1,0,0
Oceania     , Papua New Guine, Light distillat, Category       , Transport   ,1960,2,0,0
Oceania     , Papua New Guine, Light distillat, Category       , Transport   ,1965,4,0,0
Oceania     , Papua New Guine, Light distillat, Category       , Transport   ,1970,6,0,0
Oceania     , Papua New Guine, Light distillat, Category       , Transport   ,1975,8,0,0
Oceania     , Papua New Guine, Liquefied Petro, Category       , Residential ,1975,1,0,0
Oceania     , Papua New Guine, Middle distilla, *Heavy duty veh, Vehicle     ,1975,71,0.222,0.071
Oceania     , Papua New Guine, Middle distilla, *Intl shipping , Transport   ,1965,3,0.001,0.001
Oceania     , Papua New Guine, Middle distilla, *Intl shipping , Transport   ,1970,5,0.002,0.002
Oceania     , Papua New Guine, Middle distilla, *Intl shipping , Transport   ,1975,5,0.002,0.002
Oceania     , Papua New Guine, Middle distilla, *Ships         , Transport   ,1975,13,0.005,0.004
Oceania     , Papua New Guine, Middle distilla, Category       , Agriculture ,1975,3,0.007,0.002
Oceania     , Papua New Guine, Middle distilla, Category       , Industrial  ,1975,45,0.087,0.028
Oceania     , Papua New Guine, Middle distilla, Category       , Power       ,1975,31,0,0
Oceania     , Papua New Guine, Middle distilla, Category       , Residential ,1975,-6,-0.009,-0.003
Oceania     , Papua New Guine, Natural Gas    , Category       , Industrial  ,1970,85.2,0,0
Oceania     , Papua New Guine, Natural Gas    , Category       , Industrial  ,1975,85.2,0,0
Oceania     , Papua New Guine, Natural Gas    , Category       , Power       ,1950,2.1,0,0
Oceania     , Papua New Guine, Natural Gas    , Category       , Power       ,1955,5.4,0,0
Oceania     , Papua New Guine, Natural Gas    , Category       , Power       ,1960,5.2,0,0
Oceania     , Papua New Guine, Natural Gas    , Category       , Power       ,1965,10.2,0,0
Oceania     , Papua New Guine, Waste/open     , *Dump burning  , Open burning,1980,1,0.001,0.001
Oceania     , Papua New Guine, Waste/open     , *Dump burning  , Open burning,1985,1.1,0.002,0.002
Oceania     , Papua New Guine, Waste/open     , *Dump burning  , Open burning,1990,1.8,0.003,0.003
Oceania     , Papua New Guine, Waste/open     , *Dump burning  , Open burning,1995,0.6,0.001,0.001
Oceania     , Papua New Guine, Waste/open     , *Dump burning  , Open burning,2000,0.7,0.001,0.001
Oceania     , Samoa          , Light distillat, *LD vehicle    , Vehicle     ,1950,1,0,0
Oceania     , Samoa          , Light distillat, *LD vehicle    , Vehicle     ,1955,3,0.001,0.001
Oceania     , Samoa          , Light distillat, *LD vehicle    , Vehicle     ,1960,4,0.002,0.002
Oceania     , Samoa          , Light distillat, *LD vehicle    , Vehicle     ,1965,6,0.003,0.003
Oceania     , Samoa          , Light distillat, *LD vehicle    , Vehicle     ,1970,6,0.003,0.003
Oceania     , Samoa          , Light distillat, *LD vehicle    , Vehicle     ,1975,13,0.006,0.006
Oceania     , Samoa          , Middle distilla, *Heavy duty veh, Vehicle     ,1955,0.6,0.002,0.001
Oceania     , Samoa          , Middle distilla, *Heavy duty veh, Vehicle     ,1960,0.7,0.002,0.001
Oceania     , Samoa          , Middle distilla, *Heavy duty veh, Vehicle     ,1965,0.7,0.002,0.001
Oceania     , Samoa          , Middle distilla, *Heavy duty veh, Vehicle     ,1970,0.8,0.002,0.001
Oceania     , Samoa          , Middle distilla, *Heavy duty veh, Vehicle     ,1975,0.8,0.002,0.001
Oceania     , Samoa          , Middle distilla, Category       , Agriculture ,1955,0.3,0.001,0
Oceania     , Samoa          , Middle distilla, Category       , Agriculture ,1960,0.3,0.001,0
Oceania     , Samoa          , Middle distilla, Category       , Agriculture ,1965,0.4,0.001,0
Oceania     , Samoa          , Middle distilla, Category       , Agriculture ,1970,0.4,0.001,0
Oceania     , Samoa          , Middle distilla, Category       , Agriculture ,1975,0.4,0.001,0
Oceania     , Samoa          , Natural Gas    , Category       , Power       ,1955,0.4,0,0
Oceania     , Samoa          , Natural Gas    , Category       , Power       ,1960,0.4,0,0
Oceania     , Samoa          , Natural Gas    , Category       , Power       ,1965,0.4,0,0
Oceania     , Samoa          , Natural Gas    , Category       , Power       ,1970,1.8,0,0
Oceania     , Samoa          , Waste/open     , *Dump burning  , Open burning,1980,0.1,0,0
Oceania     , Samoa          , Waste/open     , *Dump burning  , Open burning,1985,0.1,0,0
Oceania     , Samoa          , Waste/open     , *Dump burning  , Open burning,1990,0.2,0,0
Oceania     , Samoa          , Waste/open     , *Dump burning  , Open burning,1995,0.1,0,0
Oceania     , Samoa          , Waste/open     , *Dump burning  , Open burning,2000,0.1,0,0
Oceania     , Solomon Islands, Aviation Gasoli, Aircraft       , Transport   ,1975,2,0,0
Oceania     , Solomon Islands, Aviation Gasoli, International a, Transport   ,1970,1,0,0
Oceania     , Solomon Islands, Aviation Gasoli, International a, Transport   ,1975,1,0,0
Oceania     , Solomon Islands, Light distillat, *LD vehicle    , Vehicle     ,1955,2,0.001,0.001
Oceania     , Solomon Islands, Light distillat, *LD vehicle    , Vehicle     ,1960,2,0.001,0.001
Oceania     , Solomon Islands, Light distillat, *LD vehicle    , Vehicle     ,1965,3,0.001,0.001
Oceania     , Solomon Islands, Light distillat, *LD vehicle    , Vehicle     ,1970,2,0.001,0.001
Oceania     , Solomon Islands, Light distillat, *LD vehicle    , Vehicle     ,1975,3,0.001,0.001
Oceania     , Solomon Islands, Light distillat, Category       , Transport   ,1970,1,0,0
Oceania     , Solomon Islands, Light distillat, Category       , Transport   ,1975,1,0,0
Oceania     , Solomon Islands, Middle distilla, *Heavy duty veh, Vehicle     ,1955,0.1,0,0
Oceania     , Solomon Islands, Middle distilla, *Heavy duty veh, Vehicle     ,1960,0.5,0.001,0
