iso,sector,fuel,Unit,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
usa,Commercial,biomass,kt,1317.826875,1257.757813,1199.930625,1128.454375,1037.724375,1000.271875,969.676875,924.311875,878.946875,863.0559375,810.899375,782.54625,734.939375,700.915625,670.2546875,623.76875,584.074375,568.1834375,548.9296875,536.4675,518.26875,496.773125,474.090625,474.090625,442.30875,462.749375,531.9178125,599.9653125,678.233125,780.304375,910.72875,1384.6875,1384.6875,1450.625,1450.625,1450.625,1582.5,1780.3125,1912.1875,2110,6493.525,6165.354063,6259.117188,6889.084063,7186.462188,7005.002188,7423.045938,8485.8925,8637.350938,7792.23,7947.908438,7828.429688,6022.20375,6233.401563,6624.147188,6894.68875,6873.522813,6687.051563,6643.664688,7063.027188,7183.890625,7093.2925,7365.350625,6984.759375,7730.5125,8126.92875,8329.027188,8695.31,8507.25625
usa,Commercial,coal,kt,58108.8816,57172.33368,48817.7293,43520.74272,35928.7488,30706.66066,29803.47955,26795.18621,20019.68136,18696.52109,15548.06534,15230.6905,13873.43765,13582.19923,11984.7289,10350.51696,10016.1049,9981.386352,8634.384864,7976.574144,7533.896832,6432.193152,7033.077072,6054.253632,6353.765712,7043.101632,5975.7264,5742.902592,5848.609536,6643.851984,6087.67488,4624.070976,5520.511584,6204.52224,6437.781504,6708.917275,5504.690923,5355.960019,4829.808514,5045.297544,4420.036253,4879.915891,4533.452582,4577.033563,4628.015482,4636.454256,4583.02199,4794.533856,5218.431221,3920.668013,3894.887203,3332.022221,3527.635406,3548.67156,3343.070102,4181.818234,3938.675933,2663.680723,2878.963819,3180.478997,2912.045774,2794.651373,2533.499338,1854.930067,1770.068765,1711.776629,1363.899902,1072.953605,962.6689296
usa,Commercial,gas,kt,8592.569231,9581.214027,11470.38009,12739.17274,13109.28201,14450.87443,15544.3509,17709.7026,19168.37138,21536.46448,24089.23032,25203.75905,26602.68428,29809.74106,31198.49819,33862.8267,35560.77998,40010.99434,48254.48269,51081.1905,55448.48473,59024.24253,61742.68156,63930.08801,63227.86855,62463.44706,61067.29061,64885.53133,60824.99864,63078.59321,67694.43303,63272.98054,61040.58145,63240.56674,59348.04638,61640.57093,59379.40995,56505.48971,59410.65419,65182.76923,66469.91697,64020.86097,66722.80667,68531.70204,69774.6448,70698.86776,73897.475,77008.24514,78416.57466,73586.84672,74351.98428,77609.95317,73927.85995,76677.4,77834.081,76403.29095,73353.91131,69259.72364,73636.42217,77058.656,76060.10566,75536.99751,76764.37783,70639.91188,80671.52975,85257.48586,79139.10645,76692.05543,78460.97059
usa,Commercial,oil,kt,17244.45538,20452.30837,21899.76943,22410.84651,23116.33006,23899.37033,25831.38583,26842.14194,26020.04654,27102.23137,28827.74497,29452.57704,29950.50615,30832.10176,30575.45955,30383.30745,33464.6667,34565.75428,35818.50652,36712.00869,37317.16486,38044.20879,37163.03668,37852.04086,38541.76833,35062.97593,32507.14792,36073.30329,37258.99216,35878.95806,32613.07973,31270.74644,26884.35979,24832.36501,28548.3174,29591.00522,26384.08182,28158.5735,27580.6616,26797.48774,25587.95914,24345.97132,23067.0154,22109.07172,20287.14327,20403.23283,19159.29408,19839.07803,18791.29104,17839.52354,18232.92151,20707.40024,20227.83237,18699.44321,21611.03486,20728.67648,19365.39035,17021.2892,16721.72015,17472.80219,17232.36929,16980.94821,16666.236,14897.26009,15067.31088,15713.05665,23349.56033,22601.15519,22703.44953
usa,Electric Power,biomass,kt,382.6353125,360.414375,351.5128125,424.3078125,330.9403125,211.5934375,213.241875,114.599375,132.4025,127.91875,110.5771875,99.43375,88.2903125,88.9496875,88.4221875,102.1371875,185.284375,229.330625,217.1321875,257.15625,220.363125,246.60625,215.0221875,226.2315625,224.9128125,172.624375,131.1496875,182.25125,330.874375,230.649375,339.97375,296.71875,253.5296875,221.2203125,262.6290625,609.8559375,952.5990625,810.50375,1014.712188,1139.729688,15266.50938,20869.68031,23365.01906,26537.00844,27338.94031,28609.55594,27803.47,28898.62594,29406.34469,29308.955,29884.4575,29853.46688,22230.03688,25054.53563,26188.33094,25588.10188,26750.51406,27198.03188,27921.03656,28700.87938,29079.22875,30289.84125,28796.68656,29846.21375,30964.97531,34956.30406,34609.20906,33302.98719,34209.75969
usa,Electric Power,coal,kt,76171.61462,83345.16254,95952.73504,97135.02984,105141.9435,107398.5735,130418.3417,143590.7052,145849.8473,141272.967,152793.5461,160288.9577,165278.3481,175376.1564,191720.8386,204505.9746,222071.7816,241747.7738,248740.2083,270145.1714,281813.4399,290468.8455,296927.1216,319123.7282,353092.7662,355450.7578,368289.1183,406762.1476,432848.6736,436576.2351,478140.8922,516445.1324,541414.0869,538573.4722,567191.7022,602742.8499,629452.3429,621482.6054,651273.5765,687994.7173,700530.5321,709944.4603,711130.5327,721308.972,754468.51,760554.9266,771329.0869,813686.3611,835861.0561,849701.0281,853604.218,894336.6724,874933.5586,886794.0891,911841.3794,921958.3405,941205.9937,931364.2073,948152.357,944014.2567,846986.3699,884567.6189,845949.5619,747125.9126,778342.9205,772573.2065,669916.4721,615584.6297,603060.4098
usa,Electric Power,gas,kt,13590.28563,15536.92771,18871.49152,22483.69695,25550.85882,28792.69242,28490.82398,30616.17161,33008.2767,33915.21867,40230.99287,42608.8483,45088.0267,48567.78428,52772.72308,57218.90362,57174.69864,64352.06414,67649.75068,77465.9767,85826.37432,96757.98835,97844.68609,97486.98857,89460.5629,83998.62262,77329.32794,75227.89683,78378.98133,78689.80057,86230.52048,90178.96538,89041.06912,79051.98541,70946.50633,76346.00588,74816.80486,63736.55995,69599.32862,64269.54977,75725.32217,78970.75995,80613.43314,83815.26267,84435.82704,94933.26799,102682.792,92191.9388,98470.93122,111584.1516,117008.2837,126346.3942,130278.2026,137646.757,125221.5542,133544.263,143559.9127,152166.7793,167206.3771,162998.0729,167615.8699,179675.594,184080.9112,221664.4031,199930.9495,199583.1098,236932.449,245879.4457,227556.5781
usa,Electric Power,oil,kt,9044.841588,10288.9894,8723.43201,9169.945696,11218.99174,9105.419462,10268.9422,9919.305124,10871.79785,10595.41266,12040.92682,12031.99331,12129.38932,12181.5456,12730.45506,13798.90899,15717.18378,19230.0072,22001.86894,25735.28371,34249.04972,46202.66672,54504.70062,67787.91929,76783.17279,73593.54517,69100.68213,75887.07771,85156.8502,87011.73706,71578.0336,57448.87528,47996.69247,34175.14803,33668.73759,28068.98236,23814.08287,31655.52535,27439.23885,34126.603,37234.82265,28172.92322,26172.51576,21666.85548,24608.93139,23246.59666,16637.09344,18000.56473,20397.94556,28693.21365,26634.35903,25224.63493,28090.08274,21245.99587,26588.1936,26711.2478,27215.31334,14391.75355,14574.66425,10421.59904,8713.080251,8482.509755,6822.230444,4932.161339,5908.142842,6825.186217,6364.954177,5654.049129,4956.235504
usa,Industry,biomass,kt,30877.67406,35094.37719,36458.69,36374.8175,37313.83344,37993.1875,41615.59594,43611.65594,40645.91906,40857.97406,45626.96969,44828.5325,45853.79469,48014.30281,51091.21031,54512.83906,56372.80406,59470.08625,58991.51188,64747.19625,66875.9225,67184.44406,68574.86813,73366.54625,76807.49469,76426.44188,70109.36563,80435.57375,84482.09219,92340.4575,92633.08813,105500,111736.2369,108762.3897,123575.5788,126450.3219,126390.7144,126204.5069,126130.1294,131094.4978,121309.6366,110996.6819,108861.4938,112318.0694,114699.4681,122707.8413,127439.4503,129761.3734,131516.1681,123318.6203,123988.6113,123976.6106,110698.1828,110302.4259,110363.2203,119260.4309,120484.5606,124116.0684,127054.3753,131917.8594,127610.8878,151903.7134,155481.8119,153767.6347,157291.9941,161028.5403,161035.8594,161471.6403,162338.7184
usa,Industry,coal,kt,27049.9824,15067.6848,13617.072,17498.0736,3466.4112,11456.1216,2134.6416,7268.4864,-1737.288,21510.6192,11942.3808,13274.1504,19682.6112,20300.4144,21642.1632,12583.7712,9320.5728,11124.0864,8205.624,8213.7888,-273.9744,-5738.04,-6889.2768,-13488.2496,-23644.3536,-22941.2736,-18100.4544,-20790.3024,-14765.5872,-7537.9248,-8755.3872,-5724.432,5788.8432,21037.0608,26260.7184,26964.15674,31131.57318,35978.54864,34671.31698,31175.42813,32319.83735,33977.58205,37695.29128,37808.31207,39525.93107,39407.22576,36327.67458,36272.5776,37477.94249,35608.04362,33230.98639,32902.92926,35556.11821,33648.98877,33578.82773,34949.49625,33480.75669,33126.24289,30753.77972,29323.59071,27205.35219,25579.77136,22501.85495,20036.60971,19578.25417,19640.39918,17010.35018,16659.89247,14583.47587
