iso,agg_fuel,CEDS_sector,agg_sector,start_year,end_year,priority,override_normalization,method
usa,biomass,1A4a_Commercial-institutional,1A4_Stationary_RCO,1949,2014,1,,linear
usa,coal,1A4a_Commercial-institutional,1A4_Stationary_RCO,1949,2014,,,linear
usa,gas,1A4a_Commercial-institutional,1A4_Stationary_RCO,1949,2014,,,linear
usa,oil,1A4a_Commercial-institutional,1A4_Stationary_RCO,1949,2014,,,linear
usa,biomass,1A4b_Residential,1A4_Stationary_RCO,1949,2014,,,linear
usa,coal,1A4b_Residential,1A4_Stationary_RCO,1949,2007,,,linear
usa,gas,1A4b_Residential,1A4_Stationary_RCO,1949,2014,,,linear
usa,oil,1A4b_Residential,1A4_Stationary_RCO,1949,2014,,,linear
