"iso","agg_fuel","agg_sector","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"gbr","coal","1A1_Energy-transformation",61366.4,59131.2,60045.6,62585.6,64922.4,63296.8,60960,63093.6,44297.6,53848,62077.6,62280.8,58623.2,40944.8,60452,59436,63093.6,59740.8,53848,53035.2,53238.4,58623.2,60147.2,65633.6,69392.8,66040,68376.8,71628,73863.2,77825.6,77802.2,78037.9,77238.4,82328.5,83621.9,89695.5,91576.1,95234.8,100022.2,101897.7,102745,106308.1,109881.4,114179.1,114716.6,109121.4,103135.2,112374,113594,117830,119387,122739,122333,117963,113298,116506,115831,112923,104314,93667,104226,90638,98964,101766,101659,99669,107588,104864,101105,93494,94613,63166,87570,96039,101106,97362,94708,96527,95166,88898,75992,72199,69235,65096.54,56955,57956,50247,56090.2911,60082.167,55435.934,60099.063,57633.727,59397.616,65223.878,60439.133,55712.56597,46192.72373,48588.59891,48950.05248,61501.70574,57194.6933,45254.8,34987.55,15677.96
"gbr","coal","1A2_Industry-combustion",5892.8,6096,6096,6096,6096,6096,6400.8,6705.6,4978.4,5892.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39624,37592,35560,38608,36576,38608,38912.8,40741.6,41554.4,39522.4,40030.4,41452.8,41351.2,40132,38100,34239.2,32207.2,36169.6,33832.8,30007.8,30074,28956.2,28143.2,26009.8,23745,22746,21509,19513,16005,11563,11962,10977,9585,8870,8933,8450,9232,7898,7046,7175,7218,7006,8313,9278,6827,7131,6763,6280,6426,6581,5300,4946,4494,3074.92,2993,2414,2040,1876,1826.38,1809.56,1856.11,1847.76,1781.42,1755.54,1896.36,1940.44,1742.1,1958.62,1797.57,1826.47,2322.51,2441.8,2043.02,1614.76
"gbr","coal","1A3_Transportation",16967.2,16560.8,16459.2,16357.6,15138.4,14528.8,15036.8,16459.2,12903.2,15138.4,14224,14427.2,14325.6,12293.6,14528.8,14020.8,14325.6,13817.6,13208,12598.4,12598.4,13106.4,13208,13716,14020.8,13411.2,13106.4,13716,14020.8,14732,15036.8,15240,14833.6,15036.8,14528.8,14528.8,14630.4,14427.2,14325.6,14122.4,13614.4,13208,12395.2,12293.6,11582.4,10464.8,9652,9042.4,7823.2,6299.2,5080,3860.8,2844.8,1727.2,800,200,200,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18.8,18.8,18.8,18.8,18.8,15.2915,16.1102,13.7115,13,13,15
"gbr","coal","1A4_Stationary_RCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103632,109525,104242,68986.4,109118,98552,104750,98958.4,92862.4,91440,91135.2,96621.6,100076,103429,106375,99161.6,105664,111049,109322,105562,43078.4,40233.6,36982.4,35864.8,36372.8,36982.4,36576,37896.8,37693.6,37388.8,37693.6,38811.2,37693.6,38100,36169.6,36779.2,33934.4,36068,33833,34341,33633,29362,28854,26927,24485,23584,21974,20190,17185,14554,14502,13667,11616,10823,11136,10217,10508,8946,8454,8474,7872,5406,7799,7421,6536,5741,5048,4239,4778,4156,4638,3901,2690,2705,2587,2366,2517,1882.7,1873.73,1285.99,1042.56,940.665,614.093,561.221,648.236,683.486,689.169,718.873,704.536,673.93,639.501,548.515,552.059,549.63
"gbr","coal","6A_Other-in-total",111862,109322,116535,123342,120396,106274,103022,107493,70307.2,94996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15263.4,16653.3,15116,14902.7,13812.5,14749.3,14697.5,14899.6,14684.2,14535.9,14298.2,14697.5,14477,13532.1,12893,12290.6,10961.6,6204,5796,5791,8940,5287,5389,4878,4102,4112,4232,4159,3327,2999,2581,2505,1948,2045,2149,2041,2051,1752,1781,1855,1772,1731,1704,1496,1425,1265,1062,1211,1144,945,826,721,523,1511.84,1691,416,920,82.0239,68.1554,22.3666,24.8043,27.5,55.2091,34.7132,26.3918,29.7189,75.3928,39.2621,39.8629,24.0887,35.6162,242.075,16.1467,31.7794
"gbr","coal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2641.6,2235.2,2032,1016,2235.2,2032,2235.2,2133.6,2133.6,2032,2032,2133.6,2235.2,2336.8,2336.8,2235.2,2438.4,2540,2540,2438.4,2641.6,2540,2540,2540,2540,2438.4,2540,2641.6,2844.8,2641.6,2743.2,2743.2,2844.8,2743.2,2844.8,2743.2,2540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
