iso,agg_fuel,CEDS_fuel,X1800,X1801,X1802,X1803,X1804,X1805,X1806,X1807,X1808,X1809,X1810,X1816,X1817,X1818,X1819,X1820,X1821,X1822,X1823,X1824,X1825,X1826,X1827,X1828,X1829,X1830,X1831,X1832,X1833,X1834,X1835,X1840,X1845,X1850,X1855,X1860,X1865,X1870,X1875,X1880,X1885,X1890
deu,coal,brown_coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,724,1221,1832,2879,4383,6758,7605,10368,12141,15355,19053
deu,coal,hard_coal,,201,209,201,380,392,353,,339,351,369,899,,,,,,,,1218,,,,,1368,,,1300,1651,1663,1712,3232,4372,5133,9886,12348,21795,26398,37436,46974,58320,70238
deu,coal,,300,,,,,,,1014,,,,,1274,1331,1235,1274,1331,1369,1521,,1635,1578,1711,1711,,1806,1730,,,,,,,,,,,,,,,
