iso,CEDS_fuel,agg_fuel,start_year,end_year,method,priority,keep_total_cols
deu,hard_coal,coal,1801,1860,match_to_default,2,"agg_fuel, CEDS_fuel"
deu,brown_coal,coal,1835,1860,match_to_default,2,"agg_fuel, CEDS_fuel"
deu,,coal,1800,1830,match_to_default,3,agg_fuel
