cell_id,location
65619,mid_west
65979,mid_west
66339,mid_west
66699,mid_west
65618,mid_west
65978,mid_west
66338,mid_west
66698,mid_west
65617,mid_west
65977,mid_west
66337,mid_west
66697,mid_west
65616,mid_west
65976,mid_west
66336,mid_west
66696,mid_west
73903,east_coast
74263,east_coast
73902,east_coast
74262,east_coast
74981,east_coast
75341,east_coast
74980,east_coast
75340,east_coast
76059,east_coast
76419,east_coast
76058,east_coast
76418,east_coast
77856,east_coast
78216,east_coast
77855,east_coast
78215,east_coast
213223,beijing
213583,beijing
213943,beijing
214303,beijing
213222,beijing
213582,beijing
213942,beijing
214302,beijing
213221,beijing
213581,beijing
213941,beijing
214301,beijing
213220,beijing
213580,beijing
213940,beijing
214300,beijing
133280,bel_deu_nld
133640,bel_deu_nld
134000,bel_deu_nld
134360,bel_deu_nld
133279,bel_deu_nld
133639,bel_deu_nld
133999,bel_deu_nld
134359,bel_deu_nld
133278,bel_deu_nld
133638,bel_deu_nld
133998,bel_deu_nld
134358,bel_deu_nld
133277,bel_deu_nld
133637,bel_deu_nld
133997,bel_deu_nld
134357,bel_deu_nld
103517,brazil
103877,brazil
104237,brazil
104597,brazil
103516,brazil
103876,brazil
104236,brazil
104596,brazil
103515,brazil
103875,brazil
104235,brazil
104595,brazil
103514,brazil
103874,brazil
104234,brazil
129319,south_uk
129679,south_uk
130039,south_uk
129318,south_uk
129678,south_uk
130038,south_uk
130398,south_uk
129317,south_uk
129677,south_uk
130037,south_uk
130397,south_uk
129316,south_uk
129676,south_uk
130036,south_uk
130396,south_uk
187365,south_india
185204,south_india
185564,south_india
185924,south_india
187364,south_india
185203,south_india
185563,south_india
185923,south_india
185202,south_india
185562,south_india
185922,south_india
186282,south_india
185201,south_india
185561,south_india
185921,south_india
186281,south_india
152684,murmansk
153044,murmansk
153404,murmansk
153764,murmansk
152683,murmansk
153043,murmansk
153403,murmansk
153763,murmansk
152682,murmansk
153042,murmansk
153402,murmansk
153762,murmansk
152681,murmansk
153041,murmansk
153401,murmansk
