"Source","Sector","SubSector","2011","2012","2013","2014","2015","2016","2017"
"Ore and Mineral Industries","","","17740.51","14549.689999999999","13514.849999999999","13837.149999999994","11980.14","11112.179999999997","11717.189999999999"
"Ore and Mineral Industries","Aluminium Industry","","1468.29","1337.47","1439.94","965.63","930.6800000000001","947.8599999999999","953.9300000000001"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","26.73","26.99","27.25","26.12","24.58","24.31","23.95"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","1441.56","1310.48","1412.69","939.51","906.1","923.55","929.98"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Asphalt Paving Industry","","10979.23","7855.07","7082.62","8499.09","6636.19","6280.09","6440.52"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","10979.23","7855.07","7082.62","8499.09","6636.19","6280.09","6440.52"
"Ore and Mineral Industries","Cement and Concrete Industry","","347.0799999999999","409.74999999999994","437.59","414.74","403.47","435.89000000000004","689.23"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","274.09","359.59","360.92","353.92","374.61","404.93","615.72"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","22.25","23.71","25.96","28.14","26.93","29.28","47.3"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","26.9","1.33","1.45","1.4","1.93","1.68","1.71"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","23.84","25.12","49.26","31.28","0","0","24.5"
"Ore and Mineral Industries","Foundries","","919.55","852.3399999999999","782.73","729.52","643.8199999999999","627.01","977.82"
"Ore and Mineral Industries","Foundries","Die Casting","0.04","0.03","0.03","0","0","0","0"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","848.66","776.24","708.64","663.02","591.63","568.58","927.5"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","70.85","76.07","74.06","66.5","52.19","58.43","50.32"
"Ore and Mineral Industries","Iron and Steel Industry","","2028.04","1900.02","1558.06","1163.6","970.75","820.8","919.1"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","799.46","748.69","574.08","614.46","647.91","622.64","595.71"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","1228.58","1151.33","983.98","549.14","322.84","198.16","323.39"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","0","0","0","0","0","0","0"
"Ore and Mineral Industries","Iron Ore Pelletizing","","37.71","174.91","289.21","320.29","285.66","401.89","236.88"
