cou_abb,reg_abb,sector/activity,BC1,BC2,HC1,HC2,HC3,DC,OS1,OS2,HF,MD,GSL,LPG,GAS,H2,REN,HYD,NUC,ELE,HT,Sum
INDI,ANPR,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,19.50924023,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,19.50924023
INDI,ANPR,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,9.989122306,0.099891223,0.050623097,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.13963663
INDI,ANPR,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ANPR,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.003903163,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.003903163
INDI,ANPR,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ANPR,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,11.33535218,n.a,n.a,n.a,n.a,n.a,n.a,n.a,6.68850082,n.a,18.023853
INDI,ANPR,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ANPR,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,17.53822125,n.a,n.a,0.203043866,n.a,n.a,n.a,n.a,n.a,n.a,17.74126511
INDI,ANPR,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,70.15288499,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,70.15288499
INDI,ANPR,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.490700587,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.490700587
INDI,ANPR,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,16.44208242,27.32951077,0.752601093,0.145031333,n.a,n.a,n.a,n.a,n.a,n.a,44.66922561
INDI,ANPR,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.48069414,11.1802544,n.a,0.232050132,n.a,n.a,n.a,n.a,n.a,n.a,16.89299868
INDI,ANPR,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,22.11205871,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,22.11205871
INDI,ANPR,SUM,23.23215146,0,3.043432951,914.0831103,0,57.68577981,572.8059307,1.167192031,181.3159146,163.0174943,144.9925167,86.39746944,297.4472888,0,1.601890045,38.10191019,18.5026913,18.62286315,17.00243395,2539.02007
INDI,ASSA,CON_COMB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,8.485183848,1.131378417,n.a,n.a,n.a,n.a,n.a,n.a,9.616562265
INDI,ASSA,CON_LOSS,0.357096786,n.a,n.a,19.90474751,n.a,n.a,n.a,n.a,3.707717219,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,4.05662402,4.436079346,32.46226488
INDI,ASSA,DOM,0.021975695,n.a,n.a,0.469234364,n.a,n.a,176.8872504,n.a,0.005785544,n.a,0.446460894,3.115443189,0.963972819,n.a,n.a,n.a,n.a,7.793993246,n.a,189.7041161
INDI,ASSA,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,23.08,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,23.08
INDI,ASSA,IN_BO,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,IN_BO_CHEM,0.069860307,n.a,n.a,0.545934993,n.a,n.a,4.45E-10,n.a,0.354753892,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,-1.162451505,-0.191902312
INDI,ASSA,IN_BO_CON,n.a,n.a,0.390857558,n.a,n.a,n.a,n.a,n.a,3.852270139,n.a,n.a,0.058634846,6.032655217,n.a,n.a,n.a,n.a,n.a,-4.426029555,5.908388204
INDI,ASSA,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,n.a,29.37084992,n.a,5.52567478,1.459928804,n.a,n.a,0.854149244,n.a,n.a,n.a,n.a,n.a,-31.64973658,5.560866165
INDI,ASSA,IN_BO_OTH_L,0.283652704,n.a,n.a,14.88637792,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,15.17003062
INDI,ASSA,IN_BO_OTH_S,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,IN_BO_PAP,n.a,n.a,n.a,n.a,n.a,n.a,0.479967183,0.479967183,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,-3.44609175,-2.486157384
INDI,ASSA,IN_OCTOT,0.021989302,n.a,n.a,2.913639397,n.a,0.005153861,0.042354726,0.002051002,0.917412766,2.79871713,4.020076054,0.051555196,3.69326027,n.a,n.a,n.a,n.a,20.70396268,56.79839262,91.968565
INDI,ASSA,NONEN,n.a,n.a,n.a,n.a,n.a,7.42397152,n.a,n.a,5.534592458,n.a,1.569091906,n.a,4.538055195,n.a,n.a,n.a,n.a,n.a,n.a,19.06571108
INDI,ASSA,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.91,n.a,n.a,0.058091425,n.a,n.a,n.a,n.a,n.a,n.a,2.968091425
INDI,ASSA,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.895690914,n.a,n.a,n.a,3.131662727,n.a,n.a,n.a,n.a,n.a,n.a,4.027353641
INDI,ASSA,PP_EX_L,0.085102413,n.a,n.a,1.535538645,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.620641058
INDI,ASSA,PP_EX_S,0.001736784,n.a,n.a,0.033173633,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.034910417
INDI,ASSA,PP_EX_WB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,22.68001929,n.a,n.a,n.a,n.a,n.a,n.a,22.68001929
INDI,ASSA,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.119299292,0.325159411,n.a,3.620596402,n.a,n.a,n.a,n.a,n.a,n.a,4.065055105
INDI,ASSA,PP_NEW_L,0.042084498,n.a,n.a,2.216873648,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.258958145
INDI,ASSA,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,4.442536427,n.a,-15.33171629,-5.204689333,-16.0938692
INDI,ASSA,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.273262486,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.273262486
INDI,ASSA,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,9.544985287,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,9.544985287
INDI,ASSA,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.591848528,0.035918485,0.01820285,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.645969864
INDI,ASSA,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000612832,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000612832
INDI,ASSA,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.242771637,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.242771637
INDI,ASSA,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,ASSA,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.394915564,n.a,n.a,0.033536868,n.a,n.a,n.a,n.a,n.a,n.a,5.428452432
INDI,ASSA,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,21.57966226,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,21.57966226
INDI,ASSA,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.202155877,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.202155877
INDI,ASSA,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.057733341,3.706191081,0.270617282,0.023954906,n.a,n.a,n.a,n.a,n.a,n.a,9.05849661
INDI,ASSA,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.685911114,1.516169078,n.a,0.038327849,n.a,n.a,n.a,n.a,n.a,n.a,3.240408042
INDI,ASSA,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.998645511,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.998645511
INDI,ASSA,SUM,0.883498487,0,0.390857558,42.5055201,0,7.429125382,206.7804222,0.482018185,20.79389771,48.11466299,47.44485358,11.99963721,46.79966063,0,0,4.442536427,0,17.22286365,15.34547324,470.6350273
INDI,BIHA,CON_COMB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,CON_LOSS,2.015894288,n.a,n.a,112.3669224,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.06373295,1.959569355,126.406119
INDI,BIHA,DOM,0.612769456,n.a,n.a,9.199059086,n.a,n.a,586.6867226,n.a,0.3151055,n.a,0.589350341,4.503335886,2.00468934,n.a,n.a,n.a,n.a,57.63956881,n.a,661.550601
INDI,BIHA,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,49.57,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,49.57
INDI,BIHA,IN_BO,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,IN_BO_CHEM,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,IN_BO_CON,n.a,n.a,2.206481686,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,-1.955130015,0.251351671
INDI,BIHA,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,n.a,97.97894392,n.a,18.43323502,4.870212567,n.a,n.a,2.849377568,n.a,n.a,n.a,n.a,n.a,-105.5811382,18.55063084
INDI,BIHA,IN_BO_OTH_L,0.946244062,n.a,n.a,49.6598359,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,50.60607997
INDI,BIHA,IN_BO_OTH_S,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,IN_BO_PAP,n.a,n.a,n.a,n.a,n.a,n.a,0.239206945,0.239206945,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,-1.717469675,-1.239055784
INDI,BIHA,IN_OCTOT,0.384467541,n.a,n.a,33.08351733,n.a,0.013963648,1.615018296,0.078206294,0.065965685,9.100148334,13.41067104,0.171984253,7.941126707,n.a,n.a,n.a,n.a,71.10261622,175.4781263,312.4458117
INDI,BIHA,NONEN,n.a,n.a,n.a,n.a,n.a,41.91004338,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,41.91004338
INDI,BIHA,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.245740865,5.83,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,6.075740865
INDI,BIHA,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,PP_EX_L,2.772494767,n.a,n.a,50.02528982,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,52.79778459
INDI,BIHA,PP_EX_S,0.056581526,n.a,n.a,1.080741673,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.137323199
INDI,BIHA,PP_EX_WB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,2.771046645,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.771046645
INDI,BIHA,PP_NEW_L,1.371042792,n.a,n.a,72.22204865,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,73.59309144
INDI,BIHA,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.929311927,n.a,-38.03514887,-2.299090914,-38.40492786
INDI,BIHA,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.600702698,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.600702698
INDI,BIHA,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,11.46797879,0.114679788,0.058117679,n.a,n.a,n.a,n.a,n.a,n.a,n.a,11.64077626
INDI,BIHA,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.002013611,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.002013611
INDI,BIHA,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.544091126,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.926340719,n.a,5.470431845
INDI,BIHA,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,BIHA,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.95570126,n.a,n.a,0.085956452,n.a,n.a,n.a,n.a,n.a,n.a,6.041657712
INDI,BIHA,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,23.82280504,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,23.82280504
INDI,BIHA,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.195968971,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.195968971
INDI,BIHA,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.583469931,3.592764466,0.864021193,0.061397465,n.a,n.a,n.a,n.a,n.a,n.a,10.10165306
INDI,BIHA,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.861156644,1.469767282,n.a,0.098235945,n.a,n.a,n.a,n.a,n.a,n.a,3.42915987
INDI,BIHA,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.906873068,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.906873068
INDI,BIHA,SUM,8.159494432,0,2.206481686,327.6374148,0,41.92400703,689.2909384,0.317413239,19.06004707,77.63828,71.85007495,5.597459011,13.04078348,0,0,1.929311927,0,102.6971098,65.88486684,1427.233683
INDI,CHHA,CON_COMB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
INDI,CHHA,CON_LOSS,0.164742602,n.a,n.a,9.182832285,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,32.51905853,8.277530163,50.14416358
INDI,CHHA,DOM,0.415364431,n.a,n.a,10.61605203,n.a,n.a,168.8380436,n.a,1.459816628,n.a,0.412321359,2.988103457,4.076780358,n.a,n.a,n.a,n.a,24.00214334,n.a,212.8086252
INDI,CHHA,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.71,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.71
