"FAOST_CODE","Year","sulfateB","sulfateUn","SulfiteB","SulfiteUn"
"67","2014","6343706","362706","0","1e+05"
"68","1964","","488000","244000",""
"68","1965","258100","287800","174800","101500"
"68","1966","271500","312900","189000","95900"
"68","1967","284100","330700","197100","99600"
"68","1968","288600","327800","168300","77500"
"68","1969","316300","354700","180500","91800"
"68","1970","332700","369700","232000","88800"
"68","1971","378000","368000","203600","81400"
"68","1972","469800","422400","161000","67100"
"68","1973","497000","452000","152000","40000"
"68","1974","511000","456000","188000","15000"
"68","1975","464000","463000","170000","8000"
"68","1976","482000","434000","156000","18000"
"68","1977","586000","455000","180000","16000"
"68","1978","576000","448000","2e+05","6000"
"68","1979","537000","439000","180000","2000"
"68","1980","480000","390000","256000","2000"
"68","1981","510000","444000","198000",""
"68","1982","594000","410000","210000",""
"68","1983","651000","449000","230000",""
"68","1984","745000","475000","228000",""
"68","1985","612000","391000","187000",""
"68","1986","743000","474000","227000",""
"68","1987","768000","490000","234000","0"
"68","1988","815000","460000","258000",""
"68","1989","854000","482000","271000",""
"68","1990","856000","483000","272000",""
"68","1991","807000","469000","225000",""
"68","1992","918000","510000","258000",""
"68","1993","885000","457000","261000",""
"68","1994","1025000","495000","262000","0"
"68","1995","1032000","479000","263000","0"
"68","1996","955000","462000","241000","0"
"68","1997","1087000","491000","290000","0"
"68","1998","1056700","460700","275800","0"
"68","1999","1084000","439000","181000","0"
"68","2000","1156000","468000","193000","0"
"68","2001","1087360","441740","169900","0"
"68","2002","1026000","471000","181000","0"
"68","2003","922320","423360","166320","0"
"68","2004","946000","434000","171000","0"
"68","2005","966850","443800","174350","0"
"68","2006","944400","435200","174400","0"
"68","2007","867438","397743","156899","1000"
"68","2008","861990","395244","155913","0"
"68","2009","625386","286756","113117","0"
"68","2010","654659","300178","118412","0"
"68","2011","672787","308490","121691","0"
"68","2012","323836","308490","0","706256"
"68","2013","810000","371000","146000","0"
"68","2014","789214","383000","142253","0"
"73","2000","0","0","0","0"
"73","2001","0","0","0","0"
"73","2002","0","0","0","0"
"73","2003","0","0","0","0"
"73","2004","0","0","0","0"
"73","2005","0","0","0","0"
"73","2006","0","0","0","0"
"73","2007","0","0","0","0"
"73","2008","0","0","0","0"
"73","2009","0","0","0","0"
"73","2010","0","0","0","0"
"73","2011","0","0","0","0"
"73","2012","0","0","0","0"
"73","2013","0","0","0","0"
"73","2014","0","0","0","0"
"79","1964","","","480000",""
"79","1965","","","327000","123000"
"79","1966","","","362000","97000"
"79","1967","","","402000","79000"
"79","1968","","","449000","66000"
"79","1969","","","475000","65000"
"79","1970","","","484000","65000"
"79","1971","","","478000","47000"
"79","1972","","","494000","37000"
"79","1973","","","519000","39000"
"79","1974","","","559000","44000"
"79","1975","","","506000","33000"
"79","1976","","","553000","34000"
"79","1977","","","574000","34000"
"79","1978","","","518000","23000"
"79","1979","","","580000","13000"
"79","1980","","","606000","13000"
"79","1981","","","564000","9000"
"79","1982","","","564000","9000"
"79","1983","","","570000","6000"
"79","1984","","","576000","7000"
"79","1985","","","576000","6000"
"79","1986","","","594000","7000"
"79","1987","","","598000","7000"
"79","1988","","","622000","7000"
"79","1989","","","647000","7000"
"79","1990","","","657000","4000"
"79","1991","","","826000","3000"
"79","1992","","","720000",""
"79","1993","","","682000",""
"79","1994","","","698000","0"
"79","1995","","","684000","0"
"79","1996","","","683000","0"
"79","1997","","","738000","0"
"79","1998","0","0","759000","0"
"79","1999","5000","0","534000","0"
"79","2000","252000","0","621000","0"
"79","2001","290000","0","584000","0"
"79","2002","305000","0","591000","0"
"79","2003","489000","0","617000","0"
"79","2004","489000","0","617000","0"
"79","2005","621000","0","790000","0"
"79","2006","647000","0","823000","0"
"79","2007","682000","0","863000","0"
"79","2008","803652","0","722150","0"
"79","2009","930773","0","550457","0"
"79","2010","929468","0","594250","0"
"79","2011","953000","0","609000","0"
"79","2012","978000","0","615000","0"
"79","2013","997000","0","6e+05","0"
"79","2014","998000","0","635000","0"
"80","2003","0","0","0","0"
"80","2004","0","0","0","0"
"80","2005","0","0","0","0"
"80","2006","0","0","0","0"
"80","2007","0","10515","0","0"
"80","2008","0","33000","0","0"
"80","2009","0","40800","0","0"
"80","2010","0","58000","0","0"
"80","2011","0","79000","0","0"
"80","2012","0","78000","0","0"
"80","2013","0","80000","0","0"
"80","2014","0","80000","0","0"
"84","1998","0","0","0","0"
"84","1999","0","0","0","0"
"84","2000","0","0","0","0"
"84","2001","0","0","0","0"
"84","2002","0","0","0","0"
"84","2003","0","0","0","0"
"84","2004","0","0","0","0"
"84","2005","0","0","0","0"
"84","2006","0","0","0","0"
"84","2007","0","0","0","0"
"84","2008","0","0","0","0"
"84","2009","0","0","0","0"
"84","2010","0","0","0","0"
"84","2011","0","0","0","0"
"84","2012","0","0","0","0"
"84","2013","0","0","0","0"
"84","2014","0","0","0","0"
"95","1998","1000","","1000",""
"95","1999","1000","","1000",""
"95","2000","1000","","1000",""
"95","2001","1000","","1000",""
"95","2002","1000","","1000",""
"95","2003","1000","","1000",""
"95","2004","1000","","1000",""
"95","2005","1000","","1000",""
"95","2006","1000","","1000",""
"95","2007","1000","","1000",""
"95","2008","1000","","1000",""
"95","2009","1000","","1000",""
"95","2010","1000","","1000",""
"95","2011","0","","0",""
"95","2012","0","","0",""
"95","2013","0","","0",""
"95","2014","0","","0",""
"97","1964","","","","37100"
"97","1965","","","","35500"
"97","1966","","","","36400"
"97","1967","","","","33000"
"97","1968","","","","31800"
"97","1969","","","","28700"
"97","1970","","","","29800"
"97","1971","","","","29800"
"97","1972","","","","31000"
"97","1973","","","","29300"
"97","1974","","","","20000"
"97","1975","","","","21000"
"97","1976","","","","24000"
"97","1977","","","","32000"
"97","1978","","","","20000"
"97","1979","","","","19000"
"97","1980","","","","15000"
"97","1981","","","","10000"
"97","1982","","","","13000"
"97","1983","","","","13000"
"97","1984","","","","12000"
"97","1985","","","","10000"
"97","1986","","","","5000"
"97","1987","","","","8000"
"97","1988","","","","5000"
"97","1989","","","","7000"
"97","1990","","","","6000"
"97","1994","","","","0"
"97","1995","","","","0"
"97","1996","","","","0"
"97","1997","","","","0"
"97","1998","0","0","0","0"
"97","1999","0","0","0","0"
"97","2000","0","0","0","0"
"97","2001","0","0","0","0"
"97","2002","0","0","0","0"
"97","2003","0","0","0","0"
"97","2004","0","0","0","0"
"97","2005","0","0","0","0"
"97","2006","0","0","0","0"
"97","2007","0","0","0","0"
"97","2008","0","0","0","0"
"97","2009","0","0","0","0"
"97","2010","0","0","0","0"
"97","2011","0","0","0","0"
"97","2012","0","0","0","0"
"97","2013","0","0","0","0"
"97","2014","0","0","0","0"
"98","2000","0","0","0","0"
"98","2001","0","0","0","0"
"98","2002","0","0","0","0"
"98","2003","0","0","0","0"
"98","2004","0","0","0","0"
"98","2005","0","0","0","0"
"98","2006","0","0","0","0"
"98","2007","0","0","0","0"
"98","2008","0","0","0","0"
"98","2009","0","0","0","0"
"98","2010","0","0","0","0"
"98","2011","0","0","0","0"
"98","2012","0","0","0","0"
"98","2013","0","0","0","0"
"98","2014","0","0","0","0"
"99","2005","0","0","0","0"
"99","2006","0","0","0","0"
"99","2007","0","0","0","0"
"99","2008","0","0","0","0"
"99","2009","0","0","0","0"
"99","2010","0","0","0","0"
"99","2011","0","0","0","0"
"99","2012","0","0","0","0"
"99","2013","0","0","0","0"
"99","2014","0","0","0","0"
"100","1965","","50000","",""
"100","1966","","50000","",""
"100","1967","","50000","",""
"100","1968","","50000","",""
"100","1969","","50000","",""
"100","1970","","60000","",""
"100","1971","","60000","",""
"100","1972","","1e+05","",""
"100","1973","50000","1e+05","",""
"100","1974","105000","105000","",""
"100","1975","114000","114000","",""
"100","1976","125000","125000","",""
"100","1977","120000","120000","",""
"100","1978","145000","145000","",""
"100","1979","145000","145000","",""
"100","1980","145000","145000","",""
"100","1981","145000","145000","",""
"100","1982","145000","145000","",""
"100","1983","2e+05","193000","",""
"100","1984","220000","2e+05","",""
"100","1985","373000","112000","",""
"100","1986","422000","123000","",""
"100","1987","444000","130000","",""
"100","1988","461000","137000","",""
"100","1989","465000","140000","",""
"100","1990","481000","144000","",""
"100","1991","477000","151000","",""
"100","1992","512000","152000","",""
"100","1993","527000","155000","",""
"100","1994","556000","163000","",""
"100","1995","562000","165000","",""
"100","1996","562000","165000","",""
"100","1997","760000","210000","",""
"100","1998","8e+05","220000","",""
"100","1999","850000","230000","",""
"100","2000","660000","195000","20000",""
"100","2001","670000","195000","20000",""
"100","2002","740900","190000","19000",""
"100","2003","796900","204300","20500",""
"100","2004","1099000","204300","20500",""
"100","2005","1182000","204300","20500",""
"100","2006","1182000","204300","20500",""
"100","2007","1182000","204300","20500",""
"100","2008","1182000","204300","20500",""
"100","2009","1182000","204300","20500",""
"100","2010","1182000","204300","20500",""
"100","2011","1182000","204300","20500",""
"100","2012","1182000","204300","20500",""
"100","2013","1182000","204300","20500",""
"100","2014","1182000","204300","20500",""
"101","1973","500","","",""
"101","1974","2500","","",""
"101","1975","1000","","",""
"101","1976","5000","","",""
"101","1977","10000","","",""
"101","1978","20000","","",""
"101","1979","46000","","",""
"101","1980","46000","","",""
"101","1981","50000","","",""
"101","1982","55000","","",""
"101","1983","69000","","",""
"101","1984","52000","","",""
"101","1985","89000","","",""
"101","1986","89000","","",""
"101","1987","73000","","",""
"101","1988","73000","","",""
"101","1989","359000","","",""
"101","1990","593000","","",""
"101","1991","634000","","",""
"101","1992","873000","","",""
"101","1993","1063000","","",""
"101","1994","1500000","","",""
"101","1995","1723000","130000","",""
"101","1996","2126000","140000","",""
"101","1997","2544000","140000","",""
"101","1998","1721000","95000","",""
"101","1999","1560000","86000","",""
"101","2000","3511000","115000","",""
"101","2001","3884000","165000","",""
"101","2002","3884000","165000","",""
"101","2003","3884000","165000","",""
"101","2004","3884000","165000","",""
"101","2005","3884000","165000","",""
"101","2006","3200000","1e+05","",""
"101","2007","4800000","1e+05","",""
"101","2008","5371000","0","",""
"101","2009","4687000","0","",""
"101","2010","5438000","0","",""
"101","2011","6178000","0","",""
"101","2012","6328000","0","",""
"101","2013","6400000","0","",""
"101","2014","6400000","0","",""
"102","1989","","45000","",""
"102","1990","","74000","",""
"102","1991","","80000","",""
"102","1992","","80000","",""
"102","1993","","80000","",""
"102","1994","70000","130000","",""
"102","1995","70000","130000","",""
"102","1996","70000","130000","",""
"102","1997","0","0","",""
"102","1998","0","0","",""
"102","1999","0","0","",""
"102","2000","0","0","",""
"102","2001","0","0","",""
"102","2002","140000","115000","",""
"102","2003","136000","82000","",""
"102","2004","150000","90000","",""
"102","2005","170000","90000","",""
"102","2006","170000","92000","",""
"102","2007","0","79000","",""
"102","2008","0","0","","78000"
"102","2009","0","0","","61000"
"102","2010","0","0","","59000"
"102","2011","0","0","","101000"
"102","2012","75000","0","","0"
"102","2013","75000","0","","0"
"102","2014","75000","0","","0"
"104","1998","0","0","0","0"
"104","1999","0","0","0","0"
"104","2000","0","0","0","0"
"104","2001","0","0","0","0"
"104","2002","0","0","0","0"
"104","2003","0","0","0","0"
"104","2004","0","0","0","0"
"104","2005","0","0","0","0"
"104","2006","0","0","0","0"
"104","2007","0","0","0","0"
"104","2008","0","0","0","0"
"104","2009","0","0","0","0"
"104","2010","0","0","0","0"
"104","2011","0","0","0","0"
"104","2012","0","0","0","0"
"104","2013","0","0","0","0"
"104","2014","0","0","0","0"
"105","2008","0","0","0","0"
"105","2009","0","0","0","0"
"105","2010","0","0","0","0"
"105","2011","0","0","0","0"
"105","2012","0","0","0","0"
"105","2013","0","0","0","0"
"105","2014","0","0","0","0"
"106","1966","3000","13200","63000","2300"
"106","1967","","14000","57000","40000"
"106","1968","3000","14000","59000","35000"
"106","1969","2000","12000","88000","22000"
"106","1970","4000","12000","90000","19000"
"106","1971","68000","3000","15000","12000"
"106","1972","79000","15000","7000","15000"
"106","1973","83000","16000","7000","15000"
"106","1974","90000","21000","9000","17000"
"106","1975","65000","13000","6000","16000"
"106","1976","59000","12000","5000","10000"
"106","1977","40000","6000","2000","6000"
"106","1978","68000","7000","3000","7000"
"106","1979","17000","2000","33000","2000"
"106","1980","","","28000",""
"106","1981","","","75000",""
"106","1982","","","81000",""
"106","1983","","","105000",""
"106","1984","","","130000",""
"106","1985","","","65000",""
"106","1986","","","55000",""
"106","1987","0","0","95000","0"
"106","1988","","","80000",""
"106","1989","","","70000",""
"106","1990","","","54000",""
"106","1991","","","47000",""
"106","1992","","","39000",""
"106","1993","","","29000",""
"106","1994","0","0","45000","0"
"106","1995","0","0","40000","0"
"106","1996","0","0","38000","0"
"106","1997","0","0","78000","0"
"106","1998","0","0","79000","0"
"106","1999","0","0","19500","19500"
"106","2000","0","0","20000","20000"
"106","2001","0","0","20000","20000"
"106","2002","0","0","22000","21000"
"106","2003","0","0","22000","21000"
"106","2004","0","0","20000","18000"
"106","2005","0","0","22000","20000"
"106","2006","0","0","24000","22000"
"106","2007","0","0","0","0"
"106","2008","0","0","0","0"
"106","2009","0","0","0","0"
"106","2010","0","0","15278","19722"
"106","2011","0","0","8357","12550"
"106","2012","0","0","8794","13206"
"106","2013","0","0","8923","13410"
"106","2014","0","0","9604","14434"
"108","1999","0","0","0","0"
"108","2000","0","0","0","0"
"108","2001","0","0","0","0"
"108","2002","0","0","0","0"
"108","2003","0","0","0","0"
"108","2004","0","0","0","0"
"108","2005","0","0","0","0"
"108","2006","0","0","0","0"
"108","2007","0","0","0","0"
"108","2008","0","0","0","0"
"108","2009","0","0","0","0"
"108","2010","0","0","0","0"
"108","2011","0","0","0","0"
"108","2012","0","0","0","0"
"108","2013","0","0","0","0"
"108","2014","0","0","0","0"
"110","1961","913900","873900","219600","234800"
"110","1962","999500","862900","148700","243600"
"110","1963","1146400","991300","123700","248700"
"110","1964","1253300","1094100","134300","273500"
"110","1965","1300400","1163200","155800","236600"
"110","1966","1511100","1282000","199300","207700"
"110","1967","1699000","1412000","181600","236700"
"110","1968","1890000","1578000","192000","239000"
"110","1969","2268000","1737000","146000","259000"
"110","1970","2709000","1899000","103000","301000"
"110","1971","2911000","2080000","64000","310000"
"110","1972","3222000","2166000","45000","333000"
"110","1973","3384000","2513000","33000","311000"
"110","1974","3365000","2602000","33000","313000"
"110","1975","3059000","2180000","41000","275000"
"110","1976","3509000","2428000","39000","236000"
"110","1977","3550000","2423000","41000","230000"
"110","1978","3670000","2348000","37000","179000"
"110","1979","4132000","2472000","72000","136000"
"110","1980","4195000","2324000","148000","34000"
"110","1981","3913000","1854000","132000","11000"
"110","1982","4231000","1848000","103000","7000"
"110","1983","4488000","1851000","96000","5000"
"110","1984","4763000","1912000","76000","4000"
"110","1985","4892000","1956000","36000","4000"
"110","1986","5073000","1852000","25000","3000"
"110","1987","5447000","1937000","26000","2000"
"110","1988","5862000","1974000","30000","1000"
"110","1989","6536000","1858000","31000",""
"110","1990","6950000","1781000","31000",""
"110","1991","7270000","1848000","26000",""
"110","1992","7090000","1760000","24000",""
"110","1993","6875000","1659000","16000",""
"110","1994","6928000","1648000","9000","0"
"110","1995","7400000","1689000","3000","0"
"110","1996","7529000","1626000","3000","0"
"110","1997","7853000","1634000","3000","0"
"110","1998","7607000","1459000","86000","0"
"110","1999","7864000","1451000","0","0"
"110","2000","8267000","1525000","0","0"
"110","2001","7848000","1397000","0","0"
"110","2002","7945000","1313000","0","0"
"110","2003","7965000","1250000","0","0"
"110","2004","8124000","1225000","0","0"
"110","2005","8285000","1205000","0","0"
"110","2006","8391000","1181000","0","0"
"110","2007","8494000","1219000","0","0"
"110","2008","8492000","1157000","0","0"
"110","2009","6795000","916000","3000","0"
"110","2010","7558000","1058000","3000","0"
"110","2011","7220000","1041000","4000","0"
"110","2012","6902000","1023000","1000","0"
"110","2013","7050000","1026000","7000","0"
"110","2014","7202000","1073000","20000","0"
"113","2012","0","0","0","0"
"113","2013","0","0","0","0"
"113","2014","0","0","0","0"
"114","1980","","","21000","29000"
"114","1981","","","22000","30000"
"114","1982","","","22000","31000"
"114","1983","","","22000","31000"
"114","1984","","","25000","32000"
"114","1985","","","25000","27000"
"114","1986","","","25000","28000"
"114","1987","","","25000","29000"
"114","1988","","","26000","29000"
"114","1989","","","26000","30000"
"114","1990","","","26000","30000"
"114","1991","","","27000","31000"
"114","1992","","","20000","55000"
"114","1993","","","25000","65000"
"114","1994","","","17000","46000"
"114","1995","","","18000","48000"
"114","1996","","","18000","48000"
"114","1997","","","18000","48000"
"114","1998","","","18000","48000"
"114","1999","","","18000","48000"
"114","2000","","","18000","48000"
"114","2001","","","18000","48000"
"114","2002","","","18000","48000"
"114","2003","","","18000","48000"
"114","2004","17000","70000","0","0"
"114","2005","16000","66000","0","0"
"114","2006","14000","63000","0","0"
"114","2007","14000","63000","0","0"
"114","2008","14000","63000","0","0"
"114","2009","0","0","0","0"
"114","2010","0","0","0","0"
"114","2011","0","0","0","0"
"114","2012","0","0","0","0"
"114","2013","0","0","0","0"
"114","2014","0","0","0","0"
"116","1989","","","","43000"
"116","1990","","","","43000"
"116","1991","","","","43000"
"116","1992","","","","43000"
"116","1993","","","","43000"
"116","1994","","","","43000"
"116","1995","","","","43000"
"116","1996","","","","43000"
"116","1997","","","","43000"
"116","1998","","","","43000"
"116","1999","","","","43000"
"116","2000","","","","43000"
"116","2001","","","","43000"
"116","2002","","","","43000"
"116","2003","","","","43000"
"116","2004","","","","43000"
"116","2005","","","","43000"
"116","2006","","","","43000"
"116","2007","","","","43000"
"116","2008","","","","43000"
"116","2009","","","","43000"
"116","2010","","","","43000"
"116","2011","","","","43000"
"116","2012","","","","43000"
"116","2013","","","","43000"
"116","2014","","","","43000"
"117","1963","305000","","",""
"117","1968","","3400","",""
"117","1969","","4500","",""
"117","1970","","4800","",""
"117","1971","","5100","",""
"117","1972","","5200","",""
"117","1973","","4800","",""
"117","1974","","4600","",""
"117","1975","","4000","",""
"117","1976","","4000","",""
"117","1977","1000","7000","",""
"117","1980","30000","","",""
"117","1981","69000","","",""
"117","1982","108000","","",""
"117","1983","116000","","",""
"117","1984","121000","","",""
"117","1985","129000","","",""
"117","1986","144000","","",""
"117","1987","147000","0","",""
"117","1988","155000","","",""
"117","1989","156000","","",""
"117","1990","159000","","",""
"117","1991","160000","","",""
"117","1992","162000","","",""
"117","1993","305000","","",""
"117","1994","361000","0","",""
"117","1995","373000","0","",""
"117","1996","396000","0","",""
"117","1997","394000","0","",""
"117","1998","249000","0","",""
"117","1999","413000","0","",""
"117","2000","419000","0","",""
"117","2001","427000","0","",""
"117","2002","419000","0","",""
"117","2003","415000","0","",""
"117","2004","428000","0","",""
"117","2005","411000","0","",""
"117","2006","426000","0","",""
"117","2007","338000","0","",""
"117","2008","425000","0","",""
"117","2009","361000","0","",""
"117","2010","402000","0","",""
"117","2011","447000","0","",""
"117","2012","450000","0","0","0"
"117","2013","450000","0","0","0"
"117","2014","450000","0","0","0"
"119","1992","","","","30800"
"119","1993","","","","6000"
"119","1994","","","","1000"
"119","1995","","","","1500"
"119","1996","","","","1000"
"119","1997","","","","0"
"119","1998","0","0","0","0"
"119","1999","0","0","0","0"
"119","2000","0","0","0","0"
"119","2001","0","0","0","0"
"119","2002","0","0","0","0"
"119","2003","0","0","0","0"
"119","2004","0","0","0","0"
"119","2005","0","0","0","0"
"119","2006","0","0","0","0"
"119","2007","0","0","0","0"
"119","2008","0","0","0","0"
"119","2009","0","0","0","0"
"119","2010","0","0","0","0"
"119","2011","0","0","0","0"
"119","2012","0","0","0","0"
"119","2013","0","0","0","0"
"119","2014","0","0","0","0"
"125","2006","0","0","0","0"
"125","2007","0","0","0","0"
"125","2008","0","0","0","0"
"125","2009","0","0","0","0"
"125","2010","0","0","0","0"
"125","2011","0","0","0","0"
"125","2012","0","0","0","0"
"125","2013","0","0","0","0"
"125","2014","0","0","0","0"
"126","1992","","","","20000"
"126","1993","","","","6000"
"126","1994","","","","6000"
"126","1995","","","","6000"
"126","1996","","","","0"
"126","1997","","","","0"
"126","1998","0","0","0","0"
"126","1999","0","0","0","0"
"126","2000","0","0","0","0"
"126","2001","0","0","0","0"
"126","2002","0","0","0","0"
"126","2003","0","0","0","0"
"126","2004","0","0","0","0"
"126","2005","0","0","0","0"
"126","2006","0","0","0","0"
"126","2007","0","0","0","0"
"126","2008","0","0","0","0"
"126","2009","0","0","0","0"
"126","2010","0","0","0","0"
"126","2011","0","0","0","0"
"126","2012","0","0","0","0"
"126","2013","0","0","0","0"
"126","2014","0","0","0","0"
"131","1996","102000","","",""
"131","1997","91000","","",""
"131","1998","112000","","",""
"131","1999","119000","","",""
"131","2000","123000","","",""
"131","2001","145000","","",""
"131","2002","145000","","",""
"131","2003","145000","","",""
"131","2004","145000","","",""
"131","2005","145000","","",""
"131","2006","145000","","",""
"131","2007","145000","","",""
"131","2008","145000","","",""
"131","2009","145000","","",""
"131","2010","145000","","",""
"131","2011","145000","","",""
"131","2012","145000","","",""
"131","2013","145000","","",""
"131","2014","145000","","",""
"134","2003","0","0","0","0"
"134","2004","0","0","0","0"
"134","2005","0","0","0","0"
"134","2006","0","0","0","0"
"134","2007","0","0","0","0"
"134","2008","0","0","0","0"
"134","2009","0","0","0","0"
"134","2010","0","0","0","0"
"134","2011","0","0","0","0"
"134","2012","0","0","0","0"
"134","2013","0","0","0","0"
"134","2014","0","0","0","0"
"137","2009","0","0","0","0"
"137","2010","0","0","0","0"
"137","2011","0","0","0","0"
"137","2012","0","0","0","0"
"137","2013","0","0","0","0"
"137","2014","0","0","0","0"
"138","1964","66600","82000","1800","5100"
"138","1965","75900","99100","2200","4800"
"138","1966","74000","103000","3000","4000"
"138","1967","79000","114000","5000","4000"
"138","1968","86000","120000","5000","6000"
"138","1969","84000","127000","7000","8000"
"138","1970","85000","158000","2000","9000"
"138","1971","85000","150000","2000","10000"
"138","1972","94000","152000","7000","12000"
"138","1973","86000","172000","16000","11000"
"138","1974","106000","179000","2000","17000"
"138","1975","112000","186000","8000","7000"
"138","1976","123000","219000","10000","5000"
"138","1977","141000","224000","9000","5000"
"138","1978","176000","217000","10000","9000"
"138","1979","153000","223000","10000","11000"
"138","1980","224000","160000","2000","10000"
"138","1981","222000","178000","2000","8000"
"138","1982","232000","182000","2000","9000"
"138","1983","189000","194000","2000","10000"
"138","1984","247000","181000","2000","10000"
"138","1985","264000","194000","2000","11000"
"138","1986","239000","190000","",""
"138","1987","227000","219000","0","0"
"138","1988","297000","249000","",""
"138","1989","238000","176000","",""
"138","1990","228000","165000","",""
"138","1991","181000","178000","",""
"138","1992","183000","97000","",""
"138","1993","121000","88000","",""
"138","1994","86000","74000","0","0"
"138","1995","192000","87000","0","0"
"138","1996","223000","101000","0","0"
"138","1997","103000","2e+05","0","0"
"138","1998","296000","114000","0","0"
"138","1999","220000","87000","0","0"
"138","2000","227000","70000","0","0"
"138","2001","112000","27000","0","0"
"138","2002","91000","45000","0","0"
"138","2003","95000","47000","0","0"
"138","2004","111000","47000","0","0"
"138","2005","96000","49000","0","0"
"138","2006","95000","47000","0","0"
"138","2007","85000","53000","0","0"
"138","2008","93000","50000","0","0"
"138","2009","90000","45000","0","0"
"138","2010","1e+05","45000","0","0"
"138","2011","98000","40000","0","0"
"138","2012","1e+05","39000","0","0"
"138","2013","97000","28000","0","0"
"138","2014","98000","9000","0","0"
"143","1964","28700","","",""
"143","1965","33900","","",""
"143","1966","30500","","",""
"143","1967","29500","","",""
"143","1968","38800","","",""
"143","1969","43000","","",""
"143","1970","45000","","",""
"143","1971","46000","","",""
"143","1972","37000","","",""
"143","1973","48700","","",""
"143","1974","50000","","",""
"143","1975","53000","","",""
"143","1976","42000","","",""
"143","1977","55000","","",""
"143","1978","66000","","",""
"143","1979","82000","","",""
"143","1980","83000","","",""
"143","1981","75000","","",""
"143","1982","80000","","",""
"143","1983","86000","","",""
"143","1984","83000","","",""
"143","1985","81000","","",""
"143","1986","81000","","",""
"143","1987","81000","","",""
"143","1988","108000","","",""
"143","1989","108000","","",""
"143","1990","1e+05","","",""
"143","1991","91000","","",""
"143","1992","103000","","",""
"143","1993","92000","","",""
"143","1994","103000","","",""
"143","1995","99000","","",""
"143","1996","99000","","",""
"143","1997","110000","","",""
"143","1998","113000","","",""
"143","1999","107000","","",""
"143","2000","125000","","",""
"143","2001","89000","","",""
"143","2002","89000","","",""
"143","2003","89000","","",""
"143","2004","89000","","",""
"143","2005","89000","","",""
"143","2006","89000","","",""
"143","2007","146000","","",""
"143","2008","146000","","",""
"143","2009","141000","","",""
"143","2010","151000","","",""
"143","2011","151000","","",""
"143","2012","151000","","",""
"143","2013","151000","","",""
"143","2014","0","","",""
"146","1999","0","0","0","0"
"146","2000","0","0","0","0"
"146","2001","0","0","0","0"
"146","2002","0","0","0","0"
"146","2003","0","0","0","0"
"146","2004","0","0","0","0"
"146","2005","0","0","0","0"
"146","2006","0","0","0","0"
"146","2007","0","0","0","0"
"146","2008","0","0","0","0"
"146","2009","0","0","0","0"
"146","2010","0","0","0","0"
"146","2011","0","0","0","0"
"146","2012","0","0","0","0"
"146","2013","0","0","0","0"
"146","2014","0","0","0","0"
"150","1998","0","0","0","0"
"150","1999","0","0","0","0"
"150","2000","0","0","0","0"
"150","2001","0","0","0","0"
"150","2002","0","0","0","0"
"150","2003","0","0","0","0"
"150","2004","0","0","0","0"
"150","2005","0","0","0","0"
"150","2006","0","0","68000","0"
"150","2007","0","0","6000","0"
"150","2008","0","0","0","0"
"150","2009","0","0","0","0"
"150","2010","0","0","0","0"
"150","2011","0","0","0","0"
"150","2012","0","0","0","0"
"150","2013","0","0","0","0"
"150","2014","0","0","0","0"
"154","1998","","","213",""
"154","1999","0","0","716","0"
"154","2000","0","0","0","0"
"154","2001","0","0","0","0"
"154","2002","0","0","0","0"
"154","2003","0","0","0","0"
"154","2004","0","0","0","0"
"154","2005","0","0","0","0"
"154","2006","0","0","0","0"
"154","2007","0","0","0","0"
"154","2008","0","0","0","0"
"154","2009","0","0","0","0"
"154","2010","0","0","0","0"
"154","2011","0","0","0","0"
"154","2012","0","0","0","0"
"154","2013","0","0","0","0"
"154","2014","0","0","0","0"
"156","1964","","191600","",""
"156","1965","62400","127600","",""
"156","1966","72900","147800","",""
"156","1967","73700","176300","",""
"156","1968","81800","170400","",""
"156","1969","93900","213500","",""
"156","1970","97000","210900","",""
"156","1971","99000","210100","",""
"156","1972","103600","228600","",""
"156","1973","122000","334000","",""
"156","1974","148000","346000","",""
"156","1975","203000","341000","",""
"156","1976","193000","367000","",""
"156","1977","220000","374000","",""
"156","1978","215000","375000","",""
"156","1979","193000","370000","",""
"156","1980","218000","322000","",""
"156","1981","260000","359000","",""
"156","1982","229000","349000","",""
"156","1983","219000","332000","",""
"156","1984","219000","332000","",""
"156","1985","216000","325000","",""
"156","1986","222000","290000","",""
"156","1987","222000","289000","",""
"156","1988","244000","338000","",""
"156","1989","268000","358000","",""
"156","1990","281000","330000","",""
"156","1991","327000","349000","",""
"156","1992","280000","291000","",""
"156","1993","344000","326000","",""
"156","1994","328000","337000","",""
"156","1995","351000","324000","",""
"156","1996","324000","282000","",""
"156","1997","303000","344000","",""
"156","1998","329000","295000","",""
"156","1999","362000","319000","",""
"156","2000","401000","353000","",""
"156","2001","384000","295000","",""
"156","2002","415000","270000","",""
"156","2003","324000","271000","",""
"156","2004","419000","301000","",""
"156","2005","419000","286000","",""
"156","2006","453000","254000","",""
"156","2007","490000","263000","",""
"156","2008","468000","298000","",""
"156","2009","459000","261000","",""
"156","2010","486000","298000","",""
"156","2011","509000","351000","",""
"156","2012","536000","306000","",""
"156","2013","487000","282000","0","0"
"156","2014","486357","304657","0","0"
"159","1984","","1000","",""
"159","1985","","11200","",""
"159","1986","","14000","",""
"159","1987","","14000","",""
"159","1988","","14000","",""
"159","1989","","4000","",""
