Data-Type	Emission	Region	Items Aggregated	Sector	Start Year	End Year	Source/Comment
Emissions	CH4	All	Rice Cultivation	3D_Rice-Cultivation	1961	2020	FAO emissions data - http://www.fao.org/faostat/en/#data
Emissions	CH4	All	Enteric Fermentation	3E_Enteric-fermentation	1961	2020	FAO emissions data - http://www.fao.org/faostat/en/#data
Emissions	CH4	All	Manure Management	3B_Manure-management	1961	2020	FAO emissions data - http://www.fao.org/faostat/en/#data
