cou_abb,reg_abb,Sector/Activity,BC1,BC2,HC1,HC2,HC3,DC,OS1,OS2,HF,MD,GSL,GAS,REN,NOF,Sum
BULG,WHOL,WASTE_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.19125,0.19125
BULG,WHOL,WASTE_FLR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.00E-05,3.00E-05
BULG,WHOL,WASTE_RES,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.015165,0.015165
BULG,WHOL,SUM,577.949091,0,113.0266789,0,0,3.092341471,1.176788586,0,19.75968256,2.751074229,0.124291403,0,0,43.78896719,761.6689154
CROA,WHOL,CON_COMB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.05659973,0.043639684,n.a,n.a,n.a,n.a,10.10023941
CROA,WHOL,CON_LOSS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,DOM,0.652771968,n.a,n.a,n.a,n.a,n.a,0.46912466,n.a,0.510085007,3.96169907,0.001717316,n.a,n.a,n.a,5.595398021
CROA,WHOL,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,IN_BO_CHEM,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.375850808,n.a,n.a,n.a,n.a,n.a,0.375850808
CROA,WHOL,IN_BO_CON,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.063567423,0.001462496,n.a,n.a,n.a,n.a,2.065029919
CROA,WHOL,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,0.194146419,0.078299964,n.a,0.403659542,0.027079672,0.00028583,n.a,n.a,n.a,0.703471426
CROA,WHOL,IN_BO_OTH_L,1.123914861,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.123914861
CROA,WHOL,IN_BO_OTH_S,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,IN_BO_PAP,n.a,n.a,n.a,n.a,n.a,n.a,0.004988049,n.a,0.079409002,n.a,n.a,n.a,n.a,n.a,0.084397051
CROA,WHOL,IN_OC,0.120960618,n.a,0.012842023,n.a,n.a,0.005215491,n.a,n.a,3.288935034,0.808035296,0.001053218,n.a,n.a,n.a,4.237041681
CROA,WHOL,NONEN,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,OTHER_SO2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PP_EX_L,0.758141778,n.a,5.33252202,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,6.090663797
CROA,WHOL,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,0.006605146,n.a,12.91394808,0.082218479,0.002449824,n.a,n.a,n.a,13.00522153
CROA,WHOL,PP_EX_S,0.084237975,n.a,1.139427782,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.223665757
CROA,WHOL,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,3.30E-05,n.a,0.000817162,0.026028526,2.78E-07,n.a,n.a,n.a,0.026878992
CROA,WHOL,PP_NEW_L,n.a,n.a,3.01E-16,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.01E-16
CROA,WHOL,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PR_BRICK,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PR_CEM,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.4795,2.4795
CROA,WHOL,PR_COKE,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PR_GLASS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.7134,0.7134
CROA,WHOL,PR_LIME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.239204778,0.239204778
CROA,WHOL,PR_NIAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PR_OT_NFME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PR_PIGI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PR_PULP,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.784,0.784
CROA,WHOL,PR_REF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.476487341,3.476487341
CROA,WHOL,PR_SINT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,PR_SUAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.476174917,1.476174917
CROA,WHOL,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,TRA_OTS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.270588235,n.a,n.a,n.a,n.a,1.270588235
CROA,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.00799796,n.a,n.a,n.a,0.00799796
CROA,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.635294118,n.a,n.a,n.a,n.a,0.635294118
CROA,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.211764706,n.a,n.a,n.a,n.a,0.211764706
CROA,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.211764706,n.a,n.a,n.a,n.a,0.211764706
CROA,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000173913,n.a,n.a,n.a,0.000173913
CROA,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.279656567,n.a,n.a,n.a,n.a,0.279656567
CROA,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CROA,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.509190451,0.000421288,n.a,n.a,n.a,0.509611739
CROA,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,4.898076826,n.a,n.a,n.a,n.a,4.898076826
CROA,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.62E-05,n.a,n.a,n.a,1.62E-05
CROA,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.472961356,0.129457443,n.a,n.a,n.a,2.602418799
CROA,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.734997013,0.002358675,n.a,n.a,n.a,0.737355688
CROA,WHOL,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000529042,n.a,n.a,n.a,0.000529042
CROA,WHOL,WASTE_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.09027,0.09027
CROA,WHOL,WASTE_FLR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000438801,0.000438801
CROA,WHOL,WASTE_RES,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.01284292,0.01284292
CROA,WHOL,SUM,2.7400272,0,6.484791825,0,0,0.19936191,0.559050844,0,29.69287178,16.1744572,0.146460994,0,0,9.272318756,65.26934051
CYPR,WHOL,CON_COMB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,CON_LOSS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,DOM,0.002595816,n.a,n.a,n.a,n.a,n.a,0.008949285,n.a,n.a,0.332780656,0.002495445,n.a,n.a,n.a,0.346821202
CYPR,WHOL,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,IN_BO_CHEM,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,IN_BO_CON,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.571246849,1.18E-06,0.000190663,n.a,n.a,n.a,0.571438694
CYPR,WHOL,IN_BO_OTH_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,IN_BO_OTH_S,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,IN_BO_PAP,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,IN_OC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.154130249,n.a,0.000385209,n.a,n.a,n.a,1.154515458
CYPR,WHOL,NONEN,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,OTHER_SO2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.369213052,0.001257875,n.a,n.a,n.a,n.a,0.370470927
CYPR,WHOL,PP_EX_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,28.11276501,n.a,n.a,n.a,n.a,n.a,28.11276501
CYPR,WHOL,PP_EX_S,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.361327987,0.062893752,n.a,n.a,n.a,n.a,5.42422174
CYPR,WHOL,PP_NEW_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_BRICK,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_CEM,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.656,1.656
CYPR,WHOL,PR_COKE,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_GLASS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.0174,0.0174
CYPR,WHOL,PR_LIME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_NIAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_OT_NFME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_PIGI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_PULP,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_REF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_SINT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,PR_SUAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OTS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.037539016,n.a,n.a,n.a,0.037539016
CYPR,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.188442253,n.a,n.a,n.a,n.a,0.188442253
CYPR,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.04174451,9.28E-05,n.a,n.a,n.a,0.041837302
CYPR,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.069855715,n.a,n.a,n.a,n.a,0.069855715
CYPR,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000164649,n.a,n.a,n.a,0.000164649
CYPR,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.043107992,0.056528488,n.a,n.a,n.a,0.09963648
CYPR,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.157430353,0.001664666,n.a,n.a,n.a,0.159095019
CYPR,WHOL,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.00106862,n.a,n.a,n.a,0.00106862
CYPR,WHOL,WASTE_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.028122,0.028122
CYPR,WHOL,WASTE_FLR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,WASTE_RES,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CYPR,WHOL,SUM,0.002595816,0,0,0,0,0,0.008949285,0,35.56868314,0.897514287,0.100129548,0,0,1.701522,38.27939408
CZRE,WHOL,CON_COMB,0.043900529,n.a,n.a,n.a,n.a,0.274842174,n.a,n.a,2.392927233,0.047224783,n.a,n.a,n.a,n.a,2.75889472
CZRE,WHOL,CON_LOSS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,DOM,24.21300551,n.a,2.761574661,n.a,n.a,3.418027396,1.510350419,n.a,0.343600083,0.251880371,0.000764278,n.a,n.a,n.a,32.49920271
CZRE,WHOL,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,IN_BO_CHEM,5.209827759,n.a,n.a,n.a,n.a,0.242232753,0.00010794,n.a,0.687895884,n.a,n.a,n.a,n.a,n.a,6.140064336
CZRE,WHOL,IN_BO_CON,0.014165093,n.a,n.a,n.a,n.a,0.153045741,n.a,n.a,0.469432731,n.a,n.a,n.a,n.a,n.a,0.636643565
CZRE,WHOL,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,0.126775924,0.161658961,n.a,0.394488426,n.a,n.a,n.a,n.a,n.a,0.68292331
CZRE,WHOL,IN_BO_OTH_L,0.408923076,n.a,0.001224344,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.41014742
CZRE,WHOL,IN_BO_OTH_S,0.175242782,n.a,0.000520445,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.175763227
CZRE,WHOL,IN_BO_PAP,0.592129899,n.a,0.006107309,n.a,n.a,n.a,0.086635609,n.a,0.114650914,n.a,n.a,n.a,n.a,n.a,0.79952373
CZRE,WHOL,IN_OC,10.45757517,n.a,5.517261738,n.a,n.a,1.479638395,0.09879915,n.a,3.952367539,0.18298872,n.a,n.a,n.a,n.a,21.68863071
CZRE,WHOL,NONEN,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,OTHER_SO2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.098672227,0.000694368,n.a,n.a,n.a,n.a,0.099366595
CZRE,WHOL,PP_EX_L,98.89128398,n.a,16.09890452,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,114.9901885
CZRE,WHOL,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,0.710347186,n.a,1.406174885,0.015429144,0.000298547,n.a,n.a,n.a,2.132249761
CZRE,WHOL,PP_EX_S,12.59154143,n.a,0.831616068,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,13.4231575
CZRE,WHOL,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,0.000145619,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000145619
CZRE,WHOL,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,0.000831588,n.a,2.133723137,0.019289274,0.000679313,n.a,n.a,n.a,2.154523312
CZRE,WHOL,PP_NEW_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PR_BRICK,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PR_CEM,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.781,3.781
CZRE,WHOL,PR_COKE,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.839531896,0.839531896
CZRE,WHOL,PR_GLASS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.523,2.523
CZRE,WHOL,PR_LIME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.928953343,0.928953343
CZRE,WHOL,PR_NIAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PR_OT_NFME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.372,2.372
CZRE,WHOL,PR_PIGI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,PR_PULP,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.2112,1.2112
CZRE,WHOL,PR_REF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.663407856,0.663407856
CZRE,WHOL,PR_SINT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.887534581,5.887534581
CZRE,WHOL,PR_SUAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.059732823,2.059732823
CZRE,WHOL,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,TRA_OTS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.25059915,n.a,n.a,n.a,n.a,0.25059915
CZRE,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.043013969,n.a,n.a,n.a,0.043013969
CZRE,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.05744696,n.a,n.a,n.a,n.a,0.05744696
CZRE,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.004438578,n.a,n.a,n.a,n.a,0.004438578
CZRE,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.006026786,n.a,n.a,n.a,0.006026786
CZRE,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.001185268,n.a,n.a,n.a,0.001185268
CZRE,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.081720808,n.a,n.a,n.a,n.a,0.081720808
CZRE,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
CZRE,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.11400147,0.000346462,n.a,n.a,n.a,0.114347933
CZRE,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.314388574,n.a,n.a,n.a,n.a,0.314388574
CZRE,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.002008929,n.a,n.a,n.a,0.002008929
CZRE,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.14773155,0.385053571,n.a,n.a,n.a,0.532785121
CZRE,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.048391309,0.00909375,n.a,n.a,n.a,0.057485059
