cou_abb,reg_abb,Sector/Activity,BC1,BC2,HC1,HC2,HC3,DC,OS1,OS2,HF,MD,GSL,GAS,REN,NOF,Sum
AUST,WHOL,PR_PULP,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,PR_REF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.549423526,0.549423526
AUST,WHOL,PR_SINT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.4,2.4
AUST,WHOL,PR_SUAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.70779881,0.70779881
AUST,WHOL,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_OTS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.025671483,0.000192232,n.a,n.a,n.a,0.025863716
AUST,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.079646803,n.a,n.a,n.a,0.079646803
AUST,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.025595572,4.93E-05,n.a,n.a,n.a,0.025644922
AUST,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000166679,5.39E-05,n.a,n.a,n.a,0.000220622
AUST,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000220116,n.a,n.a,n.a,0.000220116
AUST,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.005629199,n.a,n.a,n.a,n.a,0.005629199
AUST,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.008443127,n.a,n.a,n.a,n.a,0.008443127
AUST,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.29498214,0.000135446,n.a,n.a,n.a,0.295117586
AUST,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,8.20E-05,n.a,n.a,n.a,8.20E-05
AUST,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.248116007,0.036426147,n.a,n.a,n.a,0.284542154
AUST,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.055718364,0.000976404,n.a,n.a,n.a,0.056694768
AUST,WHOL,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000641881,n.a,n.a,n.a,0.000641881
AUST,WHOL,WASTE_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.00321525,0.00321525
AUST,WHOL,WASTE_FLR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.055623743,0.055623743
AUST,WHOL,WASTE_RES,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.0119025,0.0119025
AUST,WHOL,SUM,1.485463805,0,3.001389704,0,0,1.382241641,0.978398358,2.169525601,6.943807707,2.758121083,0.136533743,0,0,8.537963618,27.39344526
BELG,WHOL,CON_COMB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.40988984,0.002765179,n.a,0.152884527,n.a,n.a,10.56553955
BELG,WHOL,CON_LOSS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,DOM,n.a,n.a,1.907973502,n.a,n.a,0.325565568,0.548300319,n.a,6.349307623,19.60660609,0.015704323,n.a,n.a,n.a,28.75345742
BELG,WHOL,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,IN_BO_CHEM,n.a,n.a,n.a,n.a,n.a,n.a,0.027019646,n.a,1.138999761,n.a,9.81E-05,0.583071662,n.a,n.a,1.749189135
BELG,WHOL,IN_BO_CON,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.027291427,n.a,n.a,0.071795865,n.a,n.a,5.099087293
BELG,WHOL,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,n.a,0.151562251,n.a,1.583810576,n.a,0.000294196,0.206712702,n.a,n.a,1.942379725
BELG,WHOL,IN_BO_OTH_L,n.a,n.a,0.071458838,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.071458838
BELG,WHOL,IN_BO_OTH_S,n.a,n.a,0.07145237,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.07145237
BELG,WHOL,IN_BO_PAP,n.a,n.a,0.118641406,n.a,n.a,n.a,0.039045833,n.a,0.322063362,n.a,n.a,0.030134956,n.a,n.a,0.509885557
BELG,WHOL,IN_OC,0.031097179,n.a,3.253584967,n.a,n.a,1.407590157,0.005887687,n.a,3.529515923,0.474895529,0.348181624,0.805057316,n.a,n.a,9.855810382
BELG,WHOL,NONEN,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,OTHER_SO2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,12.23,12.23
BELG,WHOL,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.233383346,0.128299314,n.a,n.a,n.a,n.a,0.36168266
BELG,WHOL,PP_EX_L,n.a,n.a,21.61237769,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,21.61237769
BELG,WHOL,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,1.162748742,0.3580875,4.372421607,n.a,n.a,1.715,n.a,n.a,7.608257849
BELG,WHOL,PP_EX_S,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,0.003168647,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.003168647
BELG,WHOL,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,0.1070306,n.a,0.086359291,n.a,n.a,n.a,n.a,n.a,0.193389891
BELG,WHOL,PP_NEW_L,n.a,n.a,0.01227976,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.01227976
BELG,WHOL,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PR_BRICK,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PR_CEM,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.33577,5.33577
BELG,WHOL,PR_COKE,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.49574805,0.49574805
BELG,WHOL,PR_GLASS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.5046,0.5046
BELG,WHOL,PR_LIME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.168450462,3.168450462
BELG,WHOL,PR_NIAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PR_OT_NFME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.538,2.538
BELG,WHOL,PR_PIGI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PR_PULP,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.8144,0.8144
BELG,WHOL,PR_REF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,9.631286265,9.631286265
BELG,WHOL,PR_SINT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,8.41433172,8.41433172
BELG,WHOL,PR_SUAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.769756053,5.769756053
BELG,WHOL,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,TRA_OTS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.972048193,n.a,n.a,n.a,n.a,n.a,1.972048193
BELG,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.050315294,n.a,n.a,n.a,n.a,0.050315294
BELG,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.020769035,n.a,n.a,n.a,n.a,0.020769035
BELG,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.160863052,n.a,n.a,n.a,0.160863052
BELG,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.017813647,n.a,n.a,n.a,n.a,0.017813647
BELG,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.022713318,n.a,n.a,n.a,n.a,0.022713318
BELG,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000680435,n.a,n.a,n.a,0.000680435
BELG,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000380435,n.a,n.a,n.a,0.000380435
BELG,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.011671503,n.a,n.a,n.a,n.a,0.011671503
BELG,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.025782307,2.61E-05,n.a,n.a,n.a,0.025808367
BELG,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.242609331,n.a,n.a,n.a,n.a,0.242609331
BELG,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.80E-05,n.a,n.a,n.a,5.80E-05
BELG,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.310325187,0.031716601,n.a,n.a,n.a,0.342041787
BELG,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.09192338,0.000850781,n.a,n.a,n.a,0.092774161
BELG,WHOL,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.001095725,n.a,n.a,n.a,0.001095725
BELG,WHOL,WASTE_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.010925,0.010925
BELG,WHOL,WASTE_FLR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,WASTE_RES,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.0115,0.0115
BELG,WHOL,SUM,0.031097179,0,27.04776853,0,0,1.733155725,2.044763726,0.3580875,35.02509095,21.00648911,0.559949301,3.564657029,0,48.92476755,140.2958266
BULG,WHOL,CON_COMB,0.109189214,n.a,n.a,n.a,n.a,0.011107995,9.13E-09,n.a,0.917422208,n.a,n.a,n.a,n.a,n.a,1.037719426
BULG,WHOL,CON_LOSS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,DOM,2.011851389,n.a,5.159762078,n.a,n.a,2.474498558,0.971250201,n.a,1.653993827,0.264880849,n.a,n.a,n.a,n.a,12.5362369
BULG,WHOL,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,IN_BO_CHEM,n.a,n.a,2.091693235,n.a,n.a,0.054049823,0.063397384,n.a,0.316269663,n.a,n.a,n.a,n.a,n.a,2.525410105
BULG,WHOL,IN_BO_CON,0.10648264,n.a,n.a,n.a,n.a,0.010832651,3.77E-05,n.a,2.211901476,n.a,n.a,n.a,n.a,n.a,2.329254439
BULG,WHOL,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,0.060288523,0.043704255,n.a,3.29436302,1.18E-16,n.a,n.a,n.a,n.a,3.398355797
BULG,WHOL,IN_BO_OTH_L,0.12788063,n.a,2.359833528,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.487714159
BULG,WHOL,IN_BO_OTH_S,0.05476289,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.05476289
BULG,WHOL,IN_BO_PAP,n.a,n.a,n.a,n.a,n.a,n.a,0.048331003,n.a,0.843348988,n.a,n.a,n.a,n.a,n.a,0.891679991
BULG,WHOL,IN_OC,0.18728595,n.a,3.881676862,n.a,n.a,0.481563922,0.000224508,n.a,2.962017619,0.236981609,n.a,n.a,n.a,n.a,7.749750471
BULG,WHOL,NONEN,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,OTHER_SO2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.02,0.02
BULG,WHOL,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.123411679,7.86E-05,n.a,n.a,n.a,n.a,0.123490258
BULG,WHOL,PP_EX_L,517.7480719,n.a,91.81985047,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,609.5679224
BULG,WHOL,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,0.044483932,n.a,7.075616967,0.003412003,0.001862946,n.a,n.a,n.a,7.125375847
BULG,WHOL,PP_EX_S,57.52756355,n.a,7.713862776,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,65.24142632
BULG,WHOL,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,0.005359623,n.a,0.321240731,0.000516925,0.001169858,n.a,n.a,n.a,0.328287138
BULG,WHOL,PP_NEW_L,0.076002813,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.076002813
BULG,WHOL,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PR_BRICK,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PR_CEM,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.995,1.995
BULG,WHOL,PR_COKE,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.516231528,0.516231528
BULG,WHOL,PR_GLASS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.522,0.522
BULG,WHOL,PR_LIME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.635130693,0.635130693
BULG,WHOL,PR_NIAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PR_OT_NFME,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,24.93864,24.93864
BULG,WHOL,PR_PIGI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PR_PULP,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.08,1.08
BULG,WHOL,PR_REF,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,5.980251479,5.980251479
BULG,WHOL,PR_SINT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.832658783,1.832658783
BULG,WHOL,PR_SUAC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,6.062609663,6.062609663
BULG,WHOL,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,TRA_OTS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.040096386,0.043105882,n.a,n.a,n.a,n.a,0.083202268
BULG,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.043105882,n.a,n.a,n.a,n.a,0.043105882
BULG,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.713411765,n.a,n.a,n.a,n.a,0.713411765
BULG,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.016816784,n.a,n.a,n.a,0.016816784
BULG,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.083764706,n.a,n.a,n.a,n.a,0.083764706
BULG,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.003764706,n.a,n.a,n.a,n.a,0.003764706
BULG,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000173913,n.a,n.a,n.a,0.000173913
BULG,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.116272854,n.a,n.a,n.a,n.a,0.116272854
BULG,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.20161152,5.29E-07,n.a,n.a,n.a,0.20161205
BULG,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.590646974,n.a,n.a,n.a,n.a,0.590646974
BULG,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.000734978,n.a,n.a,n.a,0.000734978
BULG,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.371878139,0.093890537,n.a,n.a,n.a,0.465768676
BULG,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.077641837,0.007360848,n.a,n.a,n.a,0.085002685
BULG,WHOL,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.002281008,n.a,n.a,n.a,0.002281008
