"FAOST_CODE","Year","X3D_Rice.Cultivation","X3B_Manure.management","X3E_Enteric.fermentation"
"3","1961","0.8308","6.5663","51.0367"
"3","1962","0.9542","6.6135","51.4905"
"3","1963","1.0839","6.5308","51.2042"
"3","1964","0.9909","6.6805","51.4576"
"3","1965","1.1012","7.3631","54.9678"
"3","1966","1.0769","7.3944","54.7334"
"3","1967","1.129","7.5614","55.2454"
"3","1968","1.1631","7.024","51.1566"
"3","1969","1.2225","7.1203","50.1839"
"3","1970","1.4067","7.0938","49.6985"
"3","1971","0.9542","6.9425","48.026"
"3","1972","1.12","6.8629","46.7616"
"3","1973","1.344","7.0626","47.7808"
"3","1974","1.12","7.4313","49.6988"
"3","1975","1.12","7.5863","50.3373"
"3","1976","1.12","8.0742","53.4563"
"3","1977","1.12","8.6176","55.7381"
"3","1978","1.12","9.3184","59.5359"
"3","1979","1.12","9.8029","62.1384"
"3","1980","1.12","10.088","64.0634"
"3","1981","1.12","10.4478","65.423"
"3","1982","1.12","10.6469","65.8649"
"3","1983","1.008","10.7337","67.088"
"3","1984","1.008","10.78","67.12"
"3","1985","0.84","10.3568","64.495"
"3","1986","0.84","10.8539","67.3085"
"3","1987","0.924","11.6277","72.4478"
"3","1988","0.896","12.1022","76.4338"
"3","1989","0.756","12.2618","78.0788"
"3","1990","0.84","12.0797","74.6813"
"3","1991","0.224","11.8441","76.7736"
"3","1992","0.0672","11.3713","76.8377"
"3","1993","0.0392","12.0783","81.9076"
"3","1994","0","15.5126","104.7202"
"3","1995","0","16.0063","106.9841"
"3","1996",NA,"15.9617","100.1936"
"3","1997",NA,"14.7182","93.2431"
"3","1998",NA,"14.0439","88.3251"
"3","1999",NA,"14.3434","90.7701"
"3","2000",NA,"14.8536","92.1131"
"3","2001",NA,"14.6605","89.8613"
"3","2002",NA,"14.4644","87.3346"
"3","2003",NA,"14.7518","88.2756"
"3","2004",NA,"14.5012","84.6953"
"3","2005",NA,"14.4036","84.0611"
"3","2006",NA,"14.0914","82.6406"
"3","2007",NA,"13.2793","77.6681"
"3","2008",NA,"12.5527","72.6591"
"3","2009",NA,"12.1104","68.9131"
"3","2010",NA,"12.2329","69.2366"
"3","2011",NA,"12.2287","68.5353"
"3","2012",NA,"12.3416","69.8533"
"3","2013",NA,"12.0942","69.7193"
"3","2014","0","12.3986","70.4249"
"3","2030",NA,"14.2525","86.7219"
"3","2050",NA,"14.3347","85.9464"
"4","1961","0.5852","2.8164","72.044"
"4","1962","0.56","2.6739","67.604"
"4","1963","0.4234","2.2858","58.549"
"4","1964","0.3668","2.4914","63.0208"
"4","1965","0.532","2.8721","74.924"
"4","1966","0.5376","3.0096","78.548"
"4","1967","0.4788","3.5097","92.6343"
"4","1968","0.546","3.639","96.7993"
"4","1969","0.5516","3.7603","99.5757"
"4","1970","0.3836","3.8359","101.0648"
"4","1971","0.1876","3.9021","103.416"
"4","1972","0.2996","3.9593","105.1967"
"4","1973","0.3416","3.9357","103.28"
"4","1974","0.2856","4.0762","107.2147"
"4","1975","0.1624","4.2923","114.1793"
"4","1976","0.14","4.2009","111.403"
"4","1977","0.1596","4.5569","122.0355"
"4","1978","0.0728","4.7644","128.4509"
"4","1979","0.112","5.2286","141.3206"
"4","1980","0.1176","5.5507","147.8011"
"4","1981","0.1176","5.7139","150.3073"
"4","1982","0.1176","6.0651","157.1684"
"4","1983","0.126","6.4702","163.2957"
"4","1984","0.126","6.3308","157.1412"
"4","1985","0.126","6.3306","156.5107"
"4","1986","0.1288","6.2624","153.4835"
"4","1987","0.1344","6.4697","158.8266"
"4","1988","0.1484","6.4395","158.4048"
"4","1989","0.1484","6.5741","163.3015"
"4","1990","0.154","6.6816","165.006"
"4","1991","0.1568","6.5003","157.3251"
"4","1992","0.1596","6.6771","164.9189"
"4","1993","0.1716","6.789","167.8402"
"4","1994","0.196","6.7707","161.6007"
"4","1995","0.1991","7.0008","161.0538"
"4","1996","0.168","6.5358","161.8437"
"4","1997","0.056","6.7688","163.2939"
"4","1998","0.0468","7.6516","168.2095"
"4","1999","0.0574","7.6022","179.3725"
"4","2000","0.0552","7.6815","179.9746"
"4","2001","0.0484","7.6921","181.5856"
"4","2002","0.0546","7.9162","180.4477"
"4","2003","0.0482","8.0107","180.4215"
"4","2004","0.0532","8.231","189.1765"
"4","2005","0.0524","8.3073","191.0538"
"4","2006","0.0577","8.4942","195.3406"
"4","2007","0.0599","8.6251","199.3094"
"4","2008","0.0602","8.5859","198.3995"
"4","2009","0.0476","8.9316","209.3648"
"4","2010","0.0386","9.2681","220.6887"
"4","2011","0.0501","9.5338","228.8808"
"4","2012","0.0504","9.8658","238.8018"
"4","2013","0.0504","10.2211","250.2024"
"4","2014","0.0504","10.599","263.3681"
"4","2030","0.0892","10.87","257.2603"
"4","2050","0.1147","13.871","310.3899"
"5","1961",NA,"0.1133","0.028"
"5","1962",NA,"0.1021","0.0268"
"5","1963",NA,"0.1452","0.0293"
"5","1964",NA,"0.1895","0.0324"
"5","1965",NA,"0.2091","0.0307"
"5","1966",NA,"0.2003","0.0289"
"5","1967",NA,"0.1465","0.0233"
"5","1968",NA,"0.1371","0.0196"
"5","1969",NA,"0.1371","0.0253"
"5","1970",NA,"0.1371","0.0253"
"5","1971",NA,"0.1375","0.0226"
"5","1972",NA,"0.1382","0.0211"
"5","1973",NA,"0.1389","0.0208"
"5","1974",NA,"0.1402","0.0206"
"5","1975",NA,"0.1415","0.0203"
"5","1976",NA,"0.1428","0.0198"
"5","1977",NA,"0.1442","0.0229"
"5","1978",NA,"0.1454","0.02"
"5","1979",NA,"0.1466","0.0163"
"5","1980",NA,"0.1468","0.0163"
"5","1981",NA,"0.1494","0.0166"
"5","1982",NA,"0.1564","0.0173"
"5","1983",NA,"0.1635","0.0181"
"5","1984",NA,"0.1705","0.0186"
"5","1985",NA,"0.1748","0.0189"
"5","1986",NA,"0.1776","0.0191"
"5","1987",NA,"0.1819","0.0194"
"5","1988",NA,"0.1847","0.0196"
"5","1989",NA,"0.185","0.0248"
"5","1990",NA,"0.1495","0.0171"
"5","1991",NA,"0.1495","0.0171"
"5","1992",NA,"0.1495","0.0171"
"5","1993",NA,"0.1496","0.0173"
"5","1994",NA,"0.1497","0.0173"
"5","1995",NA,"0.1497","0.0174"
"5","1996",NA,"0.1497","0.0174"
"5","1997",NA,"0.1497","0.0174"
"5","1998",NA,"0.1496","0.0173"
"5","1999",NA,"0.1496","0.0173"
"5","2000",NA,"0.1496","0.0173"
"5","2001",NA,"0.1498","0.0175"
"5","2002",NA,"0.1498","0.0175"
"5","2003",NA,"0.1499","0.0175"
"5","2004",NA,"0.1496","0.0173"
"5","2005",NA,"0.1496","0.0173"
"5","2006",NA,"0.1496","0.0171"
"5","2007",NA,"0.1499","0.018"
"5","2008",NA,"0.15","0.018"
"5","2009",NA,"0.15","0.0181"
"5","2010",NA,"0.15","0.0181"
"5","2011",NA,"0.15","0.0181"
"5","2012",NA,"0.15","0.0181"
"5","2013",NA,"0.15","0.0181"
"5","2014",NA,"0.15","0.0181"
"5","2030",NA,"0.2305","0.0245"
"5","2050",NA,"0.3234","0.0327"
"7","1961","7","1.7977","47.8459"
"7","1962","5.32","1.9084","51.3276"
"7","1963","5.6","1.984","53.7"
"7","1964","5.6","2.1477","58.696"
"7","1965","6.44","2.3081","63.534"
"7","1966","6.16","2.4191","66.812"
"7","1967","6.216","2.6262","73.16"
"7","1968","6.16","2.6387","73.4768"
"7","1969","4.2","2.8547","80.097"
"7","1970","7","3.0843","86.9893"
"7","1971","6.16","3.3197","93.94"
"7","1972","6.16","3.4277","96.813"
"7","1973","6.16","3.5141","98.7464"
"7","1974","4.2","3.6011","100.6902"
"7","1975","4.2","3.6876","102.618"
"7","1976","5.6","3.524","96.4189"
"7","1977","5.6","3.6103","98.3448"
"7","1978","4.2","3.7466","101.8957"
"7","1979","3.92","3.9327","105.4938"
"7","1980","3.36","4.064","108.8957"
"7","1981","3.08","4.1467","110.7188"
"7","1982","3.08","4.2293","112.541"
"7","1983","2.52","4.3103","114.3141"
"7","1984","2.52","4.393","116.1372"
"7","1985","1.68","4.4733","117.9141"
"7","1986","1.68","4.5533","119.6872"
"7","1987","0.84","4.4786","116.5822"
"7","1988","0.84","4.3879","113.5803"
"7","1989","1.12","4.3258","110.5584"
"7","1990","0.8831","4.3184","110.4336"
"7","1991","1.12","4.3754","111.9403"
"7","1992","1.2718","4.4426","113.8722"
"7","1993","1.4","4.3254","110.3372"
"7","1994","6.72","4.2063","106.8041"
"7","1995","3.64","4.2192","107.2853"
"7","1996","2.24","4.5645","117.6578"
"7","1997","1.68","4.8478","126.4667"
"7","1998","1.4","5.2082","138.3958"
"7","1999","1.456","5.2289","139.0736"
"7","2000","1.202","5.4017","144.725"
"7","2001","1.0903","5.4746","145.7306"
"7","2002","1.0374","5.5437","144.0038"
"7","2003","2.2028","5.552","144.2189"
"7","2004","3.1422","5.5657","139.9085"
"7","2005","3.4712","5.9744","152.7708"
"7","2006","2.1683","6.2413","156.3148"
"7","2007","2.5234","6.5314","159.9831"
"7","2008","4.6343","6.8475","163.6292"
"7","2009","6.638","7.193","166.297"
"7","2010","6.6934","7.5718","170.2902"
"7","2011","7.2906","7.9505","174.2041"
"7","2012","7.8126","8.3625","178.234"
"7","2013","8.2628","8.8115","182.4235"
"7","2014","8.419","9.3013","186.7483"
"7","2030","2.9709","9.7836","223.323"
"7","2050","3.165","14.0233","302.6966"
"8","1961",NA,"0.0201","0.4503"
"8","1962",NA,"0.0205","0.4611"
"8","1963",NA,"0.0206","0.4655"
"8","1964",NA,"0.0222","0.5284"
"8","1965",NA,"0.0225","0.5325"
"8","1966",NA,"0.0228","0.5215"
"8","1967",NA,"0.0236","0.5398"
"8","1968",NA,"0.0249","0.5647"
"8","1969",NA,"0.0255","0.5911"
"8","1970",NA,"0.0258","0.596"
"8","1971",NA,"0.0284","0.6126"
"8","1972",NA,"0.0268","0.6133"
"8","1973",NA,"0.0268","0.6056"
"8","1974",NA,"0.0228","0.5899"
"8","1975",NA,"0.0219","0.5904"
"8","1976",NA,"0.0221","0.5991"
"8","1977",NA,"0.0238","0.6085"
"8","1978",NA,"0.0272","0.7433"
"8","1979",NA,"0.0328","0.9486"
"8","1980",NA,"0.0362","1.0859"
"8","1981",NA,"0.0339","1.083"
"8","1982",NA,"0.0353","1.1413"
"8","1983",NA,"0.036","1.1415"
"8","1984",NA,"0.0366","1.1417"
"8","1985",NA,"0.0394","1.2643"
"8","1986",NA,"0.0396","1.2678"
"8","1987",NA,"0.0396","1.2683"
"8","1988",NA,"0.04","1.2685"
"8","1989",NA,"0.0366","1.1491"
"8","1990",NA,"0.0363","1.1391"
"8","1991",NA,"0.036","1.1345"
"8","1992",NA,"0.0364","1.1365"
"8","1993",NA,"0.0367","1.1458"
"8","1994",NA,"0.0374","1.1624"
"8","1995",NA,"0.0382","1.1698"
"8","1996",NA,"0.0398","1.1581"
"8","1997",NA,"0.0411","1.1474"
"8","1998",NA,"0.0421","1.1323"
"8","1999",NA,"0.0435","1.1191"
"8","2000",NA,"0.0398","1.1122"
"8","2001",NA,"0.0409","1.1415"
"8","2002",NA,"0.0412","1.1558"
"8","2003",NA,"0.0421","1.1711"
"8","2004",NA,"0.0422","1.1826"
"8","2005",NA,"0.0415","1.169"
"8","2006",NA,"0.0416","1.1719"
"8","2007",NA,"0.0435","1.2078"
"8","2008",NA,"0.0438","1.2044"
"8","2009",NA,"0.0434","1.1978"
"8","2010",NA,"0.0349","0.596"
"8","2011",NA,"0.0351","0.596"
"8","2012",NA,"0.0351","0.596"
"8","2013",NA,"0.0349","0.596"
"8","2014",NA,"0.0349","0.596"
"8","2030",NA,"0.0525","1.3746"
"8","2050",NA,"0.0662","1.6128"
"9","1961","12.88","61.6989","2777.179"
"9","1962","14.8568","60.5549","2778.9258"
"9","1963","14.644","57.3742","2609.749"
"9","1964","15.1256","59.9008","2745.57"
"9","1965","19.0064","64.8526","2998.3565"
"9","1966","13.1026","67.1872","3117.12"
"9","1967","17.3124","69.6269","3253.0524"
"9","1968","19.824","68.7089","3251.1704"
"9","1969","24.5","64.9817","3053.5064"
"9","1970","28.532","66.1349","3062.2203"
"9","1971","21.616","67.6629","3133.136"
"9","1972","23.268","69.5536","3271.0536"
"9","1973","21.434","72.4372","3409.2764"
"9","1974","23.156","71.3343","3410.6646"
"9","1975","25.9","72.488","3484.9775"
"9","1976","24.4356","73.962","3568.646"
"9","1977","25.368","75.6174","3718.0357"
"9","1978","26.6","71.5448","3518.4244"
"9","1979","28.672","70.8676","3466.0684"
"9","1980","23.016","70.3547","3402.9394"
"9","1981","22.904","69.1787","3320.6013"
"9","1982","31.808","67.3186","3224.653"
"9","1983","25.788","68.4426","3285.99"
"9","1984","35.9478","68.8609","3318.684"
"9","1985","30.45","68.4323","3290.8"
"9","1986","31.612","67.3253","3210.9975"
"9","1987","26.5104","65.5589","3121.424"
"9","1988","25.676","66.1097","3191.6287"
"9","1989","29.372","66.4532","3213.037"
"9","1990","32.6536","66.5187","3223.295"
"9","1991","24.1542","65.8202","3189.832"
"9","1992","39.396","66.4862","3212.876"
"9","1993","39.102","65.4779","3160.0725"
"9","1994","39.5752","66.3877","3183.4421"
"9","1995","51.5522","65.4381","3145.0303"
"9","1996","54.1002","63.4373","3036.8262"
"9","1997","62.8342","62.6554","2990.0774"
"9","1998","59.2774","61.1816","2880.7884"
"9","1999","80.976","61.0049","2941.9807"
"9","2000","52.934","60.6776","2919.5254"
"9","2001","42.5236","60.7976","2928.5614"
"9","2002","34.7228","63.4348","3098.45"
"9","2003","37.2092","67.584","3321.3078"
"9","2004","47.3698","68.7646","3382.1651"
"9","2005","44.5026","69.3416","3396.4125"
"9","2006","47.327","71.0726","3472.222"
"9","2007","46.0978","71.6327","3497.128"
"9","2008","51.0888","70.4668","3431.5848"
"9","2009","54.264","67.2481","3252.5568"
"9","2010","60.3876","62.4891","2940.9036"
"9","2011","72.0846","61.7898","2886.811"
"9","2012","65.9042","64.1987","2993.1751"
"9","2013","65.156","66.3493","3058.4311"
"9","2014","68.096","67.3323","3095.9919"
"9","2030","86.7909","80.6119","3906.1613"
"9","2050","100.7383","83.0219","4002.2357"
"10","1961","6.3","187.5355","2369.6686"
"10","1962","6.3973","192.6305","2453.4333"
"10","1963","7.0021","191.7838","2492.0928"
"10","1964","7.572","189.9508","2567.5654"
"10","1965","7.8545","191.9666","2596.3776"
"10","1966","8.2092","184.91","2435.6842"
"10","1967","9.398","187.505","2508.0897"
"10","1968","9.6825","191.3039","2583.6235"
"10","1969","10.6142","196.5551","2726.3877"
"10","1970","12.6457","202.6027","2862.6743"
"10","1971","12.8271","207.1887","2975.1645"
"10","1972","12.7477","216.829","3035.9298"
"10","1973","14.2065","213.8463","2955.5464"
"10","1974","21.2631","203.8632","3095.1827"
"10","1975","23.802","204.6495","3262.7838"
"10","1976","23.5746","204.4157","3276.1417"
"10","1977","28.992","193.1529","3051.3663"
"10","1978","28.8017","184.325","2884.6429"
"10","1979","34.7224","178.3263","2770.4964"
"10","1980","36.6521","178.7985","2729.1457"
"10","1981","33.39","173.6589","2652.74"
"10","1982","40.005","172.2805","2643.5284"
"10","1983","24.255","168.0323","2481.1419"
"10","1984","37.497","169.9564","2509.833"
"10","1985","38.367","173.8682","2628.3142"
"10","1986","33.4215","173.9936","2648.0514"
"10","1987","30.2085","171.0358","2573.806"
"10","1988","33.201","172.4376","2597.7196"
"10","1989","30.555","174.9942","2705.0631"
"10","1990","33.075","178.4615","2819.4132"
"10","1991","28.035","175.3744","2792.974"
"10","1992","40.005","175.7839","2688.1628"
"10","1993","39.375","172.544","2617.9775"
"10","1994","41.8005","178.5718","2677.7841"
"10","1995","40.698","174.3033","2582.0161"
"10","1996","47.1555","175.8347","2625.0958"
"10","1997","52.5105","179.4257","2645.1015"
"10","1998","44.478","184.1712","2629.605"
"10","1999","47.7855","183.6328","2598.772"
"10","2000","41.9895","185.2473","2686.0975"
"10","2001","55.755","186.9877","2634.542"
"10","2002","45.36","187.2067","2607.358"
"10","2003","14.4387","176.8648","2475.9754"
"10","2004","20.9147","177.0971","2541.3301"
"10","2005","16.133","178.2305","2583.2999"
"10","2006","31.185","175.0089","2513.4789"
"10","2007","6.3","168.7177","2442.9603"
"10","2008","0.693","158.5565","2349.7862"
"10","2009","2.52","157.3614","2331.6978"
"10","2010","5.9535","149.9677","2220.8519"
"10","2011","23.8716","155.991","2368.4404"
"10","2012","32.4812","157.4415","2379.6363"
"10","2013","35.796","158.5011","2438.2014"
"10","2014","23.625","159.9567","2403.5926"
"10","2030","29.0882","189.1914","2771.5806"
"10","2050","35.4086","200.0258","2824.0921"
"11","1961",NA,"51.9821","213.098"
"11","1962",NA,"52.5213","217.2238"
"11","1963",NA,"51.3312","214.7123"
"11","1964",NA,"50.792","206.6445"
"11","1965",NA,"51.1213","208.483"
"11","1966",NA,"49.4893","212.4545"
"11","1967",NA,"51.2219","217.5107"
"11","1968",NA,"51.9289","216.1177"
"11","1969",NA,"52.2602","211.7745"
"11","1970",NA,"52.4516","209.5324"
"11","1971",NA,"53.9876","211.5591"
"11","1972",NA,"51.7095","211.6586"
"11","1973",NA,"52.9286","212.7416"
"11","1974",NA,"53.6038","219.0932"
"11","1975",NA,"54.5557","216.1634"
"11","1976",NA,"54.9848","211.2895"
"11","1977",NA,"56.1532","211.2912"
"11","1978",NA,"55.2469","213.3583"
"11","1979",NA,"57.2107","215.6407"
"11","1980",NA,"56.7733","212.245"
"11","1981",NA,"54.7931","209.8736"
"11","1982",NA,"56.7412","211.0748"
"11","1983",NA,"56.782","212.5274"
"11","1984",NA,"56.8781","218.3942"
"11","1985",NA,"57.9658","220.5254"
"11","1986",NA,"57.0954","219.2037"
"11","1987",NA,"56.043","217.5934"
"11","1988",NA,"56.4099","214.013"
"11","1989",NA,"54.5286","206.9037"
"11","1990",NA,"53.9613","208.0662"
"11","1991",NA,"52.698","205.3716"
"11","1992",NA,"52.6382","202.3849"
"11","1993",NA,"51.8999","202.6746"
"11","1994",NA,"51.7427","191.093"
"11","1995",NA,"50.2035","187.3265"
"11","1996",NA,"49.2464","184.5099"
"11","1997",NA,"48.3877","180.3202"
"11","1998",NA,"48.6427","178.4428"
"11","1999",NA,"48.88","176.5792"
"11","2000",NA,"46.0365","173.8409"
"11","2001",NA,"44.9926","169.0504"
"11","2002",NA,"44.698","165.8512"
"11","2003",NA,"43.3944","162.3666"
"11","2004",NA,"41.8996","159.4882"
"11","2005",NA,"41.7963","156.2878"
"11","2006",NA,"41.3951","155.3181"
"11","2007",NA,"41.1419","154.6152"
"11","2008",NA,"42.0938","155.0594"
"11","2009",NA,"40.7151","154.8829"
"11","2010",NA,"41.4331","156.8384"
"11","2011",NA,"41.3841","156.0985"
"11","2012",NA,"40.3228","153.5972"
"11","2013",NA,"40.0458","152.3007"
"11","2014",NA,"39.5319","152.3101"
"11","2030",NA,"41.0792","149.1432"
"11","2050",NA,"39.3801","138.546"
"12","1961",NA,"0.0357","0.4373"
"12","1962",NA,"0.0365","0.4375"
"12","1963",NA,"0.037","0.4379"
"12","1964",NA,"0.0381","0.4726"
"12","1965",NA,"0.0408","0.473"
"12","1966",NA,"0.0449","0.4726"
"12","1967",NA,"0.0457","0.4712"
"12","1968",NA,"0.0417","0.4422"
"12","1969",NA,"0.0384","0.4218"
"12","1970",NA,"0.0361","0.4055"
"12","1971",NA,"0.0372","0.4021"
"12","1972",NA,"0.0359","0.3801"
"12","1973",NA,"0.0404","0.3578"
"12","1974",NA,"0.0332","0.2668"
"12","1975",NA,"0.0311","0.2531"
"12","1976",NA,"0.0446","0.2423"
"12","1977",NA,"0.048","0.2247"
"12","1978",NA,"0.0385","0.2093"
"12","1979",NA,"0.0314","0.2044"
"12","1980",NA,"0.0343","0.1981"
"12","1981",NA,"0.043","0.1904"
"12","1982",NA,"0.0399","0.1879"
"12","1983",NA,"0.0382","0.1918"
"12","1984",NA,"0.0398","0.1895"
"12","1985",NA,"0.0397","0.1934"
"12","1986",NA,"0.0395","0.1933"
"12","1987",NA,"0.0413","0.1844"
"12","1988",NA,"0.042","0.1779"
"12","1989",NA,"0.0459","0.178"
"12","1990",NA,"0.0478","0.1759"
"12","1991",NA,"0.0395","0.1688"
"12","1992",NA,"0.0432","0.1673"
"12","1993",NA,"0.0429","0.1596"
"12","1994",NA,"0.0368","0.156"
"12","1995",NA,"0.0632","0.1612"
"12","1996",NA,"0.0834","0.1654"
"12","1997",NA,"0.0694","0.1659"
"12","1998",NA,"0.1034","0.166"
"12","1999",NA,"0.0558","0.155"
"12","2000",NA,"0.0557","0.1514"
"12","2001",NA,"0.0579","0.1537"
"12","2002",NA,"0.0587","0.1493"
"12","2003",NA,"0.0685","0.1568"
"12","2004",NA,"0.0692","0.1632"
"12","2005",NA,"0.0692","0.164"
"12","2006",NA,"0.0692","0.1632"
"12","2007",NA,"0.0692","0.1634"
"12","2008",NA,"0.0692","0.1632"
"12","2009",NA,"0.0692","0.1634"
"12","2010",NA,"0.0692","0.1635"
"12","2011",NA,"0.0692","0.1637"
"12","2012",NA,"0.0693","0.1668"
"12","2013",NA,"0.0693","0.1668"
"12","2014",NA,"0.0693","0.1668"
"12","2030",NA,"0.1375","0.1815"
"12","2050",NA,"0.2512","0.2092"
"13","1961",NA,"0.0113","0.2095"
"13","1962",NA,"0.0115","0.2124"
"13","1963",NA,"0.0116","0.2164"
"13","1964",NA,"0.0118","0.2204"
"13","1965",NA,"0.012","0.224"
"13","1966",NA,"0.0135","0.2481"
"13","1967",NA,"0.0135","0.2487"
"13","1968",NA,"0.0135","0.2487"
"13","1969",NA,"0.0137","0.2541"
"13","1970",NA,"0.014","0.2561"
"13","1971",NA,"0.0146","0.2643"
"13","1972",NA,"0.0157","0.2898"
"13","1973",NA,"0.017","0.3078"
"13","1974",NA,"0.0157","0.2711"
"13","1975",NA,"0.0186","0.2758"
"13","1976",NA,"0.0199","0.2822"
"13","1977",NA,"0.0214","0.2967"
"13","1978",NA,"0.0207","0.3038"
"13","1979",NA,"0.0228","0.3457"
"13","1980",NA,"0.0222","0.3423"
"13","1981",NA,"0.0217","0.3431"
"13","1982",NA,"0.0229","0.3641"
"13","1983",NA,"0.0241","0.3701"
"13","1984",NA,"0.0266","0.38"
"13","1985",NA,"0.0287","0.4448"
"13","1986",NA,"0.0315","0.4894"
"13","1987",NA,"0.0333","0.5411"
"13","1988",NA,"0.04","0.6596"
"13","1989",NA,"0.0448","0.7387"
"13","1990",NA,"0.0462","0.7504"
"13","1991",NA,"0.0457","0.7186"
"13","1992",NA,"0.0462","0.7319"
"13","1993",NA,"0.0462","0.7141"
"13","1994",NA,"0.0457","0.69"
"13","1995",NA,"0.0431","0.6382"
"13","1996",NA,"0.0466","0.6914"
"13","1997",NA,"0.0471","0.6956"
"13","1998",NA,"0.0426","0.7152"
"13","1999",NA,"0.044","0.7405"
"13","2000",NA,"0.0447","0.7133"
"13","2001",NA,"0.0425","0.6838"
"13","2002",NA,"0.0528","0.9123"
"13","2003",NA,"0.0474","0.7938"
"13","2004",NA,"0.0445","0.74"
"13","2005",NA,"0.0454","0.7504"
"13","2006",NA,"0.0461","0.7604"
"13","2007",NA,"0.0433","0.7288"
"13","2008",NA,"0.0395","0.627"
"13","2009",NA,"0.0401","0.6418"
"13","2010",NA,"0.0429","0.7215"
"13","2011",NA,"0.0431","0.7215"
"13","2012",NA,"0.0436","0.7267"
"13","2013",NA,"0.0441","0.7398"
"13","2014",NA,"0.0441","0.7398"
"13","2030",NA,"0.051","0.7266"
"13","2050",NA,"0.0623","0.8648"
"14","1961",NA,"0.0956","1.5374"
"14","1962",NA,"0.0914","1.294"
"14","1963",NA,"0.0913","1.2952"
"14","1964",NA,"0.0918","1.2956"
"14","1965",NA,"0.0924","1.323"
"14","1966",NA,"0.0971","1.363"
"14","1967",NA,"0.0978","1.3882"
"14","1968",NA,"0.0999","1.4004"
"14","1969",NA,"0.1054","1.581"
"14","1970",NA,"0.1076","1.587"
"14","1971",NA,"0.1136","1.645"
"14","1972",NA,"0.1166","1.589"
"14","1973",NA,"0.1238","1.65"
"14","1974",NA,"0.1358","1.5186"
"14","1975",NA,"0.1267","1.2686"
"14","1976",NA,"0.1328","1.2745"
"14","1977",NA,"0.1368","1.278"
"14","1978",NA,"0.1593","1.4038"
"14","1979",NA,"0.1547","1.434"
