cou_abb,reg_abb,sector/activity,BC1,BC2,HC1,HC2,HC3,DC,OS1,OS2,HF,MD,GSL,LPG,GAS,H2,REN,HYD,NUC,ELE,HT,Sum
AUST,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.10220412,0.442134454,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.54433857
AUST,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,28.44528667,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,28.44528667
AUST,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.07233171,0.11350327,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.18583498
AUST,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.065591409,0.124068804,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.189660212
AUST,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,6.53,n.a,n.a,n.a,n.a,n.a,n.a,6.53
AUST,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.506267625,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.506267625
AUST,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.215194012,n.a,n.a,n.a,n.a,n.a,n.a,n.a,6.526802521,n.a,8.741996533
AUST,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
AUST,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.322526713,n.a,0.937852684,n.a,n.a,n.a,n.a,n.a,n.a,n.a,4.260379397
AUST,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,116.0809345,0.311526413,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,116.3924609
AUST,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.188713116,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.188713116
AUST,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,97.63824331,83.78013876,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,181.4183821
AUST,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,21.92620824,2.245728871,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,24.17193711
AUST,WHOL,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.476327097,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.476327097
AUST,WHOL,SUM,11.35602511,0,66.6528093,0,0,51.84740527,136.059051,37.23227172,88.82738679,349.044605,147.4580311,18.72228605,375.976537,0,9.929247408,132.0371857,0,3.758532229,0.00083736,1428.902211
BELG,WHOL,CON_COMB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,12.17137531,0.042579756,n.a,11.30371607,3.335662418,n.a,n.a,n.a,n.a,n.a,n.a,26.85333356
BELG,WHOL,CON_LOSS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,18.35962042,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,42.0408311,30.41352421,90.81397573
BELG,WHOL,DOM,n.a,n.a,4.734600912,n.a,n.a,0.662435496,14.62134183,n.a,13.18800132,208.3201897,3.611994228,4.692021156,230.9039878,n.a,0.112959864,n.a,n.a,140.7023544,2.360015424,623.9099021
BELG,WHOL,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,IN_BO,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,IN_BO_CHEM,n.a,n.a,n.a,n.a,n.a,n.a,0.72052389,n.a,3.042428891,n.a,0.022555056,n.a,55.97487959,n.a,n.a,n.a,n.a,n.a,-53.71116854,6.049218885
BELG,WHOL,IN_BO_CON,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,13.42860395,n.a,n.a,12.47132081,6.89240308,n.a,n.a,n.a,n.a,n.a,-28.88952901,3.902798824
BELG,WHOL,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,n.a,4.041660033,n.a,4.23058127,n.a,0.067665168,0.289548061,19.8444194,n.a,n.a,n.a,n.a,n.a,-25.20445987,3.269414058
BELG,WHOL,IN_BO_OTH_L,n.a,n.a,0.399064159,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,-0.702363003,-0.303298844
BELG,WHOL,IN_BO_OTH_S,n.a,n.a,0.39902804,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.39902804
BELG,WHOL,IN_BO_PAP,n.a,n.a,0.662556717,n.a,n.a,n.a,1.041222215,n.a,0.860276632,n.a,n.a,n.a,2.892955743,n.a,n.a,n.a,n.a,n.a,-4.793936821,0.663074487
BELG,WHOL,IN_OCTOT,1.724207976,n.a,21.08129162,n.a,n.a,51.83798497,9.49503438,n.a,20.8678468,5.045764996,80.12477196,0.262439651,92.78525278,n.a,n.a,n.a,n.a,141.9227648,126.770419,551.9177789
BELG,WHOL,NONEN,n.a,n.a,0.151101612,n.a,n.a,n.a,n.a,n.a,76.08299015,n.a,196.5479862,4.830018084,37.07729597,n.a,n.a,n.a,n.a,n.a,n.a,314.689392
BELG,WHOL,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.807117406,1.363180212,n.a,n.a,7.487689949,n.a,n.a,n.a,n.a,n.a,n.a,9.657987567
BELG,WHOL,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,31.00663313,9.549,17.40223799,n.a,n.a,n.a,68.6,n.a,n.a,n.a,n.a,n.a,n.a,126.5578711
BELG,WHOL,PP_EX_L,n.a,n.a,76.98188757,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,76.98188757
BELG,WHOL,PP_EX_S,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PP_EX_WB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,0.316864748,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.316864748
BELG,WHOL,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,128.7699411,n.a,n.a,n.a,n.a,n.a,n.a,128.7699411
BELG,WHOL,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,2.854149323,n.a,0.093526525,n.a,n.a,n.a,5,n.a,n.a,n.a,n.a,n.a,n.a,7.947675848
BELG,WHOL,PP_NEW_L,n.a,n.a,0.384909438,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.384909438
BELG,WHOL,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.952036452,1.036819152,514.0259964,-308.5536366,-46.24250142,161.2187139
BELG,WHOL,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.64,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.64
BELG,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.376,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.376
BELG,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,8.173,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,8.173
BELG,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,53.62101747,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,53.62101747
BELG,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,7.01,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,7.01
BELG,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.399,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.399
BELG,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.565,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.565
BELG,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.875,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.875
BELG,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.746615715,n.a,n.a,n.a,n.a,n.a,n.a,n.a,6.030029876,n.a,7.776645591
BELG,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BELG,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.1458153,0.059938723,0.000527281,0.000406874,0.000203437,n.a,n.a,n.a,0.00061031,n.a,10.20750192
BELG,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,95.47126462,n.a,0.003514221,0.007028443,0.003514221,n.a,n.a,n.a,0.010542664,n.a,95.49586417
BELG,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.133408077,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.133408077
BELG,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,122.1187078,72.94818116,3.498433562,0.008474466,0.004237233,n.a,n.a,n.a,0.012711699,n.a,198.590746
BELG,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,36.17355231,1.956796359,0.000875718,0.000582461,0.000291231,n.a,n.a,n.a,0.000873692,n.a,38.13297177
BELG,WHOL,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.520166885,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,2.520166885
BELG,WHOL,SUM,1.724207976,0,104.7944401,0,0,52.50042047,64.09742955,9.549,183.1746067,501.3856704,414.0544813,37.35241461,659.5809801,0.008246122,1.064996316,1.036819152,514.0259964,22.16708189,0.00E+00,2566.516791
BULG,WHOL,CON_COMB,0.05381845,n.a,n.a,n.a,n.a,0.020242859,2.43E-07,n.a,0.899433537,n.a,n.a,1.260494693,8.572852373,n.a,n.a,n.a,n.a,n.a,n.a,10.80684216
BULG,WHOL,CON_LOSS,n.a,n.a,14.57663728,n.a,n.a,n.a,n.a,n.a,14.33011849,n.a,n.a,n.a,2.10868182,n.a,n.a,n.a,n.a,38.41920724,13.42610593,82.86075076
BULG,WHOL,DOM,0.924194232,n.a,5.733068976,n.a,n.a,4.75997292,25.90000535,n.a,1.320014304,2.81435902,n.a,1.201737204,3.525327468,n.a,1.367995032,n.a,n.a,55.36080036,25.29400792,128.2014828
BULG,WHOL,DOM_LIGHT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,IN_BO,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,IN_BO_CHEM,n.a,n.a,1.181213708,n.a,n.a,0.098498691,1.690596904,n.a,0.351410737,n.a,n.a,3.333534277,3.759639626,n.a,n.a,n.a,n.a,n.a,-9.012073896,1.402820046
BULG,WHOL,IN_BO_CON,0.052484402,n.a,n.a,n.a,n.a,0.019741081,0.001004589,n.a,2.457668307,n.a,n.a,3.444254335,0.02025938,n.a,n.a,n.a,n.a,n.a,-5.222113199,0.773298895
BULG,WHOL,IN_BO_OTH,n.a,n.a,n.a,n.a,n.a,0.1098679,1.165446796,n.a,3.660403355,1.26E-15,n.a,0.382521239,3.264859975,n.a,n.a,n.a,n.a,n.a,-7.586921239,0.996178026
BULG,WHOL,IN_BO_OTH_L,0.063031292,n.a,1.33263696,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,-1.251857436,0.143810817
BULG,WHOL,IN_BO_OTH_S,0.02699217,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.02699217
BULG,WHOL,IN_BO_PAP,n.a,n.a,n.a,n.a,n.a,n.a,1.288826742,n.a,0.937054432,n.a,n.a,n.a,1.032687357,n.a,n.a,n.a,n.a,n.a,-2.803829003,0.454739527
BULG,WHOL,IN_OCTOT,0.988454349,n.a,7.1569638,n.a,n.a,16.69416369,0.020975625,n.a,13.72492936,2.517929596,n.a,1.516719637,26.70945123,n.a,n.a,n.a,n.a,35.41672735,47.84935412,152.5956688
BULG,WHOL,NONEN,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,10.0504134,n.a,12.48767528,n.a,22.12740547,n.a,n.a,n.a,n.a,n.a,n.a,44.66549416
BULG,WHOL,PP_ENG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.256079235,0.000834897,n.a,n.a,0.023524336,n.a,n.a,n.a,n.a,n.a,n.a,0.280438468
BULG,WHOL,PP_EX_OTH,n.a,n.a,n.a,n.a,n.a,n.a,1.186238175,n.a,7.86179663,0.036252529,0.428477542,n.a,43.44636913,n.a,n.a,n.a,n.a,n.a,n.a,52.95913401
BULG,WHOL,PP_EX_L,161.6346378,n.a,58.93443547,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,220.5690733
BULG,WHOL,PP_EX_S,17.9594042,n.a,6.548270608,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,24.50767481
BULG,WHOL,PP_EX_WB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_IGCC,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_IGCC_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_MOD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_MOD_CCS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,PP_NEW,n.a,n.a,n.a,n.a,n.a,n.a,0.142923287,n.a,4.942165097,0.00549233,0.26906744,n.a,3.602303666,n.a,n.a,n.a,n.a,n.a,n.a,8.96195182
BULG,WHOL,PP_NEW_L,0.339298272,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.339298272
BULG,WHOL,PP_TOTAL,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.01800324,15.61320522,202.0543818,-158.2991817,-60.69267319,-1.306264633
BULG,WHOL,TRA_OT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,TRA_OTS_L,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.032,0.458,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.49
BULG,WHOL,TRA_OTS_M,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.458,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.458
BULG,WHOL,TRA_OT_AGR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,7.58,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,7.58
BULG,WHOL,TRA_OT_AIR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,8.408392245,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,8.408392245
BULG,WHOL,TRA_OT_CNS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.89,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.89
BULG,WHOL,TRA_OT_INW,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.04,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.04
BULG,WHOL,TRA_OT_LB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,TRA_OT_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.04,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.04
BULG,WHOL,TRA_OT_RAI,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.235399076,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1.486816415,n.a,2.722215491
BULG,WHOL,TRA_RD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0
BULG,WHOL,TRA_RD_HDB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,9.520544019,0.000121699,0.000121699,0.000243398,0.000121699,n.a,n.a,n.a,0.000365097,n.a,9.52151761
BULG,WHOL,TRA_RD_HDT,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,27.89166264,n.a,0.00134136,0.00268272,0.00134136,n.a,n.a,n.a,0.00402408,n.a,27.90105216
BULG,WHOL,TRA_RD_LD2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.16904491,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.16904491
BULG,WHOL,TRA_RD_LD4C,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,17.5609121,21.59482347,14.16848419,0.800357801,0.000693778,n.a,n.a,n.a,0.002081333,n.a,54.12735268
BULG,WHOL,TRA_RD_LD4T,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,3.666420075,1.692995153,0.000257744,0.109548441,9.49603E-05,n.a,n.a,n.a,0.000284881,n.a,5.469601255
BULG,WHOL,TRA_RD_M4,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.524631943,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.524631943
BULG,WHOL,SUM,182.0423152,0,95.4632268,0,0,21.70248714,31.39601771,0,60.82348689,74.67580629,45.61522969,25.30946638,119.1061942,0.002251797,1.385998272,15.61320522,202.0543818,-27.60887499,0.00E+00,847.5811924
CROA,WHOL,CON_COMB,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,9.811316805,0.206076285,n.a,7.306474622,5.728879942,n.a,n.a,n.a,n.a,n.a,n.a,23.05274766
CROA,WHOL,CON_LOSS,n.a,n.a,0.051581376,n.a,n.a,n.a,n.a,n.a,1.530945288,n.a,n.a,n.a,2.1384081,n.a,n.a,n.a,n.a,10.97640796,11.16873405,25.86607677
