Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Energy Statistics Adjustment,NA,USA,All coal-consuming sectors,1949,2017,"EIA Annual Energy Review, Coal consumption by sector, https://www.eia.gov/totalenergy/data/browser/csv.php?tbl=T06.02 Downloaded July 18 2018"
,,,,,,
