"fao_code","iso","year","value","flow"
"11","aut","1967","766500","production"
"11","aut","1975","976000","production"
"11","aut","1968","818100","production"
"11","aut","1992","1527000","production"
"11","aut","2008","1988946","production"
"15","blx","1984","332000","production"
"15","blx","1969","335000","production"
"15","blx","1967","271000","production"
"15","blx","1998","432000","production"
"15","blx","1972","405000","production"
"15","blx","1979","339000","production"
"15","blx","1980","358000","production"
"15","blx","1978","335000","production"
"15","blx","1985","319000","production"
"15","blx","1981","337000","production"
"15","blx","1991","465000","production"
"15","blx","1994","378000","production"
"15","blx","1965","219000","production"
"15","blx","1964","171400","production"
"15","blx","1987","366000","production"
"15","blx","1988","447000","production"
"15","blx","1977","372000","production"
"15","blx","1983","322000","production"
"15","blx","1961","151500","production"
"15","blx","1989","454000","production"
"15","blx","1971","356000","production"
"15","blx","1962","157200","production"
"15","blx","1974","415000","production"
"15","blx","1993","310000","production"
"15","blx","1996","382000","production"
"15","blx","1968","316000","production"
"15","blx","1963","165000","production"
"15","blx","1995","378000","production"
"15","blx","1997","382000","production"
"15","blx","1999","431000","production"
"15","blx","1975","306000","production"
"15","blx","1990","478000","production"
"15","blx","1986","304000","production"
"15","blx","1966","251500","production"
"15","blx","1973","414000","production"
"15","blx","1970","340000","production"
"15","blx","1992","465000","production"
"15","blx","1982","322000","production"
"15","blx","1976","354000","production"
"16","bgd","1965","13000","production"
"16","bgd","1978","28000","production"
"16","bgd","2003","54000","production"
"16","bgd","2007","47000","production"
"16","bgd","2002","19000","production"
"16","bgd","1979","40600","production"
"16","bgd","1989","95000","production"
"16","bgd","1964","28000","production"
"16","bgd","1998","19000","production"
"16","bgd","1972","23400","production"
"16","bgd","2005","47000","production"
"16","bgd","1999","19000","production"
"16","bgd","1988","95000","production"
"16","bgd","1995","84000","production"
"16","bgd","2000","19000","production"
"16","bgd","1997","66000","production"
"16","bgd","1985","77000","production"
"16","bgd","1991","96000","production"
"16","bgd","2011","47000","production"
"16","bgd","1961","26000","production"
"16","bgd","1986","75000","production"
"16","bgd","2012","47000","production"
"16","bgd","1970","26000","production"
"16","bgd","1983","56600","production"
"16","bgd","2001","19000","production"
"16","bgd","1977","12800","production"
"16","bgd","1968","30000","production"
"16","bgd","1996","76000","production"
"16","bgd","2010","47000","production"
"16","bgd","1971","22000","production"
"16","bgd","2004","47000","production"
"16","bgd","1990","102000","production"
"16","bgd","1976","18900","production"
"16","bgd","1969","26000","production"
"16","bgd","2008","47000","production"
"16","bgd","2006","47000","production"
"16","bgd","2014","47000","production"
"16","bgd","1987","83000","production"
"16","bgd","1966","12000","production"
"16","bgd","2009","47000","production"
"16","bgd","1967","9000","production"
"16","bgd","1993","96000","production"
"16","bgd","2013","47000","production"
"16","bgd","1984","52600","production"
"16","bgd","1994","96000","production"
"16","bgd","1974","18000","production"
"16","bgd","1980","40600","production"
"16","bgd","1963","26000","production"
"16","bgd","1975","11500","production"
"16","bgd","1973","28700","production"
"16","bgd","1992","96000","production"
"16","bgd","1981","52600","production"
"16","bgd","1982","52600","production"
"16","bgd","1962","30000","production"
"21","bra","1987","3890000","production"
"21","bra","1984","3217000","production"
"21","bra","1962","356600","production"
"21","bra","1978","1976000","production"
"21","bra","1999","7113000","production"
"21","bra","1961","304200","production"
"21","bra","2011","14282000","production"
"21","bra","1980","3350000","production"
"21","bra","1990","4307000","production"
"21","bra","1989","4339000","production"
"21","bra","2005","10363000","production"
"21","bra","1975","1208000","production"
"21","bra","1972","974000","production"
"21","bra","2012","14318000","production"
"21","bra","1988","3981000","production"
"21","bra","1968","694000","production"
"21","bra","2008","12850000","production"
"21","bra","2003","9149000","production"
"21","bra","1986","3023000","production"
"21","bra","2009","13625000","production"
"21","bra","2002","8052000","production"
"21","bra","2004","9580000","production"
"21","bra","1995","5903000","production"
"21","bra","1979","2158000","production"
"21","bra","1996","6292000","production"
"21","bra","2010","14474000","production"
"21","bra","1973","1149000","production"
"21","bra","1967","648100","production"
"21","bra","1993","5441000","production"
"21","bra","1969","740400","production"
"21","bra","1964","472200","production"
"21","bra","2013","15492000","production"
"21","bra","2007","12083000","production"
"21","bra","1997","6421000","production"
"21","bra","1998","6774000","production"
"21","bra","2006","11275000","production"
"21","bra","1971","825600","production"
"21","bra","1992","5241000","production"
"21","bra","1991","4714000","production"
"21","bra","2014","16831000","production"
"21","bra","1974","1311000","production"
"21","bra","1976","1415000","production"
"21","bra","1994","5795000","production"
"21","bra","1985","2771000","production"
"21","bra","1965","541600","production"
"21","bra","1970","810700","production"
"21","bra","1963","417900","production"
"21","bra","1966","616600","production"
"21","bra","1982","3590000","production"
"21","bra","1977","1649000","production"
"21","bra","1983","2728000","production"
"21","bra","1981","3238000","production"
"21","bra","2001","7436000","production"
"21","bra","2000","7338000","production"
"27","bgr","1999","78000","production"
"27","bgr","1989","220000","production"
"27","bgr","1987","199000","production"
"27","bgr","2002","92000","production"
"27","bgr","2011","134772","production"
"27","bgr","1962","44000","production"
"27","bgr","2006","135000","production"
"27","bgr","1990","142000","production"
"27","bgr","1964","73200","production"
"27","bgr","1961","34300","production"
"27","bgr","1995","97000","production"
"27","bgr","2009","136923","production"
"27","bgr","1972","116400","production"
"27","bgr","1974","216400","production"
"27","bgr","1981","269000","production"
"27","bgr","1996","97000","production"
"27","bgr","2005","135000","production"
"27","bgr","1967","88000","production"
"27","bgr","1985","215000","production"
"27","bgr","1973","140700","production"
"27","bgr","2004","135000","production"
"27","bgr","1993","97000","production"
"27","bgr","1984","240000","production"
"27","bgr","1969","90000","production"
"27","bgr","2012","135157","production"
"27","bgr","1965","82900","production"
"27","bgr","2010","135173","production"
"27","bgr","1971","116200","production"
"27","bgr","1975","217000","production"
"27","bgr","1979","265000","production"
"27","bgr","1986","199000","production"
"27","bgr","1991","138000","production"
"27","bgr","2000","85000","production"
"27","bgr","1966","88000","production"
"27","bgr","1988","242000","production"
"27","bgr","2007","135000","production"
"27","bgr","1980","262000","production"
"27","bgr","1997","97000","production"
"27","bgr","2014","135111","production"
"27","bgr","1994","97000","production"
"27","bgr","1982","259000","production"
"27","bgr","2003","92000","production"
"27","bgr","1970","91000","production"
"27","bgr","1978","256000","production"
"27","bgr","1983","251000","production"
"27","bgr","2008","136923","production"
"27","bgr","1963","54200","production"
"27","bgr","1992","97000","production"
"27","bgr","1968","94000","production"
"27","bgr","1976","232000","production"
"27","bgr","2001","92000","production"
"27","bgr","1998","97000","production"
"27","bgr","2013","135111","production"
"27","bgr","1977","228000","production"
"28","mmr","2010","1200","production"
"28","mmr","2005","1200","production"
"28","mmr","2004","1400","production"
"28","mmr","2008","1200","production"
"28","mmr","2009","1200","production"
"28","mmr","2013","1200","production"
"28","mmr","2007","1200","production"
"28","mmr","2006","1200","production"
"28","mmr","2012","1200","production"
"28","mmr","2003","700","production"
"28","mmr","2014","1200","production"
"28","mmr","2011","1200","production"
"32","cmr","1981","60000","production"
"32","cmr","2000","0","production"
"32","cmr","2012","0","production"
"32","cmr","2010","0","production"
"32","cmr","1996","0","production"
"32","cmr","2007","0","production"
"32","cmr","1987","0","production"
"32","cmr","2004","0","production"
"32","cmr","2005","0","production"
"32","cmr","1994","0","production"
"32","cmr","2014","0","production"
"32","cmr","2001","0","production"
"32","cmr","1999","0","production"
"32","cmr","2011","0","production"
"32","cmr","1995","0","production"
"32","cmr","1997","0","production"
"32","cmr","1980","25000","production"
"32","cmr","2003","0","production"
"32","cmr","2002","0","production"
"32","cmr","2013","0","production"
"32","cmr","2006","0","production"
"32","cmr","2009","0","production"
"32","cmr","1998","0","production"
"32","cmr","2008","0","production"
"33","can","1994","24679000","production"
"33","can","1961","10573900","production"
"33","can","1978","19216000","production"
"33","can","1987","22804000","production"
"33","can","2014","17686000","production"
"33","can","1980","19945000","production"
"33","can","2011","18342000","production"
"33","can","1976","17688000","production"
"33","can","1982","17007000","production"
"33","can","2007","22611000","production"
"33","can","1989","23834000","production"
"33","can","1981","19578000","production"
"33","can","2005","25440000","production"
"33","can","1993","22871000","production"
"33","can","2009","17377000","production"
"33","can","1990","23020000","production"
"33","can","1967","14434900","production"
"33","can","1985","20222000","production"
"33","can","1979","19516000","production"
"33","can","2010","18936000","production"
"33","can","1996","24604000","production"
"33","can","1965","13220600","production"
"33","can","1973","18561000","production"
"33","can","1991","23441000","production"
"33","can","2000","26696000","production"
"33","can","1975","14831000","production"
"33","can","1972","17455000","production"
"33","can","1962","11007100","production"
"33","can","1995","25429000","production"
"33","can","1977","17773000","production"
"33","can","2006","23671000","production"
"33","can","1986","21512000","production"
"33","can","1970","16609000","production"
"33","can","1997","25075000","production"
"33","can","1984","20451000","production"
"33","can","1968","15261100","production"
"33","can","1998","23844000","production"
"33","can","1971","16508000","production"
"33","can","1964","12466700","production"
"33","can","2004","26423000","production"
"33","can","2002","25763000","production"
"33","can","1992","22830000","production"
"33","can","1969","16864000","production"
"33","can","1983","19221000","production"
"33","can","2003","26204000","production"
"33","can","1974","19656000","production"
"33","can","1963","11316500","production"
"33","can","2012","17849000","production"
"33","can","1999","25382000","production"
"33","can","1988","23298000","production"
"33","can","2008","20645000","production"
"33","can","2013","18053000","production"
"33","can","2001","25110000","production"
"33","can","1966","14517000","production"
"38","lka","2004","2600","production"
"38","lka","2002","2600","production"
"38","lka","2008","2600","production"
"38","lka","2005","2600","production"
"38","lka","1992","4400","production"
"38","lka","2000","1200","production"
"38","lka","1995","2400","production"
"38","lka","1991","6200","production"
"38","lka","1997","2400","production"
"38","lka","1998","2400","production"
"38","lka","2011","2600","production"
"38","lka","2007","2600","production"
"38","lka","2013","2600","production"
"38","lka","2003","2600","production"
"38","lka","2001","2600","production"
"38","lka","1994","2000","production"
"38","lka","1989","6200","production"
"38","lka","2012","2600","production"
"38","lka","2014","2600","production"
"38","lka","2010","2600","production"
"38","lka","1996","2400","production"
"38","lka","1999","2400","production"
"38","lka","2009","2600","production"
"38","lka","2006","2600","production"
"38","lka","1993","2000","production"
"38","lka","1990","11000","production"
"40","chl","1981","743000","production"
"40","chl","1999","2434000","production"
"40","chl","1990","892000","production"
"40","chl","2014","5208800","production"
"40","chl","2003","2759000","production"
"40","chl","2000","2592000","production"
"40","chl","1967","307400","production"
"40","chl","1964","172500","production"
"40","chl","1989","841000","production"
"40","chl","1986","846000","production"
"40","chl","1987","862000","production"
"40","chl","1978","665000","production"
"40","chl","1993","1867000","production"
"40","chl","1991","1111000","production"
"40","chl","1994","1955000","production"
"40","chl","1974","432500","production"
"40","chl","1961","145000","production"
"40","chl","1971","344800","production"
"40","chl","1985","837000","production"
"40","chl","2010","4102000","production"
"40","chl","1969","320100","production"
"40","chl","1976","515000","production"
"40","chl","1995","2112800","production"
"40","chl","2009","4993000","production"
"40","chl","1975","452000","production"
"40","chl","1996","2146000","production"
"40","chl","2004","3338000","production"
"40","chl","1973","350200","production"
"40","chl","1982","667000","production"
"40","chl","1980","762600","production"
"40","chl","1992","1685000","production"
"40","chl","2005","3237000","production"
"40","chl","2012","5080000","production"
"40","chl","2011","4896000","production"
"40","chl","1962","146100","production"
"40","chl","2002","2687000","production"
"40","chl","2006","3484000","production"
"40","chl","1972","345000","production"
"40","chl","1966","310800","production"
"40","chl","2001","2668000","production"
"40","chl","1977","599000","production"
"40","chl","2013","5157000","production"
"40","chl","1983","796000","production"
"40","chl","1968","338000","production"
"40","chl","2007","4675000","production"
"40","chl","1965","199000","production"
"40","chl","1997","2077000","production"
"40","chl","1984","839000","production"
"40","chl","2008","4981000","production"
"40","chl","1963","151600","production"
"40","chl","1970","356400","production"
"40","chl","1988","909000","production"
"40","chl","1979","7e+05","production"
"40","chl","1998","2210000","production"
"41","chn","1985","1512000","production"
"41","chn","1993","2021000","production"
"41","chn","1967","925000","production"
"41","chn","1968","975000","production"
"41","chn","1970","1100000","production"
"41","chn","2006","5259000","production"
"41","chn","2010","7160000","production"
"41","chn","1975","750000","production"
"41","chn","2011","8482000","production"
"41","chn","1981","1108000","production"
"41","chn","1980","1108000","production"
"41","chn","1982","1108000","production"
"41","chn","1979","1046000","production"
"41","chn","1986","1610000","production"
"41","chn","1994","2286000","production"
"41","chn","1997","1830000","production"
"41","chn","2008","6718000","production"
"41","chn","1992","1844000","production"
"41","chn","1984","1195000","production"
"41","chn","1973","670000","production"
"41","chn","1971","850000","production"
"41","chn","1965","850000","production"
"41","chn","2003","3695000","production"
"41","chn","1978","938000","production"
"41","chn","1998","1860000","production"
"41","chn","1974","670000","production"
"41","chn","2013","9175000","production"
"41","chn","1976","750000","production"
"41","chn","2014","9984000","production"
"41","chn","1961","7e+05","production"
"41","chn","1966","9e+05","production"
"41","chn","2007","6052000","production"
"41","chn","1987","1625000","production"
"41","chn","1962","750000","production"
"41","chn","1969","1050000","production"
"41","chn","2002","3695000","production"
"41","chn","1995","2250000","production"
"41","chn","2005","3708000","production"
"41","chn","2009","5510000","production"
"41","chn","2012","8439000","production"
"41","chn","1996","1397000","production"
"41","chn","1977","804000","production"
"41","chn","2001","3695000","production"
"41","chn","1990","1693000","production"
"41","chn","2004","3695000","production"
"41","chn","1972","670000","production"
"41","chn","1999","3210000","production"
"41","chn","1989","1700000","production"
"41","chn","1964","8e+05","production"
"41","chn","1983","1114000","production"
"41","chn","2000","3320000","production"
"41","chn","1963","8e+05","production"
"41","chn","1991","1738000","production"
"41","chn","1988","1695000","production"
"44","col","1997","176000","production"
"44","col","1986","149000","production"
"44","col","1978","105000","production"
"44","col","2012","257000","production"
"44","col","2009","207000","production"
"44","col","1966","37000","production"
"44","col","1973","71000","production"
"44","col","1993","163000","production"
"44","col","2003","209000","production"
"44","col","2014","238173","production"
"44","col","1991","169000","production"
"44","col","1980","123000","production"
"44","col","1988","152000","production"
"44","col","1975","82000","production"
"44","col","2002","202000","production"
"44","col","1992","166000","production"
"44","col","1984","114000","production"
"44","col","1974","101000","production"
"44","col","1998","176000","production"
"44","col","1971","50000","production"
"44","col","2011","229324","production"
"44","col","1979","119000","production"
"44","col","1982","115000","production"
"44","col","1969","42000","production"
"44","col","1983","114000","production"
"44","col","2008","186143","production"
"44","col","1968","38000","production"
"44","col","1995","171000","production"
"44","col","2000","210000","production"
"44","col","2007","203000","production"
"44","col","1970","42000","production"
"44","col","2010","233274","production"
"44","col","1962","10000","production"
"44","col","2013","234488","production"
"44","col","1964","21000","production"
"44","col","1963","18000","production"
"44","col","1976","103000","production"
"44","col","2004","209000","production"
"44","col","2005","210000","production"
"44","col","1965","22000","production"
"44","col","1985","140000","production"
"44","col","1981","126000","production"
"44","col","2006","211000","production"
"44","col","1967","35000","production"
"44","col","1999","189000","production"
"44","col","1996","169000","production"
"44","col","1989","152000","production"
"44","col","1972","70000","production"
"44","col","1987","154000","production"
"44","col","1977","110000","production"
"44","col","2001","197000","production"
"44","col","1994","164000","production"
"44","col","1990","169000","production"
"48","cri","1985","2500","production"
"48","cri","2002","2800","production"
"48","cri","1984","2400","production"
"48","cri","1982","2600","production"
"48","cri","1980","4500","production"
"48","cri","1981","3000","production"
"48","cri","2014","2800","production"
"48","cri","1993","2800","production"
"48","cri","2004","2800","production"
"48","cri","2003","2800","production"
"48","cri","2009","2800","production"
"48","cri","1986","2500","production"
"48","cri","1998","2800","production"
"48","cri","2005","2800","production"
"48","cri","1979","4500","production"
"48","cri","2007","2800","production"
"48","cri","1987","7500","production"
"48","cri","1992","2800","production"
"48","cri","2013","2800","production"
"48","cri","1997","2800","production"
"48","cri","2006","2800","production"
"48","cri","2008","2800","production"
"48","cri","2001","2800","production"
"48","cri","1996","2800","production"
"48","cri","2010","2800","production"
"48","cri","1988","7500","production"
"48","cri","1995","2800","production"
"48","cri","2012","2800","production"
"48","cri","1994","2800","production"
"48","cri","1991","2800","production"
"48","cri","2011","2800","production"
"48","cri","1999","2800","production"
"48","cri","2000","2800","production"
"48","cri","1983","2200","production"
"48","cri","1990","4400","production"
"48","cri","1989","3500","production"
"50","cyp","2003","0","production"
"50","cyp","2007","0","production"
"50","cyp","2009","0","production"
"50","cyp","2008","0","production"
"50","cyp","2014","0","production"
"50","cyp","2011","0","production"
"50","cyp","1998","0","production"
"50","cyp","2004","0","production"
"50","cyp","1999","0","production"
"50","cyp","2012","0","production"
"50","cyp","2006","0","production"
"50","cyp","2002","0","production"
"50","cyp","2005","0","production"
"50","cyp","2010","0","production"
"50","cyp","2000","0","production"
"50","cyp","2001","0","production"
"50","cyp","2013","0","production"
"51","csk","1978","857000","production"
"51","csk","1975","748000","production"
"51","csk","1980","861000","production"
"51","csk","1966","668000","production"
"51","csk","1973","650100","production"
"51","csk","1962","631100","production"
"51","csk","1987","1278000","production"
"51","csk","1972","662600","production"
"51","csk","1988","1326000","production"
"51","csk","1992","768000","production"
"51","csk","1968","672100","production"
"51","csk","1979","850000","production"
"51","csk","1986","1313000","production"
"51","csk","1982","1066000","production"
"51","csk","1991","1155000","production"
"51","csk","1971","657900","production"
"51","csk","1970","649300","production"
"51","csk","1963","632400","production"
"51","csk","1985","1295000","production"
"51","csk","1990","1350000","production"
"51","csk","1983","1131000","production"
"51","csk","1977","847000","production"
"51","csk","1984","1247000","production"
"51","csk","1981","881000","production"
"51","csk","1969","649400","production"
"51","csk","1976","822000","production"
"51","csk","1961","623500","production"
"51","csk","1989","1277000","production"
"51","csk","1967","676900","production"
"51","csk","1964","638700","production"
"51","csk","1965","643900","production"
"51","csk","1974","666400","production"
"52","aze","2002","0","production"
"52","aze","2014","0","production"
"52","aze","2000","0","production"
"52","aze","2001","0","production"
"52","aze","2012","0","production"
"52","aze","2006","0","production"
"52","aze","2005","0","production"
"52","aze","2003","0","production"
"52","aze","2011","0","production"
"52","aze","2007","0","production"
"52","aze","2013","0","production"
"52","aze","2004","0","production"
"52","aze","2010","0","production"
"52","aze","2009","0","production"
"52","aze","2008","0","production"
"54","dnk","1980","64000","production"
"54","dnk","1982","58000","production"
"54","dnk","1974","112000","production"
"54","dnk","1972","84300","production"
"54","dnk","2011","4828","production"
"54","dnk","1993","130000","production"
"54","dnk","1966","64500","production"
"54","dnk","2010","7000","production"
"54","dnk","1997","146000","production"
"54","dnk","1991","68000","production"
"54","dnk","1962","11800","production"
"54","dnk","1978","58000","production"
"54","dnk","1984","68000","production"
"54","dnk","2008","5000","production"
"54","dnk","2009","5000","production"
"54","dnk","1987","70000","production"
"54","dnk","1988","70000","production"
"54","dnk","1998","65000","production"
"54","dnk","2006","0","production"
"54","dnk","1976","69000","production"
"54","dnk","1995","146000","production"
"54","dnk","1965","48100","production"
"54","dnk","1985","63000","production"
"54","dnk","1983","51000","production"
"54","dnk","1969","88900","production"
"54","dnk","1971","97900","production"
"54","dnk","1979","65000","production"
"54","dnk","1973","102000","production"
"54","dnk","2001","0","production"
"54","dnk","2014","4830","production"
"54","dnk","1967","64500","production"
"54","dnk","1999","0","production"
"54","dnk","1986","65000","production"
"54","dnk","1975","72000","production"
"54","dnk","1989","68000","production"
"54","dnk","2005","0","production"
"54","dnk","2012","4828","production"
"54","dnk","1981","65000","production"
"54","dnk","2000","0","production"
"54","dnk","1964","38100","production"
"54","dnk","2004","0","production"
"54","dnk","1961","11800","production"
"54","dnk","1977","58000","production"
"54","dnk","1996","146000","production"
"54","dnk","1968","77200","production"
"54","dnk","1970","112500","production"
"54","dnk","1992","133000","production"
"54","dnk","2007","0","production"
"54","dnk","2002","0","production"
"54","dnk","2003","0","production"
"54","dnk","2013","4830","production"
"54","dnk","1990","68000","production"
"54","dnk","1963","18100","production"
"54","dnk","1994","146000","production"
"57","blr","2001","58100","production"
"57","blr","1999","51700","production"
"57","blr","1995","31000","production"
"57","blr","1994","31000","production"
"57","blr","2006","65900","production"
"57","blr","2011","50700","production"
"57","blr","1993","26000","production"
"57","blr","2008","65900","production"
"57","blr","1996","31000","production"
"57","blr","1992","37000","production"
"57","blr","2010","50700","production"
