Region,country_name,iso,emf_number
AFRI_WEST,Zimbabwe                                        ,zwe,8
AFRI_WEST,Zambia                                          ,zmb,8
AFRI_WEST,"Tanzania, United Republic of",tza,8
AFRI_WEST,Swaziland                                        ,swz,8
AFRI_WEST,Namibia                                         ,nam,8
AFRI_WEST,Malawi                                          ,mwi,8
AFRI_WEST,Mozambique                                      ,moz,8
AFRI_WEST,Lesotho                                          ,lso,8
AFRI_WEST,Botswana                                        ,bwa,8
AFRI_WEST,Angola,ago,8
AFRI_EAST,Uganda                                          ,uga,9
AFRI_EAST,Seychelles                                      ,syc,9
AFRI_EAST,Somalia,som,9
AFRI_EAST,Sudan                                       ,sdn,9
AFRI_EAST,South Sudan,ssd,9
AFRI_EAST,Rwanda,rwa,9
AFRI_EAST,R_union                                 ,reu,9
AFRI_EAST,Mauritius                                       ,mus,9
AFRI_EAST,Madagascar                                      ,mdg,9
AFRI_EAST,Kenya                                           ,ken,9
AFRI_EAST,Ethiopia,eth,9
AFRI_EAST,Eritrea                                 ,eri,9
AFRI_EAST,Djibouti                                        ,dji,9
AFRI_EAST,Comoros                     ,com,9
AFRI_EAST,Burundi                                         ,bdi,9
AFRI_EAST,Mayotte                                 ,,9
AFRI_WEST,Togo,tgo,8
AFRI_WEST,Chad                                            ,tcd,8
AFRI_WEST,Sao Tome and Principe                ,stp,8
AFRI_WEST,Sierra Leone                                    ,sle,8
AFRI_WEST,Senegal                                         ,sen,8
AFRI_WEST,Nigeria                                 ,nga,8
AFRI_WEST,Niger                                       ,ner,8
AFRI_WEST,Mauritania                              ,mrt,8
AFRI_WEST,Mali                                            ,mli,8
AFRI_WEST,Liberia                                         ,lbr,8
AFRI_WEST,Equatorial Guinea                               ,gnq,8
AFRI_WEST,Guinea-Bissau                                   ,gnb,8
AFRI_WEST,Gambia                                      ,gmb,8
AFRI_WEST,Guinea                                          ,gin,8
AFRI_WEST,Ghana                                           ,gha,8
AFRI_WEST,Gabon,gab,8
AFRI_WEST,Cape Verde                                      ,cpv,8
AFRI_WEST,Congo                                       ,cog,8
AFRI_WEST,"Congo, the Democratic Republic of the",cod,8
AFRI_WEST,Cameroon                                        ,cmr,8
AFRI_WEST,Cªte d'Ivoire                                    ,civ,8
AFRI_WEST,Central African Republic                ,caf,8
AFRI_WEST,Burkina Faso                            ,bfa,8
AFRI_WEST,Benin                                           ,ben,8
AFRI_WEST,Saint Helena                            ,,8
AFRI_NORT,Tunisia                                         ,tun,7
AFRI_NORT,Morocco                                          ,mar,7
AFRI_NORT,Libyan Arab Jamahiriya,lby,7
AFRI_NORT,Western Sahara                          ,esh,7
AFRI_NORT,Egypt                                      ,egy,7
AFRI_NORT,Algeria                      ,dza,7
LAME_REST,Venezuela                                       ,ven,6
LAME_REST,Uruguay                                 ,ury,6
LAME_REST,Suriname                                        ,sur,6
LAME_REST,South Georgia and the South Sandwich Islands,,6
LAME_REST,Paraguay                                        ,pry,6
LAME_REST,Peru                                            ,per,6
LAME_REST,Guyana                                          ,guy,6
LAME_REST,French Guiana                           ,guf,6
LAME_REST,Falklands Islands (Malvinas),flk,6
LAME_REST,Ecuador                                         ,ecu,6
LAME_REST,Colombia                                        ,col,6
LAME_REST,Chile                                           ,chl,6
LAME_REST,Bolivia,bol,6
LAME_REST,Argentina,arg,6
LAME_REST,Bouvet Island,,
BRAZ_WHOL,Brazil                               ,bra,5
CEAM_REST,"Virgin Islands, U.S.",vir,4
CEAM_REST,Saint Vincent and the Grenadines,vct,4
CEAM_REST,Trinidad and Tobago                             ,tto,4
CEAM_REST,Turks and Caicos Islands                                    ,tca,4
CEAM_REST,El Salvador                                     ,slv,4
CEAM_REST,Puerto Rico                                                 ,pri,4
CEAM_REST,Panama                                          ,pan,4
CEAM_REST,Nicaragua                                       ,nic,4
CEAM_REST,Martinique                              ,mtq,4
CEAM_REST,Montserrat                              ,msr,4
CEAM_REST,Saint Lucia                             ,lca,4
CEAM_REST,Saint Kitts and Nevis ,kna,4
CEAM_REST,Jamaica                                 ,jam,4
CEAM_REST,Haiti                                           ,hti,4
CEAM_REST,Honduras                                        ,hnd,4
CEAM_REST,Guatemala                                       ,gtm,4
CEAM_REST,Grenada                                 ,grd,4
CEAM_REST,Guadeloupe                              ,glp,4
CEAM_REST,Dominican Republic                      ,dom,4
CEAM_REST,Dominica                                    ,dma,4
CEAM_REST,Cayman Islands                          ,cym,4
CEAM_REST,Cuba                                            ,cub,4
CEAM_REST,Costa Rica                                      ,cri,4
CEAM_REST,Barbados                                ,brb,4
CEAM_REST,Bermuda                                 ,bmu,4
CEAM_REST,Belize                                  ,blz,4
CEAM_REST,Bahamas                                 ,bhs,4
CEAM_REST,Antigua and Barbuda                       ,atg,4
CEAM_REST,Curacao,cuw,4
CEAM_REST,Sint Maarten,sxm,4
CEAM_REST,Aruba                                   ,abw,4
CEAM_REST,Anguilla                                ,,4
CEAM_REST,"Virgin Islands, British                                      ",vgb,4
MEXI_WHOL,Mexico,mex,3
SOUA_REST,Pakistan                                ,pak,25
SOUA_REST,Nepal                                            ,npl,25
SOUA_REST,Maldives                                        ,mdv,25
SOUA_REST,Sri Lanka                  ,lka,25
SOUA_REST,Bhutan                                           ,btn,25
SOUA_REST,Bangladesh,bgd,25
SOUA_REST,Afghanistan                                ,afg,25
SOUA_REST,British Indian Ocean Territory,,25
OCEA_WHOL,Samoa                          ,wsm,24
OCEA_WHOL,Wallis and Futuna,wlf,24
OCEA_WHOL,Vanuatu                                         ,vut,24
OCEA_WHOL,Tonga                                            ,ton,24
OCEA_WHOL,Tokelau                                 ,tkl,24
OCEA_WHOL,Solomon Islands                         ,slb,24
OCEA_WHOL,French Polynesia,pyf,24
OCEA_WHOL,Palau                                           ,plw,24
OCEA_WHOL,New Zealand                             ,nzl,24
OCEA_WHOL,Niue                                    ,niu,24
OCEA_WHOL,New Caledonia                           ,ncl,24
OCEA_WHOL,Marshall Islands                            ,mhl,24
OCEA_WHOL,Kiribati                                ,kir,24
OCEA_WHOL,Guam                                    ,gum,24
OCEA_WHOL,"Micronesia, Federated States of",fsm,24
OCEA_WHOL,Fiji                                            ,fji,24
OCEA_WHOL,Cook Islands                            ,cok,24
OCEA_WHOL,Australia                               ,aus,24
OCEA_WHOL,American Samoa                          ,asm,24
OCEA_WHOL,Christmas Island                        ,,24
OCEA_WHOL,Cocos (Keeling) Islands                 ,,24
OCEA_WHOL,French Southern Territories             ,,24
OCEA_WHOL,Heard Island and McDonald Islands         ,,24
OCEA_WHOL,Nauru                                           ,,24
OCEA_WHOL,Norfolk Island                          ,,24
OCEA_WHOL,Northern Mariana Islands                ,,24
OCEA_WHOL,Pitcairn                                ,,24
OCEA_WHOL,Tuvalu                                  ,,24
JAPA_WHOL,Japan                                   ,jpn,23
INDO_PLUS,Papua New Guinea                                            ,png,22
INDO_PLUS,Indonesia                                       ,idn,22
