emf_sector,ceds_sector,ceds_fuel,Notes
AACID,2B_Chemical-industry,process,
CEMENT,2A1_Cement-production,process,
CEMENT,2A2_Lime-production,process,
CHEM,2B_Chemical-industry,process,
CHEMBULK,2B_Chemical-industry,process,
CUSM,2C_Metal-production,process,
End_Use_Industry_Bio_Trad,1A2a_Ind-Comb-Iron-steel,biomass,
End_Use_Industry_Bio_Trad,1A2b_Ind-Comb-Non-ferrous-metals,biomass,
End_Use_Industry_Bio_Trad,1A2c_Ind-Comb-Chemicals,biomass,
End_Use_Industry_Bio_Trad,1A2d_Ind-Comb-Pulp-paper,biomass,
End_Use_Industry_Bio_Trad,1A2e_Ind-Comb-Food-tobacco,biomass,
End_Use_Industry_Bio_Trad,1A2f_Ind-Comb-Non-metalic-minerals,biomass,
End_Use_Industry_Bio_Trad,1A2g_Ind-Comb-Construction,biomass,
End_Use_Industry_Bio_Trad,1A2g_Ind-Comb-machinery,biomass,
End_Use_Industry_Bio_Trad,1A2g_Ind-Comb-mining-quarying,biomass,
End_Use_Industry_Bio_Trad,1A2g_Ind-Comb-other,biomass,
End_Use_Industry_Bio_Trad,1A2g_Ind-Comb-textile-leather,biomass,
End_Use_Industry_Bio_Trad,1A2g_Ind-Comb-transpequip,biomass,
End_Use_Industry_Bio_Trad,1A2g_Ind-Comb-wood-products,biomass,
End_Use_Industry_Coal,1A2a_Ind-Comb-Iron-steel,hard_coal,
End_Use_Industry_Coal,1A2b_Ind-Comb-Non-ferrous-metals,hard_coal,
End_Use_Industry_Coal,1A2c_Ind-Comb-Chemicals,hard_coal,
End_Use_Industry_Coal,1A2d_Ind-Comb-Pulp-paper,hard_coal,
End_Use_Industry_Coal,1A2e_Ind-Comb-Food-tobacco,hard_coal,
End_Use_Industry_Coal,1A2f_Ind-Comb-Non-metalic-minerals,hard_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-Construction,hard_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-machinery,hard_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-mining-quarying,hard_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-other,hard_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-textile-leather,hard_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-transpequip,hard_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-wood-products,hard_coal,
End_Use_Industry_Coal,1A2a_Ind-Comb-Iron-steel,coal_coke,
End_Use_Industry_Coal,1A2b_Ind-Comb-Non-ferrous-metals,coal_coke,
End_Use_Industry_Coal,1A2c_Ind-Comb-Chemicals,coal_coke,
End_Use_Industry_Coal,1A2d_Ind-Comb-Pulp-paper,coal_coke,
End_Use_Industry_Coal,1A2e_Ind-Comb-Food-tobacco,coal_coke,
End_Use_Industry_Coal,1A2f_Ind-Comb-Non-metalic-minerals,coal_coke,
End_Use_Industry_Coal,1A2g_Ind-Comb-Construction,coal_coke,
End_Use_Industry_Coal,1A2g_Ind-Comb-machinery,coal_coke,
End_Use_Industry_Coal,1A2g_Ind-Comb-mining-quarying,coal_coke,
End_Use_Industry_Coal,1A2g_Ind-Comb-other,coal_coke,
End_Use_Industry_Coal,1A2g_Ind-Comb-textile-leather,coal_coke,
End_Use_Industry_Coal,1A2g_Ind-Comb-transpequip,coal_coke,
End_Use_Industry_Coal,1A2g_Ind-Comb-wood-products,coal_coke,
End_Use_Industry_Coal,1A2a_Ind-Comb-Iron-steel,brown_coal,
End_Use_Industry_Coal,1A2b_Ind-Comb-Non-ferrous-metals,brown_coal,
End_Use_Industry_Coal,1A2c_Ind-Comb-Chemicals,brown_coal,
End_Use_Industry_Coal,1A2d_Ind-Comb-Pulp-paper,brown_coal,
End_Use_Industry_Coal,1A2e_Ind-Comb-Food-tobacco,brown_coal,
End_Use_Industry_Coal,1A2f_Ind-Comb-Non-metalic-minerals,brown_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-Construction,brown_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-machinery,brown_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-mining-quarying,brown_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-other,brown_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-textile-leather,brown_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-transpequip,brown_coal,
End_Use_Industry_Coal,1A2g_Ind-Comb-wood-products,brown_coal,
End_Use_Industry_HLF,1A2a_Ind-Comb-Iron-steel,heavy_oil,
End_Use_Industry_HLF,1A2b_Ind-Comb-Non-ferrous-metals,heavy_oil,
End_Use_Industry_HLF,1A2c_Ind-Comb-Chemicals,heavy_oil,
End_Use_Industry_HLF,1A2d_Ind-Comb-Pulp-paper,heavy_oil,
End_Use_Industry_HLF,1A2e_Ind-Comb-Food-tobacco,heavy_oil,
End_Use_Industry_HLF,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-Construction,heavy_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-machinery,heavy_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-mining-quarying,heavy_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-other,heavy_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-textile-leather,heavy_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-transpequip,heavy_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-wood-products,heavy_oil,
End_Use_Industry_HLF,1A2a_Ind-Comb-Iron-steel,diesel_oil,
End_Use_Industry_HLF,1A2b_Ind-Comb-Non-ferrous-metals,diesel_oil,
End_Use_Industry_HLF,1A2c_Ind-Comb-Chemicals,diesel_oil,
End_Use_Industry_HLF,1A2d_Ind-Comb-Pulp-paper,diesel_oil,
End_Use_Industry_HLF,1A2e_Ind-Comb-Food-tobacco,diesel_oil,
End_Use_Industry_HLF,1A2f_Ind-Comb-Non-metalic-minerals,diesel_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-Construction,diesel_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-machinery,diesel_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-mining-quarying,diesel_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-other,diesel_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-textile-leather,diesel_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-transpequip,diesel_oil,
End_Use_Industry_HLF,1A2g_Ind-Comb-wood-products,diesel_oil,
End_Use_Industry_LLF,1A2a_Ind-Comb-Iron-steel,light_oil,
End_Use_Industry_LLF,1A2b_Ind-Comb-Non-ferrous-metals,light_oil,
End_Use_Industry_LLF,1A2c_Ind-Comb-Chemicals,light_oil,
End_Use_Industry_LLF,1A2d_Ind-Comb-Pulp-paper,light_oil,
End_Use_Industry_LLF,1A2e_Ind-Comb-Food-tobacco,light_oil,
End_Use_Industry_LLF,1A2f_Ind-Comb-Non-metalic-minerals,light_oil,
End_Use_Industry_LLF,1A2g_Ind-Comb-Construction,light_oil,
End_Use_Industry_LLF,1A2g_Ind-Comb-machinery,light_oil,
End_Use_Industry_LLF,1A2g_Ind-Comb-mining-quarying,light_oil,
End_Use_Industry_LLF,1A2g_Ind-Comb-other,light_oil,
End_Use_Industry_LLF,1A2g_Ind-Comb-textile-leather,light_oil,
End_Use_Industry_LLF,1A2g_Ind-Comb-transpequip,light_oil,
End_Use_Industry_LLF,1A2g_Ind-Comb-wood-products,light_oil,
End_Use_Industry_NatGas,1A2a_Ind-Comb-Iron-steel,natural_gas,
End_Use_Industry_NatGas,1A2b_Ind-Comb-Non-ferrous-metals,natural_gas,
End_Use_Industry_NatGas,1A2c_Ind-Comb-Chemicals,natural_gas,
End_Use_Industry_NatGas,1A2d_Ind-Comb-Pulp-paper,natural_gas,
End_Use_Industry_NatGas,1A2e_Ind-Comb-Food-tobacco,natural_gas,
End_Use_Industry_NatGas,1A2f_Ind-Comb-Non-metalic-minerals,natural_gas,
End_Use_Industry_NatGas,1A2g_Ind-Comb-Construction,natural_gas,
End_Use_Industry_NatGas,1A2g_Ind-Comb-machinery,natural_gas,
End_Use_Industry_NatGas,1A2g_Ind-Comb-mining-quarying,natural_gas,
End_Use_Industry_NatGas,1A2g_Ind-Comb-other,natural_gas,
End_Use_Industry_NatGas,1A2g_Ind-Comb-textile-leather,natural_gas,
End_Use_Industry_NatGas,1A2g_Ind-Comb-transpequip,natural_gas,
End_Use_Industry_NatGas,1A2g_Ind-Comb-wood-products,natural_gas,
End_Use_Industry_Bio_Trad,1A5_Other-unspecified,biomass,"Assign industrial as default, since this is generally lower than, for example, residential"
End_Use_Industry_Coal,1A5_Other-unspecified,hard_coal,"Assign industrial as default, since this is generally lower than, for example, residential"
End_Use_Industry_Coal,1A5_Other-unspecified,coal_coke,"Assign industrial as default, since this is generally lower than, for example, residential"
End_Use_Industry_Coal,1A5_Other-unspecified,brown_coal,"Assign industrial as default, since this is generally lower than, for example, residential"
End_Use_Industry_HLF,1A5_Other-unspecified,heavy_oil,"Assign industrial as default, since this is generally lower than, for example, residential"
End_Use_Industry_HLF,1A5_Other-unspecified,diesel_oil,"Assign industrial as default, since this is generally lower than, for example, residential"
End_Use_Industry_LLF,1A5_Other-unspecified,light_oil,"Assign industrial as default, since this is generally lower than, for example, residential"
End_Use_Industry_NatGas,1A5_Other-unspecified,natural_gas,"Assign industrial as default, since this is generally lower than, for example, residential"
End_Use_Residential_Bio_Mod,1A4b_Residential,biomass,
End_Use_Residential_Bio_Trad_Cook,1A4b_Residential,biomass,
End_Use_Residential_Bio_Trad_Heat,1A4b_Residential,biomass,
End_Use_Residential_Coal_Cook,1A4b_Residential,hard_coal,
End_Use_Residential_Coal_Cook,1A4b_Residential,coal_coke,
End_Use_Residential_Coal_Cook,1A4b_Residential,brown_coal,
End_Use_Residential_Coal_Heat,1A4b_Residential,hard_coal,
End_Use_Residential_Coal_Heat,1A4b_Residential,coal_coke,
End_Use_Residential_Coal_Heat,1A4b_Residential,brown_coal,
End_Use_Residential_HLF,1A4b_Residential,heavy_oil,
End_Use_Residential_HLF,1A4b_Residential,diesel_oil,
End_Use_Residential_LLF,1A4b_Residential,light_oil,
End_Use_Residential_NatGas,1A4b_Residential,natural_gas,
End_Use_Services_Bio_Mod,1A4a_Commercial-institutional,biomass,
End_Use_Services_Bio_Trad,1A4a_Commercial-institutional,biomass,
End_Use_Services_Bio_Trad_Heat,1A4a_Commercial-institutional,biomass,
End_Use_Services_Coal,1A4a_Commercial-institutional,hard_coal,
End_Use_Services_Coal,1A4a_Commercial-institutional,coal_coke,
End_Use_Services_Coal,1A4a_Commercial-institutional,brown_coal,
End_Use_Services_Coal_Heat,1A4a_Commercial-institutional,hard_coal,
End_Use_Services_Coal_Heat,1A4a_Commercial-institutional,coal_coke,
End_Use_Services_Coal_Heat,1A4a_Commercial-institutional,brown_coal,
End_Use_Services_HLF,1A4a_Commercial-institutional,heavy_oil,
End_Use_Services_HLF,1A4a_Commercial-institutional,diesel_oil,
End_Use_Services_LLF,1A4a_Commercial-institutional,light_oil,
End_Use_Services_NatGas,1A4a_Commercial-institutional,natural_gas,
End_Use_Transport_Coal,1A3c_Rail,hard_coal,
