iso,scaling_sector,other,pre_ext_method,interp_method,post_ext_method,"Inventory data is missing some years, so revert to default by 2000"
twn,SLV,1995,linear_1,linear,constant,
twn,waste,1995,linear_1,linear,constant,
twn,AGR,1995,linear_1,linear,constant,
twn,rail,1995,linear_1,linear,constant,
