Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Scaling_method,All,China,power,NA,NA,Minimize impacts of any changes in 2010 inventory values to previous yearrs
Scaling_method,All,China,transportation,NA,NA,Minimize impacts of any changes in 2010 inventory values to previous yearrs
