Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Energy Statistics Adjustment,NA,usa,1A4a_Commercial-institutional,1960,1969,Re-distribute unspecified Kerosene to specific sectors
Energy Statistics Adjustment,NA,usa,1A4b_Residential,1960,1969,Re-distribute unspecified Kerosene to specific sectors
Energy Statistics Adjustment,NA,usa,1A5_Other-unspecified,1960,1969,Re-distribute unspecified Kerosene to specific sectors
Energy Statistics Adjustment,NA,usa,1A4c_Agriculture-forestry-fishing,1960,1969,Re-distribute unspecified Kerosene to specific sectors
