COUNTRY,FLOW,PRODUCT,method,ext_backward,ext_forward,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
United States,ROAD,Motor gasoline excl. biofuels (kt),replace_value,none,none,159651.7103,162694.674,169017.199,175148.8554,181506.1742,186104.9165,195673.2032,202367.5245,215837.684,226713.2224,237819.0812,247977.6959,264432.3107,276126.9254,270812.5401,277831.1549,292549.7696,300584.3844,310700.9991,294638.6139,277037.2286,277049.8434,277645.4581,279641.0728,277341.6876,277622.3023,284370.917,294107.5318,302639.1465,302761.7613,297340.376,292596.2539,300915.2907,306015.5024,311157.7718,315492.5311,322905.9229,326783.6539,336263.4865,347677.9789,346629.3372,349054.6715,356389.5553,357968.1255,362835.6172,359625.2036,356343.8783,354328.8023,336686.8686,330956.0947,345205.9837,322384.6093,324033.0725,328164.7027,329943.2974,338522.1418,342846.9373,341700.1607
United States,ONONSPEC,Motor gasoline excl. biofuels (kt),replace_value,none,none,946.2897397,964.3260347,1001.800989,1038.144624,1075.825809,1103.083535,1159.796812,1199.475482,1279.31599,1343.777626,1400.918826,1482.304084,1563.689343,1645.074601,1726.45986,1807.845118,1889.230369,1970.615619,2052.00087,2133.386117,2214.771364,2296.156631,2377.541898,2458.927165,2540.312431,2621.697698,2703.082954,2784.468155,2865.853467,2947.238724,3028.62398,5992.746079,5260.709278,3114.497636,6312.228174,9251.468857,7423.077114,7461.346107,8290.513473,4977.021118,8070.662764,7707.328476,8836.444664,7722.874485,8159.382781,10736.79638,12967.12165,12788.19773,12829.13142,10214.90529,7139.016303,8552.390701,3399.927537,3976.297327,4629.702609,5565.858182,6289.062712,4335.839271
