COUNTRY,FLOW,PRODUCT,method,ext_backward,ext_forward,X2000,X2008,X2010,X2012
Peoples Republic of China,CHEMICAL,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CHEMICAL,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CHEMICAL,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CHEMICAL,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CHEMICAL,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CHEMICAL,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CHEMICAL,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,COMMPUB,Anthracite (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,COMMPUB,BKB (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,COMMPUB,Coal tar (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,COMMPUB,Coking coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,COMMPUB,Gas coke (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,COMMPUB,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,COMMPUB,Other bituminous coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,COMMPUB,Patent fuel (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,COMMPUB,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,CONSTRUC,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CONSTRUC,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CONSTRUC,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CONSTRUC,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CONSTRUC,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CONSTRUC,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CONSTRUC,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CONSTRUC,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,CONSTRUC,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FISHING,Anthracite (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FISHING,BKB (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FISHING,Coal tar (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FISHING,Coking coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FISHING,Gas coke (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FISHING,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FISHING,Other bituminous coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FISHING,Patent fuel (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FISHING,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,FOODPRO,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FOODPRO,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FOODPRO,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FOODPRO,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FOODPRO,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FOODPRO,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FOODPRO,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FOODPRO,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,FOODPRO,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,INONSPEC,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,IRONSTL,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MACHINE,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MAINCHP,Anthracite (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINCHP,BKB (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINCHP,Coal tar (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINCHP,Coking coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINCHP,Gas coke (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINCHP,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINCHP,Other bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINCHP,Patent fuel (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINCHP,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,Anthracite (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,BKB (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,Coal tar (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,Coking coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,Gas coke (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,Other bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,Patent fuel (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MAINHEAT,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,MINING,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MINING,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MINING,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MINING,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MINING,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MINING,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MINING,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MINING,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,MINING,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONFERR,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,NONMET,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,ONONSPEC,Anthracite (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,ONONSPEC,BKB (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,ONONSPEC,Coal tar (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,ONONSPEC,Coking coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,ONONSPEC,Gas coke (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,ONONSPEC,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,ONONSPEC,Other bituminous coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,ONONSPEC,Patent fuel (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,ONONSPEC,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,PAPERPRO,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,PAPERPRO,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,PAPERPRO,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,PAPERPRO,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,PAPERPRO,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,PAPERPRO,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,PAPERPRO,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,PAPERPRO,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,PAPERPRO,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,RESIDENT,Anthracite (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,RESIDENT,BKB (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,RESIDENT,Coal tar (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,RESIDENT,Coking coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,RESIDENT,Gas coke (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,RESIDENT,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,RESIDENT,Other bituminous coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,RESIDENT,Patent fuel (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,RESIDENT,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.392323689,1.501073251,1.601432649
Peoples Republic of China,TBOILER,Anthracite (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TBOILER,BKB (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TBOILER,Coal tar (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TBOILER,Coking coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TBOILER,Gas coke (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TBOILER,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TBOILER,Other bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TBOILER,Patent fuel (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TBOILER,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,Anthracite (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,BKB (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,Coal tar (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,Coking coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,Gas coke (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,Other bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,Patent fuel (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TELE,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TEXTILES,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TEXTILES,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TEXTILES,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TEXTILES,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TEXTILES,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TEXTILES,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TEXTILES,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TEXTILES,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TEXTILES,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,THEAT,Anthracite (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,THEAT,BKB (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,THEAT,Coal tar (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,THEAT,Coking coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,THEAT,Gas coke (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,THEAT,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,THEAT,Other bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,THEAT,Patent fuel (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,THEAT,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.454533853,1.683321292,1.457576993
Peoples Republic of China,TRANSEQ,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TRANSEQ,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TRANSEQ,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TRANSEQ,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TRANSEQ,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TRANSEQ,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TRANSEQ,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TRANSEQ,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,TRANSEQ,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,Anthracite (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,BKB (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,Coal tar (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,Coking coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,Gas coke (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,Hard coal (if no detail) (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,Other bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,Patent fuel (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
Peoples Republic of China,WOODPRO,Sub-bituminous coal (kt),multiplier,none,percentage,1,1.225694939,1.242801192,1.350628166
