Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Energy Statistics Adjustment,NA,Ghana,Residential Biofuel,1971,2014,Smooth out discontiniuty in reported residential biomass to better capture earlier stages of energy transition
Energy Statistics Adjustment,NA,Indonesia,Residential Biofuel,1971,2014,Smooth out discontiniuty in reported residential biomass to better capture earlier stages of energy transition
Energy Statistics Adjustment,NA,South Africa,Residential Biofuel,1971,2014,Smooth out discontiniuty in reported residential biomass to better capture earlier stages of energy transition
Energy Statistics Adjustment,NA,Viet Nam,Residential Biofuel,1971,2014,Smooth out discontiniuty in reported residential biomass to better capture earlier stages of energy transition
