,Oil: Regional consumption - by product group,,,,,,,,,,,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,Fuel oil,1026,1099,1199,1280,1373,1491,1558,1680,1807,1947,1994,2132,2220,2356,2405,2522,2558,2548,2518,2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,Others,441,472,510,522,531,652,765,844,921,1149,1125,1012,922,919,993,1096,1164,1208,1238,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218,231,240,248,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,Total USSR,3314,3549,3866,4107,4376,4826,5127,5547,5981,6588,6912,7055,7376,7822,7968,8338,8442,8388,8273,8259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,Middle East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East,Light distillates,144,147,150,154,159,165,177,192,209,232,232,256,300,324,374,332,335,358,412,440,480,475,481,497,556,579,554,628,680,773,800,843,876,925,925,966,1050,1131,1187,1258,1343,1419,1432,1554,1623,1653,1727,1816,1884,1965,1994,2027,2143,2154,2207,1877,2069,10.20%,1.80%,2.20%
Middle East,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,303,323,345,397,426,466,459,464,477,508,541,518,558,598,689,716,726,748,791,791,831,884,941,985,1046,1128,1210,1214,1280,1343,1379,1417,1495,1587,1613,1639,1678,1790,1831,1833,1498,1656,10.60%,1.60%,1.80%
Middle East,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,12,13,14,14,14,16,17,20,49,38,36,70,83,83,83,117,128,134,134,135,167,190,203,212,215,209,217,273,280,274,311,321,297,352,355,349,352,323,375,379,412,8.80%,2.90%,0.40%
Middle East,Middle distillates,238,245,267,272,284,303,324,357,403,445,470,538,616,626,703,761,823,920,1042,1103,1124,1088,1126,1160,1220,1282,1322,1338,1399,1486,1443,1475,1533,1551,1573,1704,1755,1792,1794,1887,2012,2135,2243,2298,2298,2297,2406,2494,2637,2556,2477,2396,2293,2244,2353,2016,2097,4.00%,-1.40%,2.20%
Middle East,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,524,589,662,745,809,833,817,811,834,855,883,932,938,980,1062,1029,1060,1122,1140,1174,1268,1323,1362,1367,1455,1583,1692,1788,1857,1853,1860,1978,2051,2130,2067,1902,1795,1719,1683,1778,1694,1709,0.90%,-1.50%,1.80%
Middle East,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238,233,258,298,293,291,271,315,325,366,399,390,400,419,424,414,415,411,411,400,436,432,430,427,432,429,442,455,441,444,437,428,442,507,490,575,601,574,562,574,322,388,20.30%,-1.00%,0.40%
Middle East,Fuel oil,266,274,283,294,313,326,359,375,390,395,348,398,446,469,530,576,660,699,770,840,895,926,978,994,939,950,1077,1164,1268,1409,1428,1403,1529,1422,1341,1369,1392,1361,1412,1526,1537,1540,1592,1749,1787,1905,1941,1993,2042,2129,2095,2119,2098,2117,1941,1926,1975,2.60%,0.20%,2.10%
Middle East,Others,186,188,192,196,200,234,242,247,272,286,257,292,328,352,398,248,279,322,349,433,469,480,541,582,627,636,599,647,701,786,768,813,852,883,937,988,1086,1148,1227,1307,1389,1439,1427,1581,1684,1906,2037,2148,2117,2239,2264,2463,2544,2667,2503,2499,2500,♦,2.10%,2.70%
Middle East,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,123,134,153,198,216,261,291,315,345,335,328,352,369,418,442,471,507,539,569,609,705,770,819,865,1002,1028,1035,1162,1303,1581,1737,1842,1805,1893,1907,2042,2107,2138,2061,2051,2088,1.80%,1.90%,2.20%
Middle East,Total Middle East,834,855,892,916,955,1028,1102,1171,1275,1359,1308,1485,1689,1771,2004,1918,2098,2299,2573,2816,2968,2969,3125,3233,3343,3447,3552,3776,4049,4454,4438,4534,4790,4781,4777,5027,5283,5432,5621,5978,6281,6534,6694,7181,7392,7761,8112,8451,8681,8889,8829,9005,9078,9182,9004,8318,8640,3.90%,0.60%,9.20%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,Light distillates,130,136,146,155,166,175,187,202,216,219,232,252,270,292,294,317,354,380,386,389,408,405,439,469,483,499,505,510,525,537,555,544,558,568,575,579,598,595,638,680,697,686,701,759,800,828,813,876,894,910,988,1059,1097,1202,1222,1113,1230,10.50%,4.20%,1.30%
Africa,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,315,352,378,383,387,406,404,424,446,457,474,484,500,506,521,538,533,541,550,554,554,572,582,612,657,670,656,677,730,771,801,806,873,890,904,984,1054,1091,1195,1215,1107,1223,10.50%,4.30%,1.30%
Africa,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,3,2,2,1,16,23,26,25,21,10,19,16,17,11,17,18,20,25,26,13,26,22,28,29,24,29,30,27,7,3,4,6,5,6,7,7,7,6,7,8.40%,-0.40%,♦
Africa,Middle distillates,239,256,267,276,293,309,337,370,394,408,433,469,503,541,566,593,640,663,685,696,711,687,711,742,766,785,784,792,817,849,883,907,941,983,1044,1075,1105,1139,1179,1217,1263,1316,1399,1479,1536,1652,1658,1725,1827,1864,1906,1853,1891,1900,1918,1679,1836,9.30%,1.00%,2.00%
Africa,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,433,477,492,510,514,515,493,510,533,543,566,574,581,600,625,655,669,702,735,785,812,848,888,922,959,989,1041,1123,1177,1242,1326,1350,1415,1511,1564,1629,1591,1622,1634,1659,1520,1660,9.20%,2.10%,1.80%
Africa,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,163,171,176,181,196,194,201,209,222,220,210,211,217,223,228,238,240,247,258,263,256,251,257,258,274,275,276,301,294,326,308,310,316,300,277,262,269,267,259,159,175,10.40%,-5.50%,0.20%
Africa,Fuel oil,150,170,149,161,147,176,190,197,214,221,222,248,257,258,283,302,324,334,357,356,350,349,357,376,393,382,388,392,374,391,410,420,441,449,450,412,379,389,396,401,433,408,413,421,422,426,381,424,429,427,408,403,380,320,281,203,224,10.20%,-5.20%,0.20%
Africa,Others,57,60,61,66,69,76,88,96,109,117,127,139,154,160,174,180,192,204,220,235,255,254,281,274,292,307,305,324,328,342,348,363,367,367,384,397,419,469,466,477,510,534,545,555,573,566,576,587,603,587,590,595,602,608,625,614,633,3.10%,0.90%,0.70%
Africa,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,67,71,81,89,91,96,104,108,118,140,137,149,152,167,173,174,187,201,202,207,220,268,283,273,295,316,342,360,374,374,397,402,412,403,408,417,436,446,454,455,469,3.10%,1.70%,0.50%
Africa,Total Africa,576,623,623,657,675,735,803,865,933,965,1015,1109,1185,1251,1317,1392,1510,1582,1647,1675,1725,1695,1789,1862,1934,1974,1983,2018,2044,2118,2196,2234,2308,2367,2453,2464,2501,2593,2679,2775,2903,2944,3058,3212,3332,3472,3428,3612,3752,3788,3891,3910,3970,4030,4046,3608,3922,8.70%,1.40%,4.20%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Pacific,Asia Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Pacific,Light distillates,635,732,826,917,1073,1225,1403,1522,1697,1701,1719,1864,1959,2186,2266,2105,2068,2096,2169,2262,2367,2471,2570,2765,2975,3065,3190,3474,3676,3886,4367,4634,5038,5110,5424,5590,5835,6104,6386,6745,6733,6961,7323,7347,7580,8167,8366,8800,9313,9575,10383,10690,11043,11347,11616,11021,11886,7.80%,3.60%,12.60%
Asia Pacific,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1416,1417,1441,1480,1533,1630,1706,1765,1883,2038,2152,2250,2387,2550,2635,2792,2959,3062,3093,3195,3253,3334,3494,3622,3838,3904,3955,4098,4232,4359,4663,4843,5110,5489,5601,6155,6399,6591,6850,7093,6487,6898,6.30%,3.60%,7.30%
Asia Pacific,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,689,651,655,689,729,737,764,805,882,938,913,940,1087,1126,1251,1575,1675,1975,2016,2230,2337,2501,2610,2764,2907,2829,3006,3224,3115,3221,3504,3523,3690,3823,3974,4228,4291,4451,4497,4523,4535,4988,10.00%,3.50%,5.30%
Asia Pacific,Middle distillates,797,926,1052,1208,1390,1617,1891,2060,2422,2435,2562,2737,2923,3199,3370,3168,3257,3258,3370,3555,3609,3803,4043,4432,4724,5021,5278,5653,6055,6292,6764,7243,7520,7255,7671,7816,7952,8122,8294,8837,9043,9098,9311,9398,9417,9977,10338,10788,10950,11026,11308,11449,11815,12169,12418,10742,11096,3.30%,0.70%,11.80%
Asia Pacific,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2109,2149,2161,2248,2354,2473,2596,2780,3069,3338,3539,3763,4053,4365,4516,4822,5169,5361,5166,5458,5615,5749,5919,6115,6606,6738,6835,7090,7260,7357,7767,8116,8533,8627,8658,8854,8843,9083,9324,9546,8826,9233,4.60%,1.30%,9.80%
Asia Pacific,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1059,1109,1098,1122,1201,1137,1207,1263,1363,1387,1482,1515,1601,1690,1776,1942,2074,2159,2090,2213,2201,2203,2203,2178,2231,2305,2263,2221,2138,2060,2211,2222,2256,2323,2368,2454,2606,2732,2845,2872,1916,1863,-2.80%,-1.70%,2.00%
Asia Pacific,Fuel oil,1382,1542,1867,2133,2487,2923,3231,3420,3894,3842,3677,3831,4016,4159,4122,3835,3532,3206,3114,3023,2711,2734,2721,2970,3153,3387,3444,3538,3566,3831,3807,3803,3805,3589,3641,3582,3449,3325,3446,3465,3444,3559,3574,3356,3038,3060,3090,3215,2961,2796,2779,2818,2702,2540,2320,2295,2456,7.00%,-2.30%,2.60%
Asia Pacific,Others,449,522,589,679,804,910,902,981,1086,1058,1036,1122,1179,1362,1430,1405,1406,1466,1470,1644,1792,1848,1862,1959,2071,2221,2357,2555,2646,2838,3234,3398,3731,3759,3833,4179,4181,4465,4803,5192,5184,5339,5589,5605,6000,6598,6727,6905,7050,7399,7740,8453,9026,9430,9777,10059,10368,3.10%,4.40%,11.00%
Asia Pacific,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,616,639,690,721,793,910,963,933,980,1070,1161,1232,1312,1431,1482,1629,1692,1748,1811,1883,1992,2028,2150,2229,2309,2380,2514,2636,2634,2739,2873,2988,3065,3159,3348,3469,3857,4117,4344,4425,4314,4558,5.60%,4.30%,4.80%
Asia Pacific,Total Asia Pacific,3264,3722,4333,4937,5754,6674,7427,7983,9099,9037,8995,9554,10077,10906,11188,10513,10263,10027,10123,10484,10479,10855,11196,12126,12923,13693,14269,15220,15943,16847,18173,19079,20093,19712,20569,21167,21417,22016,22928,24239,24403,24957,25797,25705,26035,27802,28522,29709,30273,30795,32211,33410,34586,35486,36131,34117,35806,4.90%,2.30%,38.10%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,of which: China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Light distillates,33,42,42,45,61,85,110,129,161,186,209,253,272,289,311,259,254,275,303,326,366,390,426,483,511,519,581,658,752,717,780,855,886,906,966,1016,1048,1117,1218,1370,1494,1685,1817,1941,2010,2369,2549,2731,3057,3269,3716,3889,4060,4324,4571,4476,4976,11.20%,6.90%,5.30%
China,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,216,228,251,275,320,344,373,409,425,436,507,574,662,619,667,724,744,760,778,803,826,875,942,1071,1111,1199,1263,1402,1412,1591,1738,1863,2143,2236,2601,2699,2791,2978,3125,2921,3222,10.30%,6.40%,3.40%
China,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,38,47,51,52,46,46,54,73,86,83,75,84,90,98,112,131,142,146,188,213,221,242,276,299,383,485,554,539,598,778,811,868,914,1032,1115,1190,1269,1346,1446,1555,1754,12.80%,8.00%,1.90%
China,Middle distillates,74,96,94,103,139,191,249,292,365,421,464,523,552,591,635,425,418,405,423,447,487,524,564,611,649,635,701,794,914,887,1007,1111,1228,1241,1444,1573,1653,1789,1949,2321,2508,2681,2857,3076,3124,3442,3655,3947,4049,4094,4197,4142,4257,4421,4642,4283,4453,4.00%,2.00%,4.70%
China,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,344,341,330,342,362,402,438,479,532,569,557,616,701,819,785,891,985,1078,1083,1257,1377,1451,1580,1738,2066,2238,2392,2548,2761,2761,3005,3196,3453,3503,3506,3538,3403,3440,3515,3674,3499,3669,4.90%,1.40%,3.90%
China,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,77,75,81,85,85,85,85,79,80,78,86,93,96,102,116,125,151,158,187,196,202,209,211,255,271,288,309,315,363,437,459,495,546,588,659,739,817,906,967,784,783,-0.10%,5.50%,0.80%
China,Fuel oil,80,104,102,111,150,207,301,336,394,454,497,555,583,719,645,716,664,640,621,612,599,632,644,663,690,657,662,635,724,687,673,706,721,736,762,766,771,758,889,951,899,954,906,724,662,666,588,560,564,584,591,558,530,532,574,602,668,11.00%,1.30%,0.70%
China,Others,29,35,36,39,51,72,94,107,138,155,172,203,217,220,237,243,226,230,240,258,282,300,332,359,374,392,447,504,514,673,760,893,1095,1185,1146,1300,1290,1480,1681,2047,1915,2003,2102,2079,2369,2830,2839,2823,2894,3071,3386,3708,4157,4366,4534,5046,5345,5.90%,6.50%,5.70%
China,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,35,38,46,47,70,88,93,100,107,110,130,140,197,233,293,323,345,425,428,486,488,551,607,674,677,759,789,731,754,791,803,798,871,998,1120,1310,1456,1531,1539,1507,1712,13.60%,7.90%,1.80%
China,Total China,215,277,273,298,401,554,753,865,1058,1217,1342,1534,1625,1819,1827,1643,1562,1550,1586,1643,1734,1846,1965,2116,2224,2204,2392,2591,2904,2965,3220,3566,3930,4068,4318,4655,4762,5144,5738,6690,6816,7323,7681,7819,8166,9307,9630,10061,10563,11018,11890,12297,13003,13642,14321,14408,15442,7.20%,4.80%,16.40%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,of which: India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Light distillates,21,21,21,24,33,35,63,67,73,69,73,82,88,92,96,87,108,110,108,123,126,131,136,144,157,164,164,160,148,155,187,206,265,322,380,401,418,403,404,457,450,479,491,520,517,519,545,583,603,622,726,778,777,813,848,804,871,8.30%,4.80%,0.90%
India,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,36,39,42,46,51,56,60,68,77,82,82,82,86,92,104,111,117,124,132,147,159,145,153,159,170,180,200,218,260,288,302,321,353,382,441,490,539,575,623,559,627,12.00%,7.60%,0.70%
India,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,72,72,66,77,74,76,76,76,80,82,82,78,62,62,84,94,148,198,248,254,259,258,251,298,279,299,291,303,256,231,243,262,250,240,285,288,238,238,225,245,244,-0.30%,♦,0.30%
India,Middle distillates,81,90,92,108,128,126,203,214,225,229,237,253,277,302,328,344,364,394,419,449,487,518,536,603,660,683,698,745,771,830,888,989,1037,1084,1143,1105,1061,1068,1053,1092,1110,1165,1252,1351,1438,1517,1599,1684,1683,1692,1772,1846,1876,1955,1964,1609,1726,7.30%,0.80%,1.80%
India,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,241,259,277,295,323,343,348,403,447,464,482,527,549,597,632,725,757,781,833,811,784,791,777,833,834,877,954,1052,1138,1216,1299,1404,1408,1416,1491,1571,1627,1701,1728,1477,1585,7.30%,2.00%,1.70%
India,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113,123,135,142,154,164,175,188,200,212,219,215,218,222,233,257,263,280,304,310,294,276,276,277,259,276,288,297,299,299,301,300,279,274,276,280,274,249,254,235,132,140,6.40%,-7.30%,0.10%
India,Fuel oil,55,64,71,73,80,77,90,101,107,105,107,104,107,118,131,134,134,130,137,142,144,145,148,154,161,166,168,171,171,183,199,208,210,223,233,224,239,237,229,241,241,228,232,228,222,199,178,147,117,107,113,136,122,120,114,104,110,5.80%,-4.70%,0.10%
India,Others,96,107,105,119,151,151,60,66,69,62,60,64,70,75,79,78,91,93,101,109,139,150,154,169,186,199,206,224,227,249,311,303,324,342,416,556,592,652,727,762,803,876,960,975,1056,1073,1152,1260,1314,1411,1536,1785,1949,2086,2225,2184,2172,-0.60%,6.50%,2.30%
India,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,15,18,22,28,37,45,45,60,69,78,86,98,105,117,132,144,160,178,208,253,279,299,332,366,380,387,425,442,457,490,534,548,558,613,661,750,858,971,1047,1065,1088,2.20%,7.40%,1.20%
India,Total India,252,282,289,324,392,390,416,447,474,464,477,503,542,588,634,643,697,728,765,823,896,944,974,1069,1164,1212,1235,1300,1316,1417,1585,1705,1835,1971,2173,2287,2310,2359,2413,2553,2603,2748,2936,3074,3233,3308,3475,3674,3717,3832,4147,4544,4724,4974,5150,4701,4878,3.80%,3.50%,5.20%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,of which: Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Light distillates,296,356,427,491,578,696,797,875,979,945,901,994,1021,1173,1189,1077,1025,997,1028,1060,1069,1102,1137,1208,1290,1244,1247,1313,1319,1396,1638,1666,1745,1711,1800,1830,1805,1905,1941,1943,1812,1793,1763,1599,1622,1677,1605,1589,1611,1551,1584,1537,1553,1484,1471,1342,1382,2.90%,-1.50%,1.50%
Japan,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,560,573,575,581,586,593,608,619,639,685,723,743,761,776,813,827,855,880,898,922,942,952,1027,1035,1052,1062,1048,1030,984,990,1000,973,975,944,914,904,894,879,864,840,770,764,-0.80%,-2.40%,0.80%
Japan,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,517,453,422,447,474,476,494,518,569,605,522,504,552,543,582,811,811,866,813,878,889,853,878,906,891,750,744,733,615,632,677,632,614,666,637,680,642,675,621,631,572,618,8.00%,-0.20%,0.70%
Japan,Middle distillates,278,325,389,461,544,655,744,838,1039,1034,1029,1104,1139,1258,1283,1246,1267,1210,1245,1338,1328,1391,1449,1599,1651,1731,1801,1837,1866,1919,1985,2041,2005,1963,1992,1966,1964,1929,1903,1860,1878,1760,1621,1501,1381,1391,1342,1358,1345,1321,1286,1293,1300,1281,1271,1093,1097,0.40%,-2.00%,1.20%
Japan,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,758,755,735,752,792,803,838,889,979,1050,1119,1171,1192,1209,1252,1281,1304,1291,1252,1265,1248,1233,1199,1179,1159,1142,1073,998,919,837,841,816,821,817,803,786,786,782,782,771,722,727,0.80%,-1.10%,0.80%
Japan,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,488,512,475,493,545,525,553,560,620,601,612,629,644,657,667,704,737,714,712,726,717,731,730,724,701,736,687,623,582,543,550,526,537,528,517,500,507,518,500,500,372,370,-0.50%,-3.50%,0.40%
Japan,Fuel oil,931,1019,1278,1464,1742,2041,2196,2276,2606,2479,2284,2290,2356,2277,2262,1887,1668,1441,1397,1370,1136,1078,1037,1123,1148,1267,1227,1216,1074,1242,1094,1029,944,855,838,777,672,632,749,653,675,657,657,707,450,442,575,826,649,535,431,365,278,260,199,182,216,18.60%,-9.30%,0.20%
Japan,Others,200,245,295,350,420,484,549,582,641,611,574,588,612,771,809,776,786,804,786,904,955,974,934,946,1002,1035,1067,1087,1110,1096,1187,1205,1209,1162,1164,1122,1106,1053,1039,1019,1021,999,1005,1025,925,913,887,903,895,876,816,788,817,790,751,650,646,-0.70%,-3.10%,0.70%
Japan,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,473,491,525,520,575,625,637,591,590,635,655,677,689,698,679,692,705,692,657,659,616,602,581,567,537,536,552,537,533,500,492,496,536,508,492,443,419,424,402,354,333,339,1.80%,-3.70%,0.40%
Japan,Total Japan,1705,1945,2388,2765,3284,3876,4285,4571,5265,5068,4788,4976,5128,5479,5543,4987,4746,4452,4456,4673,4488,4544,4557,4876,5090,5277,5341,5452,5369,5652,5904,5941,5903,5691,5794,5696,5548,5519,5633,5475,5386,5208,5046,4832,4377,4423,4410,4676,4499,4283,4116,3983,3949,3815,3692,3269,3341,2.20%,-2.70%,3.60%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,Light distillates,8700,9341,9957,10624,11370,12085,12857,13764,14704,14623,14961,15714,16225,17600,17561,16833,16614,16561,16776,17032,17247,17803,18337,18913,19446,19667,19527,19904,20076,20674,21453,21870,22646,23048,23538,23625,24015,24605,24994,25678,25749,26019,26407,25872,26080,26770,26677,27103,27802,28160,29174,29775,30273,30613,30786,27683,30068,8.60%,1.20%,32.00%
World,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14532,14426,14427,14538,14771,15012,15404,15858,16289,16679,16905,16867,17039,17221,17586,17992,18277,18651,18971,19254,19108,19431,19901,20073,20489,20667,20829,20975,20692,20816,21071,21082,21417,22053,22280,23057,23608,23935,24338,24502,21431,23238,8.40%,1.00%,24.70%
World,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2301,2188,2134,2239,2262,2235,2399,2478,2623,2767,2762,2660,2865,2855,3088,3461,3593,3995,4077,4284,4517,4584,4705,4921,5189,5083,5190,5432,5180,5264,5699,5595,5685,5750,5879,6117,6167,6338,6274,6284,6252,6829,9.20%,2.00%,7.30%
World,Middle distillates,8903,9588,10381,11397,12369,13448,14339,15423,16701,16278,16604,17749,18676,19671,20027,19101,18815,18471,18593,19124,19414,20195,20695,21365,21745,22140,22344,22487,22698,23119,23746,24801,25539,25585,26296,26842,27393,27418,28082,29329,30079,30617,31160,31252,30224,31566,32213,32559,33322,33582,34058,34042,34774,35454,35817,30431,32272,6.00%,♦,34.30%
World,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14758,14556,14235,14316,14651,14967,15592,15869,16324,16569,16849,17141,17229,17363,17650,18074,18864,19443,19454,19932,20355,21007,21150,21843,22878,23386,23965,24508,24773,24088,25175,25802,26129,26686,26860,27047,26668,27091,27579,27846,25618,26936,5.10%,0.40%,28.60%
World,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4343,4259,4236,4277,4473,4447,4603,4826,5042,5176,5291,5203,5258,5335,5469,5672,5937,6096,6131,6365,6487,6386,6268,6239,6451,6693,6652,6652,6478,6136,6391,6411,6430,6636,6721,7011,7374,7682,7875,7971,4813,5336,10.90%,-1.80%,5.70%
World,Fuel oil,8242,8856,9571,10305,11339,12695,13381,14266,15631,15327,14514,15545,15926,16363,16444,15573,14426,13228,12391,12258,11618,11960,11796,12084,12250,12349,12212,11850,11580,11670,11200,10949,11001,10963,10483,10220,9950,9582,9688,9782,9850,9663,9516,9251,8610,8562,8466,8503,8120,7917,7684,7789,7565,7291,6749,6272,6711,7.00%,-2.30%,7.10%
World,Others,4994,5375,5639,6133,6695,7135,7356,8000,8654,8715,8386,8751,9147,9456,10137,9871,9718,9691,9967,10571,10997,11071,11522,11892,12054,12094,12273,13016,12844,13310,13732,13931,14584,14593,15379,15812,16014,16605,17126,17928,17968,18311,18692,18447,18722,19651,20077,20382,20653,20934,21548,22563,23312,24133,24396,24360,25038,2.80%,2.20%,26.60%
World,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3754,3909,4101,4207,4628,4904,4942,5194,5352,5505,5365,5654,5886,5983,6275,6627,6726,6949,6992,7495,7761,7777,8254,8286,8547,8740,8980,9290,9313,9667,10209,10687,10916,11420,11630,11892,12600,13010,13660,13642,13493,13988,3.70%,2.70%,14.90%
World,Total World,30839,33160,35548,38460,41774,45362,47934,51453,55689,54942,54466,57759,59974,63089,64169,61378,59574,57952,57727,58986,59276,61029,62350,64254,65495,66251,66355,67256,67197,68773,70131,71551,73769,74189,75696,76499,77373,78210,79891,82717,83647,84610,85776,84822,83636,86549,87433,88547,89897,90592,92464,94169,95924,97490,97747,88746,94088,6.00%,0.70%,100.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,OECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD,Light distillates,7259,7775,8282,8837,9427,9995,10607,11332,12030,11815,11919,12520,12787,13909,13728,13002,12718,12577,12742,12942,13127,13579,13960,14404,14758,14801,14709,15097,15266,15657,16209,16457,16898,17161,17417,17446,17412,17779,17841,18043,17851,17730,17711,16724,16627,16647,16151,15978,16114,16084,16345,16533,16606,16520,16386,14356,15507,8.00%,-0.40%,16.50%
OECD,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11280,11113,11069,11139,11317,11491,11787,12124,12457,12714,12772,12733,12931,13133,13324,13554,13738,13919,14164,14386,14281,14394,14672,14667,14764,14714,14635,14535,13865,13741,13541,13155,12980,13045,13074,13293,13474,13453,13518,13491,11614,12514,7.70%,-0.50%,13.30%
OECD,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1722,1605,1509,1603,1626,1636,1792,1836,1947,2044,2029,1976,2166,2133,2333,2655,2719,2979,2997,3031,3165,3018,3107,3175,3279,3137,3095,3176,2859,2886,3106,2997,2998,3069,3010,3051,3059,3153,3002,2895,2742,2993,9.20%,♦,3.20%
OECD,Middle distillates,6279,6763,7330,8129,8816,9567,10096,10862,11702,11000,10966,11768,12188,12755,12812,11850,11436,10995,11026,11473,11831,12524,12801,13281,13427,13668,13859,14034,14332,14715,15079,15784,16060,16066,16441,16591,16855,16629,17028,17396,17736,17833,17662,17295,16197,16623,16569,16267,16418,16612,17039,17117,17546,17885,17827,14740,15644,6.10%,-0.60%,16.60%
