,,Oil: Regional consumption - by product group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Thousand barrels daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate per annum,,Share
BP_Oil_product,Product,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2023,2013-23,2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,Light distillates,5189,5419,5585,5918,6199,6477,6734,7132,7508,7392,7545,7880,8109,8614,8333,7914,7797,7647,7692,7805,7866,8094,8371,8560,8691,8555,8440,8616,8780,8962,9134,9328,9476,9747,9902,9993,10092,10363,10457,10715,10721,10742,10707,10195,10092,10075,9798,9687,9871,9914,10138,10310,10244,10234,10142,8710,9424,9472,9598,1.30%,-0.30%,9.60%
North America,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7586,7484,7408,7459,7567,7639,7813,8079,8275,8383,8272,8188,8323,8502,8650,8823,8957,9092,9340,9537,9578,9740,9979,10061,10235,10291,10335,10324,9863,9789,9696,9433,9356,9492,9566,9801,9965,9945,9932,9859,8445,9158,9248,9364,1.20%,-0.10%,9.30%
North America,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,328,312,239,234,238,227,281,291,285,309,283,252,293,278,313,311,371,383,407,365,415,352,384,397,480,430,407,382,332,303,379,366,332,379,348,337,345,298,303,282,265,266,224,234,4.70%,-4.70%,0.20%
North America,Middle distillates,3456,3620,3858,4175,4307,4385,4547,4870,5078,4879,4789,5100,5361,5496,5447,4972,4813,4605,4583,4868,4930,5306,5428,5669,5744,5712,5586,5629,5723,5948,5955,6202,6388,6451,6612,6798,6792,6645,6856,7132,7224,7259,7287,6932,6270,6563,6605,6366,6422,6678,6762,6619,6778,7076,6962,5745,6389,6656,6546,-1.60%,0.20%,6.50%
North America,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3574,3513,3307,3271,3437,3458,3764,3804,3978,4020,4004,3935,3994,4069,4230,4245,4411,4568,4588,4691,4831,4904,4822,5059,5260,5291,5389,5440,5199,4697,4945,5001,4783,4791,5001,4995,4777,4859,5112,4963,4540,4863,4868,4637,-4.70%,-0.30%,4.60%
North America,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1397,1300,1298,1312,1431,1472,1543,1624,1691,1724,1708,1651,1635,1655,1718,1710,1791,1820,1863,1921,1966,1888,1822,1797,1872,1932,1869,1846,1733,1572,1618,1604,1582,1631,1676,1767,1842,1920,1964,1999,1205,1526,1788,1909,6.80%,1.60%,1.90%
North America,Fuel oil,1873,1996,2096,2159,2332,2581,2684,2933,3283,3121,2931,3306,3580,3546,3348,3034,2581,2182,1864,1819,1653,1891,1775,1916,1957,1871,1743,1660,1633,1628,1393,1397,1413,1562,1485,1562,1466,1268,1312,1390,1404,1076,1125,981,855,824,752,671,599,468,442,516,548,495,440,315,468,478,427,-10.70%,-3.30%,0.40%
North America,Others,2418,2551,2624,2850,3089,3166,3227,3545,3757,3677,3522,3743,3998,3985,4332,4152,3938,3849,3968,4193,4334,4139,4351,4479,4448,4241,4310,4554,4543,4768,4821,5035,5103,5031,5446,5344,5349,5511,5517,5747,5749,5779,5788,5406,5339,5417,5431,5504,5682,5546,5626,5671,5721,6006,6184,6137,6492,6499,6725,3.50%,1.70%,6.70%
North America,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1862,1951,2056,2040,2240,2338,2199,2338,2396,2418,2132,2317,2415,2427,2557,2659,2736,2766,2704,3005,3015,2882,3035,2928,3023,2893,2932,2986,2824,2948,3092,3181,3189,3366,3292,3361,3428,3453,3789,3838,3959,4082,4027,4169,3.50%,2.20%,4.20%
North America,Total North America,12936,13585,14163,15101,15927,16610,17192,18479,19627,19069,18787,20029,21047,21640,21460,20071,19129,18282,18108,18685,18782,19431,19925,20625,20840,20378,20079,20460,20679,21307,21303,21963,22380,22791,23445,23697,23698,23786,24143,24984,25098,24855,24907,23514,22556,22880,22586,22229,22573,22606,22968,23117,23291,23811,23727,20907,22774,23106,23296,0.80%,0.30%,23.20%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,of which: US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,Light distillates,4713,4913,5048,5344,5596,5839,6063,6423,6720,6582,6713,7014,7215,7656,7310,6861,6719,6626,6721,6825,6878,7096,7345,7517,7586,7420,7296,7461,7605,7749,7918,8100,8241,8489,8624,8706,8776,9039,9091,9287,9283,9242,9148,8623,8537,8425,8181,8094,8263,8287,8503,8613,8621,8633,8579,7419,8103,8045,8167,1.50%,-0.10%,8.10%
US,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6613,6489,6461,6573,6681,6755,6918,7164,7332,7383,7239,7140,7265,7422,7541,7723,7850,7961,8184,8361,8386,8519,8735,8771,8897,8918,8913,8855,8375,8291,8168,7926,7858,7993,8056,8280,8394,8393,8400,8372,7235,7917,7907,8025,1.50%,♦,8.00%
US,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247,230,165,148,144,123,178,182,185,203,182,156,196,183,208,195,250,280,305,262,319,258,304,320,390,365,328,294,248,246,256,254,236,270,231,223,219,228,233,207,185,185,139,142,2.40%,-6.20%,0.10%
US,Middle distillates,2995,3131,3340,3625,3732,3770,3920,4192,4368,4117,4011,4290,4566,4664,4575,4092,3963,3812,3863,4136,4200,4602,4715,4938,4986,4939,4826,4855,4956,5131,5149,5345,5503,5544,5697,5852,5883,5727,5885,6114,6192,6209,6176,5781,5220,5447,5456,5215,5259,5519,5534,5438,5580,5815,5793,4793,5254,5417,5322,-1.70%,0.10%,5.30%
US,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2866,2829,2671,2690,2845,2868,3197,3235,3393,3412,3374,3309,3359,3437,3555,3581,3705,3839,3844,3952,4059,4155,4070,4253,4420,4443,4523,4522,4228,3809,3995,4018,3811,3819,4040,3979,3815,3893,4103,4043,3709,3878,3852,3660,-5.00%,-0.40%,3.70%
US,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1226,1134,1141,1173,1291,1332,1406,1480,1545,1574,1565,1518,1496,1519,1576,1568,1640,1664,1700,1746,1793,1728,1657,1632,1694,1749,1687,1655,1553,1411,1452,1438,1403,1440,1479,1555,1623,1687,1712,1750,1084,1376,1565,1663,6.30%,1.50%,1.70%
US,Fuel oil,1608,1716,1786,1826,1978,2204,2296,2529,2822,2639,2462,2801,3071,3023,2826,2508,2088,1716,1421,1369,1202,1424,1264,1382,1366,1224,1147,1079,1062,1003,835,831,777,869,814,893,794,686,763,859,914,683,718,618,508,532,459,367,317,256,258,325,341,317,275,208,314,329,275,-16.50%,-1.40%,0.30%
US,Others,2197,2324,2386,2598,2830,2884,2933,3223,3398,3314,3136,3356,3580,3505,3802,3595,3288,3141,3226,3396,3446,3158,3342,3447,3387,3357,3388,3573,3539,3751,3733,3969,4017,3924,4290,4143,4082,4173,4109,4238,4143,4178,4166,3826,3766,3918,3897,3905,4153,4049,4204,4216,4303,4652,4777,4763,5114,5071,5219,2.90%,2.30%,5.20%
US,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1590,1582,1600,1537,1702,1721,1493,1620,1652,1654,1549,1685,1739,1732,1869,1899,1995,2030,1941,2192,2224,2050,2178,2084,2149,2047,2067,2095,1964,2101,2231,2295,2312,2514,2447,2493,2516,2570,2921,2967,3056,3228,3148,3235,2.70%,2.60%,3.20%
US,Total US,11512,12084,12560,13393,14137,14697,15212,16367,17308,16653,16322,17461,18431,18847,18513,17056,16058,15296,15231,15726,15726,16281,16665,17283,17325,16940,16657,16969,17162,17634,17634,18244,18538,18827,19425,19594,19534,19625,19848,20498,20531,20313,20208,18848,18030,18322,17993,17581,17992,18111,18499,18593,18845,19417,19424,17183,18785,18862,18984,0.60%,0.50%,18.90%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. & Cent. America,S. & Cent. America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. & Cent. America,Light distillates,402,445,459,490,521,558,597,649,721,731,748,772,790,836,863,846,862,842,823,804,811,846,871,865,886,913,945,972,991,1060,1107,1147,1218,1249,1207,1252,1238,1213,1217,1216,1247,1288,1326,1310,1376,1467,1591,1704,1721,1752,1710,1724,1769,1651,1663,1322,1568,1730,1770,2.30%,0.30%,1.80%
S. & Cent. America,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,795,802,773,741,718,706,741,755,749,763,783,819,836,850,904,963,1007,1047,1083,1020,1061,1049,1049,1043,1044,1073,1113,1145,1148,1201,1282,1395,1494,1509,1539,1478,1503,1532,1438,1437,1154,1378,1503,1566,4.20%,0.40%,1.60%
S. & Cent. America,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,61,69,83,86,105,105,116,116,123,130,126,136,141,156,145,140,171,166,186,191,190,164,174,172,174,175,181,162,175,184,196,210,212,213,232,221,237,213,226,168,190,227,204,-10.20%,-0.40%,0.20%
S. & Cent. America,Middle distillates,425,439,457,487,525,565,601,639,699,757,786,830,897,951,999,1049,1062,1065,1034,1055,1045,1104,1164,1185,1184,1183,1215,1259,1309,1385,1468,1517,1620,1690,1703,1730,1794,1771,1762,1898,1939,1998,2184,2223,2183,2333,2409,2518,2656,2675,2589,2554,2516,2548,2550,2189,2465,2661,2720,2.20%,0.20%,2.70%
S. & Cent. America,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,825,827,839,819,834,834,886,932,961,971,970,1006,1057,1099,1171,1235,1271,1368,1430,1454,1462,1526,1524,1536,1668,1698,1758,1931,1971,1932,2059,2125,2221,2354,2353,2260,2231,2187,2198,2198,2014,2253,2365,2381,0.70%,0.10%,2.40%
S. & Cent. America,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224,235,226,215,221,210,217,231,224,213,214,209,202,210,214,233,246,252,260,249,267,268,246,226,230,241,240,253,251,251,275,284,297,302,323,329,323,329,350,352,174,212,296,339,14.60%,1.20%,0.30%
S. & Cent. America,Fuel oil,605,637,648,686,690,756,789,838,919,933,865,894,916,929,976,933,878,816,743,711,663,702,712,727,719,686,662,656,669,695,705,730,772,815,722,771,828,814,763,782,797,831,829,857,809,756,746,740,714,731,727,665,611,566,587,546,596,570,621,9.00%,-1.40%,0.60%
S. & Cent. America,Others,273,285,296,318,333,309,336,372,400,437,444,469,499,515,552,562,578,576,576,582,630,660,660,688,715,733,728,802,784,853,895,879,957,936,1083,1115,1104,1143,1076,1119,1179,1222,1264,1355,1325,1397,1420,1445,1470,1482,1413,1398,1407,1319,1187,1126,1175,1283,1334,3.90%,-1.00%,1.30%
S. & Cent. America,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202,208,230,237,254,274,299,320,346,348,367,377,398,415,422,447,475,501,517,540,567,574,584,545,559,602,617,653,673,676,715,760,772,798,812,810,836,846,786,691,674,693,740,746,0.80%,-0.70%,0.70%
S. & Cent. America,Total S. & Cent. America,1704,1805,1860,1979,2069,2188,2324,2498,2739,2858,2843,2966,3103,3231,3391,3390,3380,3298,3177,3152,3149,3312,3406,3464,3504,3515,3551,3689,3752,3993,4175,4273,4567,4690,4715,4867,4964,4941,4817,5016,5161,5338,5603,5745,5693,5953,6167,6407,6561,6640,6440,6342,6302,6084,5986,5184,5805,6244,6445,3.20%,-0.20%,6.40%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,of which: Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Light distillates,102,114,115,141,153,168,183,218,262,274,279,284,269,284,281,242,242,244,227,213,229,246,239,235,258,280,290,297,311,344,380,415,474,489,485,478,470,427,456,465,469,489,497,480,495,565,634,714,695,716,675,682,717,623,633,554,620,699,716,2.40%,0.30%,0.70%
Brazil,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198,190,181,151,136,133,150,131,127,144,164,178,176,186,203,243,284,311,327,307,296,292,279,295,304,305,324,321,326,329,393,468,547,547,576,522,541,556,483,481,450,495,542,580,6.90%,0.60%,0.60%
Brazil,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,52,63,76,78,96,96,108,108,114,116,112,121,125,140,136,131,162,161,178,182,178,148,162,161,164,164,176,155,166,171,166,167,148,140,153,141,161,140,152,104,125,157,136,-13.10%,-0.80%,0.10%
Brazil,Middle distillates,65,71,75,86,112,140,153,177,211,241,256,283,308,338,364,386,392,413,395,417,428,457,486,495,500,484,503,511,536,559,596,614,659,695,714,721,754,769,749,795,798,807,854,904,893,981,1023,1082,1139,1169,1100,1030,1027,1045,1043,981,1063,1121,1149,2.60%,0.10%,1.10%
Brazil,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,333,330,349,339,352,370,401,424,438,442,428,444,456,479,500,529,542,580,609,634,639,670,685,677,720,720,729,769,811,799,873,903,956,1013,1039,973,913,911,915,922,918,987,1018,1036,1.80%,0.20%,1.00%
Brazil,    of which: jet/kerosene,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,62,64,56,64,58,56,62,57,58,55,59,55,57,59,67,72,79,86,81,82,84,84,72,75,78,78,85,93,95,109,121,126,126,129,127,117,116,130,121,63,76,103,113,9.60%,-1.10%,0.10%
Brazil,Fuel oil,99,105,109,134,130,155,176,196,251,268,271,294,299,324,334,324,281,268,232,219,210,236,233,236,234,227,212,196,211,217,230,256,265,272,237,264,255,237,199,186,196,192,213,235,221,177,156,153,167,191,187,141,137,112,112,112,135,100,96,-4.20%,-5.40%,0.10%
Brazil,Others,40,44,45,52,62,57,76,77,83,111,117,129,135,162,200,189,194,214,213,220,240,253,267,264,275,288,278,284,287,308,326,349,388,400,434,478,479,484,468,481,500,526,546,568,566,623,628,630,649,671,622,601,604,587,573,572,576,592,605,2.20%,-0.70%,0.60%
Brazil,    of which: ethane and LPG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,91,112,117,127,142,151,163,175,183,189,186,192,196,199,209,218,229,238,252,258,250,244,235,235,233,247,254,272,270,299,319,328,339,339,324,326,322,322,318,319,313,311,316,1.60%,-0.70%,0.30%
Brazil,Total Brazil,306,335,345,412,457,520,588,668,807,894,922,990,1011,1108,1180,1142,1109,1139,1068,1068,1107,1192,1225,1230,1268,1278,1283,1289,1345,1428,1531,1634,1786,1855,1871,1942,1959,1918,1871,1927,1963,2013,2110,2188,2175,2346,2441,2579,2651,2747,2583,2453,2485,2368,2361,2218,2394,2512,2567,2.20%,-0.30%,2.60%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,Light distillates,1599,1820,2090,2241,2450,2615,2851,3087,3300,3218,3211,3395,3372,3816,3868,3677,3534,3584,3661,3695,3956,4144,4227,4380,4459,4647,4547,4525,4407,4459,4555,4555,4634,4639,4580,4465,4371,4312,4185,4121,4050,3905,3850,3595,3477,3406,3192,3071,2999,2923,2863,2880,2932,2863,2836,2604,2787,2721,2757,1.30%,-0.80%,2.80%
Europe,    of which: gasoline,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2834,2735,2764,2769,2817,3083,3187,3264,3350,3393,3526,3489,3444,3374,3345,3362,3381,3421,3405,3366,3217,3186,3154,3041,2960,2870,2779,2691,2544,2451,2310,2207,2087,2014,1983,1934,1936,1942,2011,2041,1759,1914,2012,2114,5.10%,0.50%,2.10%
Europe,    of which: naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,843,799,819,892,878,873,957,963,1030,1065,1122,1058,1081,1033,1114,1193,1174,1212,1234,1214,1248,1185,1158,1144,1161,1180,1126,1158,1051,1026,1096,985,984,985,941,929,944,990,853,795,846,873,708,643,-9.30%,-4.20%,0.60%
Europe,Middle distillates,2501,2767,3023,3424,3901,4460,4749,5089,5514,5001,5058,5469,5579,5855,5948,5492,5181,4997,5005,5044,5748,5966,6020,6017,5951,6072,6163,6057,6082,6054,6221,6544,6613,6785,6848,6870,7148,7099,7310,7505,7667,7814,7706,7841,7505,7627,7496,7345,7423,7368,7743,7891,8160,8161,8187,6796,7238,7681,7635,-0.60%,0.30%,7.60%
Europe,    of which: diesel/gasoil,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4925,4640,4465,4480,4499,5121,5310,5328,5277,5176,5261,5371,5231,5243,5197,5326,5599,5622,5736,5738,5726,6014,5995,6179,6305,6403,6512,6369,6511,6252,6378,6239,6116,6173,6087,6398,6500,6684,6624,6617,6053,6383,6379,6181,-3.10%,♦,6.20%
