Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
"Energy Consumption, Production, and Reserves",NA,All,Energy Production and Total Consumption,1965,2021,2022 EI Statistical Review of World Energy https://www.energyinst.org/statistical-review
"Energy Consumption, Production, and Reserves",NA,idn,Energy Production and Total Consumption,2022,2022,Coal consumption growth from 2021-2022 changed from 60% to 33.5% (which is the apparent consumption increase from country statistics)
