COUNTRY,FLOW,Hard coal,Brown coal,Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Peat,Crude/NGL/feedstocks/non-crude,Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Biogasoline,Biodiesels,Other liquid biofuels,Charcoal
Algeria,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,43292.00,46725.00,44799.00,41868.00,41868.00,48100.00,49400.00,49404.00,44800.00,44800.00,44800.00,44600.00,43800.00,43300.00,40200.00,45000.00,43000.00,42000.00,39000.00,40000.00,32000.00,40000.00,26800.00,36800.00,36800.00,30800.00
Algeria,NCV of production,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,43292.00,46725.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,NCV of other sources,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,NCV of imports,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42370.00,46725.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,NCV of exports,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,43292.00,46725.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,NCV of coke ovens,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,NCV of blast furnaces,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,NCV in main activity producers,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,NCV in industry,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,NCV for other uses,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Algeria,Barrels per tonne,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.90,8.80,7.50,6.50,7.50,8.00,16.85,11.80,8.53,8.90,7.93,7.93,7.74,7.46,6.66,8.50,7.00,7.09,6.08,7.00,5.50,7.00,7.92,7.07,7.80,x
Angola,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42747.00,41868.00,44799.00,41868.00,41868.00,48100.00,49400.00,47300.00,44800.00,44800.00,44800.00,44600.00,43800.00,43300.00,40200.00,45000.00,43000.00,42000.00,39000.00,40000.00,32000.00,40000.00,26800.00,36800.00,36800.00,30800.00
Angola,NCV of production,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42747.00,41868.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,NCV of other sources,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,NCV of imports,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42747.00,41868.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,NCV of exports,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42747.00,41868.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,NCV of coke ovens,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,NCV of blast furnaces,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,NCV in main activity producers,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,NCV in industry,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,NCV for other uses,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Angola,Barrels per tonne,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.30,11.60,7.50,6.50,7.50,8.00,16.85,11.60,8.53,8.90,7.93,7.93,7.74,7.46,6.66,8.50,7.00,7.09,6.08,7.00,5.50,7.00,7.92,7.07,7.80,x
Argentina,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41868.00,42496.00,44799.00,41868.00,41868.00,48100.00,49400.00,46055.00,43543.00,43543.00,43543.00,43124.00,43124.00,42705.00,41031.00,43333.00,43000.00,42000.00,39000.00,40000.00,30145.00,40000.00,26800.00,36800.00,36800.00,27214.00
Argentina,NCV of production,x,x,24702.00,24702.00,24702.00,18900.00,11900.00,29000.00,28458.00,28200.00,38000.00,20000.00,9760.00,x,41868.00,42496.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,NCV of other sources,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,NCV of imports,x,x,30145.00,30145.00,30145.00,18900.00,11900.00,29000.00,28458.00,28200.00,38000.00,20000.00,9760.00,x,41868.00,42496.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,NCV of exports,x,x,24702.00,24702.00,24702.00,18900.00,11900.00,29000.00,28458.00,28200.00,38000.00,20000.00,9760.00,x,41868.00,42496.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,NCV of coke ovens,x,x,30145.00,30145.00,30145.00,18900.00,11900.00,29000.00,28458.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,NCV of blast furnaces,x,x,30145.00,30145.00,30145.00,18900.00,11900.00,29000.00,28458.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,NCV in main activity producers,x,x,24702.00,24702.00,24702.00,18900.00,11900.00,29000.00,28458.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,NCV in industry,x,x,30145.00,30145.00,30145.00,18900.00,11900.00,29000.00,28458.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,NCV for other uses,x,x,24702.00,24702.00,24702.00,18900.00,11900.00,29000.00,28458.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Argentina,Barrels per tonne,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.12,12.44,7.50,6.50,7.50,8.00,16.85,11.73,8.57,8.90,8.57,7.80,7.80,7.16,6.67,8.60,7.00,7.09,6.08,7.00,5.50,7.00,7.92,7.07,7.80,x
Armenia,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42077.00,41910.00,44799.00,41868.00,41868.00,49500.00,49500.00,46000.00,44000.00,44000.00,43000.00,43000.00,43000.00,42600.00,40000.00,44000.00,43600.00,42000.00,39000.00,40000.00,32000.00,40000.00,26800.00,36800.00,36800.00,30800.00
Armenia,NCV of production,x,x,22831.00,22831.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,NCV of other sources,x,x,22831.00,22831.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,NCV of imports,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,NCV of exports,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,NCV of coke ovens,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,NCV of blast furnaces,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,NCV in main activity producers,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,NCV in industry,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,NCV for other uses,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Armenia,Barrels per tonne,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.30,10.01,7.50,13.00,7.50,8.00,16.85,11.60,8.53,8.90,7.93,7.93,7.74,7.46,6.66,8.50,7.00,7.09,6.08,7.00,5.50,7.00,7.92,7.07,7.80,x
Azerbaijan,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42077.00,41910.00,44799.00,41868.00,41868.00,49500.00,49500.00,46000.00,44000.00,44000.00,43000.00,43000.00,43000.00,42600.00,42000.00,44000.00,43600.00,42000.00,39000.00,40000.00,32000.00,40000.00,26800.00,36800.00,36800.00,30800.00
Azerbaijan,NCV of production,x,x,22831.00,22831.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,NCV of other sources,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,NCV of imports,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,NCV of exports,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,NCV of coke ovens,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,NCV of blast furnaces,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,NCV in main activity producers,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,NCV in industry,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,NCV for other uses,x,x,18581.00,18581.00,18581.00,14654.00,14654.00,29000.00,25121.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Azerbaijan,Barrels per tonne,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.30,10.01,7.50,13.00,7.50,8.00,16.85,11.60,8.53,8.90,7.93,7.93,7.74,7.46,6.66,8.50,7.00,7.09,6.08,7.00,5.50,7.00,7.92,7.07,7.80,x
Bahrain,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42705.00,42705.00,44799.00,41868.00,41868.00,48100.00,49400.00,47300.00,44800.00,44800.00,44800.00,44600.00,43800.00,43300.00,40200.00,45000.00,43000.00,42000.00,39000.00,40000.00,32000.00,40000.00,26800.00,36800.00,36800.00,30800.00
Bahrain,NCV of production,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42705.00,42705.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,NCV of other sources,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,NCV of imports,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42705.00,42705.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,NCV of exports,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42705.00,42705.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,NCV of coke ovens,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,NCV of blast furnaces,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,NCV in main activity producers,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,NCV in industry,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,NCV for other uses,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bahrain,Barrels per tonne,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.32,11.00,7.50,6.50,7.50,8.00,16.85,11.60,8.53,8.90,7.93,7.93,7.74,7.46,6.66,8.50,7.00,7.09,6.08,7.00,5.50,7.00,7.92,7.07,7.80,x
Bangladesh,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42161.00,42705.00,44799.00,41868.00,41868.00,48100.00,49400.00,47300.00,44800.00,44800.00,44800.00,44600.00,43800.00,43300.00,40200.00,45000.00,43000.00,42000.00,39000.00,40000.00,32000.00,40000.00,26800.00,36800.00,36800.00,30800.00
Bangladesh,NCV of production,x,x,20926.00,20926.00,20926.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42161.00,42705.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,NCV of other sources,x,x,26700.00,28200.00,25800.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,NCV of imports,x,x,20926.00,20926.00,20926.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42161.00,42705.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,NCV of exports,x,x,20926.00,20926.00,20926.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,42161.00,42705.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,NCV of coke ovens,x,x,20926.00,20926.00,20926.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,NCV of blast furnaces,x,x,20926.00,20926.00,20926.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,NCV in main activity producers,x,x,20926.00,20926.00,20926.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,NCV in industry,x,x,20926.00,20926.00,20926.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,NCV for other uses,x,x,20926.00,20926.00,20926.00,18900.00,11900.00,29000.00,28200.00,28200.00,38000.00,20000.00,9760.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Bangladesh,Barrels per tonne,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7.45,11.00,7.50,6.50,7.50,8.00,16.85,11.60,8.53,8.90,7.93,7.93,7.74,7.46,6.66,8.50,7.00,7.09,6.08,7.00,5.50,7.00,7.92,7.07,7.80,x
Belarus,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42077.00,41910.00,44799.00,41868.00,41868.00,49500.00,49500.00,46000.00,44000.00,44000.00,43000.00,43000.00,43000.00,42600.00,40000.00,44000.00,43600.00,42000.00,39000.00,40000.00,32000.00,40000.00,26800.00,36800.00,36800.00,30800.00
Belarus,NCV of production,x,x,25539.00,25539.00,18581.00,14654.00,14654.00,29000.00,29015.00,28200.00,38000.00,15240.00,10172.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Belarus,NCV of other sources,x,x,25539.00,25539.00,18581.00,14654.00,14654.00,29000.00,29015.00,28200.00,38000.00,15240.00,10172.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Belarus,NCV of imports,x,x,25539.00,25539.00,24149.00,14654.00,14654.00,29000.00,29015.00,28200.00,38000.00,15240.00,10172.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Belarus,NCV of exports,x,x,25539.00,25539.00,24149.00,14654.00,14654.00,29000.00,29015.00,28200.00,38000.00,15240.00,10172.00,x,42077.00,41910.00,41868.00,41868.00,41868.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Belarus,NCV of coke ovens,x,x,25539.00,25539.00,24149.00,14654.00,14654.00,29000.00,29015.00,28200.00,38000.00,15240.00,10172.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Belarus,NCV of blast furnaces,x,x,25539.00,25539.00,24149.00,14654.00,14654.00,29000.00,29015.00,28200.00,38000.00,15240.00,10172.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Belarus,NCV in main activity producers,x,x,25539.00,25539.00,24149.00,14654.00,14654.00,29000.00,29015.00,28200.00,38000.00,15240.00,10172.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Belarus,NCV in industry,x,x,25539.00,25539.00,24149.00,14654.00,14654.00,29000.00,29015.00,28200.00,38000.00,15240.00,10172.00,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
