COUNTRY,FLOW,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Peat,Crude/NGL/feedstocks/non-crude (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Biogasoline,Biodiesels,Other liquid biofuels,Charcoal
New Zealand,NCV in main activity producer electricity plants,x,x,x,x,x,21080,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV in autoproducer CHP plants,x,x,x,x,x,21167,14769,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV in industry,x,x,x,x,28196,21299,15134,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV for other uses,x,x,x,28400,28196,21299,15134,x,29500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42296,43795,42300,36800,x,49500,49500,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,x,32000,40000,x,x,x,x
Norway,NCV of production,x,x,x,x,28100,x,x,x,x,x,x,x,x,x,42296,43795,42300,36800,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV of imports,x,x,x,x,28100,x,x,x,28500,x,x,x,x,x,42296,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV of exports,x,x,x,x,28100,x,x,x,28500,x,x,x,x,x,42296,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV of coke ovens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV of blast furnaces,x,x,x,x,x,x,x,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV in main activity producer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV in main activity CHP plants,x,x,x,x,28320,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV in industry,x,x,x,x,28100,x,x,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Norway,NCV for other uses,x,x,x,x,28100,x,x,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42484,x,42496,37713,42500,49500,x,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,40000,29713,38425,38699,x
Poland,NCV of production,x,x,x,29600,23060,x,8651,x,28219,x,38520,x,x,x,41761,x,42496,37713,42500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV of imports,x,x,x,29580,24500,x,x,x,27999,x,38520,17454,x,x,42490,x,42496,37713,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV of exports,x,x,x,29650,24570,x,8752,23245,28000,x,38520,x,x,x,40128,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV of coke ovens,x,x,x,29509,x,x,x,x,25682,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV of blast furnaces,x,x,x,x,x,x,x,x,28511,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV in main activity producer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV in main activity CHP plants,x,x,x,x,21404,x,8742,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV in autoproducer CHP plants,x,x,x,x,22046,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV in main activity heat plants,x,x,x,x,22695,x,11688,x,27182,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV in autoproducer heat plants,x,x,x,29506,29367,x,11000,x,20000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV in industry,x,x,x,x,24418,x,9227,x,26799,x,x,17484,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Poland,NCV for other uses,x,x,x,28788,25481,x,8684,x,27923,x,37720,19267,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42697,x,44984,x,x,49500,x,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,40000,x,x,x,x
Portugal,NCV of production,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV of imports,x,x,31878,x,25562,x,x,x,28043,x,x,x,x,x,42697,x,44984,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV of exports,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV of coke ovens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV of blast furnaces,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV in main activity producer electricity plants,x,x,x,x,25889,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV in industry,x,x,31878,x,x,x,x,x,28043,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Portugal,NCV for other uses,x,x,31878,x,25562,x,x,x,28043,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41991,41800,43860,42864,41500,49500,49500,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,40000,x,39955,x,30800
Slovak Republic,NCV of production,x,x,x,x,x,x,10623,x,28340,x,33491,x,x,x,41200,41800,43860,42864,41500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV of imports,x,x,28700,29381,25581,x,13048,28000,28283,x,x,23000,x,x,42000,x,43860,43554,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV of exports,x,x,x,x,x,x,x,x,28347,x,33491,x,x,x,41719,x,43860,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV of coke ovens,x,x,x,29381,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV of blast furnaces,x,x,x,29381,x,x,x,x,28336,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV in main activity producer electricity plants,x,x,x,x,x,x,9622,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV in main activity CHP plants,x,x,25311,x,25084,x,11007,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV in autoproducer CHP plants,x,x,x,x,25662,x,13087,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV in main activity heat plants,x,x,x,x,x,x,13828,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV in autoproducer heat plants,x,x,x,x,x,x,14667,x,28333,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV in industry,x,x,28700,29381,25581,x,12299,x,28336,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovak Republic,NCV for other uses,x,x,28700,29381,25581,x,12299,28000,28336,x,33491,23000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,46000,44000,44000,x,43000,43000,42600,40000,x,43600,42000,39000,x,32000,40000,x,x,x,x
Slovenia,NCV of production,x,x,x,x,x,x,10919,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV of imports,x,x,x,x,24498,20480,x,x,28443,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV of exports,x,x,x,x,x,20480,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV of coke ovens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV of blast furnaces,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV in main activity producer electricity plants,x,x,x,x,x,x,12000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV in main activity CHP plants,x,x,x,x,x,18214,10803,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV in autoproducer CHP plants,x,x,x,x,x,20375,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV in autoproducer heat plants,x,x,x,x,x,20000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV in industry,x,x,x,x,24498,20381,x,x,28443,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Slovenia,NCV for other uses,x,x,x,x,24498,19558,10935,x,28443,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42665,x,42500,25100,x,49500,x,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,40000,26753,37555,x,x
Spain,NCV of production,x,x,19265,x,20977,12042,6503,x,28500,x,x,x,x,x,42665,x,42500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV of imports,x,x,25298,30020,24042,x,x,x,28500,x,x,x,x,x,42665,x,42500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV of exports,x,x,x,x,x,x,x,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV of coke ovens,x,x,x,30020,x,x,x,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV of blast furnaces,x,x,x,x,31253,x,x,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV in main activity producer electricity plants,x,x,20491,x,22879,13339,7657,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV in autoproducer CHP plants,x,x,x,x,24150,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV in industry,x,x,x,x,24210,x,x,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Spain,NCV for other uses,x,x,22826,30020,25249,12042,6503,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42161,x,44244,x,x,49500,49500,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,x,32000,40000,26886,37513,42000,x
Sweden,NCV of production,x,x,x,x,x,x,x,x,28080,x,x,x,12500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV of imports,x,x,x,30000,27400,x,x,x,28080,x,x,20097,12940,x,42161,x,44244,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV of exports,x,x,x,x,27400,x,x,x,28080,x,x,20097,x,x,x,x,44244,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV of coke ovens,x,x,x,30000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV of blast furnaces,x,x,x,x,27400,x,x,x,28080,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV in main activity producer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV in main activity CHP plants,x,x,x,x,26952,x,x,x,x,x,x,x,12720,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV in autoproducer CHP plants,x,x,x,x,22000,x,x,x,x,x,x,x,7000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,11667,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV in industry,x,x,x,x,26860,x,x,x,28080,x,x,20097,10800,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Sweden,NCV for other uses,x,x,x,30000,27400,x,x,x,28080,x,x,20097,12500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,43225,x,43700,41325,x,49500,x,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,40000,26524,32040,x,x
Switzerland,NCV of production,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV of imports,x,x,28100,x,28100,x,20100,x,28100,x,x,x,x,x,43225,x,43700,41325,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV of exports,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV of coke ovens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV of blast furnaces,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV in main activity producer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV in industry,x,x,28100,x,28100,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Switzerland,NCV for other uses,x,x,28100,x,28100,x,20100,x,28100,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41520,x,42500,x,x,49500,x,46000,44000,x,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,x,40000,x,x,x,x
Turkey,NCV of production,x,x,x,29297,20078,18000,6999,x,29302,x,x,20930,x,x,41370,x,42500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV of imports,x,x,x,30988,26204,x,x,x,29302,x,x,x,x,x,41570,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV of exports,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV of coke ovens,x,x,x,31462,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV of blast furnaces,x,x,x,x,x,x,x,x,29302,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV in main activity producer electricity plants,x,x,x,x,20084,x,5711,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV in autoproducer electricity plants,x,x,x,27807,x,x,16593,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV in autoproducer CHP plants,x,x,x,29786,x,x,15362,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV in industry,x,x,x,29633,28142,18000,12558,x,29302,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Turkey,NCV for other uses,x,x,x,28363,27379,18000,12552,x,29302,x,x,20930,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
United Kingdom,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,43415,46828,42496,x,x,49500,49500,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,40000,26800,36800,x,x
United Kingdom,NCV of production,x,x,x,30900,24600,x,x,30900,28310,x,38519,x,x,x,43415,46828,42496,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
United Kingdom,NCV of imports,x,x,x,28900,25300,x,x,30900,28310,x,x,x,x,x,43415,x,42496,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
