"Source","Sector","SubSector","2009","2010","2011","2012","2013","2014","2015"
"Ore and Mineral Industries","","","NaN","NaN","NaN","NaN","NaN","NaN","513274.8399999999"
"Ore and Mineral Industries","Aluminium Industry","","389028.13","390330.76","404054.28","399994.03","410434.85","375131.82","383915.73"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","305","400","407.78","412","416","399","375"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","388723.13","389930.76","403646.5","399582.03","410018.85","374732.82","383540.73"
"Ore and Mineral Industries","Asphalt Paving Industry","","4534.07","5516.77","4950.6","3751.23","3742.45","4021.76","3273.72"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","4534.07","5516.77","4950.6","3751.23","3742.45","4021.76","3273.72"
"Ore and Mineral Industries","Cement and Concrete Industry","","11755.76","14814.62","33262.55","17435.690000000002","14473.630000000001","11668.66","10218.82"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","9405.99","11650.37","12398.57","14233.46","11223.25","8592.96","9049.09"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","1.92","1.8","1.89","40.54","0.72","0.74","29.94"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","140.03","115.76","17850.24","182.52","142.29","144.95","109.17"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","2207.82","3046.69","3011.85","2979.17","3107.37","2930.01","1030.62"
"Ore and Mineral Industries","Foundries","","47768.67","47716.72","48084.85","49149.06","48356.75","NaN","48023.81"
"Ore and Mineral Industries","Foundries","Die Casting","0.45","0.58","54.5","43.46","39.87","0","0.36"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","47768.22","47716.14","48030.35","49105.6","48316.88","51000.35","48023.45"
"Ore and Mineral Industries","Iron and Steel Industry","","NaN","NaN","NaN","NaN","NaN","NaN","20651.42"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","13846.44","14554.66","14642.19","15469.89","13963.69","15471.28","13512.07"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","5969.43","6124.27","7049.98","12803.95","8664.53","8779.54","7115.05"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","0","0","0","0","0","0","24.3"
"Ore and Mineral Industries","Iron Ore Pelletizing","","17538.82","22210.39","19822.27","17993.11","17012.74","16903.85","17696.97"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","17538.82","22210.39","19822.27","17993.11","17012.74","16903.85","17696.97"
"Ore and Mineral Industries","Mineral Products Industry","","3523.73","1112.44","1266.36","1316.42","1375.02","578.61","636.26"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","326.16","346.15","272.01","338.57","302.5","263.22","298.49"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","69.98","41.13","41.33","35.79","31.49","24.94","13.27"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","3127.59","725.16","953.02","942.06","1041.03","290.45","324.5"
"Ore and Mineral Industries","Mining and Rock Quarrying","","9566.11","13051.8","16079.09","21756.73","17349.43","18611.969999999998","15377.5"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","1936.33","2734.57","2416.55","1989.03","1795.77","1525.1","252.96"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","283.17","1687.33","1954.46","2500.91","3384.44","3310.88","2370.98"
"Ore and Mineral Industries","Mining and Rock Quarrying","Limestone","116.03","157.57","117.75","47.4","68.78","87.54","73.16"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","4479.54","5747.94","8349.84","14010.45","8698.44","10101.22","8968.13"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","486.56","794.72","880.38","955.6","1006.11","1084.41","1187.1"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","326.07","305.26","282.73","223.24","246.22","327.27","433.8"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","1938.41","1624.41","2077.38","2030.1","2149.67","2175.55","2091.37"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","9124.32","21684.38","11273.11","12677.2","10822.91","12831.72","13480.61"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","9124.32","21684.38","11273.11","12677.2","10822.91","12831.72","13480.61"
"Oil and Gas Industry","","","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","20778.289999999997","24114.530000000002","18765.12","NaN","41910.52","16020.949999999999","NaN"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","20447.19","23808.83","18470.92","15887.85","41597.52","15796.22","21651.38"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","0","0","0","0","0","49.22","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","279.1","260.7","258.2","232.13","290.92","172.15","142.08"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","52","45","36","0","22.08","3.36","0"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","NaN","NaN","NaN","512375.02999999997","NaN","NaN","529949.7899999999"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Disposal and Waste Treatment","49.57","53.53","63.77","73.2","72.35","81.95","69.7"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Heavy Crude Oil Cold Production","13893.75","15069.51","16114.69","17498.92","21586.86","19471.05","20215.77"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Light/Medium Crude Oil Production","47510.11","46196.44","47340.45","51704.16","50095.37","52248.05","51372.02"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Production and Processing","407425.3","400752.35","411357.65","406050.21","403295.97","409764.49","407266.89"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Natural Gas Transmission and Storage","7925.5","6011.45","5888.41","5429.13","5827.56","7158.92","7098.38"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands In-Situ Extraction","8929.3","9593.45","10645.81","12825.85","14786.38","15832.7","18061.23"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Oil Sands Mining, Extraction and Upgrading","15765.55","15440.11","15923.45","18054.33","22232.55","22581.75","25158.46"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Storage","0","0","0","1.1","0","0","22.99"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Petroleum Liquids Transportation","1.77","1.82","2.15","2.18","2.08","2.29","2.1"
