iso,CEDS_grd_sector,VOC01,VOC02,VOC03,VOC04,VOC05,VOC06,VOC07,VOC08,VOC09,VOC12,VOC13,VOC14,VOC15,VOC16,VOC17,VOC18,VOC19,VOC20,VOC21,VOC22,VOC23,VOC24,VOC25
can,RCO,0.091511857,0.065725107,0.030162385,0.031870205,0.056850606,0.019833969,0.002924962,0.06458688,0.057022027,0.072625587,0.10210227,0.045773071,0.01172184,0,0.009315368,0,0.045342559,0,0.021994622,0.042882396,0.010787068,0.213477191,0.003490029
che,RCO,0.083458953,0.058780687,0.035578017,0.047886385,0.086612197,0.02267715,0.004381805,0.058556375,0.0520884,0.065689362,0.102620496,0.047115964,0.010681777,0.000365749,0.008328215,0,0.041013018,0,0.028640472,0.039080427,0.009458286,0.193613436,0.00337283
chl,RCO,0.075605395,0.051114451,0.041824161,0.066155753,0.118587409,0.027060235,0.002908088,0.051015524,0.046580191,0.058453454,0.102961783,0.048336194,0.009574618,0.000528401,0.007489504,0,0.035784206,0,0.035594285,0.036498517,0.01009656,0.168598063,0.005233208
chn,RCO,0.081726945,0.059662775,0.036586836,0.049765845,0.090026368,0.020768374,0.001065709,0.059505448,0.051557357,0.065501256,0.103521658,0.047679173,0.010585646,9.78E-05,0.008200799,0,0.041725676,0,0.029610323,0.037121856,0.007617551,0.196731019,0.000941558
civ,RCO,0.101564232,0.075220018,0.021444838,0.007223422,0.015755695,0.013735188,0.005650125,0.075022194,0.06434827,0.081975846,0.102012481,0.044546615,0.013220104,1.47E-06,0.010214569,0,0.052605366,0,0.013191568,0.045561518,0.008661313,0.248031434,1.37E-05
cmr,RCO,0.101618821,0.075265903,0.021230177,0.006715527,0.014863393,0.013633651,0.007453227,0.075068005,0.064384281,0.082022787,0.101814466,0.044431301,0.01322754,8.56E-07,0.010220139,0,0.052637459,0,0.012976876,0.045583082,0.008661865,0.248182814,7.83E-06
cod,RCO,0.101597209,0.07525444,0.02122694,0.006714512,0.014861129,0.013626643,0.007639944,0.075056572,0.064371756,0.082007788,0.101796243,0.044423473,0.013224995,3.21E-07,0.010218058,0,0.052629453,0,0.012974904,0.045571,0.008656641,0.248145016,2.96E-06
cog,RCO,0.101582369,0.075246418,0.021224651,0.006713838,0.01485996,0.01362228,0.007770165,0.075048532,0.064363105,0.081997178,0.101783295,0.044417828,0.013222814,0,0.01021671,0,0.052623656,0,0.012973444,0.045562859,0.008653132,0.248117766,0
cok,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,RCO,0.010041649,0,0.090251209,0.202998743,0.357390108,0.04926534,0.003778076,0,0.004442697,0.004125018,0.106268618,0.05771894,0.000875149,0.000869354,0.000869354,0,0,0,0.088261958,0.008444987,0.006415498,0,0.007983302
com,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,RCO,0.102047718,0.075785604,0.021461724,0.006816315,0.014924123,0.013700746,0.002350374,0.075450262,0.064735048,0.082439181,0.102318033,0.044631339,0.013298852,2.05E-06,0.010263054,0,0.052852294,0,0.013029835,0.045781058,0.008706315,0.249386911,1.92E-05
cri,RCO,0.101874076,0.075390589,0.021265345,0.006726655,0.014888014,0.013726154,0.005304121,0.07519236,0.064529364,0.082194364,0.102021558,0.044520118,0.01325699,8.35E-06,0.010244557,0,0.052724656,0,0.012998378,0.045731691,0.008731752,0.248593976,7.69E-05
cub,RCO,0.120811653,0.054067595,0.01559543,0.005669306,0.012144608,0.048391667,0.005173921,0.053974263,0.067338227,0.078609198,0.094633088,0.040525665,0.013690197,0.004196731,0.01152773,0,0.03780971,0,0.009680223,0.072917231,0.036732379,0.178493872,0.038017305
cym,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cze,RCO,0.078769426,0.07606017,0.045718036,0.045901711,0.06839719,0.02282796,0.002704762,0.060546624,0.057429339,0.06868235,0.099828304,0.043095281,0.011672954,0.000718838,0.007784298,0,0.03639273,0,0.023325307,0.038531823,0.011326089,0.193657542,0.006629265
deu,RCO,0.01844341,0.01958639,0.084807667,0.175013483,0.303804891,0.038996063,0.003175917,0.014484656,0.014211615,0.016652656,0.10593302,0.055176565,0.00288134,0.00022846,0.001816876,0,0.008181696,0,0.076472916,0.009312425,0.003038327,0.04567494,0.002106687
dji,RCO,0.101824282,0.075504206,0.021331854,0.006758867,0.014893357,0.013661084,0.005053539,0.075250671,0.064547536,0.082219186,0.102053464,0.044527666,0.013260714,8.31E-07,0.010240868,0,0.052743988,0,0.013003132,0.045675197,0.008679314,0.248762416,7.83E-06
dma,RCO,0.102271514,0.075337377,0.021259206,0.00674186,0.014912613,0.01409817,0.003188086,0.075139277,0.064691269,0.082328954,0.102167002,0.044576273,0.013288367,4.88E-05,0.010277797,0,0.052687442,0,0.012997872,0.046094141,0.009025455,0.248418483,0.000450047
dnk,RCO,0.102780896,0.074543938,0.021121185,0.006864054,0.015095753,0.015265315,0.003579348,0.074347902,0.064711229,0.082112988,0.101889238,0.044437587,0.013286059,0.000185052,0.010306284,0,0.052132532,0,0.012945026,0.046942894,0.009943984,0.245802278,0.001706458
dom,RCO,0.102171786,0.075501953,0.021296748,0.006736587,0.014909995,0.013864904,0.002979718,0.075303426,0.064689764,0.082376192,0.102237305,0.044611617,0.013289355,2.11E-05,0.010272401,0,0.052802545,0,0.013017578,0.045923062,0.008838722,0.24896116,0.000194118
dza,RCO,0.102494642,0.074210427,0.021059363,0.00690659,0.015157184,0.015351628,0.00669044,0.074015263,0.064498496,0.081817063,0.1015468,0.04428938,0.013241672,0.000199136,0.01027519,0,0.051899242,0,0.012918974,0.046878854,0.010010418,0.244702411,0.001836825
ecu,RCO,0.101660581,0.075378446,0.021327388,0.006767864,0.014855146,0.013712366,0.006732836,0.075076321,0.064452169,0.082071186,0.101858154,0.044433562,0.013240875,9.97E-06,0.010222688,0,0.052602603,0,0.012968572,0.045644547,0.008725814,0.248164484,9.44E-05
egy,RCO,0.089949785,0.061895925,0.031151653,0.036322844,0.066448946,0.022596629,0.004397378,0.061733245,0.055768525,0.070071908,0.102000128,0.046145435,0.011431465,0.000550825,0.008954906,0,0.043286865,0,0.024063098,0.042853259,0.011200678,0.20409612,0.005080383
eri,RCO,0.101674741,0.075311023,0.021242906,0.006719561,0.0148723,0.013637802,0.006887189,0.075113004,0.064420675,0.082069913,0.101873283,0.044457073,0.013235036,4.18E-07,0.01022584,0,0.052669025,0,0.012984659,0.045606212,0.008663873,0.248331604,3.86E-06
esp,RCO,0.103077589,0.072448429,0.021295119,0.008343747,0.017561704,0.017810766,0.005522494,0.072204076,0.064311175,0.081097388,0.101230313,0.044177466,0.013190484,0.000464328,0.010289626,0,0.050608284,0,0.01328448,0.048347233,0.011762665,0.238690963,0.004281671
est,RCO,0.10013842,0.078571962,0.024132766,0.008563916,0.015351667,0.013584195,0,0.07549962,0.065148721,0.082386813,0.102202107,0.044211283,0.013368458,9.33E-06,0.010069879,0,0.051819438,0,0.012952896,0.044957744,0.008590337,0.2483542,8.63E-05
eth,RCO,0.101676788,0.075312576,0.021243345,0.006719705,0.01487261,0.013638043,0.006866871,0.07511457,0.064421984,0.082071586,0.101875386,0.044457988,0.013235303,4.16E-07,0.010226049,0,0.052670112,0,0.012984929,0.045607116,0.008664012,0.248336786,3.82E-06
fin,RCO,0.102499435,0.074560852,0.021179084,0.006855681,0.014951886,0.015193212,0.005558971,0.074237944,0.064617673,0.081970927,0.101670953,0.044322377,0.01326542,0.000182494,0.010279718,0,0.052004338,0,0.0128871,0.046802593,0.009901291,0.24537856,0.001679491
fji,RCO,0.102327838,0.075767555,0.021394686,0.006813041,0.015055201,0.01376138,0.000411291,0.075568079,0.064827321,0.082582502,0.102533463,0.044747194,0.013317944,3.60E-06,0.010291633,0,0.052987524,0,0.013086183,0.045914156,0.008740189,0.249835772,3.34E-05
flk,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fra,RCO,0.083107338,0.059293146,0.035852475,0.047945498,0.086459693,0.022300103,0.004463446,0.058792484,0.052119285,0.065742713,0.102644718,0.047090097,0.010689726,0.000325363,0.008298953,0,0.04107097,0,0.028613087,0.038741352,0.009172346,0.194272141,0.003005069
fro,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gab,RCO,0.101583851,0.075247283,0.021224931,0.006713876,0.014859694,0.013622328,0.007756214,0.075049429,0.064363929,0.081998429,0.101784891,0.044418583,0.013223418,0,0.010216738,0,0.052624474,0,0.012973675,0.045563531,0.008653417,0.248121308,0
gbr,RCO,0.006236473,0.087414178,0.112347231,0.1507345,0.21425987,0.026970954,0.002085363,0.03314814,0.035976659,0.034257343,0.098235101,0.041995241,0.007080847,0.000134407,0.000582429,0,0.002067674,0,0.053264898,0.003693249,0.001759783,0.08602032,0.00173534
geo,RCO,0.09380825,0.069809793,0.026935516,0.022248017,0.041710931,0.015904586,0.008816331,0.069351379,0.059574743,0.075817928,0.102058796,0.045399045,0.012237378,1.25E-05,0.009432665,0,0.048521508,0,0.018879344,0.042132672,0.008071103,0.229162664,0.000114898
ggy,RCO,0.00629202,0.087376832,0.112352253,0.150761422,0.214305172,0.026934077,0.002080952,0.033126378,0.035950508,0.034230734,0.098271992,0.041996047,0.007074591,0.000190002,0.00058735,0,0.002046817,0,0.053285803,0.00363267,0.001755436,0.08599703,0.001751915
gha,RCO,0.101571637,0.075225002,0.021442274,0.00721493,0.015740967,0.013734778,0.005621687,0.075027207,0.06435284,0.081981517,0.102015037,0.044547252,0.013221047,1.54E-06,0.010215282,0,0.05260886,0,0.013188544,0.045565085,0.008662303,0.248047986,1.42E-05
gib,RCO,0.095960395,0.072142196,0.028674863,0.020567448,0.034493572,0.020875385,0.00578217,0.067375194,0.061975823,0.076750837,0.10046856,0.043738477,0.012674485,0.000708572,0.00953313,0,0.045453332,0,0.016554516,0.046267038,0.0127255,0.220743963,0.006534544
gin,RCO,0.10153205,0.07522181,0.021239347,0.006725461,0.014844041,0.013652695,0.008234818,0.074989451,0.064341364,0.081953923,0.101722709,0.044385528,0.013218319,4.77E-06,0.01021073,0,0.052568869,0,0.012959983,0.045562148,0.008679817,0.247907901,4.43E-05
glp,RCO,0.102393539,0.075194263,0.021223632,0.006739692,0.014903777,0.014328014,0.003192579,0.074997187,0.064708733,0.08230227,0.102118593,0.044550046,0.013290556,7.61E-05,0.010285601,0,0.052587226,0,0.012977994,0.046272415,0.009210209,0.247947373,0.000700242
gmb,RCO,0.101532217,0.075223757,0.021241495,0.006726634,0.014843614,0.01365467,0.008226982,0.074988793,0.06434242,0.081954312,0.101722775,0.044385085,0.01321852,5.05E-06,0.010210718,0,0.0525674,0,0.012959602,0.045563342,0.008681445,0.247904661,4.65E-05
gnb,RCO,0.101540925,0.075269519,0.021267309,0.006738973,0.01484628,0.013649556,0.007957068,0.075013727,0.06436216,0.081976605,0.101749206,0.044393843,0.013222518,4.21E-06,0.010211745,0,0.052576765,0,0.012961931,0.045563551,0.008676976,0.24797806,3.91E-05
gnq,RCO,0.10160163,0.075250129,0.021225796,0.006714279,0.014860372,0.013633875,0.007636437,0.075052431,0.064372565,0.082007236,0.101795277,0.044422717,0.013225139,1.13E-06,0.010218453,0,0.052626538,0,0.01297416,0.045576957,0.008662637,0.248131325,1.09E-05
grc,RCO,0.101598027,0.07566351,0.021563183,0.006892599,0.014833381,0.013757059,0.005880088,0.0751109,0.064547491,0.082128614,0.101900872,0.044414985,0.013258375,1.71E-05,0.01021535,0,0.052529246,0,0.012950335,0.045647592,0.008764263,0.248169672,0.00015739
grd,RCO,0.103394134,0.074029839,0.02093558,0.006726892,0.014833473,0.016205593,0.003187211,0.073835198,0.064849413,0.082089396,0.101725912,0.044337561,0.013309185,0.000297731,0.010349197,0,0.051773023,0,0.012816669,0.047731013,0.010720065,0.244107029,0.002745885
grl,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtm,RCO,0.101936377,0.075503572,0.021297211,0.00673674,0.014910325,0.013674027,0.004338295,0.075305054,0.064586118,0.082280427,0.102134501,0.044571036,0.013269019,5.66E-07,0.010252127,0,0.05280368,0,0.013017856,0.045724228,0.008687102,0.248966521,5.22E-06
guf,RCO,0.102093006,0.075027289,0.021185189,0.006742472,0.014902943,0.014238691,0.005753346,0.074831732,0.064531192,0.082087144,0.101868047,0.044440928,0.013257348,6.73E-05,0.010257107,0,0.052469818,0,0.012957898,0.046107849,0.0091436,0.247397516,0.000639587
gum,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guy,RCO,0.098028401,0.071935417,0.024313612,0.015466955,0.030137476,0.015595374,0.004304876,0.071746401,0.061936367,0.078765246,0.102246581,0.045117166,0.012721652,7.91E-05,0.009847733,0,0.050308462,0,0.01633716,0.044327684,0.008856747,0.237200426,0.000727153
hkg,RCO,0.094470654,0.085623043,0.03045635,0.01170838,0.013890415,0.01274156,0.005735254,0.07533394,0.065878337,0.081822655,0.100661486,0.042487413,0.01347843,8.31E-06,0.00949882,0,0.048883688,0,0.01207293,0.042406308,0.008100782,0.244664658,7.66E-05
hnd,RCO,0.101851014,0.075428497,0.021276034,0.006730039,0.014895504,0.013673295,0.005235526,0.075230175,0.064528958,0.082205184,0.102040013,0.04452951,0.013257218,1.93E-06,0.010243309,0,0.052751169,0,0.013004912,0.045692208,0.008688673,0.248718913,1.79E-05
hrv,RCO,0.097614413,0.071482423,0.025308548,0.01723535,0.032514415,0.016981442,0.002978932,0.0705855,0.06177091,0.078148041,0.102068175,0.044993965,0.012675783,0.000224635,0.009779028,0,0.049212711,0,0.016730409,0.044801568,0.009758068,0.233064051,0.002071633
hti,RCO,0.102129871,0.075590513,0.021321735,0.006744503,0.014927501,0.01375102,0.00274972,0.075391765,0.064694132,0.082406415,0.102285744,0.044635673,0.013290904,7.13E-06,0.010270491,0,0.052864479,0,0.013032846,0.0458409,0.008745735,0.249253194,6.57E-05
hun,RCO,0.097577086,0.074634313,0.025321061,0.014569933,0.026961715,0.014803459,0.002927342,0.072753457,0.062765768,0.079555861,0.102204111,0.044764203,0.012884323,3.21E-05,0.009808438,0,0.05035571,0,0.015561212,0.043912653,0.008518468,0.239792471,0.000296292
imn,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ind,RCO,0.101517048,0.075698281,0.021554854,0.006884952,0.014851592,0.013618362,0.006122396,0.075175506,0.064514795,0.082122325,0.101909321,0.044426457,0.013252591,5.99E-07,0.010209946,0,0.052586243,0,0.012964908,0.045536298,0.008651596,0.248396405,5.52E-06
irl,RCO,0.007286538,0.096472593,0.113824531,0.143496644,0.196217735,0.025326811,0.002149297,0.036599612,0.039849218,0.037957957,0.09717842,0.040121711,0.00784327,0.000234974,0.000681061,0,0.002298128,0,0.048863452,0.004288791,0.002129423,0.095012683,0.00216715
irn,RCO,0.071270969,0.049896084,0.044339705,0.072530996,0.129711195,0.025993081,0.004798426,0.049764884,0.044408383,0.055978061,0.103372542,0.048904771,0.00910781,0.000337186,0.00711188,0,0.034894948,0,0.038202357,0.033502304,0.008236941,0.164527853,0.003109625
irq,RCO,0.089949868,0.061895743,0.031151625,0.036322778,0.066448892,0.022596279,0.004397416,0.061733047,0.055768481,0.070071947,0.101999928,0.046145389,0.011431733,0.000551003,0.008954844,0,0.043287066,0,0.024063117,0.042853329,0.011200846,0.20409614,0.005080528
isl,RCO,0.156073098,0.017360745,0.00443784,0,0.003514948,0.1103854,0,0.018081095,0.073443191,0.073357584,0.081789001,0.034122302,0.014745783,0.01139299,0.013563083,0,0.012519024,0,0.002893458,0.121994802,0.087249192,0.057507464,0.105569001
isr,RCO,0.146311636,0.027014639,0.007619938,0.002410516,0.005334909,0.093269002,0.00579568,0.02694354,0.071663006,0.074522399,0.085097383,0.03515849,0.014279625,0.009469233,0.013137378,0,0.018892677,0,0.004657627,0.108734289,0.073283214,0.089078536,0.087326284
ita,RCO,0.082592358,0.058467155,0.036112076,0.049279513,0.089070065,0.022527121,0.004476618,0.05826231,0.051620117,0.065169513,0.102725484,0.047255016,0.010587305,0.000323202,0.008247926,0,0.040814267,0,0.029211753,0.038502121,0.009117313,0.19264918,0.00298959
jam,RCO,0.108099495,0.068945828,0.019447073,0.006151356,0.013613991,0.024568841,0.003601621,0.068763425,0.065615634,0.081296152,0.099901931,0.043327033,0.013418934,0.001294674,0.010656462,0,0.048217195,0,0.011886964,0.054382307,0.017527395,0.22733917,0.01194452
jey,RCO,0.00629204,0.087376829,0.112352225,0.150761503,0.214305133,0.026934063,0.002080972,0.0331264,0.035950626,0.034230646,0.098271981,0.041996067,0.007074664,0.000189954,0.000587328,0,0.002046794,0,0.05328578,0.003632639,0.001755393,0.085997027,0.001751935
jor,RCO,0.091592706,0.063651028,0.029820557,0.032371904,0.059564015,0.021495997,0.004449741,0.063483639,0.056948551,0.071686468,0.10199255,0.0459222,0.011677213,0.000488286,0.009130567,0,0.044514581,0,0.022579837,0.043305165,0.010938474,0.209883584,0.004502936
jpn,RCO,0.075009373,0.05905668,0.056429174,0.072926855,0.108630149,0.049821441,0.003164351,0.037020623,0.052747159,0.05634901,0.094662942,0.040741196,0.010562695,0.003551037,0.006964615,0,0.017429228,0,0.029905082,0.049896154,0.029339361,0.112854266,0.032938608
kaz,RCO,0.070600264,0.049385901,0.044837079,0.073926857,0.132147366,0.026207967,0.004759948,0.049255614,0.043980372,0.05543071,0.103413288,0.049003233,0.009020184,0.000338784,0.007044632,0,0.034537889,0,0.038741152,0.033208534,0.008189728,0.16284661,0.003123887
ken,RCO,0.101674704,0.075310989,0.021242896,0.00671956,0.014872298,0.013637803,0.00688757,0.075112971,0.064420646,0.082069868,0.101873272,0.044457049,0.013235031,4.15E-07,0.010225831,0,0.05266901,0,0.012984657,0.045606196,0.008663867,0.24833151,3.86E-06
kgz,RCO,0.087877035,0.064310676,0.032069174,0.037070089,0.067862097,0.018850633,0.001070771,0.064141576,0.05547672,0.07051471,0.103175862,0.046784797,0.011393283,9.12E-05,0.008823009,0,0.044975878,0,0.024710653,0.03983069,0.00807144,0.212058891,0.000840829
khm,RCO,0.102121309,0.075281816,0.021234665,0.00671696,0.01486653,0.014023551,0.004449773,0.07508386,0.064610513,0.082237535,0.102048595,0.044524828,0.01327207,4.23E-05,0.010263743,0,0.052648597,0,0.012979621,0.045997246,0.008971016,0.248235217,0.000390233
kir,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,RCO,0.10223831,0.075376081,0.021268779,0.006742299,0.014914945,0.014035797,0.003188061,0.075177877,0.064686601,0.082336058,0.102180058,0.044583344,0.013287758,4.14E-05,0.010275687,0,0.052714517,0,0.013003235,0.046045696,0.008975298,0.248546067,0.000382089
kor,RCO,0.095413511,0.068237198,0.026321386,0.022000372,0.041488653,0.018231402,0.007552093,0.068057851,0.059823993,0.075711469,0.101740487,0.045242661,0.012277423,0.000283631,0.009548796,0,0.047721918,0,0.018683138,0.04408839,0.009951409,0.225006156,0.002618063
kwt,RCO,0.086848479,0.06433222,0.032073731,0.037068613,0.067860393,0.018002874,0.00694521,0.06416306,0.055027642,0.070104089,0.102735798,0.046611598,0.011305292,0,0.008734747,0,0.044990968,0,0.024712913,0.038954259,0.007398199,0.212129913,0
lao,RCO,0.102121335,0.075281863,0.021234625,0.006716935,0.014866517,0.014023529,0.004449862,0.075083976,0.064610575,0.082237504,0.102048568,0.044524936,0.013272086,4.22E-05,0.010263648,0,0.0526486,0,0.012979617,0.045997225,0.008971016,0.248235225,0.000390195
lbn,RCO,0.103241326,0.073472498,0.021016292,0.007212298,0.01566554,0.016695709,0.004581676,0.073279321,0.064637733,0.081728119,0.101505497,0.044260952,0.013263287,0.00034943,0.010325229,0,0.051383237,0,0.012953225,0.047897799,0.011039044,0.242269217,0.003222572
lbr,RCO,0.101573137,0.075245513,0.021447184,0.007201986,0.015706115,0.013731393,0.0056108,0.075034934,0.064361321,0.081989559,0.102013847,0.044543761,0.013222716,1.60E-06,0.010215421,0,0.05260929,0,0.013180012,0.045566009,0.008662791,0.248067874,1.47E-05
lby,RCO,0.101783949,0.075396889,0.021274235,0.006735401,0.014897819,0.013646782,0.0056859,0.075201695,0.064506919,0.082153366,0.101994956,0.044508718,0.013255432,0,0.010259834,0,0.052726257,0,0.012996935,0.045659327,0.008673541,0.248642044,0
lca,RCO,0.102357001,0.075237714,0.021234535,0.006740719,0.014906604,0.014258733,0.003188343,0.075039861,0.064703303,0.082310667,0.102133369,0.044558116,0.013289953,6.78E-05,0.010283246,0,0.052617756,0,0.012984061,0.046218849,0.009154573,0.248089861,0.000624957
lie,RCO,0.096120968,0.076728954,0.028744873,0.016939733,0.027102729,0.017553177,0.00318768,0.07076887,0.063379372,0.078805772,0.100873767,0.043557326,0.012961262,0.000399486,0.00957941,0,0.047283893,0,0.015052947,0.044847903,0.010752832,0.231674907,0.003684142
lka,RCO,0.101597102,0.07525713,0.021227614,0.006714764,0.014861664,0.013624124,0.007626568,0.07505919,0.06437242,0.082009098,0.101798142,0.04442441,0.01322515,0,0.010218074,0,0.052631313,0,0.012975389,0.045569491,0.008654561,0.248153796,0
lso,RCO,0.101643816,0.076153485,0.021832502,0.00702003,0.014864762,0.01364761,0.003253844,0.075389298,0.064735817,0.082351193,0.1021694,0.04450511,0.013296604,2.22E-06,0.010222425,0,0.052642219,0,0.012978058,0.045600504,0.008672761,0.248997936,2.04E-05
ltu,RCO,0.098489219,0.078686303,0.024755246,0.009061967,0.015387527,0.013366776,0.009279727,0.074777684,0.064613704,0.081538098,0.101151952,0.043642665,0.013254139,5.82E-06,0.009904552,0,0.050986328,0,0.012814398,0.044201996,0.008427209,0.245601008,5.37E-05
lux,RCO,0.059008302,0.036921593,0.06399976,0.111168545,0.184486406,0.052693534,0.000288832,0.024245715,0.038084457,0.040450789,0.098241291,0.046265281,0.007608801,0.003075337,0.005416423,0,0.012058596,0,0.047691963,0.040445242,0.024779095,0.074708582,0.028361455
lva,RCO,0.098489219,0.078686303,0.024755246,0.009061967,0.015387527,0.013366776,0.009279727,0.074777684,0.064613704,0.081538098,0.101151952,0.043642665,0.013254139,5.82E-06,0.009904552,0,0.050986328,0,0.012814398,0.044201996,0.008427209,0.245601008,5.37E-05
mac,RCO,0.094470648,0.085623036,0.030456356,0.011708381,0.013890412,0.01274156,0.005735236,0.075333949,0.065878344,0.081822656,0.10066149,0.042487423,0.01347843,8.31E-06,0.00949882,0,0.048883685,0,0.012072932,0.042406309,0.008100783,0.244664652,7.66E-05
mar,RCO,0.102489284,0.074029586,0.020896669,0.00659526,0.01456547,0.0154076,0.008670521,0.073946536,0.064439512,0.081751861,0.101345783,0.044184361,0.013225556,0.000199926,0.010253328,0,0.051838899,0,0.012795239,0.046934633,0.010160028,0.244347173,0.001922777
mco,RCO,0.093637552,0.076164053,0.030574142,0.020873791,0.033416263,0.017695561,0.00345548,0.069627675,0.062329412,0.077452022,0.101070705,0.043779404,0.012753185,0.000359689,0.0093562,0,0.04633917,0,0.016445087,0.043631301,0.010286735,0.227435432,0.003317144
mda,RCO,0.097689245,0.076525339,0.025740728,0.013312838,0.023646963,0.014444013,0.002332993,0.073475142,0.063532908,0.080289209,0.102058152,0.044426134,0.013035426,3.33E-05,0.009819371,0,0.050405908,0,0.014751496,0.043967869,0.00853573,0.241669851,0.000307356
mdg,RCO,0.10201485,0.075774082,0.021465199,0.006818982,0.014919258,0.013697898,0.002615701,0.075427088,0.064720591,0.082419533,0.102290987,0.044614464,0.01329571,0,0.010258325,0,0.052834635,0,0.01302503,0.045765495,0.008703716,0.249317886,2.06E-05
mdv,RCO,0.102331299,0.075749974,0.021404854,0.006844492,0.01511,0.013786135,0.000331098,0.075550815,0.064824416,0.082574505,0.102538369,0.04475103,0.013317725,5.93E-06,0.010290956,0,0.052976014,0,0.013097627,0.045925785,0.008755218,0.24977905,5.47E-05
mex,RCO,0.093732094,0.073547872,0.029001585,0.021864019,0.038170764,0.016285623,0.001740619,0.070099461,0.061094128,0.076957889,0.102165354,0.044889346,0.012528503,0.000112542,0.009408327,0,0.047880662,0,0.017891767,0.042554118,0.008707428,0.230330023,0.001037877
mhl,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mkd,RCO,0.101586743,0.075669618,0.021555388,0.006886827,0.014838681,0.013721118,0.005895995,0.075132035,0.064541119,0.082131438,0.101909072,0.044421623,0.013257354,1.26E-05,0.010214951,0,0.052549944,0,0.012955302,0.045622418,0.008734923,0.248246158,0.000116647
mli,RCO,0.101532254,0.075220702,0.021237558,0.00672442,0.014844493,0.013650486,0.00823694,0.074990724,0.064340707,0.081954124,0.101723314,0.044386163,0.013218216,4.52E-06,0.010210795,0,0.052570679,0,0.012960422,0.045560909,0.008677973,0.247913106,4.15E-05
mlt,RCO,0.10237801,0.075835666,0.021390922,0.006767299,0.014976978,0.013730751,0,0.075635506,0.064867451,0.082638806,0.10257961,0.044764515,0.013327567,0,0.010295939,0,0.053036304,0,0.013075019,0.045919363,0.008719147,0.250061148,0
mmr,RCO,0.102121296,0.075281799,0.021234661,0.006716958,0.01486653,0.014023546,0.004449782,0.075083852,0.064610491,0.082237554,0.10204859,0.044524837,0.01327207,4.23E-05,0.010263758,0,0.05264859,0,0.012979621,0.045997238,0.008971013,0.248235264,0.000390239
mng,RCO,0.081724652,0.059662833,0.036586832,0.049766073,0.090025696,0.020770274,0.001067847,0.059502814,0.051557946,0.065498126,0.103520989,0.047672256,0.010589595,0.000101743,0.008203307,0,0.041724959,0,0.029609757,0.037121856,0.007618674,0.196731793,0.000941979
mnp,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moz,RCO,0.102044464,0.07579555,0.021469992,0.006820687,0.014923348,0.01370151,0.002327059,0.075451384,0.064737915,0.082440798,0.102318959,0.044630435,0.01329933,2.24E-06,0.010262718,0,0.052849642,0,0.013029199,0.045780312,0.00870703,0.249386821,2.06E-05
mrt,RCO,0.101533397,0.075162799,0.021201103,0.006706334,0.014843043,0.013658302,0.008500526,0.074965163,0.064319829,0.081932468,0.101698741,0.044379891,0.013214029,5.47E-06,0.010210764,0,0.052565348,0,0.012959089,0.045565901,0.008684393,0.247842748,5.07E-05
msr,RCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mtq,RCO,0.102357001,0.075237714,0.021234535,0.006740719,0.014906604,0.014258733,0.003188343,0.075039861,0.064703303,0.082310667,0.102133369,0.044558116,0.013289953,6.78E-05,0.010283246,0,0.052617756,0,0.012984061,0.046218849,0.009154573,0.248089861,0.000624957
mus,RCO,0.101723352,0.076252798,0.021902155,0.007055595,0.014863949,0.013715964,0.002342245,0.075421688,0.064809768,0.082418443,0.102240998,0.044525257,0.013311086,9.63E-06,0.010229191,0,0.052638869,0,0.012977264,0.045669943,0.008727161,0.249075854,8.88E-05
mwi,RCO,0.102039529,0.075798361,0.021473563,0.006822701,0.014922529,0.013701205,0.002346055,0.075449772,0.064737279,0.082439027,0.102316372,0.044628705,0.01329918,2.29E-06,0.010262192,0,0.052846806,0,0.013028494,0.045778304,0.008706885,0.249379705,2.10E-05
