iso,CEDS_grd_sector,VOC01,VOC02,VOC03,VOC04,VOC05,VOC06,VOC07,VOC08,VOC09,VOC12,VOC13,VOC14,VOC15,VOC16,VOC17,VOC18,VOC19,VOC20,VOC21,VOC22,VOC23,VOC24,VOC25
bhs,SLV,0.078853989,0,0,0,0,0.343850587,0,0,0,0,0,0.112460739,0.111598498,0,0.02217184,0.102394305,0.04762324,0.010401383,0,0,0.106393747,0,0.064251671
bih,SLV,0.068192783,0,0,0,0,0.403770032,0,0,0,0,0,0.096939729,0.096196496,0,0.019111887,0.082278745,0.040134435,0.030934024,0,0,0.096754254,0,0.065687615
blr,SLV,0.073022533,0,0,0,0,0.381688217,0,0,0,0,0,0.102701659,0.101914251,0,0.020247863,0.091432596,0.042695896,0.025119722,0,0,0.099998536,0,0.061178726
blz,SLV,0.074267912,0,0,0,0,0.367774791,0,0,0,0,0,0.106303812,0.105488785,0,0.020957962,0.094056675,0.043187798,0.011518163,0,0,0.10453079,0,0.071913312
bmu,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bol,SLV,0.069323878,0,0,0,0,0.480112191,0,0,0,0,0,0.082837472,0.082202362,0,0.016331597,0.0773531,0.027223458,0.014832122,0,0,0.093620785,0,0.056163035
bra,SLV,0.080010342,0,0,0,0,0.480734824,0,0,0,0,0,0.081416661,0.080792437,0,0.016051485,0.083691316,0.025355995,0.010271936,0,0,0.093524062,0,0.048150942
brb,SLV,0.078803659,0,0,0,0,0.343763146,0,0,0,0,0,0.112495781,0.111633272,0,0.022178794,0.102378265,0.047619012,0.010324872,0,0,0.106502162,0,0.064301037
brn,SLV,0.080451473,0,0,0,0,0.55875677,0,0,0,0,0,0.070781589,0.070238903,0,0.013954748,0.08606912,0.014995205,0.003602892,0,0,0.081209279,0,0.019940022
btn,SLV,0.067775953,0,0,0,0,0.462846069,0,0,0,0,0,0.084425853,0.083778562,0,0.016644743,0.074467937,0.027303556,0.018079218,0,0,0.101827481,0,0.062850628
bwa,SLV,0.075485382,0,0,0,0,0.379589747,0,0,0,0,0,0.103667917,0.102873089,0,0.020437009,0.09426109,0.040710235,0.011100935,0,0,0.102945308,0,0.068929289
caf,SLV,0.075324635,0,0,0,0,0.489907444,0,0,0,0,0,0.079059246,0.078453096,0,0.015586729,0.079960088,0.021974773,0.012357122,0,0,0.094950015,0,0.052426853
can,SLV,0.065941286,0,0,0,0,0.413697847,0,0,0,0,0,0.09617393,0.095436561,0,0.018960967,0.082086529,0.034359405,0.029051317,0,0,0.104898619,0,0.059393541
che,SLV,0.064342956,0,0,0,0,0.400279763,0,0,0,0,0,0.100054063,0.099286944,0,0.019725878,0.08254222,0.039254812,0.030855017,0,0,0.105402179,0,0.058256168
chl,SLV,0.073913346,0,0,0,0,0.378567881,0,0,0,0,0,0.102777736,0.10198974,0,0.020273591,0.089887792,0.042127841,0.016392321,0,0,0.103034669,0,0.071035083
chn,SLV,0.07423732,0,0,0,0,0.382415632,0,0,0,0,0,0.102597656,0.101811039,0,0.020227332,0.091893825,0.042752066,0.023851958,0,0,0.100060219,0,0.060152952
civ,SLV,0.077902611,0,0,0,0,0.496229056,0,0,0,0,0,0.076977398,0.076387215,0,0.015176265,0.080068681,0.020238654,0.011482381,0,0,0.095286573,0,0.050251168
cmr,SLV,0.075386981,0,0,0,0,0.490529889,0,0,0,0,0,0.078905562,0.078300597,0,0.015556421,0.079894492,0.02188522,0.012294077,0,0,0.094849058,0,0.052397702
cod,SLV,0.068965302,0,0,0,0,0.445053328,0,0,0,0,0,0.08814606,0.087470248,0,0.017378202,0.07954748,0.029227025,0.02099186,0,0,0.100247568,0,0.062972927
cog,SLV,0.074716944,0,0,0,0,0.47147939,0,0,0,0,0,0.083766977,0.08312473,0,0.016514269,0.082976754,0.024756574,0.017456665,0,0,0.098203668,0,0.04700403
cok,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,SLV,0.078592012,0,0,0,0,0.43407452,0,0,0,0,0,0.091985256,0.091279999,0,0.018135094,0.089153529,0.032722344,0.009295071,0,0,0.098362208,0,0.056399967
com,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpv,SLV,0.065123947,0,0,0,0,0.386816897,0,0,0,0,0,0.103274169,0.102482358,0,0.020360735,0.086835483,0.039104667,0.013963136,0,0,0.111031646,0,0.071006963
cri,SLV,0.074924107,0,0,0,0,0.485076875,0,0,0,0,0,0.079314689,0.078706588,0,0.015637063,0.078519816,0.024374199,0.009346045,0,0,0.08988704,0,0.064213578
cub,SLV,0.074069809,0,0,0,0,0.372814097,0,0,0,0,0,0.10449692,0.103695744,0,0.0206018,0.091568666,0.042886098,0.014506875,0,0,0.103934848,0,0.071425143
cym,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyp,SLV,0.067462601,0,0,0,0,0.389418695,0,0,0,0,0,0.099774086,0.09900912,0,0.019670678,0.08396408,0.041709852,0.033760865,0,0,0.097014897,0,0.068215125
cze,SLV,0.067556465,0,0,0,0,0.395350513,0,0,0,0,0,0.101333595,0.100556671,0,0.019978142,0.084395081,0.041765575,0.024628673,0,0,0.105128026,0,0.059307261
deu,SLV,0.067304963,0,0,0,0,0.396255847,0,0,0,0,0,0.100880003,0.100106559,0,0.019888718,0.086029448,0.036964656,0.024432959,0,0,0.109411193,0,0.058725654
dji,SLV,0.07017708,0,0,0,0,0.40073138,0,0,0,0,0,0.099318548,0.098557076,0,0.019580938,0.085690491,0.038133152,0.013218236,0,0,0.109777382,0,0.064815717
dma,SLV,0.075381835,0,0,0,0,0.3926927,0,0,0,0,0,0.101159531,0.100383948,0,0.019943823,0.09257384,0.038980859,0.010594493,0,0,0.102277268,0,0.066011702
dnk,SLV,0.070568258,0,0,0,0,0.403008667,0,0,0,0,0,0.098680317,0.097923733,0,0.01945513,0.086162702,0.037515682,0.026522316,0,0,0.102853297,0,0.057309899
dom,SLV,0.068788505,0,0,0,0,0.417315523,0,0,0,0,0,0.096151952,0.095414761,0,0.018956579,0.082088789,0.036838285,0.013224378,0,0,0.107998649,0,0.06322258
dza,SLV,0.07088137,0,0,0,0,0.394180218,0,0,0,0,0,0.097965176,0.097214075,0,0.019314234,0.084512147,0.039527213,0.02700951,0,0,0.097837823,0,0.071558233
ecu,SLV,0.078655261,0,0,0,0,0.45762596,0,0,0,0,0,0.085973094,0.085313941,0,0.016949878,0.084709185,0.028535575,0.009539209,0,0,0.096581096,0,0.056116801
egy,SLV,0.077002625,0,0,0,0,0.355682412,0,0,0,0,0,0.108841309,0.108006821,0,0.021458366,0.098148169,0.045708166,0.016206793,0,0,0.103835815,0,0.065109525
eri,SLV,0.072729174,0,0,0,0,0.451580323,0,0,0,0,0,0.087607454,0.086935769,0,0.017272002,0.080658722,0.03045201,0.015951592,0,0,0.100270453,0,0.056542502
esp,SLV,0.061545006,0,0,0,0,0.417070744,0,0,0,0,0,0.09409377,0.093372353,0,0.018550851,0.075640419,0.035741282,0.029423633,0,0,0.102830164,0,0.071731778
est,SLV,0.073598752,0,0,0,0,0.37626952,0,0,0,0,0,0.103879332,0.103082887,0,0.020480113,0.092464969,0.04337379,0.024420969,0,0,0.100659959,0,0.061769708
eth,SLV,0.071363183,0,0,0,0,0.426202978,0,0,0,0,0,0.093286604,0.092571378,0,0.018391675,0.082740628,0.03438341,0.014391501,0,0,0.10491684,0,0.061751804
fin,SLV,0.075885836,0,0,0,0,0.38097594,0,0,0,0,0,0.102723026,0.101935455,0,0.020252072,0.092370274,0.03964124,0.026375577,0,0,0.103404881,0,0.056435697
fji,SLV,0.079697432,0,0,0,0,0.377091652,0,0,0,0,0,0.102404945,0.101619796,0,0.020189448,0.097209097,0.038420745,0.010122687,0,0,0.102095612,0,0.071148585
flk,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fra,SLV,0.063974875,0,0,0,0,0.406744122,0,0,0,0,0,0.098373979,0.09761975,0,0.019394653,0.082281129,0.035010697,0.025508022,0,0,0.109750903,0,0.06134187
fro,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsm,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gab,SLV,0.077653292,0,0,0,0,0.421303787,0,0,0,0,0,0.094829867,0.09410281,0,0.018695886,0.091332133,0.033750316,0.009278383,0,0,0.098903241,0,0.060150285
gbr,SLV,0.0628517,0,0,0,0,0.403561713,0,0,0,0,0,0.098575399,0.097819619,0,0.019434359,0.081514606,0.035893609,0.029813763,0,0,0.10827472,0,0.062260512
geo,SLV,0.074595996,0,0,0,0,0.379481133,0,0,0,0,0,0.103001936,0.102212211,0,0.020307064,0.091660685,0.04362192,0.024097454,0,0,0.100493862,0,0.06052774
ggy,SLV,0.064357721,0,0,0,0,0.397802746,0,0,0,0,0,0.100132564,0.099364856,0,0.01974136,0.084123441,0.035962843,0.026440662,0,0,0.109916286,0,0.06215752
gha,SLV,0.072930308,0,0,0,0,0.461535508,0,0,0,0,0,0.085174487,0.084521458,0,0.016792346,0.081046121,0.026758622,0.01516095,0,0,0.099178441,0,0.05690176
gib,SLV,0.061545011,0,0,0,0,0.417070743,0,0,0,0,0,0.094093776,0.093372358,0,0.018550798,0.075640422,0.035741268,0.029423635,0,0,0.1028302,0,0.071731788
gin,SLV,0.077002677,0,0,0,0,0.502736779,0,0,0,0,0,0.07824375,0.077643852,0,0.015425945,0.082933891,0.020268804,0.007868689,0,0,0.093987922,0,0.043887691
glp,SLV,0.074119233,0,0,0,0,0.36687401,0,0,0,0,0,0.106704638,0.105886527,0,0.021037057,0.094379865,0.043335956,0.01134334,0,0,0.105040751,0,0.071278624
gmb,SLV,0.077463615,0,0,0,0,0.471975449,0,0,0,0,0,0.081177372,0.080554987,0,0.01600429,0.08080301,0.023633782,0.012174865,0,0,0.099299276,0,0.056913354
gnb,SLV,0.07660214,0,0,0,0,0.471419715,0,0,0,0,0,0.082211414,0.081581095,0,0.016208165,0.0816798,0.024089027,0.011355763,0,0,0.099250868,0,0.055602013
gnq,SLV,0.076659025,0,0,0,0,0.477818897,0,0,0,0,0,0.081747674,0.081120917,0,0.016116676,0.082583078,0.02328977,0.009415982,0,0,0.098397344,0,0.052850637
grc,SLV,0.059951969,0,0,0,0,0.433773405,0,0,0,0,0,0.08880348,0.088122624,0,0.017507804,0.071788635,0.034774983,0.045154707,0,0,0.091298545,0,0.068823848
grd,SLV,0.075296539,0,0,0,0,0.382491306,0,0,0,0,0,0.103144449,0.102353629,0,0.020335165,0.093423288,0.040525513,0.010951781,0,0,0.103475947,0,0.068002383
grl,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gtm,SLV,0.076413598,0,0,0,0,0.406001637,0,0,0,0,0,0.097945909,0.097194957,0,0.019310261,0.089884217,0.038332442,0.012898115,0,0,0.101482461,0,0.060536404
guf,SLV,0.072761165,0,0,0,0,0.376365424,0,0,0,0,0,0.103886,0.103089511,0,0.020481184,0.091253579,0.04159382,0.01126514,0,0,0.103327698,0,0.075976478
gum,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guy,SLV,0.078947935,0,0,0,0,0.359976749,0,0,0,0,0,0.108592482,0.107759902,0,0.021409179,0.099297376,0.045428482,0.011199413,0,0,0.10515924,0,0.062229242
hkg,SLV,0.075000592,0,0,0,0,0.443930241,0,0,0,0,0,0.089516231,0.088829905,0,0.017648326,0.084378549,0.031019177,0.013004164,0,0,0.101141155,0,0.055531659
hnd,SLV,0.077243038,0,0,0,0,0.495771456,0,0,0,0,0,0.078835004,0.078230583,0,0.015542498,0.081170038,0.022061193,0.008736541,0,0,0.095969267,0,0.046440381
hrv,SLV,0.06825554,0,0,0,0,0.401266821,0,0,0,0,0,0.097334722,0.096588457,0,0.019189761,0.082163426,0.040719414,0.031211341,0,0,0.097079853,0,0.066190664
hti,SLV,0.068279157,0,0,0,0,0.41844833,0,0,0,0,0,0.096176931,0.095439539,0,0.018961497,0.082367772,0.036394173,0.013116086,0,0,0.107778989,0,0.063037525
hun,SLV,0.067264515,0,0,0,0,0.394215081,0,0,0,0,0,0.100366206,0.099596695,0,0.019787418,0.084191414,0.042518844,0.023803974,0,0,0.099972554,0,0.0682833
imn,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ind,SLV,0.069893674,0,0,0,0,0.511957955,0,0,0,0,0,0.074583702,0.07401187,0,0.014704329,0.072913677,0.018450063,0.015785629,0,0,0.094843237,0,0.052855863
irl,SLV,0.059279104,0,0,0,0,0.417223224,0,0,0,0,0,0.094881463,0.09415401,0,0.018706099,0.075325873,0.035729373,0.037815494,0,0,0.10438052,0,0.06250484
irn,SLV,0.068753111,0,0,0,0,0.413437697,0,0,0,0,0,0.094709584,0.093983443,0,0.01867221,0.082131336,0.036906452,0.025445039,0,0,0.097354599,0,0.068606529
irq,SLV,0.069715667,0,0,0,0,0.419691003,0,0,0,0,0,0.094343046,0.093619721,0,0.018599934,0.083006765,0.0368271,0.019232402,0,0,0.098765472,0,0.066198889
isl,SLV,0.078000321,0,0,0,0,0.358954274,0,0,0,0,0,0.110133413,0.109289017,0,0.021713124,0.099804861,0.044245429,0.014967271,0,0,0.110428307,0,0.052463984
isr,SLV,0.074083287,0,0,0,0,0.377189048,0,0,0,0,0,0.10475325,0.103950107,0,0.020652341,0.093656453,0.043674202,0.015830395,0,0,0.103129753,0,0.063081164
ita,SLV,0.064565029,0,0,0,0,0.406987617,0,0,0,0,0,0.097514326,0.096766683,0,0.019225172,0.079665754,0.03712623,0.027576048,0,0,0.108458894,0,0.062114247
jam,SLV,0.074740063,0,0,0,0,0.368137757,0,0,0,0,0,0.105984526,0.105171936,0,0.020895085,0.093577395,0.043373232,0.011545004,0,0,0.105140934,0,0.071434069
jey,SLV,0.064357736,0,0,0,0,0.397802775,0,0,0,0,0,0.100132556,0.099364841,0,0.019741358,0.084123434,0.035962843,0.026440658,0,0,0.109916286,0,0.062157513
jor,SLV,0.073450069,0,0,0,0,0.37612564,0,0,0,0,0,0.105031007,0.104225741,0,0.020707105,0.093285473,0.043881425,0.01562246,0,0,0.10379234,0,0.063878741
jpn,SLV,0.07008295,0,0,0,0,0.395505312,0,0,0,0,0,0.099572972,0.098809541,0,0.019631036,0.086189473,0.037641769,0.032119495,0,0,0.102672458,0,0.057774994
kaz,SLV,0.07378813,0,0,0,0,0.376441268,0,0,0,0,0,0.103788099,0.102992362,0,0.020462064,0.092312514,0.043507449,0.024401318,0,0,0.10068152,0,0.061625274
ken,SLV,0.068978163,0,0,0,0,0.417166563,0,0,0,0,0,0.094202184,0.09347994,0,0.018572173,0.080422262,0.035891247,0.020110978,0,0,0.104956389,0,0.0662201
kgz,SLV,0.074237335,0,0,0,0,0.382415392,0,0,0,0,0,0.102597693,0.101811075,0,0.020227375,0.091893861,0.042752066,0.023851946,0,0,0.100060219,0,0.060153038
khm,SLV,0.067100214,0,0,0,0,0.480245285,0,0,0,0,0,0.081634769,0.081008868,0,0.016094473,0.071767727,0.027981978,0.014411543,0,0,0.095972888,0,0.063782255
kir,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kna,SLV,0.075467654,0,0,0,0,0.362499774,0,0,0,0,0,0.107728161,0.106902204,0,0.021238865,0.095864348,0.044033933,0.010664644,0,0,0.10520193,0,0.070398487
kor,SLV,0.070165034,0,0,0,0,0.388987579,0,0,0,0,0,0.102792674,0.10200456,0,0.020265805,0.078723091,0.051261582,0.015278034,0,0,0.109257856,0,0.061263785
kwt,SLV,0.068343241,0,0,0,0,0.376638094,0,0,0,0,0,0.105716253,0.104905726,0,0.020842193,0.089013572,0.04537552,0.017885958,0,0,0.104765797,0,0.066513647
lao,SLV,0.067100199,0,0,0,0,0.480245249,0,0,0,0,0,0.081634775,0.081008882,0,0.016094476,0.071767748,0.027981972,0.014411543,0,0,0.095972902,0,0.063782254
lbn,SLV,0.082380218,0,0,0,0,0.39751761,0,0,0,0,0,0.094069992,0.093348754,0,0.018546111,0.072685895,0.051337379,0.020089136,0,0,0.110010651,0,0.060014254
lbr,SLV,0.075917955,0,0,0,0,0.465563539,0,0,0,0,0,0.084138858,0.083493765,0,0.016588162,0.083010498,0.025043486,0.00990324,0,0,0.100415925,0,0.055924573
lby,SLV,0.076075601,0,0,0,0,0.361083989,0,0,0,0,0,0.107268564,0.106446139,0,0.021148185,0.096130819,0.044827179,0.018053296,0,0,0.102807164,0,0.066159065
lca,SLV,0.073978508,0,0,0,0,0.367505257,0,0,0,0,0,0.106477581,0.105661214,0,0.020992348,0.094129392,0.043244992,0.011541512,0,0,0.104855128,0,0.071614067
lie,SLV,0.069470998,0,0,0,0,0.393289189,0,0,0,0,0,0.10069343,0.099921415,0,0.019851931,0.086730193,0.039118106,0.028358985,0,0,0.104068595,0,0.058497158
lka,SLV,0.064799075,0,0,0,0,0.406024763,0,0,0,0,0,0.097360465,0.096613998,0,0.01919484,0.080907967,0.036442684,0.021076404,0,0,0.106949182,0,0.070630621
lso,SLV,0.074219378,0,0,0,0,0.392855048,0,0,0,0,0,0.099820904,0.099055581,0,0.019679923,0.089899965,0.038548485,0.015158228,0,0,0.102021619,0,0.068740869
ltu,SLV,0.073917328,0,0,0,0,0.384713781,0,0,0,0,0,0.102296854,0.101512546,0,0.02016805,0.092129212,0.042021497,0.023668968,0,0,0.099697339,0,0.059874427
lux,SLV,0.067526294,0,0,0,0,0.391738433,0,0,0,0,0,0.102509928,0.101723981,0,0.020210061,0.086472725,0.039002309,0.023968558,0,0,0.109622676,0,0.057225036
lva,SLV,0.073864269,0,0,0,0,0.384145412,0,0,0,0,0,0.102412902,0.1016277,0,0.020190904,0.092173846,0.042086509,0.023720525,0,0,0.099756048,0,0.060021884
mac,SLV,0.075000592,0,0,0,0,0.443930241,0,0,0,0,0,0.089516231,0.088829905,0,0.017648326,0.084378549,0.031019177,0.013004164,0,0,0.101141155,0,0.055531659
mar,SLV,0.065584462,0,0,0,0,0.389547804,0,0,0,0,0,0.102550389,0.101764144,0,0.020220092,0.086732167,0.038485685,0.013572571,0,0,0.110763819,0,0.070778865
mco,SLV,0.063974888,0,0,0,0,0.406744127,0,0,0,0,0,0.09837398,0.097619751,0,0.019394651,0.082281136,0.035010696,0.02550802,0,0,0.10975089,0,0.06134186
mda,SLV,0.073034807,0,0,0,0,0.378607211,0,0,0,0,0,0.103265069,0.10247334,0,0.020358933,0.09132152,0.043310847,0.025276752,0,0,0.100470751,0,0.061880771
mdg,SLV,0.066629555,0,0,0,0,0.422599112,0,0,0,0,0,0.092893312,0.092181096,0,0.018314495,0.078715871,0.03458689,0.024434086,0,0,0.102722028,0,0.066923555
mdv,SLV,0.068397747,0,0,0,0,0.422022379,0,0,0,0,0,0.095594735,0.094861799,0,0.018846721,0.084768356,0.033689578,0.011957201,0,0,0.106160926,0,0.063700558
mex,SLV,0.077314334,0,0,0,0,0.387051792,0,0,0,0,0,0.101658486,0.100879066,0,0.020042167,0.092067697,0.041482598,0.012767442,0,0,0.103016801,0,0.063719618
mhl,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mkd,SLV,0.059686395,0,0,0,0,0.436105546,0,0,0,0,0,0.088005804,0.087331065,0,0.017350536,0.070859427,0.034784825,0.046456117,0,0,0.089767695,0,0.069652589
mli,SLV,0.073254556,0,0,0,0,0.432501843,0,0,0,0,0,0.089527852,0.088841445,0,0.017650616,0.081649795,0.030122909,0.015107718,0,0,0.104874482,0,0.066468784
mlt,SLV,0.067105426,0,0,0,0,0.379851989,0,0,0,0,0,0.105182586,0.10437615,0,0.020736983,0.090471743,0.040364395,0.0174793,0,0,0.112520827,0,0.061910602
mmr,SLV,0.068504446,0,0,0,0,0.432743536,0,0,0,0,0,0.092765501,0.092054269,0,0.018288927,0.082254566,0.032693103,0.018685851,0,0,0.103495833,0,0.058513967
mng,SLV,0.074067898,0,0,0,0,0.391423395,0,0,0,0,0,0.100617354,0.099845921,0,0.01983688,0.090545765,0.040744506,0.021873148,0,0,0.100782608,0,0.060262525
mnp,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moz,SLV,0.066664855,0,0,0,0,0.428485604,0,0,0,0,0,0.091523105,0.090821402,0,0.01804386,0.079544621,0.031753221,0.023200825,0,0,0.102338464,0,0.067624043
mrt,SLV,0.065588515,0,0,0,0,0.389562999,0,0,0,0,0,0.102548384,0.101762147,0,0.020217632,0.086722525,0.038472859,0.013573787,0,0,0.110768914,0,0.07078224
msr,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mtq,SLV,0.073978508,0,0,0,0,0.367505257,0,0,0,0,0,0.106477581,0.105661214,0,0.020992348,0.094129392,0.043244992,0.011541512,0,0,0.104855128,0,0.071614067
mus,SLV,0.08083174,0,0,0,0,0.342658237,0,0,0,0,0,0.113460707,0.1125908,0,0.02236903,0.104922156,0.046562409,0.011775206,0,0,0.110187854,0,0.054641859
mwi,SLV,0.066976379,0,0,0,0,0.431076379,0,0,0,0,0,0.091686138,0.090983176,0,0.018076115,0.080056096,0.032211365,0.021889618,0,0,0.101996855,0,0.065047878
mys,SLV,0.082158441,0,0,0,0,0.620371778,0,0,0,0,0,0.058678225,0.05822834,0,0.011568543,0.0821616,0.005276995,0.001565993,0,0,0.073483276,0,0.00650681
myt,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nam,SLV,0.066911529,0,0,0,0,0.43442416,0,0,0,0,0,0.090618276,0.089923502,0,0.017865774,0.079561585,0.031088911,0.022752006,0,0,0.101328507,0,0.065525751
ncl,SLV,0.082877728,0,0,0,0,0.331301432,0,0,0,0,0,0.113946767,0.113073141,0,0.022464842,0.107633376,0.047199358,0.009411264,0,0,0.10557566,0,0.066516433
ner,SLV,0.070997421,0,0,0,0,0.437760628,0,0,0,0,0,0.091890911,0.091186377,0,0.018116605,0.083945017,0.031856524,0.012430207,0,0,0.103252562,0,0.058563747
nfk,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nga,SLV,0.075980225,0,0,0,0,0.480587412,0,0,0,0,0,0.081409969,0.080785804,0,0.016050172,0.081864276,0.023460276,0.013147203,0,0,0.097066186,0,0.049648478
nic,SLV,0.071185942,0,0,0,0,0.455299883,0,0,0,0,0,0.086946712,0.086280094,0,0.01714179,0.079231652,0.029656946,0.016276476,0,0,0.1007028,0,0.057277705
niu,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nld,SLV,0.068277098,0,0,0,0,0.385011601,0,0,0,0,0,0.102929357,0.102140199,0,0.020292755,0.088291077,0.038792896,0.024462049,0,0,0.109063673,0,0.060739294
nor,SLV,0.073089528,0,0,0,0,0.374413942,0,0,0,0,0,0.104596474,0.103794538,0,0.020621432,0.092978494,0.04082301,0.026497623,0,0,0.104932689,0,0.058252271
npl,SLV,0.066676113,0,0,0,0,0.438624977,0,0,0,0,0,0.090337523,0.089644903,0,0.017810248,0.077498192,0.03138127,0.016767763,0,0,0.10532333,0,0.065935682
nru,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nzl,SLV,0.096789735,0,0,0,0,0.322437627,0,0,0,0,0,0.112941468,0.112075539,0,0.022266689,0.112967567,0.046482024,0.010600662,0,0,0.102481911,0,0.060956777
omn,SLV,0.077108994,0,0,0,0,0.335617599,0,0,0,0,0,0.115799021,0.114911195,0,0.022830033,0.104020071,0.050317793,0.010631667,0,0,0.110425827,0,0.058337798
pak,SLV,0.066477816,0,0,0,0,0.436646402,0,0,0,0,0,0.090125808,0.089434819,0,0.017768525,0.078468586,0.03286718,0.024552742,0,0,0.096733504,0,0.06692462
pan,SLV,0.07511069,0,0,0,0,0.466338862,0,0,0,0,0,0.083489724,0.082849607,0,0.016460197,0.080715813,0.027605026,0.009749292,0,0,0.092383727,0,0.065297061
pcn,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
per,SLV,0.062547092,0,0,0,0,0.420741984,0,0,0,0,0,0.093982453,0.093261893,0,0.01852885,0.07588106,0.037080998,0.019510253,0,0,0.101173448,0,0.077291969
phl,SLV,0.077809791,0,0,0,0,0.381442406,0,0,0,0,0,0.103616254,0.102821836,0,0.020428181,0.096981021,0.040371036,0.012222546,0,0,0.105291085,0,0.059015844
plw,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
png,SLV,0.076791183,0,0,0,0,0.537208274,0,0,0,0,0,0.070687303,0.07014534,0,0.013936154,0.077635073,0.015600821,0.009932981,0,0,0.089515768,0,0.038547103
pol,SLV,0.070488834,0,0,0,0,0.38318982,0,0,0,0,0,0.10211171,0.101328818,0,0.020131562,0.089460282,0.04259796,0.028262257,0,0,0.099609365,0,0.062819393
pri,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prk,SLV,0.073857646,0,0,0,0,0.432002997,0,0,0,0,0,0.092124554,0.091418239,0,0.018162564,0.085157233,0.033060277,0.013062468,0,0,0.101873727,0,0.059280295
prt,SLV,0.063689146,0,0,0,0,0.402340718,0,0,0,0,0,0.097578684,0.096830542,0,0.019237227,0.080620538,0.037644258,0.030688763,0,0,0.103010269,0,0.068359856
pry,SLV,0.080061966,0,0,0,0,0.57281913,0,0,0,0,0,0.065561871,0.06505921,0,0.01292567,0.080017017,0.011856308,0.007203642,0,0,0.08166665,0,0.022828536
pse,SLV,0.074083287,0,0,0,0,0.377189048,0,0,0,0,0,0.10475325,0.103950107,0,0.020652341,0.093656453,0.043674202,0.015830395,0,0,0.103129753,0,0.063081164
pyf,SLV,0.083324381,0,0,0,0,0.352262174,0,0,0,0,0,0.10893199,0.10809681,0,0.021476206,0.104518177,0.043513299,0.009145488,0,0,0.104298392,0,0.064433084
qat,SLV,0.070582004,0,0,0,0,0.360300927,0,0,0,0,0,0.110988808,0.11013787,0,0.021881698,0.094125739,0.049185585,0.011823487,0,0,0.108597284,0,0.062376598
reu,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rou,SLV,0.067538451,0,0,0,0,0.403542735,0,0,0,0,0,0.096966388,0.096222947,0,0.01911714,0.081658128,0.040433561,0.031834616,0,0,0.097005764,0,0.065680269
rus,SLV,0.073785278,0,0,0,0,0.376432812,0,0,0,0,0,0.103791528,0.102995754,0,0.020463784,0.092314029,0.04350697,0.024402505,0,0,0.100681067,0,0.061626274
rwa,SLV,0.066383992,0,0,0,0,0.399373927,0,0,0,0,0,0.100005934,0.099239195,0,0.019716416,0.085566866,0.037106866,0.014444722,0,0,0.109156014,0,0.069006067
sau,SLV,0.074663492,0,0,0,0,0.347804906,0,0,0,0,0,0.112176588,0.111316531,0,0.022115886,0.099388241,0.048283763,0.01059985,0,0,0.107666827,0,0.065983916
srb,SLV,0.068110332,0,0,0,0,0.401881473,0,0,0,0,0,0.097269733,0.09652396,0,0.019176945,0.082257001,0.040480691,0.031168258,0,0,0.096972351,0,0.066159256
sdn,SLV,0.07317421,0,0,0,0,0.457793793,0,0,0,0,0,0.086330801,0.085668907,0,0.017020299,0.080451042,0.029449462,0.015937787,0,0,0.099261514,0,0.054912186
