"Source","Sector","SubSector","1995","1996","1997","1998","1999","2000","2001"
"Ore and Mineral Industries","","","21423.670000000002","21908.46","21965.33","22330.379999999997","22463.589999999993","21271.950000000004","18831.839999999997"
"Ore and Mineral Industries","Aluminium Industry","","967.1","1025.3999999999999","1096.23","1132.57","1168.6899999999998","1113.03","1248.03"
"Ore and Mineral Industries","Aluminium Industry","Alumina (Bauxite Refining)","7.14","8.33","9.52","13.79","18.07","14.66","16.33"
"Ore and Mineral Industries","Aluminium Industry","Primary Aluminium Smelting and Refining","959.74","1016.8","1086.45","1118.49","1150.33","1098.07","1231.4"
"Ore and Mineral Industries","Aluminium Industry","Secondary Aluminium Production (Includes Recycling)","0.22","0.27","0.26","0.29","0.29","0.3","0.3"
"Ore and Mineral Industries","Asphalt Paving Industry","","6095.81","6136.5","6926.59","7235.15","7451.82","6373.64","6561.5"
"Ore and Mineral Industries","Asphalt Paving Industry","Asphalt Paving Industry","6095.81","6136.5","6926.59","7235.15","7451.82","6373.64","6561.5"
"Ore and Mineral Industries","Cement and Concrete Industry","","736.5199999999999","744.26","748.31","682.5899999999999","666.75","625.9799999999999","634.5899999999999"
"Ore and Mineral Industries","Cement and Concrete Industry","Cement Manufacturing","576.42","602.85","635.03","567.66","553.76","519.71","535.81"
"Ore and Mineral Industries","Cement and Concrete Industry","Concrete Batching and Products","61.78","61.88","63.15","64.09","65.46","64.06","55.04"
"Ore and Mineral Industries","Cement and Concrete Industry","Gypsum Product Manufacturing","20.55","28.52","27.24","28.93","27.5","23.91","21.61"
"Ore and Mineral Industries","Cement and Concrete Industry","Lime Manufacturing","77.77","51.01","22.89","21.91","20.03","18.3","22.13"
"Ore and Mineral Industries","Foundries","","2168.29","2348.59","1550.54","1567.12","1659.7800000000002","1601.48","1430.3799999999999"
"Ore and Mineral Industries","Foundries","Die Casting","132.53","129.77","154.48","180.44","159.11","149.97","136.09"
"Ore and Mineral Industries","Foundries","Ferrous Foundries","1615.85","1796.66","970.44","966.91","1045.67","1024.16","937.03"
"Ore and Mineral Industries","Foundries","Non-ferrous Foundries","419.91","422.16","425.62","419.77","455","427.35","357.26"
"Ore and Mineral Industries","Iron and Steel Industry","","6382.74","6158.5599999999995","5963.49","5763.499999999999","5736.030000000001","5343.929999999999","3547.2300000000005"
"Ore and Mineral Industries","Iron and Steel Industry","Primary (Blast furnace and DRI)","4158.08","3884.89","3611.68","3330.25","3048.8","2773.7","1918.89"
"Ore and Mineral Industries","Iron and Steel Industry","Secondary (Electric Arc Furnaces)","2171.29","2225.52","2290.02","2362.89","2588.76","2505.94","1584.17"
"Ore and Mineral Industries","Iron and Steel Industry","Steel Recycling","53.37","48.15","61.79","70.36","98.47","64.29","44.17"
"Ore and Mineral Industries","Iron Ore Pelletizing","","87.7","713.7","1339.71","1965.5","2591.28","3217.7","2188.13"
"Ore and Mineral Industries","Iron Ore Pelletizing","Iron Ore Pelletizing","87.7","713.7","1339.71","1965.5","2591.28","3217.7","2188.13"
"Ore and Mineral Industries","Mineral Products Industry","","969.86","710.0799999999999","327.54","328","375.96","323.3","367.07"
"Ore and Mineral Industries","Mineral Products Industry","Brick Products","21.3","20.97","21.15","21.17","21.17","21.17","19.08"
"Ore and Mineral Industries","Mineral Products Industry","Clay Products","8.18","5.93","7.22","6.7","5.51","5.91","5.6"
"Ore and Mineral Industries","Mineral Products Industry","Other (Mineral Products Industry)","940.38","683.18","299.17","300.13","349.28","296.22","342.39"
"Ore and Mineral Industries","Mining and Rock Quarrying","","3949.5399999999995","4040.6099999999997","3982.67","3621.98","2776.46","2637.44","2814.2799999999997"
"Ore and Mineral Industries","Mining and Rock Quarrying","Coal Mining Industry","1656.39","1637.61","1606.37","1443.49","1344.82","1248.45","1318.76"
"Ore and Mineral Industries","Mining and Rock Quarrying","Iron Ore Mining","762.73","772.8","793.71","530.05","30.45","13.79","15.69"
"Ore and Mineral Industries","Mining and Rock Quarrying","Metal Mining","577.95","651.1","572.72","630.4","372.1","335.8","450.93"
"Ore and Mineral Industries","Mining and Rock Quarrying","Potash","597.74","607.26","616.78","626.3","635.82","645.34","654.85"
"Ore and Mineral Industries","Mining and Rock Quarrying","Rock, Sand and Gravel","25.52","28.32","31.28","29.3","29.9","31.81","23.62"
"Ore and Mineral Industries","Mining and Rock Quarrying","Other (Mining and Rock Quarrying)","329.21","343.52","361.81","362.44","363.37","362.25","350.43"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","","66.11","30.76","30.25","33.97","36.82","35.45","40.63"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Primary Ni, Cu, Zn, Pb","57.45","22.75","21.97","22.89","23.65","23.02","18.28"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Secondary Pb, Cu","6.39","5.55","5.67","8.32","8.67","8.15","18.58"
"Ore and Mineral Industries","Non-Ferrous Refining and Smelting Industry","Other (Non-Ferrous Refining and Smelting Industry)","2.27","2.46","2.61","2.76","4.5","4.28","3.77"
"Oil and Gas Industry","","","664574.16","692653.56","679666.28","NaN","NaN","NaN","NaN"
"Oil and Gas Industry","Downstream Oil and Gas Industry","","90016.48","85340.65","82732.49","NaN","NaN","NaN","NaN"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Petroleum Refining","50931.68","46316.43","42812.76","39971.32","39370.57","38028.02","33506.17"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Products Bulk Storage and Distribution","37538.76","37410.69","38285.39","39149.32","39409.74","37397.15","32214.42"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Refined Petroleum Product Pipelines","7.26","7.26","1.35","0","0","0","0"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Natural Gas Distribution","248.11","256.57","263.22","276.06","285.4","279.91","558.4"
"Oil and Gas Industry","Downstream Oil and Gas Industry","Other (Downstream Oil and Gas Industry)","1290.67","1349.7","1369.77","472.12","503.13","435.56","487.3"
"Oil and Gas Industry","Upstream Oil and Gas Industry","","574557.68","607312.91","596933.79","612024.9700000001","564876.78","582443.4299999999","596043.7400000001"
"Oil and Gas Industry","Upstream Oil and Gas Industry","Accidents and Equipment Failures","36908.12","55292.59","39319.69","58348.29","41163.56","51819.78","56247.48"
