iso,sector,fuel,units,emission,pathway_type,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
all,1A2g_Ind-Comb-Construction,diesel_oil,fraction,NOx,minimum,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.028971825,0.0299064,0.030840975,0.03177555,0.032710125,0.0336447,0.034579275,0.03551385,0.036448425,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.03597222,0.034499548,0.033078737,0.031707095,0.030382112,0.02797302,0.024774983,0.021834274,0.01907534,0.016828143,0.014580947,0.01233375,0.010086554,0.007839358,0.005592161,0.003344965,0.003344965,0.003344965,0.003344965
all,1A4c_Agriculture-forestry-fishing,diesel_oil,fraction,NOx,minimum,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.02803725,0.028971825,0.0299064,0.030840975,0.03177555,0.032710125,0.0336447,0.034579275,0.03551385,0.036448425,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.037383,0.03597222,0.034499548,0.033078737,0.031707095,0.030382112,0.02797302,0.024774983,0.021834274,0.01907534,0.016828143,0.014580947,0.01233375,0.010086554,0.007839358,0.005592161,0.003344965,0.003344965,0.003344965,0.003344965
all,1A1bc_Other-transformation,diesel_oil,fraction,NOx,minimum,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014485913,0.0149532,0.015420488,0.015887775,0.016355063,0.01682235,0.017289638,0.017756925,0.018224213,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.01798611,0.017249774,0.016539368,0.015853547,0.015191056,0.01398651,0.012387492,0.010917137,0.00953767,0.008414072,0.007290473,0.006166875,0.005043277,0.003919679,0.002796081,0.001672482,0.001672482,0.001672482,0.001672482
all,1A2a_Ind-Comb-Iron-steel,diesel_oil,fraction,NOx,minimum,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014485913,0.0149532,0.015420488,0.015887775,0.016355063,0.01682235,0.017289638,0.017756925,0.018224213,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.01798611,0.017249774,0.016539368,0.015853547,0.015191056,0.01398651,0.012387492,0.010917137,0.00953767,0.008414072,0.007290473,0.006166875,0.005043277,0.003919679,0.002796081,0.001672482,0.001672482,0.001672482,0.001672482
all,1A2b_Ind-Comb-Non-ferrous-metals,diesel_oil,fraction,NOx,minimum,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014485913,0.0149532,0.015420488,0.015887775,0.016355063,0.01682235,0.017289638,0.017756925,0.018224213,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.01798611,0.017249774,0.016539368,0.015853547,0.015191056,0.01398651,0.012387492,0.010917137,0.00953767,0.008414072,0.007290473,0.006166875,0.005043277,0.003919679,0.002796081,0.001672482,0.001672482,0.001672482,0.001672482
all,1A2c_Ind-Comb-Chemicals,diesel_oil,fraction,NOx,minimum,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014485913,0.0149532,0.015420488,0.015887775,0.016355063,0.01682235,0.017289638,0.017756925,0.018224213,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.01798611,0.017249774,0.016539368,0.015853547,0.015191056,0.01398651,0.012387492,0.010917137,0.00953767,0.008414072,0.007290473,0.006166875,0.005043277,0.003919679,0.002796081,0.001672482,0.001672482,0.001672482,0.001672482
all,1A2d_Ind-Comb-Pulp-paper,diesel_oil,fraction,NOx,minimum,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014485913,0.0149532,0.015420488,0.015887775,0.016355063,0.01682235,0.017289638,0.017756925,0.018224213,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.01798611,0.017249774,0.016539368,0.015853547,0.015191056,0.01398651,0.012387492,0.010917137,0.00953767,0.008414072,0.007290473,0.006166875,0.005043277,0.003919679,0.002796081,0.001672482,0.001672482,0.001672482,0.001672482
all,1A2e_Ind-Comb-Food-tobacco,diesel_oil,fraction,NOx,minimum,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014485913,0.0149532,0.015420488,0.015887775,0.016355063,0.01682235,0.017289638,0.017756925,0.018224213,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.01798611,0.017249774,0.016539368,0.015853547,0.015191056,0.01398651,0.012387492,0.010917137,0.00953767,0.008414072,0.007290473,0.006166875,0.005043277,0.003919679,0.002796081,0.001672482,0.001672482,0.001672482,0.001672482
all,1A2f_Ind-Comb-Non-metalic-minerals,diesel_oil,fraction,NOx,minimum,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014485913,0.0149532,0.015420488,0.015887775,0.016355063,0.01682235,0.017289638,0.017756925,0.018224213,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.01798611,0.017249774,0.016539368,0.015853547,0.015191056,0.01398651,0.012387492,0.010917137,0.00953767,0.008414072,0.007290473,0.006166875,0.005043277,0.003919679,0.002796081,0.001672482,0.001672482,0.001672482,0.001672482
all,1A2g_Ind-Comb-machinery,diesel_oil,fraction,NOx,minimum,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014018625,0.014485913,0.0149532,0.015420488,0.015887775,0.016355063,0.01682235,0.017289638,0.017756925,0.018224213,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.0186915,0.01798611,0.017249774,0.016539368,0.015853547,0.015191056,0.01398651,0.012387492,0.010917137,0.00953767,0.008414072,0.007290473,0.006166875,0.005043277,0.003919679,0.002796081,0.001672482,0.001672482,0.001672482,0.001672482
