iso,sector,fuel,units,pathway_type,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
all,1A3b_Road,diesel_oil,fraction,minimum,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.007922446,0.006964035,0.006444856,0.005984946,0.005378304,0.004625528,0.00417089,0.003780331,0.003527932,0.003350206,0.00327972,0.003038272,0.002863103,0.002757556,0.00274816,0.00274816,0.002651314,0.002510639,0.002402647,0.002285274,0.002285274,0.002230946,0.002171262,0.002171262,0.001990195,0.001902307,0.001750402,0.001636819,0.001535788,0.001485613,0.001411481,0.001290262,0.001179453
all,1A3b_Road,light_oil,fraction,minimum,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.153319854,0.134262665,0.123798539,0.111508249,0.100978826,0.08792939,0.077239341,0.067425246,0.059816559,0.053169762,0.047804923,0.04438744,0.041556904,0.039353237,0.038075318,0.036950945,0.035886187,0.034593784,0.031794617,0.028376942,0.026843377,0.025430411,0.024247381,0.022080999,0.020253868,0.01875865,0.017710148,0.015680744,0.013658195,0.012214252,0.01067446,0.009835734,0.009062909
