iso,sector,fuel,units,emission,pathway_type,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
all,1A3b_Road,diesel_oil,fraction,NMVOC,minimum,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.002080468,0.001974952,0.001771816,0.001471212,0.001197211,0.001010183,0.000898008,0.000806234,0.000740496,0.000698808,0.000694747,0.000627033,0.000578155,0.000547945,0.000547679,0.000545412,0.00048384,0.000423392,0.000371107,0.000336684,0.000305348,0.000272213,0.000243189,0.000219813,0.000206609,0.000189833,0.000173213,0.000156676,0.000141021,0.000131035,0.000130371,0.000125689,0.000121176
all,1A3b_Road,light_oil,fraction,NMVOC,minimum,0.033641957,0.033641957,0.033641957,0.033641957,0.033641957,0.033479182,0.03279095,0.032080171,0.03134572,0.030586393,0.029800905,0.028987881,0.028145846,0.027273221,0.026368305,0.025429275,0.024454163,0.02344085,0.022387045,0.021290271,0.020147847,0.018711703,0.017269259,0.015849427,0.014475607,0.013165808,0.011933015,0.010785726,0.009728596,0.008763101,0.007834365,0.007054862,0.006297779,0.005591344,0.00497282,0.004433495,0.00392538,0.003488422,0.003113775,0.002945818,0.002791067,0.002661526,0.002424012,0.002223696,0.002059783,0.001923283,0.00180857,0.001630337,0.001458754,0.001343575,0.001320686,0.001297575,0.001274868
