iso,sector,fuel,units,emission,pathway_type,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
all,1A3b_Road,diesel_oil,fraction,NOx,minimum,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.025081166,0.02317106,0.022442846,0.020430141,0.02023085,0.019218019,0.018895629,0.018895629,0.018895629,0.018895629,0.018895629,0.018895629,0.018895629,0.018895629,0.018787838,0.017930686,0.016983659,0.016146189,0.015269826,0.014519048,0.014083981,0.013703219,0.013703219,0.013099137,0.012237726,0.011127371,0.009773885,0.008229628,0.006921818,0.005797224,0.004958079,0.004566227,0.004205345
all,1A3b_Road,light_oil,fraction,NOx,minimum,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01978181,0.019559392,0.019332623,0.019101374,0.01886551,0.018624892,0.018379375,0.018128808,0.017873033,0.017611887,0.017259328,0.016054057,0.015186876,0.014521589,0.013959204,0.012563564,0.011881758,0.011256069,0.01073005,0.008827271,0.008159948,0.007539559,0.006916412,0.00617391,0.00508952,0.004640594,0.004186475,0.003684545,0.003171235,0.002670294,0.00238893,0.002160439,0.001812963,0.001435639,0.00104381,0.000915336,0.000766254,0.000637471,0.000524682,0.00043733,0.000424786,0.000412602
