"Category","1.AA.3.E Other Transportation"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Australia","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01"
"Austria","","","","","","","","","","","","","","","","","","","","","","","",""
"Belarus","","","","","","","","","","","","","","","","","","","","","","","",""
"Belgium","0.04","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bulgaria","","","","","","","","","","","","","","","","","","","","","","","",""
"Canada","","","","","","","","","","","","","","","","","","","","","","","",""
"Croatia","","","","","","","","","","","","","","","","","","","","","","","",""
"Cyprus","","","","","","","","","","","","","","","","","","","","","","","",""
"Czech Republic","0.02","0.02","0.05","0.01","0.05","0.01","0.10","0.06","0.10","0.06","0.00","0.01","","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","0.00","0.02","0.01"
"Denmark","","","","","","","","","","","","","","","","","","","","","","","",""
"Estonia","","","","","","","","","","","","","","","","","","","","","","","",""
"European Union (15)","4.87","4.87","3.95","3.44","3.46","3.43","3.37","1.97","1.61","1.44","1.46","1.43","1.30","0.97","0.96","0.68","0.54","0.47","0.44","0.28","0.28","0.24","0.05","0.04"
"European Union (28)","6.01","6.01","4.84","4.09","4.09","3.95","3.99","2.42","2.03","1.79","1.68","1.60","1.45","1.11","1.11","0.85","0.71","0.65","0.63","0.53","0.39","0.36","0.19","0.17"
"Finland","0.53","0.53","0.53","0.51","0.51","0.50","0.50","0.48","0.49","0.50","0.51","0.51","0.51","0.51","0.50","0.20","0.08","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"France","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.00","0.00"
"Germany","3.76","3.76","2.92","2.46","2.54","2.51","2.52","1.16","0.79","0.60","0.60","0.58","0.47","0.09","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03"
"Greece","","","","","","","","","","","","","","","","","","","","","","","",""
"Hungary","","","","","","","","","","","","","","","","","","","","","","","",""
"Iceland","","","","","","","","","","","","","","","","","","","","","","","",""
"Ireland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Italy","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01"
"Japan","","","","","","","","","","","","","","","","","","","","","","","",""
"Latvia","","","","","","","","","","","","","","","","","","","","","","","",""
"Liechtenstein","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","1.12","1.12","0.83","0.63","0.55","0.50","0.50","0.33","0.30","0.26","0.19","0.15","0.13","0.13","0.12","0.12","0.14","0.13","0.13","0.13","0.10","0.11","0.11","0.12"
"Luxembourg","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Monaco","","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","","","","","","","","","","","","","","","","","","","","","","","",""
"New Zealand","","","","","","","","","","","","","","","","","","","","","","","",""
"Norway","0.62","0.62","0.53","0.46","0.40","0.32","0.35","0.38","0.37","0.19","0.20","0.35","0.23","0.17","0.24","0.26","0.24","0.48","0.30","0.29","0.01","0.01","0.01","0.01"
"Poland","","","","","","","","","","","","","","","","","","","","","","","",""
"Portugal","","","","","","","","","","","","","","","","","","","","","","","",""
"Romania","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.06","0.03","0.02","0.03","0.01","0.03","0.01","0.03","0.04","0.04","0.05","0.06","0.11","0.02","0.02","0.02","0.00"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovenia","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","0.01","0.01","0.00","0.01","0.02","0.02","0.02","0.01","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Sweden","0.23","0.23","0.18","0.12","0.06","0.07","0.06","0.03","0.01","0.01","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Switzerland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Turkey","","","","","","","","","","","","","","","","","","","","","","","",""
"Ukraine","","","","","","","","","","16.80","14.20","12.49","12.05","11.15","10.12","10.04","9.35","9.14","9.18","9.30","8.51","9.22","",""
"United Kingdom of Great Britain and Northern Ireland","0.30","0.30","0.29","0.29","0.30","0.28","0.23","0.24","0.26","0.28","0.29","0.30","0.27","0.33","0.38","0.40","0.41","0.42","0.40","0.24","0.23","0.19","0.00","0.00"
"United States of America","127.98","127.98","135.27","141.85","148.78","155.72","162.66","169.65","174.12","179.38","210.31","190.19","195.58","321.41","289.53","257.66","225.78","176.50","127.22","89.34","95.99","55.51","40.52","37.50"
