"Category","International bunkers"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Portugal","19.31","19.31","19.28","19.22","15.58","14.06","13.61","14.34","14.45","14.90","20.44","23.85","15.95","17.66","21.87","26.44","22.58","25.74","27.72","29.74","27.20","25.02","30.17","33.44"
"Romania","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.33","0.01","0.01","0.01","0.00","0.01","0.08","0.10","0.53","1.21","0.33","0.16","0.12","0.09","0.06"
"Russian Federation","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovenia","0.03","0.03","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.02","0.02","0.05","0.08","0.10","0.06","0.04","0.06","0.07"
"Spain","234.90","234.90","257.24","252.04","254.39","235.86","227.70","327.82","397.07","460.20","445.86","473.54","536.94","555.95","569.49","590.72","651.38","677.93","689.25","687.32","685.21","649.85","680.01","674.90"
"Sweden","33.05","33.05","40.04","45.27","45.76","53.84","53.38","52.02","60.40","66.51","66.80","63.22","62.21","54.21","73.81","89.06","89.02","77.47","57.28","51.60","54.05","38.07","27.93","27.42"
"Switzerland","1.01","1.01","0.98","1.04","1.08","1.11","1.17","1.22","1.26","1.32","1.42","1.49","1.40","1.29","1.16","1.09","1.11","1.16","1.24","1.34","1.28","1.35","1.49","1.48"
"Turkey","","","","","","","","","","","","","","","","","","","","3.98","5.81","0.88","47.12","22.98"
"Ukraine","0.37","0.37","0.32","0.27","0.22","0.17","0.12","0.07","0.07","1.22","1.12","0.94","1.08","0.86","0.51","0.67","0.91","0.99","0.57","0.45","0.43","0.57","1.70","0.76"
"United Kingdom of Great Britain and Northern Ireland","101.49","101.49","94.34","93.50","92.53","80.36","90.63","96.11","113.32","106.63","70.38","56.80","54.52","46.18","55.95","76.09","88.57","111.98","145.23","147.16","128.23","100.08","92.01","90.02"
"United States of America","","","","","","","","","","","","","","","","","","","","","","","",""
