"Category","1.AA.3.A Civil Aviation"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Australia","0.31","0.31","0.38","0.42","0.44","0.46","0.54","0.60","0.64","0.58","0.56","0.58","0.65","0.58","0.56","0.58","0.63","0.67","0.72","0.78","0.79","0.80","0.86","0.88"
"Austria","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02"
"Belarus","","","","","","","","","","","","","","","","","","","","","","","",""
"Belgium","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bulgaria","0.06","0.04","0.04","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.05","0.02","0.04","0.03","0.02","0.02","0.01","0.02","0.04","0.01","0.02","0.01","0.02","0.01"
"Canada","","","","","","","","","","","","","","","","","","","","","","","",""
"Croatia","0.04","0.04","0.01","0.01","0.03","0.05","0.02","0.09","0.08","0.07","0.04","0.02","0.04","0.05","0.04","0.06","0.05","0.06","0.06","0.09","0.09","0.06","0.07","0.04"
"Cyprus","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00"
"Czech Republic","0.04","0.04","0.05","0.02","0.02","0.03","0.10","0.00","0.00","0.01","0.00","0.04","0.55","0.51","0.00","0.00","0.01","0.00","0.00","0.01","0.00","0.00","0.00","0.00"
"Denmark","0.09","0.09","0.08","0.07","0.07","0.07","0.08","0.08","0.08","0.08","0.07","0.07","0.07","0.06","0.06","0.05","0.06","0.06","0.07","0.07","0.06","0.06","0.06","0.06"
