"Category","Marine"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Australia","29.72","29.72","27.57","26.20","26.11","29.60","39.47","41.41","36.77","32.54","38.25","43.46","40.27","42.37","40.52","42.98","39.65","44.62","40.90","47.57","44.10","34.58","31.50","42.62"
"Austria","0.03","0.03","0.03","0.03","0.03","0.04","0.03","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.01","0.02","0.02","0.02"
"Belarus","","","","","","","","","","","","","","","","","","","","","","","",""
"Belgium","12.64","12.64","12.44","12.06","11.67","11.84","11.96","11.94","12.85","12.91","13.24","12.25","12.92","13.24","12.55","11.84","12.25","12.06","10.64","8.22","7.12","3.82","3.11","2.43"
"Bulgaria","19.69","3.71","19.00","17.31","16.72","16.83","17.50","15.21","0.60","4.65","0.53","4.25","6.37","6.97","9.10","7.64","7.31","6.97","3.45","8.04","13.54","6.34","4.94","4.18"
"Canada","","","","","","","","","","","","","","","","","","","","","","","",""
"Croatia","1.23","1.23","0.80","0.91","1.47","1.82","1.17","1.42","0.98","0.87","0.54","0.68","0.89","0.72","0.89","0.88","0.92","0.74","0.62","0.65","0.17","0.17","0.70",""
"Cyprus","","","","","","","","","","","","","","","","","","","","","","1.14","1.07","0.00"
"Czech Republic","","","","","","","","","","","","","","","","","","","","","","","",""
"Denmark","41.32","41.32","33.28","30.08","58.49","58.97","65.05","61.08","55.82","46.76","49.28","55.18","43.83","30.04","30.98","26.85","34.58","50.68","25.96","19.65","7.64","8.61","9.43","5.63"
"Estonia","1.07","1.07","1.11","0.73","0.90","0.76","0.52","0.54","0.58","0.62","0.66","0.62","0.59","0.70","0.67","0.88","0.71","1.25","1.44","1.47","1.31","1.29","1.11","1.01"
"European Union (15)","963.50","963.50","928.20","908.85","983.42","930.66","950.94","1,009.58","1,126.77","1,227.00","1,170.21","1,239.88","1,271.42","1,256.70","1,361.82","1,452.71","1,482.80","1,550.49","1,596.79","1,542.35","1,441.68","1,351.49","1,380.22","1,290.18"
