"Category","1 Energy"," ","Measure","Net emissions/removals"," ","Classification","Total for category"," ","Gas","SO2"," ","Infosource Type","CRF Offical submission"," ","Unit","Gg"," ","Measure","Dbl Value"," "
"","Base year","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Australia","559.24","559.24","562.11","553.84","556.54","551.90","575.59","593.44","629.59","624.71","636.92","676.04","698.31","729.72","769.07","753.47","738.43","782.71","759.13","791.46","774.74","762.30","736.36","724.20"
"Austria","72.10","72.10","69.55","53.42","52.03","46.40","46.03","43.39","38.86","34.31","32.58","30.55","31.50","29.97","30.71","26.10","25.85","26.56","23.49","21.14","15.80","17.34","16.78","16.00"
"Belarus","1,059.39","1,059.39","981.54","752.23","610.00","517.21","449.25","421.38","342.48","318.52","267.63","142.68","144.15","127.54","109.56","100.57","83.75","92.52","114.17","121.46","219.64","88.92","114.62","125.21"
"Belgium","322.43","322.43","324.48","321.44","304.49","251.53","235.69","223.19","199.72","190.60","151.59","152.91","147.54","137.64","136.91","140.55","126.49","118.46","106.71","84.02","66.11","50.45","41.61","39.09"
"Bulgaria","1,806.53","1,565.49","1,226.92","1,251.45","1,226.00","1,211.00","1,213.60","1,292.18","1,351.86","1,314.36","1,113.26","1,090.77","1,226.06","1,114.39","1,266.73","1,217.29","1,141.08","1,135.55","1,267.96","1,222.04","1,144.89","1,220.51","1,502.75","1,318.02"
"Canada","","","","","","","","","","","","","","","","","","","","","","","",""
"Croatia","170.84","170.84","100.74","105.76","107.55","105.31","80.07","62.62","75.82","96.80","94.07","59.50","61.38","65.37","65.34","54.61","61.42","57.67","65.07","54.70","57.55","33.99","32.05","24.57"
"Cyprus","29.76","29.76","31.01","35.83","38.00","40.49","37.45","39.52","41.70","45.02","47.36","46.34","43.39","43.71","44.79","38.35","35.45","28.94","26.86","21.58","17.05","21.89","20.93","16.08"
"Czech Republic","1,859.17","1,859.17","1,755.77","1,542.48","1,454.10","1,274.47","1,078.29","919.17","965.51","429.43","257.81","243.35","248.41","233.12","230.06","226.51","216.73","209.69","213.46","173.66","172.73","168.97","167.47","156.44"
"Denmark","176.33","176.33","235.26","182.24","147.47","149.36","138.68","172.99","100.61","77.07","56.08","29.43","27.51","25.66","32.81","25.97","22.85","26.46","23.68","18.93","14.37","14.57","13.52","11.87"
"Estonia","182.77","182.77","178.21","105.48","66.31","71.79","75.53","84.92","81.67","73.23","71.82","79.52","81.52","78.12","79.28","83.26","80.10","78.24","82.15","75.71","63.03","73.74","70.60","68.49"
"European Union (15)","15,887.36","15,887.36","14,493.63","13,348.40","12,133.70","10,938.09","9,675.33","8,688.11","7,910.53","7,409.15","6,589.59","5,811.71","5,533.95","5,311.80","4,860.58","4,600.10","4,262.30","4,051.64","3,816.82","2,786.87","2,417.03","2,184.16","2,093.17","2,029.96"
"European Union (28)","22,407.01","22,407.01","20,323.60","18,673.35","17,193.76","15,620.81","14,040.11","12,963.18","12,182.89","10,910.46","9,584.39","8,571.51","8,376.19","7,903.07","7,602.34","7,116.70","6,630.04","6,411.48","6,173.71","5,035.17","4,476.35","4,221.98","4,393.69","4,049.72"
