Annual Net emissions/removals in kt
Query results for — Party: Annex I and 46 other(s) | Year: Base year and 32 other(s) | Category: Total GHG emissions without LULUCF and 87 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: SO₂ | Unit: kt

 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Last Inventory Year (2021)
Party,Category \ Unit,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt
Annex I,Total GHG emissions without LULUCF,53124.01895544968,50928.48367273312,47815.665188668114,45474.56479115829,43722.410521141,42851.3096995869,38613.959143800625,37338.860028332725,36616.9284955452,35582.11213846943,32917.21677495732,29856.637135892423,30693.528809114705,29329.696691711593,28069.43149795588,26617.86828896628,26165.450968348738,24146.93386136705,24733.844615056194,21959.947234350297,19301.383811057185,17749.164126571748,17329.480452339434,15819.858636174145,14643.407069613762,14356.827981560124,12740.437455158015,11958.202648298075,11534.52170751099,11248.5430372168,10616.387492896578,9542.582886853266,8143.708628404283
Annex I,Total GHG emissions with LULUCF,53129.06958831541,50933.53430559885,47817.80050124674,45477.099810264444,43726.96061579505,42854.12586501711,38615.30575006699,37340.304470770156,36619.730915527885,35585.55333278847,32919.101151590694,29859.231150235093,30695.281722812524,29331.403586936187,28072.162399859,26619.334576669902,26166.74966746317,24147.905592664967,24738.438057149335,21961.689122593776,19303.643448911793,17750.50104741724,17331.55060308214,15823.925638707731,14644.045058245629,14357.928210018423,12741.629650810553,11959.475110463214,11539.88940065831,11249.25775580401,10617.574141909427,9543.877443044632,8146.714310092536
Annex I,1.  Energy,44912.17299158374,44364.76787096699,41707.523251697094,39673.68857244782,37969.32467955626,37297.69590441378,33213.57199386818,32166.125831808822,31564.15072196401,30813.40309216286,28290.332644303722,24843.311197767107,25477.794705760924,24366.669814671357,23183.387603294643,22004.602611920338,21549.781219588513,19696.799858979237,20375.309831001865,17854.65767948983,15473.544224921194,14056.650761949799,13495.347226014545,11993.893129738668,11001.233978620221,10695.49816178976,9227.177381300622,8456.933060443402,8203.717696990629,8159.665919725987,7529.039338398414,6559.584700590245,6631.962760930403
Annex I,1.AA  Fuel Combustion - Sectoral approach,43622.40893336574,43080.0394807037,40568.93808138473,38538.45846892888,36868.72882693976,36277.88456885923,32216.017382728856,31243.81244837434,30633.406750415408,29886.863506739064,27458.96736211474,24002.554148058967,24627.021525255874,23583.462931067203,22408.877762394088,21310.37526564818,20822.50151436374,19029.183834929412,19697.3496519177,17169.110613998768,14854.721198545456,13447.204023542987,12870.137671362685,11377.799304109121,10428.057973253928,10126.092812331355,8675.607300212088,7895.728460189843,7667.548548788739,7608.475186887913,6993.00348446181,5968.485219460364,6024.344768155704
Annex I,1.A.1  Energy Industries,29505.737187414063,29165.962030973085,28155.208836675287,27034.828135771517,25903.24359162207,25736.941815258117,22073.625448864106,21976.794359235657,21813.27511354393,21671.16950937392,20008.229792501676,17295.824599682815,17746.846026225263,16960.837023965854,16218.757479642574,15402.996210141517,15146.69728909651,14449.829867119612,14975.799963323532,12907.144397509039,10814.19139324568,9678.379484474011,9312.97577636514,7989.852465337567,7337.75685921389,7299.530417327358,6025.809252035311,5342.751732295152,5185.186535538301,5239.098570270449,4766.608622558376,3951.3353589747016,3999.2118487976127
Annex I,1.A.1.a  Public Electricity and Heat Production,27684.880021570614,27363.00318386171,26357.125469385763,25384.495489240824,24288.48855880075,24316.14714327382,20995.07389249082,20954.79884405709,20826.988386185887,20738.28101201545,19133.274744890365,16561.867923143524,17051.05856550983,16289.724506777893,15585.973921952338,14776.076300745033,14551.261917939191,13859.721293621518,14415.238314457021,12406.555507427924,10371.583564712591,9278.800722528094,8952.020982553726,7685.304559339499,7074.454052342729,7077.611928372522,5813.489354152285,5139.276107293345,4979.828194329103,5039.870587886427,4557.67744400644,3761.917382685221,3841.2415494336747
Annex I,1.A.1.b  Petroleum Refining,1086.286429347593,1073.3671644554358,1014.6681642568899,993.3270510131324,972.2937431665126,917.8107668854825,862.8290182350939,802.7030639767197,790.3720300556164,792.8582090611847,754.7681822254215,638.6622683716612,607.0153227102492,586.8781409583498,550.6652242440783,538.7541561967173,511.8825500968777,499.29575458651067,468.7244812826102,409.9287762199932,364.3106191607524,322.1442359401861,283.8921685333929,239.8328826042482,199.41475654843808,163.3555436015824,163.17224994217472,154.47945358820712,156.1702438782193,145.49717080313437,156.58976917517603,140.92913766535543,121.57462674075639
Annex I,1.A.1.c  Manufacture of Solid Fuels and Other Energy Industries,734.5707364958546,729.5916826559422,783.4152030326343,657.0055955175616,642.4612896548102,502.98390509881176,215.72253813819438,219.2924512018439,195.91469730242517,140.03028829728692,120.18686538588938,95.29440816763095,88.77213800518409,84.23437622961309,82.11833344615881,88.16575319976604,83.55282106044056,90.81281891158282,91.83716758390042,90.660113861123,78.29720937233625,77.43452600573164,77.06262527802065,64.71502339382015,63.888050322723,58.56294535325317,49.14764794085111,48.99617141359878,49.18809733097885,53.73081158088816,52.34140937675994,48.48883862412494,36.39567262318154
Annex I,1.A.2  Manufacturing Industries and Construction,7564.443680533474,7457.547330698512,6786.066073417298,6349.013639084698,6105.517006820396,5929.152307013322,5818.107969157831,5219.488630558813,5071.318155137106,4780.580128661198,4064.7893440221223,3762.8529955348413,3882.400035157565,3529.102831649968,3214.6399437013415,3052.4074257349353,3022.287061517072,2263.3594711882197,2665.780828845756,2288.5513837300796,2096.7335107608374,1992.7045310452854,1884.831401513709,1863.307573915154,1730.1022109490402,1607.1762895679115,1504.944174276068,1477.2528116500464,1406.5742066857542,1361.890260731466,1254.759740575155,1221.7127107948077,1228.186048863964
