Annual Net emissions/removals in kt
Query results for — Party: Annex I and 46 other(s) | Year: Base year and 32 other(s) | Category: Total GHG emissions with LULUCF and 4 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: NH₃ | Unit: kt

 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Last Inventory Year (2021)
Party,Category \ Unit,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt
Annex I,Total GHG emissions with LULUCF,1061.7863196493133,1681.160075540522,1512.9016885254916,1475.2852223702644,1436.9185069014447,1421.1825194420549,1428.5476871035196,1421.1756179684846,1419.0265812164034,1454.8573893360488,1447.5803512661055,1421.9710089294483,1398.998381723508,1377.2416940578562,1359.5723874419414,1324.3591905288897,1339.3137057967856,1316.8045934329616,1321.6794232409477,1297.2527889054704,1278.602167531276,1260.495759098625,1263.3705897498442,1251.3769946566242,1260.891211734399,1245.8122241261703,1247.345069619495,1231.739024932123,1229.7543164249432,1200.6872152267315,1162.8833325328887,1132.433598885656,1098.437658049579
Annex I,1.  Energy,60.70619896672334,61.09384283160753,66.01070924290306,70.35525991181792,79.15939064778118,86.19236647974778,94.93460585241029,104.58405977656254,113.07522401055019,122.9872956401861,130.46282349092658,153.96024749110208,154.56843756471332,150.25526776988525,151.3877283201429,153.65308940639022,147.76682279719998,140.32356465761558,130.11225276665408,124.61650945905943,119.89117136998799,113.75314350043573,108.13708687129399,107.58438924658546,104.56138917009758,95.14481880508374,94.12475973751452,91.56888633298786,90.17770431616405,83.19652130986822,81.55949038198392,74.46962400409927,73.9563073690773
Annex I,2.  Industrial Processes and Product Use,65.80491717003902,63.69556928895532,51.89832069909457,50.67186842256444,48.62108859801315,46.83346395559018,50.24890292777809,46.74909987916977,43.99194062097222,49.92811430250803,42.64272217676211,41.56867114546087,38.13080776948561,40.18878472981116,41.50985148789145,41.64773881601252,41.27628717512553,41.63883474631029,39.55407086105299,36.88687499793603,35.09583568255158,37.45369961857434,38.09996773231989,35.38042936633368,32.00523526907828,30.61647203151538,29.58628723354627,30.09854123904984,32.63173443136467,33.71938440898457,32.9881707119578,32.79085964591094,32.39831907351804
Annex I,5.  Waste,120.92374187387891,119.70356806437437,122.1119420636027,123.79607374597946,126.2850094698338,129.24066215840173,132.10089939928423,133.29416740613485,131.7949233736395,131.285439684726,133.2521920858657,134.96573342886612,123.87880421523712,125.00418117897875,124.4336644396535,117.96465084000174,119.54519634605843,105.8156807367191,107.72734588163318,106.1505446441716,106.7699926106198,95.96374364193707,99.9443891859617,94.41798765520788,97.33176898330599,89.4123751173697,91.08835597603581,82.5753948274213,85.04884255720354,78.74569503246882,78.31111873562234,85.31519264642083,86.89635834119436
Annex I,6.  Other,814.3514616386719,1436.6670953555847,1272.8807165198914,1230.4620202899025,1182.8530181858166,1158.9160268483151,1151.263278924047,1136.5482909066175,1130.1644932112415,1150.6565397086285,1141.222613512551,1091.4763568640192,1082.420332174072,1061.7934603791812,1042.2411431942535,1011.0937114664852,1030.7253994784016,1029.0265132923166,1044.2857537316074,1029.5988598043034,1016.8451678681168,1013.3251723376779,1017.1891459602685,1013.9941883884973,1026.992818311917,1030.6385581722016,1032.5456666723985,1027.496202532664,1021.8960351202109,1005.02561447541,970.0245527033247,939.8579225892249,905.1866732657894
Annex I EIT,Total GHG emissions with LULUCF,40.55963023522963,659.9333861264383,573.2672422197263,532.2457860470084,490.45894608513726,488.98723739649506,478.48733093696666,457.06824308498545,458.875202662679,470.80419471098435,466.4988920780602,458.61359307761614,445.4528772743209,437.60928568803286,426.2717573249047,414.46375241306885,427.97769004489015,429.1468699490988,436.9389927188337,418.15666785078224,401.9251488585059,393.2642447440794,392.96156797649405,383.43870297334905,389.2109001356777,382.1030091758524,387.431323794584,389.5078834237885,403.96912352383185,413.35764268269855,398.79689845527025,407.92051074803317,383.31904662957334
Annex I EIT,1.  Energy,13.29998753842591,13.6876314033101,14.31318882558626,13.09264610144017,13.66101331475537,13.25773812345451,13.81394563701455,14.72175483606698,14.67188908382576,15.10161807152178,15.7051948625713,17.0336719763323,18.78429182461846,17.0170246488061,19.37854855269139,19.58000825705022,21.79610918467878,21.30602448832782,22.34142539702467,21.44040572877094,22.99192059712807,23.04473453172224,23.40077355200076,24.14699517772138,23.71739324292731,20.91074198249782,22.12014814130307,22.05883463559674,21.68093763783456,20.42602508717357,20.58987916884433,19.88871601381649,17.36625937142365
Annex I EIT,2.  Industrial Processes and Product Use,17.70452528644571,15.59517740536201,12.40290879686091,12.17331565524951,10.38899914355273,10.86776249564826,7.78695284334206,6.73909465359628,6.57505678967966,6.40214749272018,4.67044727628438,5.05263584448638,3.98259067349097,3.97655006887588,4.58697273802511,5.65428912624158,5.02068397059727,3.7571584416315,3.77859215316536,3.09069464237984,2.49341665064441,3.3227329145395,3.59107920061046,3.74417931586778,2.8452678967143,2.45267324220571,3.32592017500404,3.27454635120231,3.48568117812968,3.62835998504571,2.39977157359081,3.13713431270565,2.36114372418484
Annex I EIT,5.  Waste,9.55511741035801,8.33494360085346,8.1958752489855,8.02412317839479,7.8658345366475,7.73423711869714,7.51268550730659,7.29556098262182,7.02125826222563,6.58399572738529,6.26794661079259,5.73334314619754,5.3400324484619,5.1302070079263,4.80108337995344,3.81700612913036,3.98788989194955,3.80964226345257,3.62280709712757,3.58197141052693,3.60775009778521,3.62970806391211,3.55485218209017,3.710948907693,3.89954796314787,3.82868497313396,3.84921876083825,3.93728572025668,3.86039827308522,3.88906584312277,3.77225171027074,3.85140548995499,3.67908353612
