Annual Net emissions/removals in kt
Query results for — Party: Annex I and 46 other(s) | Year: Base year and 32 other(s) | Category: Total GHG emissions without LULUCF and 118 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: NOₓ | Unit: kt

 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Last Inventory Year (2021)
Party,Category \ Unit,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt,kt
Annex I,Total GHG emissions without LULUCF,55719.539872789195,55190.90171649469,53800.01783860226,51815.441992274245,50614.269991627756,50156.11971804135,49468.39351893175,49049.40316011705,48402.403547323185,47906.89258557684,45031.90080381023,45167.71140006086,44364.092071960506,47178.70134520968,46407.74594594598,44925.71235463761,43702.28220097039,42038.72555638009,40516.45121442519,38567.922941447985,34966.66598252365,34705.75418067156,33602.542299597335,32412.766084062714,30982.016034285105,29934.801024460852,28731.930176485686,27379.526728701505,26560.046436523822,25957.837327311037,24964.643899669172,23109.231718897237,20380.992296889373
Annex I,Total GHG emissions with LULUCF,56976.64192086967,56447.97450512722,54976.0901507628,52882.39251107877,51692.10155341241,51266.383754780865,50505.90319011391,50281.65206176522,49545.697648304544,49274.24467635146,46349.78076229247,46713.280406795275,45752.09886389017,48728.91806234853,48024.17603820495,46368.29327565723,45187.47119013944,43659.29996601785,42174.39389837692,40104.23939307173,36569.895282665726,36155.312701810864,35172.40260611269,33939.03242151145,32394.333146688088,31409.49425909815,30266.696507985504,28702.80987711128,28056.216460698342,27450.092343778022,26311.742731422037,24430.5056928156,21264.924273735916
Annex I,1.  Energy,51785.181006136685,51707.97628858051,50423.915602636924,48424.76533216212,47266.57497047658,46817.310606239465,46190.361524250766,45618.4806382964,45019.514453787466,44619.008394847224,41836.089893298275,41990.179991975136,41220.876150547934,44348.865282293875,43559.553054340635,42065.043947339094,40872.988132953156,39299.644806206015,37760.70341681924,35923.9445130605,32503.258861952832,32210.176221953974,31048.26676492782,29891.279753325205,28538.253804420885,27552.25426966433,26377.316040839334,25021.310606345156,24174.162557569285,23652.166331525084,22768.17619790528,20969.998976068135,18294.668585546362
Annex I,1.AA  Fuel Combustion - Sectoral approach,51423.35621262532,51349.57882984361,50102.954673912325,48079.322698360964,46926.56498362404,46493.037005432816,45877.08848104693,45279.68376474394,44682.04346602381,44281.95936463196,41542.6629144253,41695.06339030756,40921.24286028247,43685.90752796386,42865.72940093146,41369.35710192461,40144.45267981908,38549.245423552384,36994.46950110084,35107.60919112802,31774.47470434815,31483.086045940534,30250.14341949835,29012.79799453845,27798.08563850598,26768.146184786587,25663.52667188437,24359.63201244408,23540.531660063385,23021.144769171377,22165.198562500515,20313.065264386634,17641.500681754187
Annex I,1.A.1  Energy Industries,14279.641372820111,14232.242814108391,13636.74595027963,13319.762246743467,13077.710077194632,12733.617115187799,12362.103750009366,12036.848072230383,11842.1973764145,11863.162824511544,11193.36521087908,10752.865707954927,10672.581356827539,10504.777514079695,10299.827182540263,9781.353756722317,9775.525611622412,9698.106162735869,9663.006547148601,9157.732564580352,7946.759080567373,8131.816110542859,7960.201677602205,7896.032166034026,7554.4656162551655,7387.5444904075075,6942.977742636884,6665.437684655834,6493.960401880115,6510.449955161592,6217.5252969963585,6192.527765041365,4950.559555665341
Annex I,1.A.1.a  Public Electricity and Heat Production,13209.474496639612,13166.5547722027,12607.567065496145,12312.125029668972,12094.73014880704,11823.313623763033,11516.796083736237,11211.588615733517,11012.871736855006,11011.466883019857,10385.122304405822,9964.044624112457,9889.753330030064,9712.149848387151,9418.968925620176,8873.550509540182,8859.096780267697,8787.040876259205,8754.28177197818,8263.382433832601,7040.852599129142,7195.092001055859,7062.64082143722,6873.101025485433,6472.353153752214,6293.685212912593,5864.6343138111015,5604.468258708426,5400.882284979658,5400.963022630507,5035.96143829749,4997.929189627936,4346.195232197566
Annex I,1.A.1.b  Petroleum Refining,582.7082324985514,580.1626425377416,557.7785286703514,545.0428713011333,524.2966447549612,477.40116902435403,449.8556562769539,429.67298750072257,406.4078005239473,437.58702280453247,408.6852630634106,395.4895132092066,390.26316457033255,386.9100312478901,382.54552035910524,374.3828818597993,342.451568505467,350.19289761590204,349.4543539709625,335.821747553519,372.53620442932237,376.66131178228966,322.0054115798869,390.28310381163493,412.2385971344685,383.21596753640426,391.9088010158157,366.31137909810735,379.11863632964673,362.31605838004054,395.27248783279185,374.6237521684992,316.73057394888355
Annex I,1.A.1.c  Manufacture of Solid Fuels and Other Energy Industries,487.45864368194805,485.5253993679501,471.4003561131344,462.5943457733601,458.6832836326302,432.90232240041166,395.4520099961764,395.58646899614365,422.91783903554744,414.1089186871549,399.5576434098462,393.3315706332634,392.56486222714244,405.71763444465313,498.3127365609806,533.4203653223361,573.9772628492474,560.8723888607603,559.2704211994584,558.5283831942322,533.3702770089087,560.0627977047109,575.5554445850978,632.6480367369589,669.8738653684829,710.64330995851,686.4346278099664,694.6580468493003,713.9594805708097,747.1708741510449,786.2913708660778,819.9748232449301,287.63374951889125
Annex I,1.A.2  Manufacturing Industries and Construction,6676.03163385942,6668.57690763596,6467.646373354208,5948.65024120159,5816.112747145513,5666.483927491437,5831.4513974440815,5848.2532484612775,5643.5736664392325,5620.645184990417,5288.233888799551,5387.811649009735,5434.580681770571,4861.963281435682,4841.999101622178,4629.596407500705,4672.253473688263,4118.62981063779,4173.434950934036,4022.6513307795954,3718.4247474299054,3685.4411254042457,3721.121589395871,3635.4753573153234,3536.75916564922,3418.9438326889194,3443.0946724269875,3548.1362633446734,3509.97978796877,3496.341129309786,3390.177486657334,3287.2276241321274,2495.6776143105385
