Data.Type,Emission,Region,Sector,Start.Year,End.Year,Source.Comment
Emissions Trend,NOx,global,3B_Manure-management,1750,1970,Estimates from Holland etal 2005. Global N Cycle: Fluxes and N2O Mixing Ratios Originating from Human Activity. Data set. doi:10.3334/ORNLDAAC/797
Emissions Trend,NH3,global,3B_Manure-management,1750,1970,Estimates from Holland etal 2005. Global N Cycle: Fluxes and N2O Mixing Ratios Originating from Human Activity. Data set. doi:10.3334/ORNLDAAC/797
