"iso","X1850","X1851","X1852","X1853","X1854","X1855","X1856","X1857","X1858","X1859","X1860","X1861","X1862","X1863","X1864","X1865","X1866","X1867","X1868","X1869","X1870","X1871","X1872","X1873","X1874","X1875","X1876","X1877","X1878","X1879","X1880","X1881","X1882","X1883","X1884","X1885","X1886","X1887","X1888","X1889","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000"
"abw","930","993.310004496493","1057.70667466043","1123.19001049182","1189.76001199065","1257.41667915692","1326.16001199065","1395.99001049182","1466.90667466043","1538.91000449649","1612","1603.47568864412","1594.4099131451","1584.80267350295","1574.65396971765","1563.96380178922","1552.73216971765","1540.95907350295","1528.6445131451","1515.78848864412","1502.391","1493.80561448694","1484.68989242124","1475.04383380287","1464.86743863185","1454.16070690818","1442.92363863185","1431.15623380287","1418.85849242124","1406.03041448695","1392.672","1383.77799802937","1374.35039649667","1364.38919540188","1353.894394745","1342.86599452604","1331.303994745","1319.20839540188","1306.57919649667","1293.41639802938","1279.72","1257.72846748017","1234.91060885364","1211.2664241204","1186.79591328046","1161.49907633381","1135.37591328046","1108.4264241204","1080.65060885364","1052.04846748017","1022.62","1058.98281604423","1095.98078407863","1133.61390410321","1171.88217611795","1210.78560012287","1250.32417611795","1290.49790410321","1331.30678407864","1372.75081604423","1414.83","1439.00131295871","1462.9261119266","1486.60439690366","1510.0361678899","1533.22142488531","1556.1601678899","1578.85239690366","1601.2981119266","1623.49731295871","1645.45","1660.18332613306","1674.36257979211","1687.98776097714","1701.05886968817","1713.57590592517","1725.53886968817","1736.94776097714","1747.80257979211","1758.10332613306","1767.85","1776.2917405498","1783.91464986631","1790.71872794953","1796.70397479946","1801.87039041611","1806.21797479946","1809.74672794953","1812.45664986631","1814.3477405498","1815.42","1835.84368187732","1856.23610111523","1876.59725771374","1896.92715167285","1917.22578299255","1937.49315167285","1957.72925771374","1977.93410111523","1998.10768187732","2018.25","2062.28259885529","2109.15559244822","2158.04284981269","2208.38448251341","2259.88352740716","2312.5260892048","2366.56348202308","2422.46759996591","2480.85337527531","2542.25","2606.88143339767","2674.36734097311","2743.71342470703","2813.54188416842","2882.8670207523","2951.24391156061","3018.94291644642","3086.55921098842","3155.02772502456","3225","3235.70053781975","3245.10284769497","3252.72419611967","3257.92696953382","3260.28612064473","3259.69455213332","3256.3188909082","3250.3514467683","3242.07303953234","3231.67","3236.66484985034","3240.11158655686","3241.98677178844","3242.2493693641","3240.86404474169","3237.74884562764","3232.88724293928","3226.3694054928","3218.31787904159","3208.76","3303.6365386994","3400.44430362829","3498.83301190666","3598.30882269885","3698.47648446289","3799.18433399859","3900.43333084777","4002.16050135351","4104.34944226377","4207"
"ago","52","53.2611723685289","54.5309730996068","55.809402193234","57.0964596494103","58.3921454681357","59.6964596494103","61.009402193234","62.3309730996069","63.6611723685288","65","86.1921657369718","107.556961310172","129.094386719601","150.804441965258","172.687127047144","194.742441965258","216.970386719601","239.370961310172","261.944165736972","284.69","305.883828153484","327.249916717304","348.788265691462","370.498875075956","392.381744870788","414.436875075957","436.664265691462","459.063916717304","481.635828153483","504.38","526.216891433095","548.230918103279","570.422080010554","592.790377154919","615.335809536374","638.05837715492","660.958080010554","684.034918103279","707.288891433095","730.72","745.263124279397","759.911776496707","774.665956651928","789.52566474506","804.490900776105","819.561664745061","834.737956651927","850.019776496706","865.407124279397","880.9","911.001706377524","941.363033560043","971.983981547557","1002.86455034006","1034.00473993757","1065.40455034006","1097.06398154756","1128.98303356004","1161.16170637752","1193.6","1253.77333262288","1315.25036910734","1378.03110945339","1442.11555366102","1507.50370173022","1574.19555366102","1642.19110945339","1711.49036910734","1782.09333262288","1854","1872.19410192437","1889.97618119888","1907.34623782353","1924.30427179832","1940.85028312325","1956.98427179832","1972.70623782353","1988.01618119888","2002.91410192437","2017.4","2050.92313672398","2084.22335417596","2117.30065235595","2150.15503126394","2182.78649089994","2215.19503126394","2247.38065235595","2279.34335417596","2311.08313672398","2342.6","2330.92158739197","2318.00282203017","2303.8437039146","2288.44423304525","2271.80440942214","2253.92423304526","2234.8037039146","2214.44282203017","2192.84158739197","2170","2298.42232700896","2433.01894399819","2573.72056399014","2720.51916477339","2873.48816597403","3032.80080389891","3198.74659577813","3371.73155252503","3552.26682931764","3740.9","3788.33103600792","3837.06829960394","3886.84500310453","3937.30583571865","3988.27063797515","4039.62645748008","4091.63649338323","4144.93463593976","4200.34242081334","4258.4","4272.69020996707","4286.6942834474","4300.04468615424","4312.27616250099","4322.90665812536","4331.49179915695","4337.56744897282","4340.58191141278","4339.95478453452","4335.1","4406.25496504964","4477.31483634638","4547.48227737193","4615.81964751006","4681.6932564689","4744.56610462113","4804.56044723982","4862.4711481592","4919.413763811","4976","4923.17121409154","4863.38909334504","4794.82789985237","4715.3761884684","4623.84000230752","4520.10230057159","4404.97440480734","4279.40998237963","4144.53602929691","4001"
"aia","930","993.310004496493","1057.70667466043","1123.19001049182","1189.76001199065","1257.41667915692","1326.16001199065","1395.99001049182","1466.90667466043","1538.91000449649","1612","1603.47568864412","1594.4099131451","1584.80267350295","1574.65396971765","1563.96380178922","1552.73216971765","1540.95907350295","1528.6445131451","1515.78848864412","1502.391","1493.80561448694","1484.68989242124","1475.04383380287","1464.86743863185","1454.16070690818","1442.92363863185","1431.15623380287","1418.85849242124","1406.03041448695","1392.672","1383.77799802937","1374.35039649667","1364.38919540188","1353.894394745","1342.86599452604","1331.303994745","1319.20839540188","1306.57919649667","1293.41639802938","1279.72","1257.72846748017","1234.91060885364","1211.2664241204","1186.79591328046","1161.49907633381","1135.37591328046","1108.4264241204","1080.65060885364","1052.04846748017","1022.62","1058.98281604423","1095.98078407863","1133.61390410321","1171.88217611795","1210.78560012287","1250.32417611795","1290.49790410321","1331.30678407864","1372.75081604423","1414.83","1439.00131295871","1462.9261119266","1486.60439690366","1510.0361678899","1533.22142488531","1556.1601678899","1578.85239690366","1601.2981119266","1623.49731295871","1645.45","1660.18332613306","1674.36257979211","1687.98776097714","1701.05886968817","1713.57590592517","1725.53886968817","1736.94776097714","1747.80257979211","1758.10332613306","1767.85","1776.2917405498","1783.91464986631","1790.71872794953","1796.70397479946","1801.87039041611","1806.21797479946","1809.74672794953","1812.45664986631","1814.3477405498","1815.42","1835.84368187732","1856.23610111523","1876.59725771374","1896.92715167285","1917.22578299255","1937.49315167285","1957.72925771374","1977.93410111523","1998.10768187732","2018.25","2062.28259885529","2109.15559244822","2158.04284981269","2208.38448251341","2259.88352740716","2312.5260892048","2366.56348202308","2422.46759996591","2480.85337527531","2542.25","2606.88143339767","2674.36734097311","2743.71342470703","2813.54188416842","2882.8670207523","2951.24391156061","3018.94291644642","3086.55921098842","3155.02772502456","3225","3235.70053781975","3245.10284769497","3252.72419611967","3257.92696953382","3260.28612064473","3259.69455213332","3256.3188909082","3250.3514467683","3242.07303953234","3231.67","3236.66484985034","3240.11158655686","3241.98677178844","3242.2493693641","3240.86404474169","3237.74884562764","3232.88724293928","3226.3694054928","3218.31787904159","3208.76","3303.6365386994","3400.44430362829","3498.83301190666","3598.30882269885","3698.47648446289","3799.18433399859","3900.43333084777","4002.16050135351","4104.34944226377","4207"
"and","4","4.0001957706562","4.00034803672213","4.00045679819779","4.0005220550832","4.00054380737833","4.0005220550832","4.0004567981978","4.00034803672213","4.0001957706562","4","5.71690140249311","7.43806915998777","9.16350327248394","10.8932037399816","12.6271705624809","14.3654037399816","16.1079032724839","17.8546691599878","19.6057014024931","21.361","23.0481911351757","24.7462731292013","26.4552459820767","28.175109693802","29.9058642643771","31.647509693802","33.4000459820768","35.1634731292013","36.9377911351758","38.723","40.480125512185","42.2442675772177","44.0154261950983","45.7936013658266","47.5787930894028","49.3710013658266","51.1702261950983","52.9764675772178","54.7897255121851","56.61","60.682055864121","64.7676548695485","68.8667970162824","72.9794823043227","77.1057107336695","81.2454823043228","85.3987970162823","89.5656548695484","93.746055864121","97.94","116.187499038299","134.50599829031","152.895497756032","171.355997435465","189.887497328609","208.489997435465","227.163497756032","245.90799829031","264.723499038299","283.61","284.784566403538","285.935229161846","287.061988274923","288.164843742769","289.243795565384","290.298843742769","291.329988274923","292.337229161846","293.320566403538","294.28","290.210038471595","286.077179505058","281.881423100389","277.622769257588","273.301217976654","268.916769257587","264.469423100389","259.959179505058","255.386038471595","250.75","261.136286263354","271.50939780152","281.869334614494","292.216096702279","302.549684064875","312.870096702279","323.177334614494","333.471397801519","343.752286263355","354.02","367.855779202975","381.731829694178","395.648151473609","409.604744541266","423.601608897153","437.638744541267","451.716151473608","465.833829694178","479.991779202974","494.19","561.13630799278","630.212027648044","701.249197259007","774.02335450327","848.332623998712","924.088708142766","1001.38807102253","1080.55212077261","1162.12529600118","1246.7","1273.71824505841","1302.2544721933","1331.34816816573","1359.65838366696","1386.21566417014","1410.44801397184","1432.62986339009","1453.67374807077","1474.99401198581","1497.6","1528.05606096829","1559.92576367346","1592.30088149085","1623.79085815224","1653.38386248643","1680.68083819115","1706.07806169963","1730.31774244539","1754.56005709355","1779.7","1797.8691449337","1816.91660126232","1836.7781722935","1857.25225937705","1878.16391860285","1899.57960588213","1921.53074267137","1943.73786229684","1965.82175330889","1987.5","1970.55553904019","1952.8562079952","1934.4284290417","1915.33409995127","1895.66739420694","1875.34884120658","1854.49414516364","1833.60565013467","1813.31172814339","1794"
"ant","930","993.310004496493","1057.70667466043","1123.19001049182","1189.76001199065","1257.41667915692","1326.16001199065","1395.99001049182","1466.90667466043","1538.91000449649","1612","1603.47568864412","1594.4099131451","1584.80267350295","1574.65396971765","1563.96380178922","1552.73216971765","1540.95907350295","1528.6445131451","1515.78848864412","1502.391","1493.80561448694","1484.68989242124","1475.04383380287","1464.86743863185","1454.16070690818","1442.92363863185","1431.15623380287","1418.85849242124","1406.03041448695","1392.672","1383.77799802937","1374.35039649667","1364.38919540188","1353.894394745","1342.86599452604","1331.303994745","1319.20839540188","1306.57919649667","1293.41639802938","1279.72","1257.72846748017","1234.91060885364","1211.2664241204","1186.79591328046","1161.49907633381","1135.37591328046","1108.4264241204","1080.65060885364","1052.04846748017","1022.62","1058.98281604423","1095.98078407863","1133.61390410321","1171.88217611795","1210.78560012287","1250.32417611795","1290.49790410321","1331.30678407864","1372.75081604423","1414.83","1439.00131295871","1462.9261119266","1486.60439690366","1510.0361678899","1533.22142488531","1556.1601678899","1578.85239690366","1601.2981119266","1623.49731295871","1645.45","1660.18332613306","1674.36257979211","1687.98776097714","1701.05886968817","1713.57590592517","1725.53886968817","1736.94776097714","1747.80257979211","1758.10332613306","1767.85","1776.2917405498","1783.91464986631","1790.71872794953","1796.70397479946","1801.87039041611","1806.21797479946","1809.74672794953","1812.45664986631","1814.3477405498","1815.42","1835.84368187732","1856.23610111523","1876.59725771374","1896.92715167285","1917.22578299255","1937.49315167285","1957.72925771374","1977.93410111523","1998.10768187732","2018.25","2062.28259885529","2109.15559244822","2158.04284981269","2208.38448251341","2259.88352740716","2312.5260892048","2366.56348202308","2422.46759996591","2480.85337527531","2542.25","2606.88143339767","2674.36734097311","2743.71342470703","2813.54188416842","2882.8670207523","2951.24391156061","3018.94291644642","3086.55921098842","3155.02772502456","3225","3235.70053781975","3245.10284769497","3252.72419611967","3257.92696953382","3260.28612064473","3259.69455213332","3256.3188909082","3250.3514467683","3242.07303953234","3231.67","3236.66484985034","3240.11158655686","3241.98677178844","3242.2493693641","3240.86404474169","3237.74884562764","3232.88724293928","3226.3694054928","3218.31787904159","3208.76","3303.6365386994","3400.44430362829","3498.83301190666","3598.30882269885","3698.47648446289","3799.18433399859","3900.43333084777","4002.16050135351","4104.34944226377","4207"
"are","8987","9019.72463818516","9052.42157899585","9085.09082243204","9117.73236849376","9150.34621718101","9182.93236849376","9215.49082243204","9248.02157899584","9280.52463818516","9313","9974.58857395562","10641.5041314767","11313.7466725631","11991.316197215","12674.2127054323","13362.436197215","14055.9866725631","14754.8641314767","15459.0685739556","16168.6","16809.0538556579","17459.5312989474","18120.0323298685","18790.5569484212","19471.1051546054","20161.6769484212","20862.2723298685","21572.8912989475","22293.5338556579","23024.2","23692.7812080608","24369.7843698859","25055.2094854752","25749.0565548288","26451.3255779467","27162.0165548288","27881.1294854752","28608.6643698859","29344.6212080608","30089","30177.5775454297","30264.6711918749","30350.2809393359","30434.4067878125","30517.0487373045","30598.2067878124","30677.8809393359","30756.0711918749","30832.7775454296","30908","30802.9291542966","30693.8962743051","30580.9013600255","30463.9444114577","30343.0254286018","30218.1444114578","30089.3013600255","29956.4962743052","29819.7291542967","29679","30015.922122956","30354.6393296996","30695.1516202306","31037.4589945493","31381.5614526556","31727.4589945493","32075.1516202307","32424.6393296996","32775.922122956","33129","33259.3905832082","33388.4943701477","33516.3113608189","33642.8415552217","33768.0849533558","33892.0415552216","34014.711360819","34136.0943701477","34256.1905832081","34375","34344.5911495558","34299.2731547659","34239.0460156303","34163.9097321489","34073.8643043218","33968.9097321489","33849.0460156303","33714.273154766","33564.5911495559","33400","33468.2703145748","33530.9916703552","33588.1640673411","33639.7875055327","33685.8619849299","33726.3875055326","33761.3640673411","33790.7916703551","33814.6703145747","33833","34132.3654252714","34415.0861216134","34682.0498027472","34934.7803654434","35175.3727216358","35406.4654951662","35631.1200823288","35852.5983077788","36074.0977996903","36298","36265.1283783724","36219.6987323878","36157.6678719748","36073.9058764818","35964.3277629381","35828.2540825475","35664.5622692026","35468.7277225159","35235.672430752","34962","35111.2796566836","35246.5546174356","35372.7548894838","35495.9488534873","35619.2183329398","35735.3317030441","35839.1967356367","35935.9404377411","36031.7760853758","36125.1","36456.0018460654","36777.995661712","37066.5949960785","37293.4291777912","37436.8983375986","37493.1524629253","37458.666828908","37316.4873310208","37049.3560985201","36649.3","36363.9071067591","35967.1466008432","35480.8417051771","34931.555270949","34336.2141460867","33700.295827957","33017.9966334911","32280.6954213492","31476.9600019264","30601"
"arm","242","243.249975925411","244.444401645174","245.583277159291","246.666602467761","247.694377570584","248.666602467761","249.583277159291","250.444401645174","251.24997592541","252","262.448456395187","273.03570025811","283.761731588769","294.626550387165","305.630156653296","316.772550387164","328.053731588769","339.473700258109","351.032456395187","362.73","373.14138574759","383.700019106827","394.405900077712","405.259028660242","416.259404854419","427.407028660242","438.701900077712","450.144019106828","461.73338574759","473.47","484.359200442176","495.363911897202","506.484134365078","517.719867845803","529.071112339378","540.537867845803","552.120134365078","563.817911897202","575.631200442176","587.56","596.089575822709","604.654134795927","613.253676919655","621.888202193891","630.557710618637","639.262202193891","648.001676919655","656.776134795927","665.585575822709","674.43","676.922036981725","678.808954634177","680.090752957358","680.767431951266","680.838991615903","680.305431951267","679.166752957358","677.422954634178","675.074036981725","672.12","708.542835963905","744.355708380275","779.558617249111","814.151562570413","848.134544344181","881.507562570414","914.270617249112","946.423708380276","977.966835963906","1008.9","1018.14521866121","1027.34927761993","1036.51217687616","1045.6339164299","1054.71449628114","1063.7539164299","1072.75217687616","1081.70927761993","1090.62521866121","1099.5","1092.58507509375","1084.14235572222","1074.17184188541","1062.67353358333","1049.64743081596","1035.09353358333","1019.01184188541","1001.40235572222","982.265075093745","961.6","978.430512415659","994.858688738957","1010.88452896988","1026.50803310843","1041.72920115462","1056.54803310843","1070.96452896988","1084.97868873895","1098.59051241566","1111.8","1142.97085405121","1176.4004856854","1211.48951673399","1247.72015079012","1284.66324762093","1321.98963845936","1359.47285521968","1396.98293041578","1434.4698057014","1471.9","1507.28366381829","1542.25664564298","1576.449196002","1609.40662436388","1640.82542796562","1670.48893278021","1698.54280829081","1725.51595292393","1752.19524327276","1779.2","1810.6219376089","1842.59769112752","1875.13379550027","1908.1384273298","1941.55392726454","1975.41674004046","2009.84011211548","2044.91507003556","2080.74792800356","2117.4","2123.27362047402","2129.27983027669","2135.45839193816","2141.87277432945","2148.45671964565","2155.30218539287","2162.06435884173","2167.72427560392","2170.97039413989","2170.9","2077.63916364509","1980.76956968144","1881.19654216871","1779.98523005047","1677.91122594492","1575.31577652588","1472.32151056455","1369.15164625522","1265.98023532093","1163"
"atg","930","993.310004496493","1057.70667466043","1123.19001049182","1189.76001199065","1257.41667915692","1326.16001199065","1395.99001049182","1466.90667466043","1538.91000449649","1612","1603.47568864412","1594.4099131451","1584.80267350295","1574.65396971765","1563.96380178922","1552.73216971765","1540.95907350295","1528.6445131451","1515.78848864412","1502.391","1493.80561448694","1484.68989242124","1475.04383380287","1464.86743863185","1454.16070690818","1442.92363863185","1431.15623380287","1418.85849242124","1406.03041448695","1392.672","1383.77799802937","1374.35039649667","1364.38919540188","1353.894394745","1342.86599452604","1331.303994745","1319.20839540188","1306.57919649667","1293.41639802938","1279.72","1257.72846748017","1234.91060885364","1211.2664241204","1186.79591328046","1161.49907633381","1135.37591328046","1108.4264241204","1080.65060885364","1052.04846748017","1022.62","1058.98281604423","1095.98078407863","1133.61390410321","1171.88217611795","1210.78560012287","1250.32417611795","1290.49790410321","1331.30678407864","1372.75081604423","1414.83","1439.00131295871","1462.9261119266","1486.60439690366","1510.0361678899","1533.22142488531","1556.1601678899","1578.85239690366","1601.2981119266","1623.49731295871","1645.45","1660.18332613306","1674.36257979211","1687.98776097714","1701.05886968817","1713.57590592517","1725.53886968817","1736.94776097714","1747.80257979211","1758.10332613306","1767.85","1776.2917405498","1783.91464986631","1790.71872794953","1796.70397479946","1801.87039041611","1806.21797479946","1809.74672794953","1812.45664986631","1814.3477405498","1815.42","1835.84368187732","1856.23610111523","1876.59725771374","1896.92715167285","1917.22578299255","1937.49315167285","1957.72925771374","1977.93410111523","1998.10768187732","2018.25","2062.28259885529","2109.15559244822","2158.04284981269","2208.38448251341","2259.88352740716","2312.5260892048","2366.56348202308","2422.46759996591","2480.85337527531","2542.25","2606.88143339767","2674.36734097311","2743.71342470703","2813.54188416842","2882.8670207523","2951.24391156061","3018.94291644642","3086.55921098842","3155.02772502456","3225","3235.70053781975","3245.10284769497","3252.72419611967","3257.92696953382","3260.28612064473","3259.69455213332","3256.3188909082","3250.3514467683","3242.07303953234","3231.67","3236.66484985034","3240.11158655686","3241.98677178844","3242.2493693641","3240.86404474169","3237.74884562764","3232.88724293928","3226.3694054928","3218.31787904159","3208.76","3303.6365386994","3400.44430362829","3498.83301190666","3598.30882269885","3698.47648446289","3799.18433399859","3900.43333084777","4002.16050135351","4104.34944226377","4207"
"aus","56","61.890408884533","67.2496157947253","72.0776207305769","76.3744236920879","80.1400246792582","83.3744236920879","86.0776207305769","88.2496157947252","89.890408884533","91","93.0322305973243","94.7636321730209","96.19420472709","97.3239482595313","98.1528627703451","98.6809482595312","98.9082047270904","98.8346321730212","98.4602305973244","97.785","98.9996927100977","100.095231484618","101.071616323561","101.928847226927","102.666924194715","103.285847226927","103.785616323561","104.166231484618","104.427692710098","104.57","106.177078158999","107.582361171554","108.785849037664","109.787541757331","110.587439330553","111.185541757331","111.581849037664","111.776361171554","111.769078158999","111.56","114.15239151209","116.757362688161","119.374913528211","122.005044032241","124.647754200251","127.303044032241","129.970913528211","132.651362688161","135.34439151209","138.05","141.16289153066","144.298251610062","147.456080238207","150.636377415094","153.839143140722","157.064377415094","160.312080238207","163.582251610062","166.87489153066","170.19","189.321636003552","209.10490845076","229.539817341622","250.62636267614","272.364544454312","294.75436267614","317.795817341622","341.48890845076","365.833636003552","390.83","409.338625755055","428.257334675653","447.586126761794","467.325002013479","487.473960430707","508.033002013479","529.002126761794","550.381334675653","572.170625755055","594.37","586.433262969175","578.132245278533","569.466946928074","560.437367917799","551.043508247708","541.285367917799","531.162946928074","520.676245278533","509.825262969175","498.61","654.138296234193","814.201415527454","978.799357879783","1147.93212329118","1321.59971176165","1499.80212329118","1682.53935787978","1869.81141552745","2061.61829623419","2257.96","2189.96985233628","2106.76765866268","2013.56573807997","1913.65158416395","1808.71886570341","1699.16271483518","1584.45875152165","1463.583164004","1335.42736601654","1199.35","1236.72819271782","1273.89048124674","1312.19089103675","1353.5548635307","1399.28366481387","1450.1865468435","1505.524972755","1563.12467191089","1619.78978579641","1673.11","1708.65211382794","1740.14079865525","1768.39584494532","1794.82803022867","1820.57900307462","1845.76776459612","1870.31262056899","1894.96933696785","1920.635053981","1947.99","1953.8365363396","1960.94674450488","1969.30764135776","1978.80080607712","1989.22403572718","2000.70684594209","2012.97930979566","2024.97092001804","2035.32121770142","2043.11","2061.00732984862","2076.71502693539","2090.71393953847","2103.76052622232","2116.45181099763","2129.05061825598","2141.56072351232","2154.03933634786","2166.48204608446","2179"
"aut","158","158.420296406776","158.836082500936","159.247358282478","159.654123751404","160.056378907713","160.454123751404","160.847358282478","161.236082500936","161.620296406776","162","162.089023055132","162.167596542456","162.235720461974","162.293394813684","162.340619597588","162.377394813685","162.403720461974","162.419596542456","162.425023055132","162.42","162.521188404073","162.60900160724","162.683439609503","162.74450241086","162.792190011313","162.82650241086","162.847439609502","162.85500160724","162.849188404072","162.83","162.924761389181","163.008020247433","163.079776574756","163.140030371149","163.188781636614","163.22603037115","163.251776574756","163.266020247433","163.268761389181","163.26","164.703852579392","166.151737918919","167.603656018581","169.059606878379","170.519590498311","171.983606878379","173.451656018581","174.923737918919","176.399852579392","177.88","181.103928064464","184.356761003491","187.638498817083","190.949141505237","194.288689067955","197.657141505237","201.054498817083","204.480761003492","207.935928064464","211.42","213.969420298795","216.534080531192","219.113980697189","221.709120796788","224.319500829987","226.945120796788","229.585980697189","232.242080531192","234.913420298795","237.6","244.927024012099","252.330264910398","259.809722694897","267.365397365597","274.997288922497","282.705397365597","290.489722694897","298.350264910398","306.287024012099","314.3","317.078360644542","319.862196701409","322.651508170599","325.446295052113","328.246557345951","331.052295052113","333.863508170599","336.680196701409","339.502360644542","342.33","435.51338563837","530.282018912659","626.635899822865","724.575028368988","824.099404551029","925.209028368988","1027.90389982286","1132.18401891266","1238.04938563837","1345.5","1279.97462313766","1214.14358001878","1147.60107663205","1080.08328207791","1011.44354048986","941.630682790861","870.660237681312","798.581734939903","725.446248404225","651.26","675.25530100117","699.778536285684","724.703736736045","749.836703765032","775.028064461787","800.176884182548","825.318612168167","850.608807951198","876.30139314984","902.59","899.607237290296","896.720537805186","893.815702897008","890.731526436384","887.339215645979","883.636975562078","879.617107035813","875.147338347125","870.072399490364","864.3","870.286683129261","875.748329240168","880.775654317639","885.506951974046","890.068264456303","894.451376754676","898.694693798299","903.028224642653","907.743744562182","913.04","934.298185556839","956.409740257941","979.064799290533","1001.77162613185","1024.17848292149","1046.08524594537","1067.66462506218","1089.39291415184","1111.99044978893","1136"
