"iso","em","sector","X1990","X2000","X2010","X2020","X2030","X2040","X2050"
"abw","NH3","FLR","0","0","0","0","0","0","0"
"afg","NH3","FLR","0","0","4.34358522903047e-06","5.07825691465284e-06","6.53471130895682e-06","6.53471130895682e-06","6.54760028589757e-06"
"ago","NH3","FLR","0.00650350673104789","0.00813115523926476","0.00870628807001482","0.00757680497955085","0.00601588667059175","0.00606494997256013","0.00596922004073627"
"aia","NH3","FLR","0","0","0","0","0","0","0"
"alb","NH3","FLR","0.000517670258687969","9.18470946105445e-05","9.17246173246237e-05","9.16454552994811e-05","9.17602407405434e-05","8.2300232673218e-05","7.37845977042757e-05"
"and","NH3","FLR","6.2624990542218e-09","5.0360929894367e-09","1.77437473202951e-09","1.17421857266659e-09","9.65468604192527e-10","7.04531143599952e-10","4.95781175125892e-10"
"are","NH3","FLR","0.019309631302949","0.0167164114397555","0.0206414534930713","0.0203186208960034","0.0200819137187448","0.0226687063118033","0.0244616392250413"
"arg","NH3","FLR","0.0113854053398791","0.0113854053398791","0.00632590281515719","0.00465931457346076","0.00359024966957657","0.00387695803564409","0.00370408869730603"
"arm","NH3","FLR","3.2529175388272e-06","9.7136591925338e-07","1.74467191923284e-06","1.80389071358885e-06","5.72371036992475e-07","6.59867344683655e-07","7.08073190708563e-07"
"asm","NH3","FLR","0","0","0","0","0","0","0"
"atg","NH3","FLR","0","0","0","0","0","0","0"
"aus","NH3","FLR","0.00243518215703483","0.00164364632068311","0.000825278761065225","0.000635423991894062","0.000485003725098923","0.000618349258906506","0.000531755970183899"
"aut","NH3","FLR","5.35887676209877e-05","5.53662389654525e-05","4.61288943543997e-05","4.1676172549406e-05","4.15728524359298e-05","3.05195549740615e-05","2.1267481284025e-05"
"aze","NH3","FLR","9.94050491783687e-05","6.90464557338339e-05","0.000356140344372997","0.000385726303917718","0.000345682820835457","0.000407991006898881","0.000457175755071224"
"bdi","NH3","FLR","0","0","0","0","0","0","0"
"bel","NH3","FLR","0","0","0","0","0","0","0"
"ben","NH3","FLR","0","0","0","0","0","0","0"
"bes","NH3","FLR","0","0","0","0","0","0","0"
"bfa","NH3","FLR","0","0","0","0","0","0","0"
"bgd","NH3","FLR","5.38099646828127e-05","8.94924372489883e-05","5.42120975437067e-05","5.4609794857093e-05","5.27103287197709e-05","4.74833647100387e-05","4.65336316413777e-05"
"bgr","NH3","FLR","1.13121333457412e-05","3.59411354541845e-06","2.44896864594258e-06","2.32170054330206e-06","3.42664004148823e-06","2.42110783641222e-06","2.36075003453606e-06"
"bhr","NH3","FLR","8.00195777639092e-05","6.92732121163146e-05","8.55386810361664e-05","8.42008549689306e-05","8.32199347182667e-05","9.39396656034306e-05","0.000101369622831791"
"bhs","NH3","FLR","0","0","0","0","0","0","0"
"bih","NH3","FLR","3.86070759454794e-05","1.68321076005968e-05","1.25615767284929e-05","9.79854340566463e-06","1.14651384070405e-05","1.02498158023321e-05","9.18058066990752e-06"
"blr","NH3","FLR","0.00126798838717725","0.00119744761431554","0.00112509493952474","0.00111047729219351","0.000475029663405923","0.00042515386422511","0.000380164247043563"
"blz","NH3","FLR","1.81340209786314e-06","4.30528797383835e-06","1.0386969839461e-05","9.22737938232403e-06","5.98298585997525e-06","6.50110009939579e-06","6.82183748570374e-06"
"bmu","NH3","FLR","0","0","0","0","0","0","0"
"bol","NH3","FLR","0.00048442373710064","0.00066642373710064","0.00068123266420006","0.00104517340314959","0.000902134993902722","0.000981145850317527","0.00102913903698134"
"bra","NH3","FLR","0.000706142490336787","0.000706142490336787","0.00146235121337101","0.00160837772540521","0.00114443063574228","0.00168410290236008","0.00265371894226714"
"brb","NH3","FLR","0","0","0","0","0","0","0"
"brn","NH3","FLR","0.000253950824469067","0.000148407567802783","0.000417724843433991","0.000245458838300516","0.000422577406958878","0.000444413942820867","0.000383756898759785"
