"iso","em","sector","X1990","X2000","X2010","X2020","X2030","X2040","X2050"
"abw","OC","FLR","0","0","0","0","0","0","0"
"afg","OC","FLR","0","0","0.000267941889420988","0.000312782388965614","0.000402615849141343","0.000402836070710697","0.000403428974935881"
"ago","OC","FLR","0.302352273117492","0.378023737026851","0.404761764358176","0.352252150605965","0.27968355536666","0.281964331263815","0.277512923672179"
"aia","OC","FLR","0","0","0","0","0","0","0"
"alb","OC","FLR","0.0173624687994914","0.00314417034584017","0.00309319919816783","0.00307067110961757","0.00310518268001596","0.00278048176181944","0.00248794324917307"
"and","OC","FLR","8.77776466632893e-07","7.05641935954197e-07","2.49978808883712e-07","1.65117581657399e-07","1.33979870375393e-07","1.00101163381942e-07","6.78670538153586e-08"
"are","OC","FLR","0.897838219702091","0.777260795606103","0.959763773817187","0.944755455324887","0.933748938854945","1.05402446489088","1.13739203490343"
"arg","OC","FLR","0.47849519858888","0.47849519858888","0.266213355518636","0.195811559312285","0.150714743776502","0.162727626600564","0.155537879070606"
"arm","OC","FLR","0.000145827755835028","4.07679773779816e-05","7.77008162872679e-05","8.02654146421511e-05","2.37695683202585e-05","2.76537010361226e-05","3.06533754844747e-05"
"asm","OC","FLR","0","0","0","0","0","0","0"
"atg","OC","FLR","0","0","0","0","0","0","0"
"aus","OC","FLR","0.0811793787417671","0.055464017779984","0.0288225558242568","0.0221902416823759","0.0169320370047318","0.0215922194865499","0.018563080546305"
"aut","OC","FLR","0.0017441646390901","0.00180942736505897","0.00151511578499827","0.00136141681414641","0.00134404492155387","0.00100565413633727","0.000681316508999128"
"aze","OC","FLR","0.00591073106886311","0.00356636856163457","0.0173565772624019","0.0187726590152194","0.0163976671025211","0.0193642934111587","0.0217043407798559"
"bdi","OC","FLR","0","0","0","0","0","0","0"
"bel","OC","FLR","0","0","0","0","0","0","0"
"ben","OC","FLR","0","0","0","0","0","0","0"
"bes","OC","FLR","0","0","0","0","0","0","0"
"bfa","OC","FLR","0","0","0","0","0","0","0"
"bgd","OC","FLR","0.00177333124966651","0.00296707622587577","0.00185604611784225","0.00186990969972849","0.00182673278223691","0.00170718296269247","0.00168550199212801"
"bgr","OC","FLR","0.000850669649622985","0.000276828078005755","0.00021158185763442","0.00018579797819802","0.000236594822453764","0.000202038341760416","0.000175221989075099"
"bhr","OC","FLR","0.00372066323347608","0.00322098748034312","0.00397728422304046","0.00391508938928842","0.00386947811961898","0.0043679027999109","0.0047133800204205"
"bhs","OC","FLR","0","0","0","0","0","0","0"
"bih","OC","FLR","0.000778755697692467","0.000354997238553705","0.000266236223003735","0.000208826152807726","0.000235227307272554","0.000210627442877944","0.000188500814646553"
"blr","OC","FLR","0.0595397934205624","0.0557733215156521","0.0522749343219425","0.0519708121832345","0.022321325828449","0.0199833955416347","0.01788359903824"
"blz","OC","FLR","8.64429963058643e-05","0.000205366461957156","0.000495870172708803","0.000440576787707928","0.000374486505796251","0.000407140715241149","0.000427105209221321"
"bmu","OC","FLR","0","0","0","0","0","0","0"
"bol","OC","FLR","0.0227077608325707","0.0312437608325707","0.0319377516061376","0.0490072677707378","0.0423066585131404","0.0459941131723053","0.0482488283598782"
"bra","OC","FLR","0.0295958190218791","0.0295958190218791","0.0612921251147186","0.0674156425922211","0.0479684575474157","0.0705856695591806","0.11123006309087"
"brb","OC","FLR","0","0","0","0","0","0","0"
"brn","OC","FLR","0.011909404030953","0.00695736295380621","0.0195922252317298","0.0115050237372125","0.0198097818297622","0.0208437822408568","0.0179981581138045"
