iso,em,sector,X1990,X2000,X2010,X2020,X2030,X2040,X2050
abw,NMVOC,FLR,0,0,0,0,0,0,0
afg,NMVOC,FLR,0,0,6.51E-05,7.60E-05,9.78E-05,9.79E-05,9.80E-05
ago,NMVOC,FLR,24.00401359,24.20822056,27.21480673,34.31394123,36.9095413,36.64191318,35.50380091
aia,NMVOC,FLR,0,0,0,0,0,0,0
alb,NMNMVOC,FLR,0.009039399,0.005331015,0.005190641,0.005039136,0.004883592,0.004800938,0.004727181
and,NMVOC,FLR,0.002307792,0.00246716,0.002710768,0.003243964,0.002501663,0.002675432,0.002877691
are,NMVOC,FLR,297.525338,309.6524843,318.0495202,321.5666933,298.9065588,332.2475233,352.9573573
arg,NMVOC,FLR,93.77060966,123.3974817,120.4370762,98.4341625,88.92285768,94.59418026,88.80166507
arm,NMVOC,FLR,5.24E-05,2.90E-05,3.22E-05,3.01E-05,1.98E-05,1.93E-05,1.85E-05
asm,NMVOC,FLR,0,0,0,0,0,0,0
atg,NMVOC,FLR,0,0,0,0,0,0,0
aus,NMVOC,FLR,43.18972238,32.44310904,32.69433853,28.46424255,26.12889067,32.81005399,27.76911798
aut,NMVOC,FLR,0.289448574,0.312278789,0.289504638,0.295875857,0.299826825,0.281454205,0.262462539
aze,NMVOC,FLR,21.05985317,13.88630868,19.65854689,29.68924428,64.26207726,74.72765845,82.45684542
bdi,NMVOC,FLR,0,0,0,0,0,0,0
bel,NMVOC,FLR,1.210470635,1.226367184,1.247332197,1.307347427,1.31018116,1.311609545,1.313913393
ben,NMVOC,FLR,0,0,0,0,0,0,0
bes,NMVOC,FLR,0,0,0,0,0,0,0
bfa,NMVOC,FLR,0,0,0,0,0,0,0
bgd,NMVOC,FLR,0.256073247,0.248032404,0.238498116,0.284490839,0.367650349,0.492911685,0.453074023
bgr,NMVOC,FLR,0.434428553,0.432780289,0.427793015,0.419364791,0.407501342,0.372191785,0.336884968
bhr,NMVOC,FLR,1.232952175,1.283207362,1.318004882,1.332580132,1.238675988,1.376841749,1.4626638
bhs,NMVOC,FLR,0,0,0,0,0,0,0
bih,NMVOC,FLR,0.287206224,0.282124475,0.35869764,0.29969314,0.479852759,0.580148946,0.513509318
blr,NMVOC,FLR,18.8072729,21.18976112,22.74571275,23.42230228,23.2052427,19.6516967,16.09819955
blz,NMVOC,FLR,0.005457017,0.011470762,0.025293097,0.021405129,0.017107363,0.018314436,0.018914587
bmu,NMVOC,FLR,0,0,0,0,0,0,0
bol,NMVOC,FLR,5.127384486,6.243204605,5.829322314,8.517717325,7.206551488,7.714876368,7.967194417
bra,NMVOC,FLR,26.18517228,25.45986006,41.49063928,52.16840971,64.54332905,89.44880071,133.4916444
brb,NMVOC,FLR,0,0,0,0,0,0,0
brn,NMVOC,FLR,11.04523722,11.05459688,11.87426258,12.20401217,8.922413834,9.244436588,7.858344039
btn,NMVOC,FLR,0.146140005,0.138364719,0.11879894,0.11703065,0.137550373,0.143634065,0.126073408
bwa,NMVOC,FLR,0,0,0,0,0,0,0
caf,NMVOC,FLR,0,0,0,0,0,0,0
can,NMVOC,FLR,98.5836724,99.60947169,102.2305109,115.6917807,110.4386934,137.2944222,145.8088485
che,NMVOC,FLR,1.40066809,1.546045451,1.636466928,1.660110678,1.61336461,1.403759589,1.193653259
chl,NMVOC,FLR,4.094544314,2.67898587,2.055821679,1.511018115,1.527356109,1.598671378,1.604752523
chn,NMVOC,FLR,219.7412384,211.0232528,209.4427331,222.0199256,243.4379302,243.9079609,245.9816872
civ,NMVOC,FLR,0,0,0,0,0,0,0
cmr,NMVOC,FLR,9.245766469,9.324422065,10.48248646,13.21690167,14.21666415,14.11358026,13.67520689
cod,NMVOC,FLR,2.087737188,2.105497989,2.366994331,2.984438037,3.210189067,3.186912244,3.087925493
cog,NMVOC,FLR,19.54562115,19.71189968,22.1600567,27.94063139,30.05413693,29.83621679,28.90949213
cok,NMVOC,FLR,0,0,0,0,0,0,0
col,NMVOC,FLR,81.46693959,95.73348782,101.9667263,76.22714552,108.4638535,116.1130693,119.9138671
com,NMVOC,FLR,0,0,0,0,0,0,0
cpv,NMVOC,FLR,0,0,0,0,0,0,0
cri,NMVOC,FLR,0.157254317,0.330551803,0.728868648,0.616829466,0.368548845,0.394553156,0.407482381
cub,NMVOC,FLR,0,0,0,0,0,0,0
cuw,NMVOC,FLR,0,0,0,0,0,0,0
cym,NMVOC,FLR,0,0,0,0,0,0,0
cyp,NMVOC,FLR,0,0,0,0,0,0,0
cze,NMVOC,FLR,0.566580858,0.613528685,0.569726032,0.592402898,0.621085539,0.55312258,0.485160964
deu,NMVOC,FLR,0.132889288,0.152283423,0.172184491,0.217174703,0.21762558,0.202811012,0.188629884
dji,NMVOC,FLR,0,0,0,0,0,0,0
dma,NMVOC,FLR,0,0,0,0,0,0,0
dnk,NMVOC,FLR,5.39E-08,1.08E-07,0,0,0,0,0
dom,NMVOC,FLR,0,0,0,0,0,0,0
dza,NMVOC,FLR,320.8401447,291.3001419,274.5903935,348.7902815,303.2517703,296.0227124,297.5639561
ecu,NMVOC,FLR,72.81553453,87.79552843,84.0584851,96.17981929,93.86938691,100.4898232,103.7797156
egy,NMVOC,FLR,88.5612374,79.7538874,55.3040509,47.13109963,49.50102509,48.32071429,48.57200296
eri,NMVOC,FLR,0,0,0,0,0,0,0
esp,NMVOC,FLR,20.37002393,21.79304183,23.92045083,28.60459954,22.08909564,23.61803108,25.39103285
est,NMVOC,FLR,0.411094695,0.696202351,3.13711072,2.939340167,0.737244859,2.681384991,4.622636291
eth,NMVOC,FLR,0,0,0,0,0,0,0
fin,NMVOC,FLR,4.88E-10,9.75E-10,0,0,0,0,0
fji,NMVOC,FLR,0,0,0,0,0,0,0
flk,NMVOC,FLR,0,0,0,0,0,0,0
fra,NMVOC,FLR,39.53017296,35.37419711,13.10254183,11.64201265,11.10379683,10.65923832,10.44044498
fro,NMVOC,FLR,0,0,0,0,0,0,0
fsm,NMVOC,FLR,0,0,0,0,0,0,0
gab,NMVOC,FLR,38.64509648,38.97385809,43.8142908,55.24349353,59.42226201,58.99139595,57.15909993
gbr,NMVOC,FLR,7.50745669,5.82572846,4.748794755,2.827099609,1.921628652,1.849793106,1.622263139
geo,NMVOC,FLR,0.001353617,0.00036534,0.000717526,0.000743822,0.000210484,0.000247702,0.000277435
ggy,NMVOC,FLR,0,0,0,0,0,0,0
gha,NMVOC,FLR,0,0,0,0,0,0,0
gib,NMVOC,FLR,0.003741544,0.003999921,0.004394875,0.005259327,0.004055861,0.004337586,0.004665502
gin,NMVOC,FLR,0,0,0,0,0,0,0
global,NMVOC,FLR,10311.14967,9623.140547,9575.887075,9926.390446,9633.810373,10209.03019,10535.69497
glp,NMVOC,FLR,0,0,0,0,0,0,0
gmb,NMVOC,FLR,0,0,0,0,0,0,0
gnb,NMVOC,FLR,0,0,0,0,0,0,0
gnq,NMVOC,FLR,69.77487926,70.3684682,79.10801445,99.74378232,107.288674,106.5107324,103.2024671
grc,NMVOC,FLR,1.037061415,1.012616086,0.984219821,0.951754747,0.915222342,0.914162017,0.913101916
grd,NMVOC,FLR,0,0,0,0,0,0,0
grl,NMVOC,FLR,0,0,0,0,0,0,0
gtm,NMVOC,FLR,0.20222881,0.42508911,0.937323958,0.793241742,0.579707198,0.620610559,0.640947524
guf,NMVOC,FLR,0,0,0,0,0,0,0
gum,NMVOC,FLR,0,0,0,0,0,0,0
guy,NMVOC,FLR,0,0,0,0,0,0,0
hkg,NMVOC,FLR,3.849060628,3.849060628,3.731321839,4.179799655,4.624155817,5.385139167,5.258865796
hnd,NMVOC,FLR,0.081229638,0.170746367,0.376496733,0.318622949,0.194705928,0.208444116,0.215274681
hrv,NMVOC,FLR,3.721764232,3.656023837,4.641306687,3.879988268,6.199251143,7.489554273,6.62939975
hti,NMVOC,FLR,0,0,0,0,0,0,0
hun,NMVOC,FLR,2.241863062,2.192529317,1.957119605,1.878792893,1.990067723,1.908613486,1.732314333
idn,NMVOC,FLR,186.7433745,182.0134816,146.9761993,104.4626241,90.92312911,80.59254533,73.32897513
imn,NMVOC,FLR,0,0,0,0,0,0,0
ind,NMVOC,FLR,28.48959618,27.76350353,29.32474082,34.82613912,45.97142639,64.52633867,59.6983039
irl,NMVOC,FLR,0,0,0,0,0,0,0
irn,NMVOC,FLR,535.7215953,557.6023818,572.7544427,579.0802317,538.2663123,598.3146457,635.6170178
irq,NMVOC,FLR,309.7686395,322.394678,331.1369753,334.7987174,311.2062793,345.9190312,367.4809179
isl,NMVOC,FLR,0,0,0,0,0,0,0
isr,NMVOC,FLR,0.001764343,0.000882585,0.000705572,0.000942141,0.001148932,0.001053808,0.000943795
ita,NMVOC,FLR,30.68896084,37.08947175,42.17549579,43.78190858,41.24760182,41.81322039,42.28696629
jam,NMVOC,FLR,0,0,0,0,0,0,0
jey,NMVOC,FLR,0,0,0,0,0,0,0
jor,NMVOC,FLR,5.48E-05,2.74E-05,2.19E-05,2.93E-05,3.57E-05,3.27E-05,2.93E-05
jpn,NMVOC,FLR,0.00017899,0.000182989,0.000127993,0.000119993,9.60E-05,0.00016599,0.000113993
kaz,NMVOC,FLR,77.87014275,55.32974436,85.63995248,141.4673047,178.7471386,207.6072906,228.8986616
ken,NMVOC,FLR,0,0,0,0,0,0,0
kgz,NMVOC,FLR,0.000981204,0.000552426,0.000570375,0.000596301,0.000167523,0.000198102,0.000222034
khm,NMVOC,FLR,0,0,0,0,0,0,0
kir,NMVOC,FLR,0,0,0,0,0,0,0
kna,NMVOC,FLR,0,0,0,0,0,0,0
kor,NMVOC,FLR,0,0,0,0,0,0,0
kwt,NMVOC,FLR,59.25450376,61.66972004,63.34205558,64.04252817,59.52958472,66.16969921,70.29422501
lao,NMVOC,FLR,0.037760704,0.094633513,0.183728143,0.201305111,0.163290826,0.169182984,0.143814958
lbn,NMVOC,FLR,3.06E-05,1.53E-05,1.22E-05,1.64E-05,1.99E-05,1.83E-05,1.64E-05
lbr,NMVOC,FLR,0,0,0,0,0,0,0
lby,NMVOC,FLR,161.9987786,147.0834166,138.6463137,176.1113612,153.1180404,149.4679358,150.2461373
lca,NMVOC,FLR,0,0,0,0,0,0,0
lie,NMVOC,FLR,0.002040643,0.002185278,0.002258565,0.002260941,0.002192446,0.001856387,0.001520341
lka,NMVOC,FLR,0,0,0,0,0,0,0
lso,NMVOC,FLR,0,0,0,0,0,0,0
ltu,NMVOC,FLR,5.348251817,1.439476954,0.96079671,0.902118095,0.829978053,0.720376067,0.610758132
lux,NMVOC,FLR,0.100102565,0.138263211,0.18859102,0.332661287,0.339463837,0.342892764,0.348423293
lva,NMVOC,FLR,0.426914881,0.310421474,0.346700552,0.348217413,0.308301115,0.293399421,0.278454097
mac,NMVOC,FLR,0.028953866,0.028953866,0.028068197,0.03144179,0.03478438,0.04050874,0.039558871
mar,NMVOC,FLR,0.038906801,0.041593562,0.045700527,0.054689616,0.042175255,0.045104798,0.048514669
