"iso","em","sector","X1990","X2000","X2010","X2020","X2030","X2040","X2050"
"abw","SO2","FLR","0","0","0","0","0","0","0"
"afg","SO2","FLR","0","0","3.75000180070562e-05","4.37708682497305e-05","5.63459243214763e-05","5.63709410112742e-05","5.64543299772672e-05"
"ago","SO2","FLR","0.086713206238876","0.108415448841094","0.116083772457185","0.101024248997601","0.0802119249890758","0.0808660452850324","0.0795894065268364"
"aia","SO2","FLR","0","0","0","0","0","0","0"
"alb","SO2","FLR","0.000700116283935963","0.000124807286499417","0.000124028510788059","0.000123942109533289","0.00012406349579113","0.000110631487571273","9.91211509876015e-05"
"and","SO2","FLR","1.75539954977932e-08","1.4116338046142e-08","5.0102028816618e-09","3.29137415583622e-09","2.66967014862271e-09","2.01139531745547e-09","1.35312048628822e-09"
"are","SO2","FLR","0.257461475251553","0.222885057378731","0.275219104453182","0.270915404370769","0.267759155643747","0.302248989006035","0.326155312091411"
"arg","SO2","FLR","0.0227708106797583","0.0227708106797583","0.0126519376075436","0.00931876112415074","0.00718049933915314","0.00775378409405897","0.00740929256025271"
"arm","SO2","FLR","4.02827248148241e-05","1.0864215106244e-05","2.13485577782268e-05","2.21375325671154e-05","6.25860955555546e-06","7.36605290860012e-06","8.25087023883797e-06"
"asm","SO2","FLR","0","0","0","0","0","0","0"
"atg","SO2","FLR","0","0","0","0","0","0","0"
"aus","SO2","FLR","0.00487077085533126","0.00328729264136621","0.00165055752213045","0.00127084798378812","0.000969600908936237","0.00123669851781301","0.00106310539910619"
"aut","SO2","FLR","0.0150053416069973","0.0156978861223595","0.0133301840807522","0.0123417220024481","0.0120660007887556","0.00916846938005608","0.00621376139715023"
"aze","SO2","FLR","0.00141176171029674","0.000941449880117228","0.00479173388907239","0.00518928758374037","0.00462006693141315","0.00545581257624317","0.00611513231378147"
"bdi","SO2","FLR","0","0","0","0","0","0","0"
"bel","SO2","FLR","0","0","0","0","0","0","0"
"ben","SO2","FLR","0","0","0","0","0","0","0"
"bes","SO2","FLR","0","0","0","0","0","0","0"
"bfa","SO2","FLR","0","0","0","0","0","0","0"
"bgd","SO2","FLR","0.000659700969494159","0.00110318202499474","0.000676215609642725","0.000679610672501126","0.000659479342336983","0.000604072940446488","0.000593971518166535"
"bgr","SO2","FLR","2.3470433421287e-05","6.60922229856224e-06","5.1787003239046e-06","5.86389561749697e-06","6.20716243765866e-06","5.09717524644645e-06","4.00105350152e-06"
"bhr","SO2","FLR","0.00106692656202897","0.0009236410525667","0.00114051460565907","0.00112267996873544","0.00110960039789891","0.00125252709906158","0.00135159547841935"
"bhs","SO2","FLR","0","0","0","0","0","0","0"
"bih","SO2","FLR","0.000121586599911569","6.04521480618718e-05","4.57330229668607e-05","3.61840047683766e-05","3.77184684011871e-05","3.38741554448163e-05","3.01954793255932e-05"
"blr","SO2","FLR","0.00347205481694334","0.00307858931729459","0.00283733911380565","0.00295534985427504","0.0013089077660571","0.00117157754118201","0.00104880097414459"
"blz","SO2","FLR","8.06698709585682e-06","1.91522346697553e-05","4.62068240456561e-05","4.10483425013667e-05","3.12014400016383e-05","3.39355868059056e-05","3.56082413214573e-05"
"bmu","SO2","FLR","0","0","0","0","0","0","0"
"bol","SO2","FLR","0.00096884747420128","0.00133284747420128","0.00136246532840012","0.00209034680629917","0.00180426998780544","0.00196129170063506","0.00205727811139859"
"bra","SO2","FLR","0.00141228498067357","0.00141228498067357","0.00292470242674202","0.00321675545081041","0.00228886127148456","0.00336799719541726","0.00530743788453428"
"brb","SO2","FLR","0","0","0","0","0","0","0"
"brn","SO2","FLR","0.000507901648938134","0.000296815135605566","0.000835449686867982","0.00049051329630729","0.000844750433624015","0.000888827885641735","0.000767513797519569"
"btn","SO2","FLR","0.000196219999665826","0.000330667185131978","0.000185294289974898","0.000184480097779228","0.000160021290736356","9.24335255725997e-05","8.01557853333776e-05"
"bwa","SO2","FLR","0","0","0","0","0","0","0"
"caf","SO2","FLR","0","0","0","0","0","0","0"
"can","SO2","FLR","0.00811966426345997","0.0100113609732732","0.00771946428694186","0.00540963956698038","0.00857422666453401","0.0108250623706157","0.0116775114535458"
"che","SO2","FLR","0.00271408135250825","0.00292830065486624","0.00278682386141565","0.00342993018730562","0.00286124198125434","0.00241746629806027","0.00163636556300641"
"chl","SO2","FLR","0.00361466301410586","0.00361466301410586","0.00296480450813498","0.00148191377203962","0.000666094718632366","0.000692158348850711","0.000769935289898215"
"chn","SO2","FLR","0.127311750302719","0.134710813066791","0.171094646077959","0.201858401926016","0.143828397066118","0.146199477211231","0.149817864986496"
"civ","SO2","FLR","0","0","0","0","0","0","0"
"cmr","SO2","FLR","0.0333998333974013","0.0417590132582782","0.0447126663674623","0.0389121015352874","0.0308956968300739","0.0311476481746779","0.0306559177488077"
"cod","SO2","FLR","0.00754183814841076","0.00942937994582263","0.0100963285928704","0.00878653400158867","0.00697639243293093","0.00703328422157159","0.00692224919811992"
"cog","SO2","FLR","0.0706075036878112","0.0882788739557797","0.0945229192573788","0.0822604807623698","0.0653137397995724","0.0658463668723368","0.0648068449847593"
"cok","SO2","FLR","0","0","0","0","0","0","0"
"col","SO2","FLR","0.00341535313709786","0.00454407223998306","0.00527685716117085","0.00422630563726312","0.0060390610192499","0.00656561039613497","0.00688729018005765"
"com","SO2","FLR","0","0","0","0","0","0","0"
"cpv","SO2","FLR","0","0","0","0","0","0","0"
"cri","SO2","FLR","5.38555207290106e-06","1.27861066220576e-05","3.08478560910387e-05","2.74040336770748e-05","1.70339987931625e-05","1.85266687905015e-05","1.9439831612403e-05"
"cub","SO2","FLR","0","0","0","0","0","0","0"
"cuw","SO2","FLR","0","0","0","0","0","0","0"
"cym","SO2","FLR","0","0","0","0","0","0","0"
"cyp","SO2","FLR","0","0","0","0","0","0","0"
"cze","SO2","FLR","0.000340869523549011","0.000344937814114323","0.000287959695830257","0.000244281035746387","0.000321724017206053","0.000240247769874767","0.000163278875693882"
"deu","SO2","FLR","0.0016846617360761","0.00175603044424073","0.00147293202668326","0.00130969576491742","0.00130584477293524","0.000975805493081476","0.00066150410559574"
"dji","SO2","FLR","0","0","0","0","0","0","0"
"dma","SO2","FLR","0","0","0","0","0","0","0"
"dnk","SO2","FLR","9.87292649730133e-07","1.4914420878902e-06","0","0","0","0","0"
"dom","SO2","FLR","0","0","0","0","0","0","0"
"dza","SO2","FLR","0.76630255566092","0.902688814795154","0.692175829879001","0.592421618139188","0.536547580479997","0.5318873466391","0.543086981726559"
"ecu","SO2","FLR","0.00640021063353596","0.00875526836513214","0.00904106658763491","0.0114402073721484","0.0108888555747915","0.0118384428419906","0.0124185069249516"
"egy","SO2","FLR","0.0126374066559422","0.0139665933376752","0.0117848257303772","0.010531334517921","0.00944730018771527","0.00936482918876923","0.00956198953311813"
"eri","SO2","FLR","0","0","0","0","0","0","0"
"esp","SO2","FLR","0.000478216875122527","0.000384566070411032","0.000136491066441221","8.96656640854738e-05","7.27288164248843e-05","5.47956836077895e-05","3.68625507906948e-05"
"est","SO2","FLR","0.248037883311058","0.252588265197853","0.212598097155972","0.360599147131763","0.454106835277286","0.824282577827335","1.16076905307779"
"eth","SO2","FLR","0","0","0","0","0","0","0"
"fin","SO2","FLR","7.41571758289524e-08","1.12024669869268e-07","0","0","0","0","0"
"fji","SO2","FLR","0","0","0","0","0","0","0"
"flk","SO2","FLR","0","0","0","0","0","0","0"
"fra","SO2","FLR","0.0532822476373549","0.0437997006736569","0.02576485161985","0.0196056001844989","0.0165661177880217","0.0140212445375682","0.00949077187467569"
"fro","SO2","FLR","0","0","0","0","0","0","0"
