"iso","em","sector","X1990","X2000","X2010","X2020","X2030","X2040","X2050"
"abw","NOx","FLR","0","0","0","0","0","0","0"
"afg","NOx","FLR","0","0","0.000869348605676191","0.00101481359942942","0.00130627203499045","0.00130699381769913","0.00130892716424024"
"ago","NOx","FLR","1.30069819629766","1.6262314929492","1.74125662109595","1.51536397463123","1.20317887483614","1.21299064503731","1.19384106366437"
"aia","NOx","FLR","0","0","0","0","0","0","0"
"alb","NOx","FLR","0.103573566843286","0.0184324542578139","0.0183127906953928","0.0182970977385476","0.0183266601796682","0.0164091098067873","0.0146854886280793"
"and","NOx","FLR","1.25338699821037e-06","1.00768828531641e-06","3.56936352344583e-07","2.3580918313751e-07","1.91319346106476e-07","1.42967634658672e-07","9.69121728640823e-08"
"are","NOx","FLR","3.86192258786401","3.34327631977169","4.12828675043403","4.0637307901071","4.01638779374693","4.5337353859994","4.89232940591672"
"arg","NOx","FLR","2.27709303099857","2.27709303099857","1.26514537991555","0.931833571358924","0.718085242787088","0.775371071807522","0.740917576459948"
"arm","NOx","FLR","0.000650342117707823","0.000193524485364556","0.000350050249977969","0.000358986673087038","0.000115169979782177","0.000130978337434431","0.0001428532572656"
"asm","NOx","FLR","0","0","0","0","0","0","0"
"atg","NOx","FLR","0","0","0","0","0","0","0"
"aus","NOx","FLR","0.487076678991864","0.328725605265267","0.165074046569817","0.127088457250167","0.0969747263790416","0.123663753662377","0.106316231488281"
"aut","NOx","FLR","0.0106602782132944","0.0110995107701722","0.00929711768602772","0.00828887377303906","0.00825389992134922","0.00617312565380614","0.00418419454467529"
"aze","NOx","FLR","0.0199095076219637","0.0137839356602336","0.0712086369472835","0.0771425777534416","0.0691052459223835","0.0816083263282248","0.091470741877575"
"bdi","NOx","FLR","0","0","0","0","0","0","0"
"bel","NOx","FLR","0","0","0","0","0","0","0"
"ben","NOx","FLR","0","0","0","0","0","0","0"
"bes","NOx","FLR","0","0","0","0","0","0","0"
"bfa","NOx","FLR","0","0","0","0","0","0","0"
