"iso","em","sector","X1990","X2000","X2010","X2020","X2030","X2040","X2050"
"abw","CH4","FLR","0","0","0","0","0","0","0"
"afg","CH4","FLR","193.060514114277","222.810679445146","138.163614489652","116.891408804283","92.1853041027011","98.1385224799077","119.856625235336"
"ago","CH4","FLR","170.007781743251","194.737739164314","231.464404045685","289.562624291958","274.405517725196","277.576235292573","276.23758199293"
"aia","CH4","FLR","0","0","0","0","0","0","0"
"alb","CH4","FLR","7.96188323802155","3.21851160387722","2.03431185931219","2.50154168672368","4.2492719373795","3.8302200920425","3.44283057387789"
"and","CH4","FLR","0.00157322481165099","0.00103980262695696","0.000364503035389885","0.000275454813767038","0.000185544681806953","0.000141400407659393","0.00010153577259336"
"are","CH4","FLR","863.097099634788","935.874164388708","1155.06539772723","1157.73196357721","1120.01012059209","1264.90322171017","1371.67563440127"
"arg","CH4","FLR","734.66779657233","1055.33672403837","1192.10507694227","1094.48349202118","899.485296008928","1009.0337936903","1010.213382951"
"arm","CH4","FLR","0.624353582976305","0.527419683618406","0.484001190799227","0.403548416460309","0.406631297210898","0.382403874953113","0.352899171220348"
"asm","CH4","FLR","0","0","0","0","0","0","0"
"atg","CH4","FLR","0","0","0","0","0","0","0"
"aus","CH4","FLR","120.304103587646","94.7652205613621","85.7306553242605","78.0827210222531","90.9044530920869","263.581342846422","413.996336394857"
"aut","CH4","FLR","7.04902382063923","6.81624274483179","6.87665381594817","6.05056691933783","6.24501638335211","5.2241917479416","3.93419051974608"
"aze","CH4","FLR","22.3913579050417","15.9936674788986","21.6680596244919","26.0527806997072","45.0353287720283","54.5208805964856","62.2953390799735"
"bdi","CH4","FLR","0","0","0","0","0","0","0"
"bel","CH4","FLR","0","0","0","0","0","0","0"
"ben","CH4","FLR","0","0","0","0","0","0","0"
"bes","CH4","FLR","0","0","0","0","0","0","0"
"bfa","CH4","FLR","0","0","0","0","0","0","0"
"bgd","CH4","FLR","23.5632633047674","34.3419756861337","45.5688283859592","66.1879057511614","100.752695586495","104.457300074034","117.054128619164"
"bgr","CH4","FLR","1.32549595088882","1.16768166700575","0.887499996838315","2.59584784083245","0.871376388679082","0.741129903429745","0.63771245708818"
"bhr","CH4","FLR","3.57669519414815","3.87828510547991","4.78661886214881","4.79766917533434","4.64134894835597","5.24178945343188","5.68425690640032"
"bhs","CH4","FLR","0","0","0","0","0","0","0"
"bih","CH4","FLR","1.80329773750018","1.39267555983798","1.13275999031945","1.07768326220596","1.1627606871927","1.25746297778156","1.25410100143813"
"blr","CH4","FLR","26.8972022536081","25.2350374731984","24.2053469943413","23.3831490485142","20.9832976267089","19.2000047479429","17.4239728576231"
"blz","CH4","FLR","0.101523967784284","0.241183848199353","0.582345606834326","0.517411494332163","0.333411711508219","0.362471451340707","0.380245318852819"
"bmu","CH4","FLR","0","0","0","0","0","0","0"
"bol","CH4","FLR","65.099235368541","84.5800410238519","84.429538899783","168.586988780338","141.718070287664","154.756939129184","165.794606933055"
