"iso","em","sector","X1990","X2000","X2010","X2020","X2030","X2040","X2050"
"abw","PM25","FLR","0","0","0","0","0","0","0"
"afg","PM25","FLR","0","0","0.00195820477912034","0.00228585540194698","0.00294235598274107","0.00294398088841573","0.00294835265844518"
"ago","PM25","FLR","1.93505464381883","2.41935199229582","2.59047544254029","2.25441390767851","1.78997469956555","1.80457173378369","1.77608283475937"
"aia","PM25","FLR","0","0","0","0","0","0","0"
"alb","PM25","FLR","0.0710476328459703","0.0129422039250575","0.0126914638252636","0.0125716829748686","0.0127516911884781","0.0114169247802698","0.010217261071565"
"and","PM25","FLR","6.49246614962713e-06","5.21972179005857e-06","1.84892602055604e-06","1.22142402248919e-06","9.91052731599535e-07","7.40533456523166e-07","5.02052285206158e-07"
"are","PM25","FLR","5.74616469791153","4.97446945915164","6.14248853806621","6.04643555680629","5.97599386976229","6.74575670384701","7.27930964774536"
"arg","PM25","FLR","3.06237096152164","3.06237096152164","1.70376761459465","1.25319139691331","0.964571554451168","1.04145676932228","0.995442581768229"
"arm","PM25","FLR","0.000783023978573978","0.000259690509151214","0.000429527742377324","0.000434569006140064","0.000159580373990832","0.000175229004019147","0.000186048909985972"
"asm","PM25","FLR","0","0","0","0","0","0","0"
"atg","PM25","FLR","0","0","0","0","0","0","0"
"aus","PM25","FLR","0.519548349180319","0.354969469867141","0.184463625500972","0.142016245835169","0.108365199446788","0.138189066398387","0.118804365962371"
"aut","PM25","FLR","0.00777504104889671","0.00808557132776118","0.00677578271955387","0.00605907826925019","0.00602547267845775","0.00450867372758306","0.00305636455958747"
"aze","PM25","FLR","0.0374508984119338","0.0227349726916307","0.110884504279824","0.119938332434428","0.104894762272419","0.123869793406997","0.138837256943199"
"bdi","PM25","FLR","0","0","0","0","0","0","0"
"bel","PM25","FLR","0","0","0","0","0","0","0"
"ben","PM25","FLR","0","0","0","0","0","0","0"
"bes","PM25","FLR","0","0","0","0","0","0","0"
"bfa","PM25","FLR","0","0","0","0","0","0","0"
"bgd","PM25","FLR","0.00612242860164753","0.0103030798637732","0.00683541876122722","0.00692620859200769","0.0067057352566434","0.00609585510425724","0.0059850198535366"
"bgr","PM25","FLR","0.00499032629909108","0.00161570306163888","0.00124022201723316","0.00110532285860344","0.00138590850340228","0.00118157924769792","0.00101831751669339"
"bhr","PM25","FLR","0.0238122450747435","0.0206143213961824","0.0254546206255447","0.0250565747549221","0.024764662705137","0.027954578452125","0.0301656347180681"
"bhs","PM25","FLR","0","0","0","0","0","0","0"
"bih","PM25","FLR","0.00787512203426644","0.00356590988326298","0.00267239967753076","0.00209498769656749","0.00237388883280061","0.00212546044359945","0.00190224829093358"
"blr","PM25","FLR","0.370342128476984","0.348752134449834","0.327489878687445","0.324192207411181","0.13885893761688","0.124305818766453","0.111233778822982"
"blz","PM25","FLR","8.01138509260833e-06","1.90321072727866e-05","4.59534299696715e-05","4.0829394096225e-05","3.63545826723319e-05","3.95231448626413e-05","4.14611804979527e-05"
"bmu","PM25","FLR","0","0","0","0","0","0","0"
"bol","PM25","FLR","0.145329669395837","0.199958669395837","0.204402410346665","0.313644513635389","0.270761214379278","0.294360124310241","0.308790301518195"
"bra","PM25","FLR","0.189413074852584","0.189413074852584","0.392269559012338","0.431459528484167","0.306997794528576","0.451748034847592","0.711872779278312"
"brb","PM25","FLR","0","0","0","0","0","0","0"
"brn","PM25","FLR","0.0762192152853943","0.0445263141437723","0.125390241483071","0.0736332033069235","0.126782522834419","0.133399397580896","0.115187322291703"
"btn","PM25","FLR","0.0077697167183472","0.0130919501351153","0.00733685721442846","0.00730315268877982","0.00633559681409928","0.00365962632076039","0.00317320535276693"
"bwa","PM25","FLR","0","0","0","0","0","0","0"
"caf","PM25","FLR","0","0","0","0","0","0","0"
"can","PM25","FLR","0.410606332554914","0.526361284144451","0.450201840636257","0.315476716171363","0.500033677596748","0.631287125097714","0.681018333740409"
"che","PM25","FLR","0.000224998698059652","0.000241507361300742","0.000225759751908869","0.00026756362282682","0.000227576090043198","0.000189678690653174","0.000128410570729159"
"chl","PM25","FLR","0.538654375003647","0.538654375003647","0.442867353595263","0.220852044444947","0.0987299926481053","0.102579392128868","0.114289132751744"
"chn","PM25","FLR","2.90038506555043","3.067430159404","3.89313549090864","4.59706180182248","3.28154815404549","3.33510249450561","3.41716616695947"
"civ","PM25","FLR","0","0","0","0","0","0","0"
